,map,res_exp3
2473,CRI1988,432067991.9714356
2474,CRI1989,419760761.3670044
2475,CRI1990,337893940.0
2476,CRI1991,394355760.0
2477,CRI1992,333436458.0
2478,CRI1993,359779673.0
2479,CRI1994,497441572.0
2480,CRI1995,624951620.0
2481,CRI1996,624558994.0
2482,CRI1997,683937106.0
2483,CRI1998,719370799.0
2484,CRI1999,573436584.0
2485,CRI2000,585189323.0
2486,CRI2001,526302485.0
2487,CRI2002,520763637.0
2488,CRI2003,514562782.0
2489,CRI2004,578547251.0
2490,CRI2005,660483532.0
2491,CRI2006,708665941.0
2492,CRI2007,885919397.0
2493,CRI2008,1046179784.0
2494,CRI2009,804112573.0
2495,CRI2010,1001868555.0
2496,CRI2011,1252501007.0
2497,CRI2012,1350266926.0
2498,CRI2013,1259718728.0
2499,CRI2014,1191075411.0
2500,CRI2015,1126061642.0
2501,CRI2016,1080066694.0
2502,CSK1962,171874864.24328613
2503,CSK1963,225031091.14916992
2504,CSK1964,261637559.29992676
2505,CSK1965,286883984.87072754
2506,CSK1966,313756785.2209778
2507,CSK1967,309469163.8959961
2508,CSK1968,594729757.272522
2509,CSK1969,867306729.0787964
2510,CSK1970,946896240.2288818
2511,CSK1971,999147397.0178223
2512,CSK1972,1149535488.2716675
2513,CSK1973,1485799257.3503113
2514,CSK1974,2029497128.6349487
2515,CSK1975,2199797338.413086
2516,CSK1976,2285289927.3842773
2517,CSK1977,2345071984.7338867
2518,CSK1978,1685194767.175293
2519,CSK1979,1990263298.293213
2520,CSK1980,2749028455.0133667
2521,CSK1981,2405345916.4732056
2522,CSK1982,3301222826.395935
2523,CSK1983,3412185184.1276855
2524,CSK1984,3325465181.767395
2525,CSK1985,3523235835.2108765
2526,CSK1986,3779703563.228882
2527,CSK1987,3831128489.4414062
2528,CSK1988,3157667521.780884
2529,CSK1989,3639479280.4855347
2530,CSK1990,2527566330.0
2531,CSK1991,2528653845.0
2532,CSK1992,3658967889.0
2533,CUB1962,135990844.98083496
2534,CUB1963,230450113.1142578
2535,CUB1964,263604355.04675293
2536,CUB1965,160096522.69006348
2537,CUB1966,158194508.11071777
2538,CUB1967,150299786.20074463
2539,CUB1968,183714323.26208496
2540,CUB1969,204809958.5065918
2541,CUB1970,280502922.6716919
2542,CUB1971,301588307.82821655
2543,CUB1972,337570852.10046387
2544,CUB1973,416680810.19992065
2545,CUB1974,971238730.9359131
2546,CUB1975,1136601228.6510925
2547,CUB1976,632453662.1318665
2548,CUB1977,542554929.7538452
2549,CUB1978,411847154.3740845
2550,CUB1979,547720423.8926392
2551,CUB1980,883215719.2327881
2552,CUB1981,891316737.687561
2553,CUB1982,805031062.9292603
2554,CUB1983,670084495.8751221
2555,CUB1984,559870921.404541
2556,CUB1985,719041522.881958
2557,CUB1986,805757922.5610352
2558,CUB1987,965912461.4832153
2559,CUB1988,908639053.6503906
2560,CUB1989,1132775958.163269
2561,CUB1990,1058623429.0
2562,CUB1991,799722823.0
2563,CUB1992,830817121.0
2564,CUB1993,456817099.0
2565,CUB1994,668873572.0
2566,CUB1995,889794636.0
2567,CUB1996,1084099324.0
2568,CUB1997,1395904988.0
2569,CUB1998,1104119197.0
2570,CUB1999,1186885024.0
2571,CUB2000,1216734171.0
2572,CUB2001,1155255248.0
2573,CUB2002,1055791590.0
2574,CUB2003,971830202.0
2575,CUB2004,1430544067.0
2576,CUB2005,1270717603.0
2577,CUB2006,999331893.0
2578,CUB2007,1700202524.0
2579,CUB2008,1557837255.0
2580,CUB2009,1143182105.0
2581,CUB2010,1323727635.0
2582,CUB2011,1692290720.0
2583,CUB2012,1386490739.0
2584,CUB2013,1599280357.0
2585,CUB2014,1213188297.0
2586,CUB2015,1012802644.0
2587,CUB2016,840269107.0
2588,CUW2011,1577891138.0
2589,CUW2012,1816763232.0
2590,CUW2013,1861361143.0
2591,CUW2014,1047329962.0
2592,CUW2015,621505100.0
2593,CUW2016,412557389.0
2594,CXR1969,2224524.0
2595,CXR1970,11211277.0
2596,CXR1971,10189015.332855225
2597,CXR1972,11114282.99987793
2598,CXR1973,19453926.0
2599,CXR1974,32852879.0
2600,CXR1975,40559941.0
2601,CXR1976,27715352.0
2602,CXR1977,22084034.0
2603,CXR1978,7055532.0
2604,CXR1979,40637019.0
2605,CXR1980,79711632.0
2606,CXR1981,76585797.99993896
2607,CXR1982,77341802.00054932
2608,CXR1983,46656764.0
2609,CXR1984,44653448.0
2610,CXR1985,39519225.400390625
2611,CXR1986,24181340.279296875
2612,CXR1987,29855537.6484375
2613,CXR1988,5438477.4599609375
2614,CXR1989,1016082.0
2615,CXR1990,2756815.0
2616,CXR1991,3927107.0
2617,CXR1992,6951980.0
2618,CXR1993,788522.0
2619,CXR1994,5907701.0
2620,CXR1995,1582379.0
2621,CXR1996,15897005.0
2622,CXR1997,16559661.0
2623,CXR1998,22376965.0
2624,CXR1999,14284999.0
2625,CXR2000,12508115.0
2626,CXR2001,8249586.0
2627,CXR2002,9658200.0
2628,CXR2003,11903068.0
2629,CXR2004,10079583.0
2630,CXR2005,11458404.0
2631,CXR2006,13040812.0
2632,CXR2007,18428981.0
2633,CXR2008,43336664.0
2634,CXR2009,3780996.0
2635,CXR2010,10611139.0
2636,CXR2011,13102230.0
2637,CXR2012,22511384.0
2638,CXR2013,13408921.0
2639,CXR2014,14052537.0
2640,CXR2015,15450940.0
2641,CXR2016,11667609.0
2642,CYM1967,1010.0
2643,CYM1969,0.0
2644,CYM1970,20048.986572265625
2645,CYM1971,761475.0688476562
2646,CYM1972,23500.627197265625
2647,CYM1973,869191.5392456055
2648,CYM1974,134897.1806640625
2649,CYM1975,127474.69989013672
2650,CYM1976,199295.93530273438
2651,CYM1977,102056.13079833984
2652,CYM1978,621062.1241455078
2653,CYM1979,494562.0710449219
2654,CYM1980,339719.827758789
2655,CYM1981,2946158.4807128906
2656,CYM1982,1148714.0665283203
2657,CYM1983,9474459.015625
2658,CYM1984,24928215.081054688
2659,CYM1985,3438096.364501953
2660,CYM1986,1945250.21875
2661,CYM1987,471581.1271972656
2662,CYM1988,3269685.34375
2663,CYM1989,12362498.282348633
2664,CYM1990,5972439.0
2665,CYM1991,4938340.0
2666,CYM1992,4413880.0
2667,CYM1993,37299980.0
2668,CYM1994,33030236.0
2669,CYM1995,29039015.0
2670,CYM1996,36242905.0
2671,CYM1997,48833875.0
2672,CYM1998,19981703.0
2673,CYM1999,19809810.0
2674,CYM2000,25556162.0
2675,CYM2001,8887365.0
2676,CYM2002,8985187.0
2677,CYM2003,19668521.0
2678,CYM2004,9787676.0
2679,CYM2005,75232483.0
2680,CYM2006,13096412.0
2681,CYM2007,9658342.0
2682,CYM2008,2710176.0
2683,CYM2009,6533486.0
2684,CYM2010,9674183.0
2685,CYM2011,4187644.0
2686,CYM2012,3029121.0
2687,CYM2013,1924823.0
2688,CYM2014,19737114.0
2689,CYM2015,27368525.0
2690,CYM2016,1580598.0
2691,CYP1962,22724009.61376953
2692,CYP1963,26138987.08831787
2693,CYP1964,25972591.420806885
2694,CYP1965,36801044.97338867
2695,CYP1966,52252062.665130615
2696,CYP1967,35022832.918151855
2697,CYP1968,47266153.3526001
2698,CYP1969,42977570.87335205
2699,CYP1970,45307532.18444824
2700,CYP1971,32310104.276641846
2701,CYP1972,33102646.173706055
2702,CYP1973,41514896.23474121
2703,CYP1974,47071025.645843506
2704,CYP1975,55918469.3551178
2705,CYP1976,81583987.99352646
2706,CYP1977,93130346.70904541
2707,CYP1978,93598231.10437012
2708,CYP1979,98143149.59368896
2709,CYP1980,143498955.50963593
2710,CYP1981,133046321.26107788
2711,CYP1982,128793426.39881134
2712,CYP1983,87478017.39868164
2713,CYP1984,85878352.51507568
2714,CYP1985,65536462.581726074
2715,CYP1986,58580462.85949707
2716,CYP1987,67331464.14361572
2717,CYP1988,84530704.64538574
2718,CYP1989,102807753.21774292
2719,CYP1990,131851297.0
2720,CYP1991,209270139.0
2721,CYP1992,282340440.0
2722,CYP1993,221429125.0
2723,CYP1994,293946668.0
2724,CYP1995,428331024.0
2725,CYP1996,656847613.0
2726,CYP1997,708255754.0
2727,CYP1998,498894502.0
2728,CYP1999,422799271.0
2729,CYP2000,431478150.0
2730,CYP2001,394003593.0
2731,CYP2002,222549726.0
2732,CYP2003,311757008.0
2733,CYP2004,414450155.0
2734,CYP2005,312795537.0
2735,CYP2006,423557120.0
2736,CYP2007,919000559.0
2737,CYP2008,746852180.0
2738,CYP2009,419162556.0
2739,CYP2010,779551320.0
2740,CYP2011,1105637313.0
2741,CYP2012,1784361349.0
2742,CYP2013,1530118311.0
2743,CYP2014,717229807.0
2744,CYP2015,962336225.0
2745,CYP2016,563811892.0
2746,CZE1993,4061586171.0
2747,CZE1994,4478345953.0
2748,CZE1995,5604896416.0
2749,CZE1996,5173840586.0
2750,CZE1997,4814401875.0
2751,CZE1998,5042920983.0
2752,CZE1999,4654664168.0
2753,CZE2000,4905274509.0
2754,CZE2001,5181018470.0
2755,CZE2002,6333284864.0
2756,CZE2003,7190931575.0
2757,CZE2004,9393053020.0
2758,CZE2005,11038912193.0
2759,CZE2006,13140898899.0
2760,CZE2007,15537980657.0
2761,CZE2008,19988709902.0
2762,CZE2009,13520858386.0
2763,CZE2010,17212473791.0
2764,CZE2011,21477927961.0
2765,CZE2012,20522378314.0
2766,CZE2013,19848487440.0
2767,CZE2014,20392877053.0
2768,CZE2015,17522580040.0
2769,CZE2016,16023678508.0
2770,DEU1962,2897744288.974121
2771,DEU1963,2916558466.4224243
2772,DEU1964,3179992539.2421875
2773,DEU1965,3663865046.909668
2774,DEU1966,4392623096.018555
2775,DEU1967,4620535272.03125
2776,DEU1968,5519811485.310059
2777,DEU1969,5559201387.324585
2778,DEU1970,6632816311.983765
2779,DEU1971,6555550293.659302
2780,DEU1972,7284954313.8272705
2781,DEU1973,11497809481.19336
2782,DEU1974,21360705832.753906
2783,DEU1975,19542285995.888184
2784,DEU1976,19523731346.90039
2785,DEU1977,21466602337.53125
2786,DEU1978,22059524908.109375
2787,DEU1979,27292193459.751953
2788,DEU1980,33115523334.683594
2789,DEU1981,29477338915.5
2790,DEU1982,27552792580.375
2791,DEU1983,25648882418.722656
2792,DEU1984,26239239238.490234
2793,DEU1985,30418707467.859375
2794,DEU1986,33992801691.0
2795,DEU1987,38137104840.24414
2796,DEU1988,43111349264.92969
2797,DEU1989,45556174874.67969
2798,DEU1990,45085377752.0
2799,DEU1991,43893515854.0
2800,DEU1992,45564520931.0
2801,DEU1993,39284107387.0
2802,DEU1994,45012295636.0
2803,DEU1995,55361138097.0
2804,DEU1996,52866990655.0
2805,DEU1997,53136731902.0
2806,DEU1998,53082422519.0
2807,DEU1999,50027628904.0
2808,DEU2000,52478331735.0
2809,DEU2001,55238846636.0
2810,DEU2002,58733829417.0
2811,DEU2003,66926020421.0
2812,DEU2004,88201022974.0
2813,DEU2005,107772042072.0
2814,DEU2006,134590335817.0
2815,DEU2007,151405377451.0
2816,DEU2008,172295242717.0
2817,DEU2009,116122209878.0
2818,DEU2010,135269782366.0
2819,DEU2011,168063474849.0
2820,DEU2012,157860795085.0
2821,DEU2013,158390837767.0
2822,DEU2014,155479929337.0
2823,DEU2015,128104731830.0
2824,DEU2016,120455615474.0
2825,DJI1962,606678.7915649414
2826,DJI1963,911137.2214355469
2827,DJI1964,912438.1472167969
2828,DJI1965,136599.77319335938
2829,DJI1966,342485.82208251953
2830,DJI1967,515614.3192138672
2831,DJI1968,408615.12951660156
2832,DJI1969,676282.3362426759
2833,DJI1970,501294.61932373047
2834,DJI1971,304326.5583496094
2835,DJI1972,438270.53451538086
2836,DJI1973,1107809.048034668
2837,DJI1974,5035562.260620117
2838,DJI1975,10558172.720428467
2839,DJI1976,4274517.382446289
2840,DJI1977,2584111.3771362305
2841,DJI1978,1215689.2474975586
2842,DJI1979,494980.8974609375
2843,DJI1980,9420602.098754883
2844,DJI1981,10834501.529541016
2845,DJI1982,7148818.339294434
2846,DJI1983,1960945.9909667969
2847,DJI1984,13519745.516479492
2848,DJI1985,3061460.849243164
2849,DJI1986,3039131.9005126953
2850,DJI1987,7193801.831726074
2851,DJI1988,4033889.2140808105
2852,DJI1989,5853311.842041016
2853,DJI1990,2284697.0
2854,DJI1991,11850435.0
2855,DJI1992,10840946.0
2856,DJI1993,6814571.0
2857,DJI1994,3763629.0
2858,DJI1995,18065275.0
2859,DJI1996,6010195.0
2860,DJI1997,13069008.0
2861,DJI1998,18812489.0
2862,DJI1999,10974928.0
2863,DJI2000,10492221.0
2864,DJI2001,31793677.0
2865,DJI2002,52877653.0
2866,DJI2003,38166092.0
2867,DJI2004,11265585.0
2868,DJI2005,17586399.0
2869,DJI2006,62067935.0
2870,DJI2007,20447986.0
2871,DJI2008,22033689.0
2872,DJI2009,13906810.0
2873,DJI2010,13586424.0
2874,DJI2011,14635196.0
2875,DJI2012,28816506.0
2876,DJI2013,87913501.0
2877,DJI2014,85919981.0
2878,DJI2015,32702775.0
2879,DJI2016,28750347.0
2880,DMA1962,0.0
2881,DMA1963,0.0
2882,DMA1964,0.0
2883,DMA1965,5407.385986328125
2884,DMA1966,0.0
2885,DMA1967,0.0
2886,DMA1968,0.0
2887,DMA1970,1356633.961791992
2888,DMA1971,1247931.2534179688
2889,DMA1972,1534802.8069458008
2890,DMA1973,1964805.7157287598
2891,DMA1974,7669029.569824219
2892,DMA1975,3147310.2040252686
2893,DMA1976,1241294.0251464844
2894,DMA1977,2045051.4041137695
2895,DMA1978,1122501.1339111328
2896,DMA1979,1319418.5283203125
2897,DMA1980,649623.6389770508
2898,DMA1981,9930496.769653322
2899,DMA1982,2044467.4501953125
2900,DMA1983,1954058.7899169922
2901,DMA1984,8491993.182617188
2902,DMA1985,3812478.1596069336
2903,DMA1986,4207441.117675781
2904,DMA1987,2206910.3978271484
2905,DMA1988,6294373.83795166
2906,DMA1989,52842210.42297363
2907,DMA1990,32564318.0
2908,DMA1991,36844990.0
2909,DMA1992,39426794.0
2910,DMA1993,36125507.0
2911,DMA1994,43501872.0
2912,DMA1995,33886960.0
2913,DMA1996,21866478.0
2914,DMA1997,7207627.0
2915,DMA1998,10333842.0
2916,DMA1999,16129621.0
2917,DMA2000,16257354.0
2918,DMA2001,6027782.0
2919,DMA2002,6519524.0
2920,DMA2003,4748315.0
2921,DMA2004,8636304.0
2922,DMA2005,16047101.0
2923,DMA2006,15257704.0
2924,DMA2007,15592074.0
2925,DMA2008,20393450.0
2926,DMA2009,34712858.0
2927,DMA2010,14850905.0
2928,DMA2011,22060178.0
2929,DMA2012,27495766.0
2930,DMA2013,20705642.0
2931,DMA2014,13504240.0
2932,DMA2015,22817617.0
2933,DMA2016,8858266.0
2934,DNK1962,122064793.06451416
2935,DNK1963,139588206.89434814
2936,DNK1964,165278256.36343384
2937,DNK1965,182624303.84317017
2938,DNK1966,186387921.2357025
2939,DNK1967,196012480.9560852
2940,DNK1968,216652744.90594482
2941,DNK1969,244221673.50115967
2942,DNK1970,301846883.8974304
2943,DNK1971,347356917.3182068
2944,DNK1972,403697507.23620605
2945,DNK1973,601311732.6425171
2946,DNK1974,1024412455.9737244
2947,DNK1975,1142001423.6494446
2948,DNK1976,1149811810.2705688
2949,DNK1977,1302009490.5032654
2950,DNK1978,1480826968.2696075
2951,DNK1979,1963113583.899414
2952,DNK1980,2154410728.63501
2953,DNK1981,1863530853.5265045
2954,DNK1982,1738082848.5479126
2955,DNK1983,2162384898.779297
2956,DNK1984,2214371567.2385406
2957,DNK1985,2297511358.722046
2958,DNK1986,2414450308.487549
2959,DNK1987,2853892192.7407227
2960,DNK1988,3132118102.7041016
2961,DNK1989,3301290556.203064
2962,DNK1990,4117775014.0
2963,DNK1991,4217380373.0
2964,DNK1992,4485714073.0
2965,DNK1993,3728612294.0
2966,DNK1994,4052940629.0
2967,DNK1995,5162176241.0
2968,DNK1996,5285293124.0
2969,DNK1997,5106710672.0
2970,DNK1998,4616406171.0
2971,DNK1999,4947743835.0
2972,DNK2000,6532710304.0
2973,DNK2001,6092299837.0
2974,DNK2002,6706069808.0
2975,DNK2003,8115961889.0
2976,DNK2004,10365055015.0
2977,DNK2005,12682607791.0
2978,DNK2006,14593609291.0
2979,DNK2007,15570886692.0
2980,DNK2008,18676240483.0
2981,DNK2009,11828571782.0
2982,DNK2010,13508395860.0
2983,DNK2011,17230351552.0
2984,DNK2012,16005109916.0
2985,DNK2013,15790503353.0
2986,DNK2014,13638562758.0
2987,DNK2015,10498796171.0
2988,DNK2016,9182214350.0
2989,DOM1962,157389392.09857178
2990,DOM1963,147138639.25079346
2991,DOM1964,167210458.6342163
2992,DOM1965,118417497.92727661
2993,DOM1966,131463532.75848389
2994,DOM1967,136276580.88261414
2995,DOM1968,153858404.21087646
2996,DOM1969,160405175.2411499
2997,DOM1970,195971157.48512268
2998,DOM1971,207858708.86291504
2999,DOM1972,347160871.6860657
3000,DOM1973,413112289.11590576
3001,DOM1974,663950468.6775513
3002,DOM1975,933841714.0181885
3003,DOM1976,586085709.7130127
3004,DOM1977,650975310.4208984
3005,DOM1978,501828746.82580566
3006,DOM1979,618565416.1478882
3007,DOM1980,664192576.368042
3008,DOM1981,728669076.2437439
3009,DOM1982,475400671.7199707
3010,DOM1983,484390784.00354004
3011,DOM1984,614705322.3184509
3012,DOM1985,496184081.2593994
3013,DOM1986,500885404.5407715
3014,DOM1987,431012505.2888794
3015,DOM1988,584432066.8100586
3016,DOM1989,638705242.4641113
3017,DOM1990,549803161.0
3018,DOM1991,473041808.0
3019,DOM1992,441280192.0
3020,DOM1993,429202178.0
3021,DOM1994,603872362.0
3022,DOM1995,656507353.0
3023,DOM1996,773763312.0
3024,DOM1997,975966898.0
3025,DOM1998,821969463.0
3026,DOM1999,561783750.0
3027,DOM2000,688322826.0
3028,DOM2001,638126853.0
3029,DOM2002,684395985.0
3030,DOM2003,822190626.0
3031,DOM2004,1089335207.0
3032,DOM2005,1050808607.0
3033,DOM2006,1603528498.0
3034,DOM2007,2099350366.0
3035,DOM2008,1953456684.0
3036,DOM2009,1155255209.0
3037,DOM2010,1482498219.0
3038,DOM2011,2090759730.0
3039,DOM2012,2376156475.0
3040,DOM2013,2135546947.0
3041,DOM2014,2110406807.0
3042,DOM2015,1818419875.0
3043,DOM2016,1725057949.0
3044,DZA1962,451907231.7522888
3045,DZA1963,511375437.8180847
3046,DZA1964,544108461.9232483
3047,DZA1965,550109117.673645
3048,DZA1966,618151909.2485046
3049,DZA1967,781574711.47406
3050,DZA1968,751437625.0725479
3051,DZA1969,743179310.0248108
3052,DZA1970,966501900.2785339
3053,DZA1971,794169930.7357178
3054,DZA1972,1346012559.9996948
3055,DZA1973,2217450064.9820175
3056,DZA1974,5364457783.386963
3057,DZA1975,5338563847.538879
3058,DZA1976,6114166509.296936
3059,DZA1977,5875587522.858734
3060,DZA1978,6530073778.765198
3061,DZA1979,9965303010.552185
3062,DZA1980,13753329216.397888
3063,DZA1981,14722147034.218323
3064,DZA1982,13772086220.404053
3065,DZA1983,13354152847.109924
3066,DZA1984,13194404515.283936
3067,DZA1985,12718422551.943237
3068,DZA1986,9659764769.612122
3069,DZA1987,9858049234.419373
3070,DZA1988,7773456488.250549
3071,DZA1989,8637003322.791992
3072,DZA1990,11831921762.0
3073,DZA1991,11634340230.0
3074,DZA1992,10852137388.0
3075,DZA1993,9482121075.0
3076,DZA1994,8681716903.0
3077,DZA1995,9838869718.0
3078,DZA1996,11712337872.0
3079,DZA1997,13324760464.0
3080,DZA1998,9313006893.0
3081,DZA1999,11105929669.0
3082,DZA2000,16340612348.0
3083,DZA2001,14955837831.0
3084,DZA2002,15041450031.0
3085,DZA2003,19756013310.0
3086,DZA2004,27701853272.0
3087,DZA2005,38584766533.0
3088,DZA2006,46540644383.0
3089,DZA2007,51713632982.0
3090,DZA2008,68344111367.0
3091,DZA2009,43673958493.0
3092,DZA2010,52418365533.0
3093,DZA2011,66185502400.0
3094,DZA2012,65355410897.0
3095,DZA2013,60823563182.0
3096,DZA2014,53838243717.0
3097,DZA2015,31111716312.0
3098,DZA2016,26767973651.0
3099,ECU1962,51956488.27355957
3100,ECU1963,45950563.577941895
3101,ECU1964,53823295.00814819
3102,ECU1965,73566553.07983398
3103,ECU1966,72809507.38842773
3104,ECU1967,89895578.66488647
3105,ECU1968,98391775.17956543
3106,ECU1969,81561622.89837646
3107,ECU1970,102160778.79907227
3108,ECU1971,98230451.52056885
3109,ECU1972,167412618.94543457
3110,ECU1973,410032734.97540283
3111,ECU1974,991104145.4959412
3112,ECU1975,793729759.2666016
3113,ECU1976,1073007929.9521484
3114,ECU1977,1140155840.2019653
3115,ECU1978,1306450861.2781067
3116,ECU1979,1238757089.6759644
3117,ECU1980,2060973696.186798
3118,ECU1981,1910807832.0665283
3119,ECU1982,1965563394.2489624
3120,ECU1983,2053092160.4536133
3121,ECU1984,2088694790.9173584
3122,ECU1985,2505614498.0970764
3123,ECU1986,1620400873.2907717
3124,ECU1987,1322243362.8164062
3125,ECU1988,1417402454.5507812
3126,ECU1989,1483704361.0205078
3127,ECU1990,1655479760.0
3128,ECU1991,1479157046.0
3129,ECU1992,1514404405.0
3130,ECU1993,1489022331.0
3131,ECU1994,1952756245.0
3132,ECU1995,2099269026.0
3133,ECU1996,2380638519.0
3134,ECU1997,2114345981.0
3135,ECU1998,1428892465.0
3136,ECU1999,1789249851.0
3137,ECU2000,2798245081.0
3138,ECU2001,2416774642.0
3139,ECU2002,2404203446.0
3140,ECU2003,3239059803.0
3141,ECU2004,6029121321.0
3142,ECU2005,6967510278.0
3143,ECU2006,8226025000.0
3144,ECU2007,9017023947.0
3145,ECU2008,13214383489.0
3146,ECU2009,8929611370.0
3147,ECU2010,12046592456.0
3148,ECU2011,14407218599.0
3149,ECU2012,15476970475.0
3150,ECU2013,16134069142.0
3151,ECU2014,16641051757.0
3152,ECU2015,9457796895.0
3153,ECU2016,7621833742.0
3154,EGY1962,52239827.95367432
3155,EGY1963,72790670.63737488
3156,EGY1964,102863467.3216095
3157,EGY1965,136244287.26660156
3158,EGY1966,133959090.87924194
3159,EGY1967,148760552.3791809
3160,EGY1968,214856076.03967285
3161,EGY1969,273251615.9737549
3162,EGY1970,307465557.9066467
3163,EGY1971,266600596.551239
3164,EGY1972,202305116.1699524
3165,EGY1973,284635703.23532104
3166,EGY1974,449298541.6034546
3167,EGY1975,570512086.3850708
3168,EGY1976,953145105.2110596
3169,EGY1977,1070666555.7995607
3170,EGY1978,1364247496.5756228
3171,EGY1979,2584579322.716675
3172,EGY1980,3787031972.812439
3173,EGY1981,4932226064.109375
3174,EGY1982,4332589359.262878
3175,EGY1983,3805490926.215484
3176,EGY1984,4039690901.7009277
3177,EGY1985,3664060690.224518
3178,EGY1986,2550877964.0629272
3179,EGY1987,2868010151.3361816
3180,EGY1988,2500323391.5080566
3181,EGY1989,3211675491.1762085
3182,EGY1990,3612571573.0
3183,EGY1991,3401798500.0
3184,EGY1992,3532332495.0
3185,EGY1993,3306265892.0
3186,EGY1994,3472047570.0
3187,EGY1995,3580320063.0
3188,EGY1996,4503792897.0
3189,EGY1997,3935102602.0
3190,EGY1998,2835094965.0
3191,EGY1999,3020371153.0
3192,EGY2000,3124490920.0
3193,EGY2001,2627754983.0
3194,EGY2002,2931018514.0
3195,EGY2003,4022184200.0
3196,EGY2004,5888070964.0
3197,EGY2005,7987701466.0
3198,EGY2006,12303234471.0
3199,EGY2007,13247063212.0
3200,EGY2008,17663774410.0
3201,EGY2009,12706586795.0
3202,EGY2010,14375316178.0
3203,EGY2011,17872845368.0
3204,EGY2012,17114945264.0
3205,EGY2013,15604493731.0
3206,EGY2014,13127693437.0
3207,EGY2015,9815257009.0
3208,EGY2016,8466417536.0
3209,ERI1993,455679.0
3210,ERI1994,209401.0
3211,ERI1995,387999.0
3212,ERI1996,593929.0
3213,ERI1997,2437257.0
3214,ERI1998,4274327.0
3215,ERI1999,911301.0
3216,ERI2000,1537555.0
3217,ERI2001,7918544.0
3218,ERI2002,530878.0
3219,ERI2003,510832.0
3220,ERI2004,799991.0
3221,ERI2005,1628524.0
3222,ERI2006,1387957.0
3223,ERI2007,3283379.0
3224,ERI2008,2588490.0
3225,ERI2009,761695.0
3226,ERI2010,2971602.0
3227,ERI2011,4929489.0
3228,ERI2012,27676256.0
3229,ERI2013,82384713.0
3230,ERI2014,534952021.0
3231,ERI2015,406408341.0
3232,ERI2016,269726261.0
3233,ESH1963,0.0
3234,ESH1968,0.0
3235,ESH1970,986850.9500427246
3236,ESH1971,4439.699951171875
3237,ESH1972,1252005.0147094727
3238,ESH1973,2323914.8232421875
3239,ESH1974,24215273.006835938
3240,ESH1975,32567315.982177734
3241,ESH1976,10082094.444702148
3242,ESH1977,130454.32763671875
3243,ESH1978,3029001.515625
3244,ESH1979,55823.94787597656
3245,ESH1980,323312.89794921875
3246,ESH1981,93903.6376953125
3247,ESH1982,20316.299194335938
3248,ESH1983,0.0
3249,ESH1984,10996.25
3250,ESH1985,0.0
3251,ESH1986,235330.140625
3252,ESH1987,110592.732421875
3253,ESH1988,60995.69921875
3254,ESH1989,962352.650390625
3255,ESH1990,4670.0
3256,ESH1991,367808.0
3257,ESH1992,4004222.0
3258,ESH1993,4489525.0
3259,ESH1994,0.0
3260,ESH1995,8704.0
3261,ESH1996,931380.0
3262,ESH1997,156867.0
3263,ESH1998,9567.0
3264,ESH1999,145056.0
3265,ESH2000,246384.0
3266,ESH2001,284379.0
3267,ESH2002,54528.0
3268,ESH2003,1430832.0
3269,ESH2004,51532.0
3270,ESH2005,3750.0
3271,ESH2006,79968.0
3272,ESH2007,504710.0
3273,ESH2008,2731708.0
3274,ESH2009,12737.0
3275,ESH2010,804.0
3276,ESH2011,8890.0
3277,ESH2012,101848.0
3278,ESH2013,2164.0
3279,ESH2014,38053.0
3280,ESH2015,44414.0
3281,ESH2016,14843.0
3282,ESP1962,166492754.90524292
3283,ESP1963,172231810.74743652
3284,ESP1964,189295567.1834259
3285,ESP1965,187438236.04315186
3286,ESP1966,198570591.04016113
3287,ESP1967,354220524.6905365
3288,ESP1968,442824454.780632
3289,ESP1969,435188343.2511902
3290,ESP1970,459506295.6230469
3291,ESP1971,494230747.2373352
3292,ESP1972,640677243.2566528
3293,ESP1973,1093321752.9293518
3294,ESP1974,1459955894.6902466
3295,ESP1975,1526439302.949524
3296,ESP1976,1955677497.0768433
3297,ESP1977,2327711619.5022583
3298,ESP1978,3007734910.1234894
3299,ESP1979,3978103548.7216797
3300,ESP1980,5346615340.433319
3301,ESP1981,5669641405.870117
3302,ESP1982,5721747071.575745
3303,ESP1983,5876561991.283218
3304,ESP1984,6703158355.855225
3305,ESP1985,6948844352.835815
3306,ESP1986,6423128190.575317
3307,ESP1987,7301775932.563538
3308,ESP1988,8291062904.052734
3309,ESP1989,9306370932.341675
3310,ESP1990,9878327314.0
3311,ESP1991,10154301738.0
3312,ESP1992,9630645339.0
3313,ESP1993,9262137276.0
3314,ESP1994,10813756228.0
3315,ESP1995,12971624550.0
3316,ESP1996,14500821628.0
3317,ESP1997,14731074221.0
3318,ESP1998,13987238653.0
3319,ESP1999,14002469554.0
3320,ESP2000,15139907376.0
3321,ESP2001,14721856656.0
3322,ESP2002,15383987027.0
3323,ESP2003,18978098751.0
3324,ESP2004,23563367745.0
3325,ESP2005,27497900476.0
3326,ESP2006,33806621566.0
3327,ESP2007,41389166707.0
3328,ESP2008,49859441616.0
3329,ESP2009,33172590496.0
3330,ESP2010,42133399151.0
3331,ESP2011,55584221639.0
3332,ESP2012,52838942462.0
3333,ESP2013,54176707777.0
3334,ESP2014,56705936284.0
3335,ESP2015,43393248517.0
3336,ESP2016,40239237662.0
3337,EST1992,135532509.0
3338,EST1993,164434852.0
3339,EST1994,316436037.0
