,eci1,eci2,eci3,gdp_pc,population,res_exp1_to_gdp,res_exp2_to_gdp,res_exp3_to_gdp,oil_rents,res_rents,oil_prod_pc,map,code,year,T,t,eci1_hat_t1,eci1_t1,eci2_hat_t1,eci2_t2,eci3_hat_t1,eci3_t1
1293,-0.6457455717975537,-0.6249646634452247,-0.5875752016873939,2386.0451776381037,23739229.82004617,0.005295317750216925,0.009980111079427156,0.037059997898648944,3.371210258872496,3.677578152812458,1.428889773359881e-05,ARG1980,ARG,1980,12,5,-0.4145059330178926,-0.5659501407333324,-0.45457876296565014,-0.6033034617074984,-0.6308228449483969,-0.7528307426510552
1294,-0.5224298924232074,-0.5508338689445088,-0.6044096251197166,2602.240302958667,24859313.686541516,0.002866162414205029,0.009664087368215855,0.024089586001434248,1.552552954439638,1.892589845187095,1.2242737706366398e-05,ARG1985,ARG,1985,12,6,-0.506602067482117,-0.6457455717975537,-0.5588139849788568,-0.6249646634452247,-0.6749600879963111,-0.5875752016873939
1295,-0.19460408638545326,-0.2732062797768799,-0.2279189718125407,4750.296809158576,25598093.67208889,0.004473283204499475,0.007698020238056881,0.016124076909166132,0.9116390973809791,1.0923035997159531,1.357077852374746e-05,ARG1990,ARG,1990,12,7,-0.5747191342002813,-0.5224298924232074,-0.5791314783469408,-0.5508338689445088,-0.5237209897046347,-0.6044096251197166
1296,-0.24182606444982135,-0.3166482374516971,-0.21653031106218126,5611.965094351089,25636161.304941986,0.007322727896297346,0.010414177897154007,0.019853843966838418,0.7901043363331871,0.9553017238687036,1.711143060434372e-05,ARG1995,ARG,1995,12,8,-0.4694511727730454,-0.19460408638545326,-0.5095992361437809,-0.2732062797768799,-0.5391275715675969,-0.2279189718125407
1297,-0.17048724413033994,-0.18569137626282767,-0.04199575906868814,3247.7476558377753,24611109.07585478,0.02006446312065997,0.027757509160947418,0.04253685203836932,2.1156969445831155,2.5974010384942186,1.4623653011017585e-05,ARG2000,ARG,2000,12,9,-0.18960391831260476,-0.24182606444982135,-0.2491937069396317,-0.3166482374516971,-0.1945696427418262,-0.21653031106218126
1298,-0.17205623223252284,-0.1895394882696728,-0.15790950139167634,3839.0502992884967,21757608.752470776,0.01271523970529032,0.018894702821479783,0.03131270858575692,2.1040039758461497,2.7454834422589194,1.0851050849754061e-05,ARG2005,ARG,2005,12,10,-0.22991478056968606,-0.17048724413033994,-0.28994083157480127,-0.18569137626282767,-0.18414693151175063,-0.04199575906868814
1299,-0.10783251131329298,-0.11079306083011503,-0.08248948419245575,4327.123603007969,14884523.285632767,0.003327434753815586,0.006012829342189425,0.012942840460075532,0.8653307414747686,1.2410901404056274,6.214642917236707e-06,ARG2010,ARG,2010,12,11,-0.16901666750120353,-0.17205623223252284,-0.16710761156577886,-0.1895394882696728,-0.024415838016725006,-0.15790950139167634
1300,0.015416227026910818,0.2319011085255018,0.1838178465167852,358.35231641085227,2606700.5039375257,0.0006065673056865588,0.0155035231689035,0.015569902208666482,0.0,0.10297959218884524,1.8637731976697536e-11,ARM1990,ARM,1990,12,7,,,,,,
1301,-0.1932226434224157,-0.0026370024631072802,-0.09141883035737516,385.00804334595733,2249140.0666733407,0.0024723728669068983,0.03677718670889537,0.039478049686686924,0.0,0.30010390803024656,0.0,ARM1995,ARM,1995,12,8,,0.015416227026910818,,0.2319011085255018,,0.1838178465167852
1302,-0.2203043354011356,0.04468360936465175,0.0507123441733229,548.5270170600693,1970973.100258922,0.0001251680702132158,0.06766582150383997,0.07084898768573772,0.0,0.3396566156275666,0.0,ARM2000,ARM,2000,12,9,-0.19296992304926025,-0.1932226434224157,0.006058157396602842,-0.0026370024631072802,-0.08315237098488838,-0.09141883035737516
1303,-0.24293743525691036,-0.2279490194839684,-0.18850236511126092,1518.0772212933578,1597025.834268321,4.8487861945068846e-05,0.04485890148533606,0.047167299295612516,0.0,0.7553513286699206,0.0,ARM2005,ARM,2005,12,10,-0.2269091078065071,-0.2203043354011356,-0.12735481880424587,0.04468360936465175,-0.15498145141144887,0.0507123441733229
1304,-0.2297252794919227,-0.29135124024281617,-0.3071316989209994,1291.775772898241,1020676.3238628814,0.00014789669690187042,0.024126188206721702,0.026319951653891064,0.0,1.2709095507043704,0.0,ARM2010,ARM,2010,12,11,-0.23131447362173213,-0.24293743525691036,-0.100437301506202,-0.2279490194839684,-0.11788918710121418,-0.18850236511126092
1305,0.3923730033979608,0.4008450286654405,0.4224189763034194,5695.32964225962,38036.87496469708,0.0005270220726609012,0.002970837182242214,0.005877119547379444,0.0,0.0,0.0,ASM2000,ASM,2000,12,9,,,,,,
1306,0.057362392868251726,0.44161444277561535,0.3959071724400402,5212.095292892851,31454.49655123813,0.000208920047946626,0.02314931745825937,0.023514306954018068,0.0,0.0,0.0,ASM2005,ASM,2005,12,10,,0.3923730033979608,,0.4008450286654405,,0.4224189763034194
1307,0.26779006132429795,0.3019027273810161,0.2649569046474748,3929.9404789778064,19581.978802077185,0.0037960312160969616,0.005470860865137203,0.005799408068281204,0.0,0.0,0.0,ASM2010,ASM,2010,12,11,0.05736239286825165,0.057362392868251726,0.44161444277561523,0.44161444277561535,0.3959071724400416,0.3959071724400402
1308,1.3161294256663794,1.3514079819034728,1.2968385913566085,,,,,,,,,ATA2000,ATA,2000,4,1,,,,,,
1309,1.3448738738316388,1.2675641858925644,1.3254552686436427,,,,,,,,,ATA2005,ATA,2005,4,2,,1.3161294256663794,,1.3514079819034728,,1.2968385913566085
1310,0.5275485661330127,0.4081050846375878,0.3306507661938545,,,,,,,,,ATA2010,ATA,2010,4,3,1.3448738738316308,1.3448738738316388,1.2675641858925637,1.2675641858925644,1.3254552686436512,1.3254552686436427
1311,1.054207458613649,1.1960396370438466,0.9616131940105052,,,,,,,,,ATF1975,ATF,1975,9,1,,,,,,
1312,3.3623477940626962,3.2602226654303683,2.7813885774304152,,,,,,,,,ATF1980,ATF,1980,9,2,,1.054207458613649,,1.1960396370438466,,0.9616131940105052
1313,1.2090635231154043,1.4565544979288556,2.0167482354318764,,,,,,,,,ATF1985,ATF,1985,9,3,1.3249152574247465,3.3623477940626962,1.2623987620596178,3.2602226654303683,1.2018635259207424,2.7813885774304152
1314,1.3472864162093554,1.321444725336483,1.4006810602353177,,,,,,,,,ATF1990,ATF,1990,9,4,1.2337033854031283,1.2090635231154043,1.6201109234219147,1.4565544979288556,1.7307307234152685,2.0167482354318764
1315,0.8973435744992089,0.936694268411896,0.7973174113840423,,,,,,,,,ATF1995,ATF,1995,9,5,1.3187957371684715,1.3472864162093554,1.3075446297819275,1.321444725336483,1.5085092347367888,1.4006810602353177
1316,1.462842173154132,1.4356892734528683,1.4945854616180267,,,,,,,,,ATF2000,ATF,2000,9,6,1.3133335178043746,0.8973435744992089,1.2841308103141045,0.936694268411896,1.3294664125384454,0.7973174113840423
1317,0.514435363251561,0.4093848124075291,0.5517608728779785,,,,,,,,,ATF2005,ATF,2005,9,7,1.3311141216371674,1.462842173154132,1.2174555612499727,1.4356892734528683,1.1541155176173585,1.4945854616180267
1318,0.3835559078233934,0.30165481956784035,0.32171224167615625,,,,,,,,,ATF2010,ATF,2010,9,8,1.3087670463676377,0.514435363251561,1.303928795119025,0.4093848124075291,1.3567571199763837,0.5517608728779785
1319,-0.9881807711640436,-0.8993590903960498,-0.8993305015780242,,54913.377651341834,,,,,,,ATG1965,ATG,1965,12,2,,,,,,
1320,1.443902310889421,1.2788957466446245,1.1316608529714554,,58982.562584358435,,,,,,,ATG1970,ATG,1970,12,3,,-0.9881807711640436,,-0.8993590903960498,,-0.8993305015780242
1321,0.8515706861810898,0.8647866010839131,0.9506966594583441,1046.2927903336715,60946.69626828648,0.003191847439693609,0.0032281798646041104,0.0038618840742051007,,0.0,,ATG1975,ATG,1975,12,4,-0.14419548320098916,1.443902310889421,-0.2704799283470132,1.2788957466446245,-0.41191847559506534,1.1316608529714554
1322,0.8185599900571531,0.5862624901604714,0.3836208345191216,1894.06963620344,59147.18455577577,0.0056155756475558954,0.005791755727893205,0.00798543117281177,0.0,0.0,0.0,ATG1980,ATG,1980,12,5,0.28932719087697634,0.8515706861810898,0.3625504344417294,0.8647866010839131,0.31701660171827284,0.9506966594583441
1323,-0.7401604091767721,-0.5842443533620719,-0.9075588402902192,3995.3809482898323,53981.28996938399,0.0029847650689074482,0.005104329648080869,0.006429158145674864,0.0,0.0,0.0,ATG1985,ATG,1985,12,6,0.1837431375280716,0.8185599900571531,0.24220470712335215,0.5862624901604714,0.2520674584863527,0.3836208345191216
1324,-0.3137014239142715,-0.4060293719613029,-0.5232734551403752,5661.794464699435,52351.169901188914,0.008010710824635014,0.010353028244225394,0.0164804458428786,0.0,0.0,0.0,ATG1990,ATG,1990,12,7,0.17785892848832893,-0.7401604091767721,0.16126182753685955,-0.5842443533620719,0.048540516154148505,-0.9075588402902192
1325,-0.8072520813184304,-0.8005441863316887,-1.0499756659016517,6218.718742119013,55621.63639544885,0.011490128688682941,0.013268870618681877,0.015793612307993518,0.0,0.0,0.0,ATG1995,ATG,1995,12,8,-0.09998545955996979,-0.3137014239142715,-0.17890331714769953,-0.4060293719613029,-0.41487167611061593,-0.5232734551403752
1326,-0.5163533097281758,-0.541849063770382,-0.6918612794855992,6366.654855659785,55918.004585525705,0.006882785241080657,0.010532384641119514,0.014771515262522876,0.0,0.0,0.0,ATG2000,ATG,2000,12,9,-0.023968467772223508,-0.8072520813184304,-0.12711162941120568,-0.8005441863316887,-0.2769493278410811,-1.0499756659016517
1327,-0.4710932183687645,-0.5534958467945229,-0.6330002487273607,7239.175434628397,49751.20513393137,0.0032335276834819,0.007353937361294709,0.008483783117284286,0.0,0.0,0.0,ATG2005,ATG,2005,12,10,-0.11194465673125067,-0.5163533097281758,-0.2417629786563241,-0.541849063770382,-0.4659859359302092,-0.6918612794855992
1328,-0.10675264867205077,-0.23257295643805675,-0.2661971513786274,4364.186143684581,34213.78587177982,0.010113191546572172,0.019521938278969884,0.023995929624812326,0.0,0.0,0.0,ATG2010,ATG,2010,12,11,-0.06009148844255725,-0.4710932183687645,-0.16658267169593866,-0.5534958467945229,-0.3374565173462935,-0.6330002487273607
1329,-0.17324420235298704,-0.18172296826230108,-0.2811943048241511,1689.3344756169338,9411560.28200845,0.0015676194272237864,0.013470233784260427,0.03550711784479565,,,,AUS1960,AUS,1960,12,1,,,,,,
1330,-0.2058705366046396,-0.22925724150632698,-0.29939623651608754,2235.9906668603758,10247122.481873997,0.0009126146147144762,0.02134305177458061,0.0396989968352172,,,,AUS1965,AUS,1965,12,2,,-0.17324420235298704,,-0.18172296826230108,,-0.2811943048241511
1331,-0.15900709980094413,-0.14886460374400776,-0.2616325730583069,3750.803996208162,11223226.994592952,0.001633711197109832,0.035801029691765435,0.0545127135536143,0.2950014538338606,2.0462441992810367,,AUS1970,AUS,1970,12,3,-0.2189440664731006,-0.2058705366046396,-0.17769414292843888,-0.22925724150632698,-0.1940271929799411,-0.29939623651608754
1332,-0.28866435562561704,-0.20146315477272486,-0.3897952043599045,6662.473736506392,11898669.131006345,0.0032980877582423256,0.04503923461898461,0.065085553399876,1.3831112743223637,4.154977363748931,,AUS1975,AUS,1975,12,4,-0.23264513786785687,-0.15900709980094413,-0.19491015209184578,-0.14886460374400776,-0.1977024241211233,-0.2616325730583069
1333,0.01644578599772193,-0.031244058703778013,0.1846254644424351,9614.064378283316,12393538.53292866,0.006816556254876149,0.055038102059231424,0.07388105065133882,1.490246395068461,3.9480598923128216,2.633380357615829e-05,AUS1980,AUS,1980,12,5,-0.21296535133411357,-0.28866435562561704,-0.1657934686141935,-0.20146315477272486,-0.1900773986955722,-0.3897952043599045
1334,-0.13757119070997156,-0.07529714643930345,0.0233044854405882,10550.709497019228,12917079.064830627,0.006580631151285868,0.0552573986464121,0.07016361336288697,0.9405502588199764,2.9602934404408843,3.0517674603252965e-05,AUS1985,AUS,1985,12,6,-0.2674134945180829,0.01644578599772193,-0.18484366281498787,-0.031244058703778013,-0.21595527263046627,0.1846254644424351
1335,-0.19085543496443635,-0.11900347314565733,-0.11217864566833093,13888.977240425063,13292328.814236695,0.007295137140197402,0.049962225891489166,0.0630780100609885,0.5898639343195402,1.9180434328935767,2.7311404451924585e-05,AUS1990,AUS,1990,12,7,-0.13928583538843906,-0.13757119070997156,-0.12319354558976811,-0.07529714643930345,-0.09997149871836505,0.0233044854405882
1336,-0.4316373122049542,-0.3071613857430866,-0.2526839159028458,15382.758777001478,13242817.435769474,0.00893188721659582,0.048657630795647666,0.06395673995618227,0.4005253482431759,1.4603714368961849,2.5554102636947186e-05,AUS1995,AUS,1995,12,8,-0.2039635763077928,-0.19085543496443635,-0.13914873561103325,-0.11900347314565733,-0.13254451875756465,-0.11217864566833093
1337,-0.4627846216254036,-0.302784924149524,-0.30338591503245665,14947.391713604851,12761776.3309296,0.009857296678796841,0.046530893500822415,0.05390760633395797,0.5832738539405758,2.1764735392853494,2.3386273862965586e-05,AUS2000,AUS,2000,12,9,-0.22633971054080354,-0.4316373122049542,-0.15497833538660175,-0.3071613857430866,-0.15990050662653116,-0.2526839159028458
1338,-0.3796006558794078,-0.1966854729653865,-0.18539389170356768,22114.147652998814,11415841.502930462,0.008956993807082172,0.05581210938249792,0.06053916533482843,0.4981351931936655,4.1218035374598525,1.4860226417951355e-05,AUS2005,AUS,2005,12,10,-0.32745342025732427,-0.4627846216254036,-0.22312555057205682,-0.302784924149524,-0.18827053643467911,-0.30338591503245665
1339,-0.235599759556326,-0.15657988929517974,-0.15510462923476245,22110.23141070288,8040444.316570734,0.007040943453425029,0.04202246619652225,0.045280802226358566,0.24215804315224015,3.0618603687786936,7.77357640661312e-06,AUS2010,AUS,2010,12,11,-0.3405333913883907,-0.3796006558794078,-0.22154047946954364,-0.1966854729653865,-0.198507997451187,-0.18539389170356768
1340,1.5500062394866383,1.5101428341856926,1.5430820496868132,963.9176766903256,6259920.988938122,0.0007099554416659302,0.03208417882281694,0.049903326653248536,,,,AUT1960,AUT,1960,12,1,,,,,,
1341,1.688652722299973,1.5944939174570292,1.6555189699305068,1375.4525771476722,6384110.033578613,0.0004742989444176573,0.031230438232346475,0.04540267306923798,,,,AUT1965,AUT,1965,12,2,,1.5500062394866383,,1.5101428341856926,,1.5430820496868132
1342,1.8347815078759349,1.7378249059861919,1.7709269402349217,2712.617294470158,6437239.252076333,0.0006932222914295112,0.02908161628375305,0.04203241723946841,0.0529235632958936,0.3563880156220658,,AUT1970,AUT,1970,12,3,1.4352922711402007,1.688652722299973,1.3975583602709019,1.5944939174570292,1.4367867335291598,1.6555189699305068
1343,1.6537624077996889,1.5440232730754837,1.614737805181638,5996.075991453487,6339797.96631403,0.0009021138692534943,0.028781801503109432,0.04051313326607265,0.13734957856112615,0.4634661374384472,,AUT1975,AUT,1975,12,4,1.5659193691417677,1.8347815078759349,1.478848566339384,1.7378249059861919,1.55411254759714,1.7709269402349217
1344,1.685211818878008,1.6737262443917544,1.5934328472011403,7889.174834087579,6190324.004376668,0.001184726390101744,0.028148256498648324,0.0401048939749502,0.13276738858297016,0.4084671602889017,3.073516834951445e-06,AUT1980,AUT,1980,12,5,1.7035959896152966,1.6537624077996889,1.6169784532556573,1.5440232730754837,1.6745385965902262,1.614737805181638
1345,1.5950050899255932,1.5440267623531143,1.4982009126152875,11696.36211748342,6017446.935768233,0.0012563473314794276,0.02710462967656576,0.03615210653402319,0.05457769112048428,0.21537680342592,2.6788693300635955e-06,AUT1985,AUT,1985,12,6,1.5330471286128087,1.685211818878008,1.4302093678481527,1.6737262443917544,1.5115581682844443,1.5934328472011403
1346,0.9569142977669672,0.9388549794859092,0.9473931949369782,18059.674606726938,5951188.31362462,0.0007240746201454792,0.02051747338194866,0.02810104080863298,0.028631526968755688,0.11881959663113795,2.646360653305723e-06,AUT1990,AUT,1990,12,7,1.5626774893667135,1.5950050899255932,1.5552057621692308,1.5440267623531143,1.4893268448603558,1.4982009126152875
1347,1.4159751441698163,1.338518255300958,1.3358427578093115,20232.168773904148,5702073.375361505,0.0011379456086445055,0.019766741115327408,0.0276276661771265,0.0157788829743589,0.07800652458863956,2.286452404532382e-06,AUT1995,AUT,1995,12,8,1.4776883646217864,0.9569142977669672,1.430212730509148,0.9388549794859092,1.3899541101186241,0.9473931949369782
1348,1.0248612387612048,0.9927937043856448,1.0569155851744758,18777.353770830698,5251907.787721327,0.0015725704277745351,0.01969563608766814,0.027781513897407874,0.028047107993278995,0.0971975114722622,2.0770145876949557e-06,AUT2000,AUT,2000,12,9,0.8765050763776673,1.4159751441698163,0.8470010273724007,1.338518255300958,0.8151966040301513,1.3358427578093115
1349,0.7960749884318684,0.6867160139627124,0.7001523912862724,24556.53013822723,4513242.114704882,0.002931746772949576,0.023841783152202974,0.03128554776323229,0.03261637378458721,0.11224725527284896,1.7766787993799804e-06,AUT2005,AUT,2005,12,10,1.3090136042173641,1.0248612387612048,1.2321615823886507,0.9927937043856448,1.2205364255902655,1.0569155851744758
1350,0.4779908045881739,0.4401917691927542,0.4055752570303202,17623.568903914267,2984783.7782836887,0.003489151931889457,0.016607451674555837,0.021210773965266518,0.0269394732565614,0.08554461498138725,1.4259642112298941e-06,AUT2010,AUT,2010,12,11,0.9405219308990379,0.7960749884318684,0.8989824589334657,0.6867160139627124,0.9294811607881539,0.7001523912862724
1351,-0.13295149205957432,-0.14528519634485654,-0.14494167264858734,614.1766379163155,5614764.795047403,0.0021820233543307192,0.004660969128564139,0.004832118997932299,8.756845576599938,10.686550999213152,2.097424150475972e-05,AZE1990,AZE,1990,12,7,,,,,,
1352,-0.22291611798335426,-0.2781415210329858,-0.4068741715368845,350.2967534252382,5607271.391641391,0.04375220061852459,0.04680430716027258,0.049319422409469266,9.375646488965758,10.79402802598111,1.933936868634386e-05,AZE1995,AZE,1995,12,8,,-0.13295149205957432,,-0.14528519634485654,,-0.14494167264858734
1353,-0.2467033521483579,-0.22876461656988356,-0.26967622278147196,526.1773708992844,5309474.011855334,0.15071008442001885,0.156915863052016,0.15894534751050673,16.245948631677088,18.44395312297787,2.4715787846268438e-05,AZE2000,AZE,2000,12,9,-0.23585511221555777,-0.22291611798335426,-0.2931942889612406,-0.2781415210329858,-0.417794016815336,-0.4068741715368845
1354,-0.3063688942870748,-0.32030248584381205,-0.3711906744617672,2006.1670096036457,4699573.928508711,0.21784960832708666,0.220663805989058,0.22148700758888587,18.878228660072054,20.513257071481707,4.804736667057798e-05,AZE2005,AZE,2005,12,10,-0.2539093307845042,-0.2467033521483579,-0.2644067982417354,-0.22876461656988356,-0.2664218339253942,-0.26967622278147196
1355,-0.24311580544075415,-0.2607696199442811,-0.2692275559651013,2566.5049979872338,3286284.2809973736,0.14449973161482954,0.14560356101570202,0.14678993261218698,9.405315930317796,10.536975554336703,3.5872558057013596e-05,AZE2010,AZE,2010,12,11,-0.2586829839882593,-0.3063688942870748,-0.2751058536485907,-0.32030248584381205,-0.3457092575145755,-0.3711906744617672
1356,-0.8996646371895809,-0.7751212468783607,-0.9467532561963754,66.897627634544,2541689.498120324,1.274327474044254e-06,0.014032987983573334,0.041115938864596496,,,,BDI1960,BDI,1960,12,1,,,,,,
1357,-0.7886918163700829,-0.9660384125148468,-1.0790862875790923,46.90828950187872,2803632.1270061787,5.7732024625162385e-06,0.02117918198531987,0.11319351683916586,,,,BDI1965,BDI,1965,12,2,,-0.8996646371895809,,-0.7751212468783607,,-0.9467532561963754
1358,-1.0615137781718416,-0.8994540024723012,-0.989971133072586,67.01983431362059,3022866.8343724785,0.0009853275782205169,0.004094465588894112,0.06214869504216582,,6.098472497736355,,BDI1970,BDI,1970,12,3,-0.7779529645672694,-0.7886918163700829,-0.7227905927145961,-0.9660384125148468,-0.853629954209053,-1.0790862875790923
1359,-0.8355826599613279,-0.8216413806498631,-0.7483782612390979,122.14667752388588,3211320.7327134977,0.0017518750239571249,0.005533482334134608,0.09024404792556302,,8.429028089008277,,BDI1975,BDI,1975,12,4,-0.7210507967328986,-1.0615137781718416,-0.8849012573585355,-0.8994540024723012,-0.9638384579381052,-0.989971133072586
1360,-0.7077483019554733,-0.7729450573390801,-0.6437434569575131,187.6057083753881,3551158.5245532715,0.0,0.00552979087136351,0.07359576321448005,0.0,6.6613300783867135,0.0,BDI1980,BDI,1980,12,5,-0.8609423570690702,-0.8355826599613279,-0.8283634236287286,-0.8216413806498631,-0.8896223099731909,-0.7483782612390979
1361,-0.9147604892754396,-0.7006498657558714,-0.8496570377304413,181.14570732433262,3959443.7637600787,1.607141406680065e-05,0.0013446230785108455,0.06881215443132953,0.0,7.123211279150084,0.0,BDI1985,BDI,1985,12,6,-0.7450944376192034,-0.7077483019554733,-0.7622915447629959,-0.7729450573390801,-0.6884209270820953,-0.6437434569575131
1362,-0.5595792127172089,-0.4796047764212533,-0.5729557744427456,141.67523000357912,4299866.573679418,0.0,0.002548960303349857,0.04885893076576028,0.0,10.860328421986566,0.0,BDI1990,BDI,1990,12,7,-0.6795463868394568,-0.9147604892754396,-0.720942757128792,-0.7006498657558714,-0.6012798323957255,-0.8496570377304413
1363,-0.7560709895936836,-0.72922622238679,-0.6141754648114413,106.47247615125734,4376333.357692352,6.0103955621605965e-06,0.0022023798277350515,0.06459605150463696,0.0,16.942380826378027,0.0,BDI1995,BDI,1995,12,8,-0.7856934788900471,-0.5595792127172089,-0.6595558120678647,-0.4796047764212533,-0.7727670823843144,-0.5729557744427456
1364,-0.5818746873794474,-0.5987983306433287,-0.5195944520518392,82.15816366619923,4395122.398681295,0.0,0.003510433492578894,0.02607344622098609,0.0,16.753200245957462,0.0,BDI2000,BDI,2000,12,9,-0.6035715461402625,-0.7560709895936836,-0.4718630698838391,-0.72922622238679,-0.5423270184921621,-0.6141754648114413
1365,-0.4936036401679499,-0.5114740578906241,-0.3870493610294629,97.25378776404604,4326288.239372596,1.710140966513855e-06,0.0013171852031055534,0.022449118632809413,0.0,16.020466025331068,0.0,BDI2005,BDI,2005,12,10,-0.7043242167791837,-0.5818746873794474,-0.6838204304488069,-0.5987983306433287,-0.5766552610499162,-0.5195944520518392
1366,-0.36349639500636505,-0.3266926695405485,-0.3693186693140412,88.97514930086666,3296682.003372009,4.958588346828015e-07,0.0017625194768036481,0.011320983961158713,0.0,7.225318332336338,0.0,BDI2010,BDI,2010,12,11,-0.6150037223416874,-0.4936036401679499,-0.5730721268682958,-0.5114740578906241,-0.4978870820964073,-0.3870493610294629
1367,1.7476045753702851,1.5620209262681213,1.4232032189199109,1281.230683286602,8113953.434689574,0.008704516705472317,0.11393775025027117,0.12638420596585884,,,,BEL1960,BEL,1960,12,1,,,,,,
1368,1.4880802342710342,1.3203079871854508,1.3366457446382805,1830.7002099463828,8292914.746868452,0.009582647822916705,0.12544265361353624,0.14152353818365074,,,,BEL1965,BEL,1965,12,2,,1.7476045753702851,,1.5620209262681213,,1.4232032189199109
1369,1.3952280449313708,1.402114475729394,1.2622509189984592,3487.655506827665,8291220.416933257,0.010713874385609204,0.12420338761742675,0.13938028254916635,0.0,0.11655238598888686,,BEL1970,BEL,1970,12,3,1.5313939627013171,1.4880802342710342,1.3880610982494894,1.3203079871854508,1.2887899116263768,1.3366457446382805
1370,1.3245428952490341,1.3065489116720894,1.182184989072084,7493.832268036374,8235910.645481813,0.01940176984877217,0.10877541326459636,0.1255701538103343,0.0,0.1695701886198044,,BEL1975,BEL,1975,12,4,1.289106264829647,1.3952280449313708,1.1550631998227903,1.402114475729394,1.2021091312030616,1.2622509189984592
1371,1.2623276662326814,1.152997831314701,1.169090667769586,8250.768022614297,8067900.402694947,0.036352481097738934,0.13276886401945434,0.15442299038499233,0.0,0.15559119205222435,7.639415521862192e-07,BEL1980,BEL,1980,12,5,1.2024209731835431,1.3245428952490341,1.2339201281309908,1.3065489116720894,1.1276083258198724,1.182184989072084
1372,1.0021803894262946,0.8802736746109185,0.9144588762569296,11005.418701243389,7845091.518351406,0.018741083631766263,0.11410783101911685,0.1328665152656278,0.0,0.06065216177458505,6.724246298869892e-07,BEL1985,BEL,1985,12,6,1.136430468717921,1.2623276662326814,1.1418002123671993,1.152997831314701,1.047428337333199,1.169090667769586
1373,0.4489838254438301,0.4448895682318783,0.48119683940369606,17056.083195784227,7640288.6083931215,0.013588998308511546,0.09120901410666163,0.10786146261341244,0.0,0.02223205755749089,8.011401931345841e-07,BEL1990,BEL,1990,12,7,1.0783473442330158,1.0021803894262946,0.9937854674379496,0.8802736746109185,1.0343153624106505,0.9144588762569296
1374,0.6737157843861943,0.6569881152325225,0.7155702574539667,18930.570246053296,7284804.6499076225,0.012463347752164249,0.08792676797972912,0.10517728217630788,0.0,0.015639109383174032,8.012354045621632e-07,BEL1995,BEL,1995,12,8,0.8354780837311709,0.4489838254438301,0.7308944711870548,0.4448895682318783,0.7793208331445851,0.48119683940369606
1375,0.4405559409150485,0.3805603621692212,0.4594118752179995,17889.695231238507,6711853.846433835,0.02144897841892494,0.08897208078326001,0.10585531605878892,0.0,0.01381882560770696,7.207685976036807e-07,BEL2000,BEL,2000,12,9,0.3190227817347745,0.6737157843861943,0.3112082840110874,0.6569881152325225,0.34544158939447545,0.7155702574539667
1376,0.3105966466437766,0.2383435457772862,0.2802891375761969,23246.043875699615,5787190.703056336,0.033620724763756146,0.09545776478659114,0.11064760897313627,0.0,0.009501915355598163,5.693677123735143e-07,BEL2005,BEL,2005,12,10,0.5288288783024667,0.4405559409150485,0.5156595471418729,0.3805603621692212,0.5801488859703507,0.4594118752179995
1377,0.07579874151704047,0.04867577266019988,0.07193634467417905,16333.183668454523,3918025.3587033586,0.031128079298304637,0.0683547516700142,0.07922276274704955,0.0,0.00680990240429931,7.651963958842852e-07,BEL2010,BEL,2010,12,11,0.3111546460070902,0.3105966466437766,0.24919848893375057,0.2383435457772862,0.32362559126396045,0.2802891375761969
1378,-0.7812628203916785,-0.7807175056348569,-0.6482025896062138,85.52758405663835,2199230.7948131915,0.00013426725580579588,0.00034941680478887336,0.00448472542610294,,,,BEN1960,BEN,1960,12,1,,,,,,
1379,-0.8464038468636765,-0.7849841918246614,-0.946072524960478,98.45721536177105,2373614.4317672118,7.277072980768879e-05,0.0005501972312361872,0.009178822574687657,,,,BEN1965,BEN,1965,12,2,,-0.7812628203916785,,-0.7807175056348569,,-0.6482025896062138
1380,-1.0565887120881123,-1.019454970405842,-1.2697313366128808,119.18362436052219,2601329.334111031,0.0002120479337850708,0.0014359986031228288,0.0292425091581132,0.0,5.533946168084847,,BEN1970,BEN,1970,12,3,-0.7681986485504235,-0.8464038468636765,-0.7665052797301215,-0.7849841918246614,-0.7109152200740817,-0.946072524960478
1381,-1.0776112761624506,-1.1632601603848551,-1.3233043346221596,205.45924174886008,2880929.604211827,0.004263205558244304,0.006909104560112156,0.015058516881407032,0.0,7.448049195469028,,BEN1975,BEN,1975,12,4,-0.8089679347253482,-1.0565887120881123,-0.7685451288900459,-1.019454970405842,-0.9129590200920679,-1.2697313366128808
1382,-1.0580138198704965,-0.9274301383424699,-1.1419530112140004,255.82627614851552,3218583.6228803783,0.010817785701444168,0.011976681295986424,0.02283755968112144,0.9889173083890412,7.403024737474157,4.377421209555851e-07,BEN1980,BEN,1980,12,5,-0.9405146324682303,-1.0776112761624506,-0.8806426676915922,-1.1632601603848551,-1.1324952956741714,-1.3233043346221596
1383,-1.0306127312497806,-1.0456859516631158,-1.1170761460664291,246.1111235966471,3604530.52270426,0.016152314251097484,0.018099682239161842,0.033411568462839235,1.3417185892121508,6.173587077799361,1.1315340338914179e-06,BEN1985,BEN,1985,12,6,-0.9536718542268683,-1.0580138198704965,-0.9493941255964198,-0.9274301383424699,-1.168833612541489,-1.1419530112140004
