,eci1,eci2,eci3,gdp_pc,population,res_exp1_to_gdp,res_exp2_to_gdp,res_exp3_to_gdp,oil_rents,res_rents,oil_prod_pc,map,code,year,T,t,eci1_hat_t1,eci1_t1,eci2_hat_t1,eci2_t2,eci3_hat_t1,eci3_t1
2252,-0.3816704157219958,-0.314082435575791,-0.20319604734895616,1091.1223542230844,1885640.1756011671,0.005668599940246066,0.1101979331258946,0.13682799122447434,0.0,4.769065877948774,-1.3320613269379056e-07,JAM1985,JAM,1985,12,6,-0.25495934576972257,-0.4241744854781175,-0.12497400057926422,-0.27045789488001665,0.05286200420137481,-0.07226563383904737
2253,-0.3078764014359487,-0.19109559965366074,-0.13837827674644335,1418.0977613943685,1876729.3512287098,0.0020070152275342827,0.1116852516462505,0.13281015752782852,0.0,4.891488756917595,-1.2997706649419047e-07,JAM1990,JAM,1990,12,7,-0.4030356942825506,-0.3816704157219958,-0.2772170644807028,-0.314082435575791,-0.13478632762420673,-0.20319604734895616
2254,-0.5331839115472196,-0.4925534868802824,-0.5659636120229512,2204.6698746923394,1850750.031592181,0.0019168462845201254,0.07027861442270097,0.0855900806369852,0.0,1.6077339106923696,-1.054548608491296e-07,JAM1995,JAM,1995,12,8,-0.37384485074977414,-0.3078764014359487,-0.3058079095271974,-0.19109559965366074,-0.23277543014866653,-0.13837827674644335
2255,-0.5103182578642061,-0.4547164156172908,-0.4732321248679162,2285.279401019617,1749883.4397670939,0.0010808966265727523,0.05997671358854707,0.06911701992464986,0.0,1.087650086337496,1.85687965346404e-07,JAM2000,JAM,2000,12,9,-0.32316477382915826,-0.5331839115472196,-0.22520425129890842,-0.4925534868802824,-0.18426542396514622,-0.5659636120229512
2256,-0.3034556300447853,-0.2770352429204157,-0.2473338987608712,2419.298148673791,1510477.6321548254,0.0029580712431116307,0.06012685755166849,0.0664368156406036,0.0,0.9924001033413524,8.790565754901657e-07,JAM2005,JAM,2005,12,10,-0.47790092761759184,-0.5103182578642061,-0.4227750590203256,-0.4547164156172908,-0.5042728396080699,-0.4732321248679162
2257,-0.2451983972316883,-0.2190322681458059,-0.23184099299710964,1753.9994312993078,1004203.9885524281,0.00045004290734358633,0.019773794216576112,0.022973951428592425,0.0,0.4159326490650157,-1.0048495087001109e-07,JAM2010,JAM,2010,12,11,-0.4621973085814556,-0.3034556300447853,-0.39797723137011604,-0.2770352429204157,-0.43487204143986835,-0.2473338987608712
2258,0.0010488728958222297,-0.06547400213299864,0.2390535567365061,,889197.2457488491,,,,,,,JOR1960,JOR,1960,12,1,,,,,,
2259,-0.3631295914625892,-0.25934990923387696,0.0553679820313252,398.2623097200589,1201260.0618466423,0.0016757629079393074,0.00338479259845574,0.02412269178695481,,,,JOR1965,JOR,1965,12,2,,0.0010488728958222297,,-0.06547400213299864,,0.2390535567365061
2260,0.1659736517897625,0.15179565076785606,0.3135407593176191,384.04965327699784,1597861.9473063452,0.001971752348321438,0.008149154987491872,0.031658988359110685,0.0,0.7746041867921659,,JOR1970,JOR,1970,12,3,-0.010437417466352301,-0.3631295914625892,-0.044385400494855703,-0.25934990923387696,0.05430274823677782,0.0553679820313252
2261,0.5889280843701206,0.5015155189449931,0.695409588900662,841.0037014312152,1825843.3194858388,0.0006578162193504573,0.006032828985193083,0.035176336541475436,0.0,1.4643615461555248,,JOR1975,JOR,1975,12,4,-0.0421670726728587,0.1659736517897625,-0.07648700320193358,0.15179565076785606,-0.004077442386594951,0.3135407593176191
2262,-0.048857155092162714,-0.09886089816888917,-0.2623784419886078,1454.897155671306,2102404.943677241,0.0012423541951283033,0.007569881043791956,0.04214001545619617,0.010926314650797436,0.5051163748371502,0.0,JOR1980,JOR,1980,12,5,0.003931928558908242,0.5889280843701206,-0.008410306002589372,0.5015155189449931,0.07797677431458341,0.695409588900662
2263,-0.19166082594807066,-0.2421726847848528,-0.34177145927707386,1457.4671240250384,2489064.216902168,0.0038234234784382407,0.011213031439847202,0.0539329359797334,0.038457557884201375,0.09143269739692003,1.611746141750284e-07,JOR1985,JOR,1985,12,6,0.04078253788167873,-0.048857155092162714,0.04949564236856458,-0.09886089816888917,0.1993449062430919,-0.2623784419886078
2264,-0.07733848727910532,-0.10087040161878663,-0.1464908251373744,976.9689195155955,3022758.6223116573,0.00018084508070432404,0.011533040528772857,0.05195282501764476,0.016579573201951085,0.06708859234524897,8.254527289951017e-08,JOR1990,JOR,1990,12,7,-0.01478556326782011,-0.19166082594807066,-0.04991353902528693,-0.2421726847848528,-0.10506575806653883,-0.34177145927707386
2265,-0.15382274173692692,-0.16422034736131727,-0.2888908912720983,1097.6827827567508,3443810.1513399635,0.0005770382130449855,0.009569594908872108,0.03745201121313474,0.0017903639217162145,0.06075528763489101,-5.294146912228255e-09,JOR1995,JOR,1995,12,8,-0.02722757091498847,-0.07733848727910532,-0.07364283115849363,-0.10087040161878663,-0.13029898332608691,-0.1464908251373744
2266,-0.04602276974652077,-0.08645764768439916,-0.1556953169234796,1188.5041202808538,3444590.3658993817,0.0010996452667820812,0.010524648189968058,0.031485031691494025,0.0017259951591357425,0.06307524182453828,-3.5293380554507564e-08,JOR2000,JOR,2000,12,9,-0.017267046767141667,-0.15382274173692692,-0.05024626877160629,-0.16422034736131727,-0.06823357255865545,-0.2888908912720983
2267,-0.005638944753580059,-0.10110894776498322,-0.0975657702199922,1565.5974876590838,3391451.5833928967,0.0016404269893494526,0.009583528161292156,0.026984725087248158,0.0013663128715955932,1.0277506037898971,1.5906803802902866e-08,JOR2005,JOR,2005,12,10,-0.023930864812914385,-0.04602276974652077,-0.060735631891302794,-0.08645764768439916,-0.11349212385790232,-0.1556953169234796
2268,0.014908992956477844,-0.012741270540796651,0.015088035839780103,1372.994576623145,2826495.026177277,0.0005772239465334103,0.00495340199376596,0.014977324691126063,0.0007594132567438814,0.6131778192089804,1.7453059038951975e-08,JOR2010,JOR,2010,12,11,-0.014538612724223212,-0.005638944753580059,-0.04785983248029424,-0.10110894776498322,-0.07115900633823538,-0.0975657702199922
2269,1.7092098092911316,1.6813788900166735,1.4046883927371376,566.9119371011709,83887358.31620109,0.0002788415764655284,0.012537024293285985,0.013313334050287293,,,,JPN1960,JPN,1960,12,1,,,,,,
2270,1.9485007970924644,1.9364283107308944,1.587354426391106,1096.8126231589426,87307875.86988127,0.0002480204583824496,0.01458826597187954,0.015479820310588812,,,,JPN1965,JPN,1965,12,2,,1.7092098092911316,,1.6813788900166735,,1.4046883927371376
2271,2.3086132490697437,2.331107982346305,1.9567338402385128,2668.743007950212,91438630.9722732,0.00022958569247684808,0.015877588688973644,0.016801493321542883,0.016532226721303587,0.18344574343859973,,JPN1970,JPN,1970,12,3,1.9112416761855098,1.9485007970924644,1.9044879135199224,1.9364283107308944,1.6895648258635472,1.587354426391106
2272,2.4131512839166884,2.437127247093022,2.3505881898766248,5718.818848823602,95427695.17376268,0.00018909005844045852,0.016008700580196676,0.01658507843218247,0.0538449890549811,0.17964909852274158,,JPN1975,JPN,1975,12,4,2.020887508220052,2.3086132490697437,2.022107569151216,2.331107982346305,1.7664638815905371,1.9567338402385128
2273,2.6839273677040483,2.689206261543646,2.3675883381707608,8318.303610636442,96934463.1291098,0.00023227125250403682,0.013203077170273692,0.013742847200269708,0.004756813397497694,0.09936675548860066,2.8602522772136483e-07,JPN1980,JPN,1980,12,5,2.185895099127861,2.4131512839166884,2.204119694213408,2.437127247093022,1.9219658518345686,2.3505881898766248
2274,2.9157591391284514,2.9357311281703966,2.678102406937409,15761.199815164231,96824805.42648707,0.00018491736472544938,0.006641306915349755,0.006927552716797993,0.0020491822171094663,0.03867035289669987,3.6533898402596276e-07,JPN1985,JPN,1985,12,6,2.2337956068543177,2.6839273677040483,2.2530119809509035,2.689206261543646,2.087771321933692,2.3675883381707608
2275,1.7961073026473118,1.8099503550377405,1.6116217064869058,24462.41812215376,94510135.87813587,0.0002837879213070563,0.0041397891758673455,0.004402637931511678,0.0013637422773486476,0.01850721803531179,4.806902215233556e-07,JPN1990,JPN,1990,12,7,2.3578682653138543,2.9157591391284514,2.3692617916288894,2.9357311281703966,2.0949280731089783,2.678102406937409
2276,2.498462930513681,2.5374072443711158,2.38942693183532,26450.478364968727,90198903.62435056,0.00026944383769550483,0.00416355196878388,0.0044384842806442365,0.0009244147023019552,0.01037967947860948,5.74600403034816e-07,JPN1995,JPN,1995,12,8,2.4640962001952733,1.7961073026473118,2.482950228309084,1.8099503550377405,2.225648810842488,1.6116217064869058
2277,2.2132656936415924,2.207215690489209,2.0621857486675297,23014.40474190901,82737815.41151541,0.0002679706741856021,0.004362933543274693,0.0047046930967826524,0.0008804445194012696,0.0075038813940297286,6.051071404911014e-07,JPN2000,JPN,2000,12,9,1.9510590886518115,2.498462930513681,1.9637804670863677,2.5374072443711158,1.7766799622000526,2.38942693183532
2278,1.7895028194181266,1.75921811898426,1.5339945728110582,20480.057381836083,69645851.95860554,0.0010948421249536203,0.0072994503053657985,0.007720738304961358,0.0011790346738521302,0.011370544783917068,5.630226923029239e-07,JPN2005,JPN,2005,12,10,2.272886366432485,2.2132656936415924,2.2992575231424004,2.207215690489209,2.1041217211978793,2.0621857486675297
2279,0.9206778405503878,0.9429544142254797,0.839907821917066,15545.248307881642,45131302.44126576,0.0009835456211768968,0.0053482950721476475,0.005716987043004703,0.0009404430914845143,0.00878530412670952,3.7409251363645637e-07,JPN2010,JPN,2010,12,11,2.1422057728250294,1.7895028194181266,2.1469850076777695,1.75921811898426,1.9663591745590434,1.5339945728110582
2280,-0.10413278672192304,-0.12218189598933908,-0.10855849847443924,1130.2613295992144,12424662.188458094,0.002480062080520888,0.017286809167636325,0.017684741838000916,4.898411473478097,7.333197544450796,1.9713471512408927e-05,KAZ1990,KAZ,1990,12,7,,,,,,
2281,-0.1778185290601333,0.021046628700422287,0.04804146046046415,956.387056631933,10980267.114890207,0.06292811542501893,0.14371148806940273,0.16429299421415725,4.512815244030558,6.114141903355877,2.364192514694203e-05,KAZ1995,KAZ,1995,12,8,,-0.10413278672192304,,-0.12218189598933908,,-0.10855849847443924
2282,-0.4661956824219978,-0.5538305471283341,-0.6073983381517007,1210.7517403871318,9680810.243398827,0.19725348212398736,0.2961210027353177,0.31238171317855434,12.326260725501909,15.415294134074928,4.213375495292855e-05,KAZ2000,KAZ,2000,12,9,-0.29185309279488186,-0.1778185290601333,-0.30186934266048193,0.021046628700422287,-0.3148275809992494,0.04804146046046415
2283,-0.4196406852917223,-0.4182415546004,-0.44524865985542544,3430.707130423877,8459571.601684755,0.16862643863254506,0.2264616139119728,0.23553342226378604,10.778347342678472,15.230019485270695,5.001214664107147e-05,KAZ2005,KAZ,2005,12,10,-0.3096006017489746,-0.4661956824219978,-0.3010466131984674,-0.5538305471283341,-0.31581795900174137,-0.6073983381517007
2284,-0.28470064858278754,-0.2598092507676927,-0.25041106004374386,4227.726576072487,5939343.196444373,0.08334736472945388,0.10555560653409776,0.10995474939820092,5.741602474628579,8.112923080386535,3.464094319853431e-05,KAZ2010,KAZ,2010,12,11,-0.37905740504688334,-0.4196406852917223,-0.3043488073013423,-0.4182415546004,-0.3116727908745064,-0.44524865985542544
2285,-0.5710714881584699,-0.5029427880733184,-0.6644399914659843,88.75285736579137,7583600.634869488,0.0010469153286198278,0.009669133470923406,0.10415518582548786,,,,KEN1960,KEN,1960,12,1,,,,,,
2286,-0.3453296315646047,-0.35722250452025506,-0.34989880416229113,105.39762600603905,8815480.548367795,0.0015868173474606775,0.00683377956967351,0.06788069241124224,,,,KEN1965,KEN,1965,12,2,,-0.5710714881584699,,-0.5029427880733184,,-0.6644399914659843
2287,-0.3738174938584583,-0.3909096693166407,-0.3465501018957424,153.3282343945319,10334685.834722003,0.0042477215807866795,0.011258701112021824,0.06914400860957923,0.0,2.535820558096939,,KEN1970,KEN,1970,12,3,-0.4053874502819388,-0.3453296315646047,-0.45647701670940255,-0.35722250452025506,-0.40006425354732944,-0.34989880416229113
2288,-0.4637153668597075,-0.5558965387902968,-0.3550262290644127,259.61850363925333,12194915.990089566,0.02025031788335301,0.02721257122351816,0.11891366961475335,0.0,3.6213005309786177,,KEN1975,KEN,1975,12,4,-0.47822988924169396,-0.3738174938584583,-0.5041390516408051,-0.3909096693166407,-0.42463881562695394,-0.3465501018957424
2289,-0.3990282168623064,-0.4577681857108856,-0.3768381918033693,306.63072541730656,14390196.194292288,0.03819656633681835,0.046566561579745536,0.11678683156242788,0.0,3.578992972225027,4.668862272376343e-08,KEN1980,KEN,1980,12,5,-0.4690374186846394,-0.4637153668597075,-0.4931206897071312,-0.5558965387902968,-0.4249004439766175,-0.3550262290644127
2290,-0.665704359058469,-0.7040239433370465,-0.5564453091637542,284.545727521512,16768501.207781576,0.010150254465190644,0.01471946567102074,0.08375437650622156,0.0,3.075642288241588,5.886590680898729e-09,KEN1985,KEN,1985,12,6,-0.4400291504551166,-0.3990282168623064,-0.4391569604009591,-0.4577681857108856,-0.42423821873646106,-0.3768381918033693
2291,-0.31140748441430033,-0.313542802328101,-0.33807648496582315,231.99791488635933,18995118.405791067,0.010656480955040772,0.02110359719620595,0.08278763143313883,0.0,4.356919491094499,-3.070333340621424e-09,KEN1990,KEN,1990,12,7,-0.46090241625643213,-0.665704359058469,-0.4712526774706338,-0.7040239433370465,-0.42253408759547506,-0.5564453091637542
2292,-0.5539030464508752,-0.5390167945030682,-0.5546448575798748,301.47291138057653,20724737.23800481,0.007910650550336448,0.016301247733236185,0.0678083716454362,0.0,3.6183205189782184,0.0,KEN1995,KEN,1995,12,8,-0.3748512917416935,-0.31140748441430033,-0.39070760690217665,-0.313542802328101,-0.40850169236815737,-0.33807648496582315
2293,-0.599688431726727,-0.594578214012093,-0.5760522161387229,272.43132482715697,21588942.519235544,0.010984742669172329,0.015481724556869272,0.05009347055448587,0.0,2.5113318470128267,-2.522145496413561e-09,KEN2000,KEN,2000,12,9,-0.4891758962005427,-0.5539030464508752,-0.5184257620486777,-0.5390167945030682,-0.42556247309613693,-0.5546448575798748
2294,-0.4108096028011678,-0.4448988900728888,-0.4497170785745701,423.8047887794151,20746837.043535113,0.0046871454377896546,0.010151891146112877,0.03225917881209985,0.0,1.9660048181049143,-2.711651913503549e-09,KEN2005,KEN,2005,12,10,-0.4109273673624009,-0.599688431726727,-0.44467796915989466,-0.594578214012093,-0.4086423585543528,-0.5760522161387229
2295,-0.2583913700585796,-0.26206714373506923,-0.2596430940895587,401.21526219216685,15438596.037335934,0.002132835251324755,0.00461003102840541,0.016740520864296282,0.0,1.1026641701549302,4.293101548533186e-09,KEN2010,KEN,2010,12,11,-0.3961533277468529,-0.4108096028011678,-0.42650499932407127,-0.4448988900728888,-0.4069698384422021,-0.4497170785745701
2296,-0.1448344755407709,-0.13791487487119078,-0.19852503943017047,383.2880922181624,3408355.7592307585,0.0,0.01638697470257161,0.016633222873010868,0.2171033543423496,0.5802740561601712,,KGZ1990,KGZ,1990,12,7,,,,,,
2297,-0.17639574360910615,-0.1747310814715318,-0.12311478917456364,248.82300323634323,3362273.45306666,0.0007034308949251633,0.03036514947659369,0.06386442479370369,0.1993185271817201,0.4874166661555751,,KGZ1995,KGZ,1995,12,8,,-0.1448344755407709,,-0.13791487487119078,,-0.19852503943017047
2298,-0.4845188420291334,-0.4477946705200667,-0.4595342389203408,223.8889738587759,3245282.97636354,0.0009847018729859337,0.028308956742782693,0.043623591765240506,0.34896053364037244,1.6410744270295434,,KGZ2000,KGZ,2000,12,9,-0.30931726260926123,-0.17639574360910615,-0.28999003639769494,-0.1747310814715318,-0.30408725679341025,-0.12311478917456364
2299,-0.3362922628605204,-0.3548461918323535,-0.37726712681824,389.6375616218492,2868777.0670211837,0.00970273454807463,0.029864086677922976,0.03475074147378702,0.2990563616236128,2.9675726504783624,,KGZ2005,KGZ,2005,12,10,-0.31031567977267194,-0.4845188420291334,-0.294321559769782,-0.4477946705200667,-0.3062018095020019,-0.4595342389203408
2300,-0.2578629047837781,-0.2489004357459779,-0.2462165114444258,406.1693916374295,1988723.6799515416,0.0030037717012078267,0.01073713357607997,0.012500210008240135,0.12440908850796133,3.341863506912957,,KGZ2010,KGZ,2010,12,11,-0.3200629240608218,-0.3362922628605204,-0.32644820798396157,-0.3548461918323535,-0.2967683882327236,-0.37726712681824
2301,-0.7426123253707341,-0.7372562560090894,-0.6403371709722231,100.35735475411602,5290294.217317805,0.00010050425751182049,0.0006524023393797972,0.08052154102004806,,,,KHM1960,KHM,1960,12,1,,,,,,
2302,-0.905534251576988,-0.8754905814525521,-0.8637573850065438,124.24274783637505,5789284.596220203,0.00011690561742963404,0.0004085878239427304,0.059778300958898585,,,,KHM1965,KHM,1965,12,2,,-0.7426123253707341,,-0.7372562560090894,,-0.6403371709722231
2303,-0.9195884411667324,-1.0327003959415946,-0.8023438492221687,82.0270471842435,6217729.571208198,0.00037550296697731533,0.0013667302207398698,0.017394745419689,,7.187262239072886,,KHM1970,KHM,1970,12,3,-0.40643660137452575,-0.905534251576988,-0.39849021678472,-0.8754905814525521,-0.3410150572075239,-0.8637573850065438
2304,0.20431165933451387,0.16651808720903866,0.5109242020398956,,6007836.495072699,,,,,,,KHM1975,KHM,1975,12,4,-0.47863301281841764,-0.9195884411667324,-0.4546324908004942,-1.0327003959415946,-0.45337782363772594,-0.8023438492221687
2305,1.056423808874548,0.9998458035442728,1.0798534965799538,,5724936.7287658015,,,,,,0.0,KHM1980,KHM,1980,12,5,-0.48486091643924223,0.20431165933451387,-0.5184814404350964,0.16651808720903866,-0.422491653347277,0.5109242020398956
2306,0.12034359809287318,0.011516478775327623,0.4088778989538273,,6505754.92909556,,,,,,0.0,KHM1985,KHM,1985,12,6,0.01317857994442323,1.056423808874548,-0.03143271017337587,0.9998458035442728,0.2379787160953831,1.0798534965799538
2307,-0.4420666277460625,-0.4318092709838075,-0.3820283187626047,199.60999529230372,7328143.348612786,5.121138539240251e-06,0.000283755906578573,0.04566951736679571,0.0,4.646215649031392,0.0,KHM1990,KHM,1990,12,7,0.3907793165490825,0.12034359809287318,0.3070137129226511,0.011516478775327623,0.524105330529134,0.4088778989538273
2308,-0.6194512931155859,-0.6188178864497196,-0.6887374369639637,216.4140971946891,8072897.470757549,3.938532712834432e-06,0.00028447235797163586,0.02789804941049399,0.0,4.818562231032027,0.0,KHM1995,KHM,1995,12,8,-0.024030608767677195,-0.4420666277460625,-0.09438482243387433,-0.4318092709838075,0.186657464935163,-0.3820283187626047
2309,-0.0965483542734598,-0.09216265149995434,-0.1668040983085765,225.24994588309718,8197717.274200317,8.022635027417498e-05,0.0007110023883356773,0.013771291564846229,0.0,1.8437800908831856,0.0,KHM2000,KHM,2000,12,9,-0.27325427687921544,-0.6194512931155859,-0.27443645318028786,-0.6188178864497196,-0.21110605433088905,-0.6887374369639637
2310,-0.21387279024909825,-0.1652648832515153,-0.11036155079853634,340.729387519457,7445588.774995618,0.0,0.001336255284525955,0.015742507631800396,0.0,1.279175517971752,4.635824146401396e-09,KHM2005,KHM,2005,12,10,-0.35185963456841024,-0.0965483542734598,-0.35038784151394653,-0.09216265149995434,-0.36535657798842414,-0.1668040983085765
2311,-0.09141108705262074,-0.07954239551398919,-0.007572912625276936,334.2297377962074,5226719.3560189735,6.816416404732722e-07,0.0016212476702057107,0.01885003337691954,0.0,0.8990948518605435,0.0,KHM2010,KHM,2010,12,11,-0.1201430289712366,-0.21387279024909825,-0.13649290320873736,-0.1652648832515153,-0.10286522698442799,-0.11036155079853634
2312,-0.6756434008231005,-0.587350139274079,0.3830883914079975,528.9983267691747,45083.30871629055,0.0,0.00011033912885484372,0.3546876855823549,,0.01209769922188334,,KIR1970,KIR,1970,12,3,,,,,,
2313,-0.9864337015775284,-0.8994566360315163,-0.3757822685027477,658.2756724749357,47622.1646454155,0.0,0.003949665522542188,0.2938772435637758,,0.01955926384543251,,KIR1975,KIR,1975,12,4,,-0.6756434008231005,,-0.587350139274079,,0.3830883914079975
2314,-1.1683254404360324,-1.111071273827382,-1.3554609427933844,536.2959871585659,49915.46344146442,0.0,0.0010627336288520724,0.009051950290205002,0.0,0.026244641835023747,0.0,KIR1980,KIR,1980,12,5,-0.6028695144115771,-0.9864337015775284,-0.5702329153154198,-0.8994566360315163,-0.41888895318304015,-0.3757822685027477
2315,-0.7205672217668552,-0.8212052549435027,-0.9365353530976108,427.49491777582926,53444.68463955582,0.011224882363327495,0.012522422725549095,0.016844953988387555,0.0,0.03026222453794415,0.0,KIR1985,KIR,1985,12,6,-0.8016248117167224,-1.1683254404360324,-0.764292329992275,-1.111071273827382,-0.5695565856924091,-1.3554609427933844
2316,-0.3367004481526139,-0.4126906432668227,-0.4373130074217043,481.960778945864,56791.374100697474,0.0,0.0010748533320316,0.0024714929772732238,0.0,0.03376802833665632,0.0,KIR1990,KIR,1990,12,7,-0.9179474464527961,-0.7205672217668552,-0.895868613005813,-0.8212052549435027,-0.7640638637740891,-0.9365353530976108
2317,-0.2463063307183213,-0.2656874961769399,-0.3513860249458442,578.6227621737743,57434.676088693304,0.0,0.0016275627398757895,0.0023331880579743505,0.0,0.04151541975940679,0.0,KIR1995,KIR,1995,12,8,-0.6315990061817023,-0.3367004481526139,-0.7156377285361661,-0.4126906432668227,-0.6808895758071816,-0.4373130074217043
2318,-0.11956439179388716,-0.2116853622209044,-0.23118997054004056,585.0828559052537,56773.68098573492,5.881944494375086e-06,0.0030087341575712684,0.0032045361455012933,0.0,0.02534638628477201,0.0,KIR2000,KIR,2000,12,9,-0.3861101523466187,-0.2463063307183213,-0.4616343442665618,-0.2656874961769399,-0.5817730163033403,-0.3513860249458442
2319,-0.5481033075694338,-0.5679785436387932,-0.6233782058989137,708.8352791455769,52463.06244471932,0.0,0.0012085005949791078,0.0021117830535641873,0.0,0.026968902624982426,0.0,KIR2005,KIR,2005,12,10,-0.3283016890783741,-0.11956439179388716,-0.3702317461909146,-0.2116853622209044,-0.564712908827536,-0.23118997054004056
2320,-0.31100561303145124,-0.3829653195973315,-0.4284028413873296,592.1297369024967,37682.71031892478,5.7919561350050094e-05,0.0004032244659470787,0.000472249241129282,0.0,0.024422016367729227,0.0,KIR2010,KIR,2010,12,11,-0.24724822090125437,-0.5481033075694338,-0.33665467357087897,-0.5679785436387932,-0.5408489542553304,-0.6233782058989137
2321,-0.7481541897344839,-0.7136464450369999,-0.529682159777777,275.9016507538445,41066.15378931089,0.0,0.0,0.00018959419543934,,,,KNA1965,KNA,1965,12,2,,,,,,
2322,0.2355849877054264,0.2712397117638025,0.4386517195624796,440.35184856652194,37969.66392685665,0.2868800627417741,0.2879898953765637,0.4351054038467037,,0.0,,KNA1970,KNA,1970,12,3,,-0.7481541897344839,,-0.7136464450369999,,-0.529682159777777
2323,0.07198293131495707,0.05160985739256339,0.21664151798235035,826.8226872365848,36794.86180663894,0.12293323662646882,0.12332299585400915,0.2456798626707023,,0.0,,KNA1975,KNA,1975,12,4,0.19493873503198766,0.2355849877054264,0.2590706591909495,0.2712397117638025,0.384985448276471,0.4386517195624796
2324,0.08953367009383006,0.0663158442254425,0.3171536803950786,1612.6991379519864,34995.90862136602,0.024142639064878308,0.028699184622741982,0.16753464954826702,0.0,0.0,,KNA1980,KNA,1980,12,5,0.2265029452940128,0.07198293131495707,0.16906554201470134,0.05160985739256339,0.15816730058770065,0.21664151798235035
2325,0.2747337746333,0.3089289706607454,0.3752025669845431,2899.538067492663,32847.039059816096,0.04741327233388719,0.04950325390139193,0.12246242793274413,0.0,0.0,,KNA1985,KNA,1985,12,6,0.2212536171940105,0.08953367009383006,0.18913670520608716,0.0663158442254425,0.21016996595424123,0.3171536803950786
2326,0.034491890090148365,-0.04419737174215744,-0.011819654314962926,4537.0793220128635,31559.013037673365,0.0024409030027374773,0.0026898148327128817,0.03970340733775925,0.0,0.0,,KNA1990,KNA,1990,12,7,0.2218167493958934,0.2747337746333,0.18779277925185794,0.3089289706607454,0.18662645169221775,0.3752025669845431
2327,0.08796314716793735,0.1016190474353306,0.010598195033889438,5906.33176627437,31376.648968627604,4.217609130165894e-06,0.0002270020316237059,0.02638199258718875,0.0,0.0,,KNA1995,KNA,1995,12,8,0.22775907148114954,0.034491890090148365,0.16562125950562004,-0.04419737174215744,0.173029343078618,-0.011819654314962926
2328,0.5867581008645688,0.4402103580409216,0.4028209960169807,6737.955974343822,30304.220736846208,0.0006562142993914682,0.001413062339280256,0.013987361178385142,0.0,0.0,,KNA2000,KNA,2000,12,9,0.2200506813596954,0.08796314716793735,0.1978921748865756,0.1016190474353306,0.2636836775209448,0.010598195033889438
2329,0.4408989383226764,0.3814838089032953,0.2370082545123337,7688.038890883679,27088.308301279823,4.958201260029508e-06,0.0004572242152179448,0.0018971469921742023,0.0,0.0,,KNA2005,KNA,2005,12,10,0.2217663576691115,0.5867581008645688,0.18456654958088337,0.4402103580409216,0.2584326218954441,0.4028209960169807
2330,0.18300202630182905,0.08855012031819938,0.020797013742861,5579.47471287453,18593.372811300276,2.921242662343157e-08,0.00027261279846176674,0.0004142442593000883,0.0,0.0,,KNA2010,KNA,2010,12,11,0.2377706697440764,0.4408989383226764,0.15362393720331963,0.3814838089032953,0.16656012719258573,0.2370082545123337
2331,0.0924598182055405,0.08822721326413184,-0.20273397855815334,110.24404195336358,23263991.02036763,6.3553414732007146e-06,0.0057646018346388115,0.0077158755439041314,,,,KOR1960,KOR,1960,12,1,,,,,,
2332,0.3098142395428689,0.2759953840864247,0.13662594541364087,146.4812301416208,26116865.16615223,6.357442915522505e-05,0.0070602658149627046,0.009899353028162623,,,,KOR1965,KOR,1965,12,2,,0.0924598182055405,,0.08822721326413184,,-0.20273397855815334
2333,0.6143999406624187,0.562033724604355,0.4257801298601595,319.4866835882715,28589883.557279427,0.0020650228571563486,0.017097759734367887,0.02185276033680684,0.0,0.2336260102446481,,KOR1970,KOR,1970,12,3,0.5469622877437144,0.3098142395428689,0.5068601168529008,0.2759953840864247,0.29443955754928025,0.13662594541364087
2334,0.9435420012132,0.8488021903866257,0.6855086468101228,950.1510867042308,30512562.956295185,0.002703042503135393,0.02033443453149112,0.027262330784645704,0.0,0.4049904157259383,,KOR1975,KOR,1975,12,4,0.6433551893312742,0.6143999406624187,0.59212394425438,0.562033724604355,0.45124804801472695,0.4257801298601595
2335,0.8755018673459279,0.8153727439038267,0.6060115725086496,1657.2110827790507,32164880.32827768,0.003410351542734018,0.029405323859059987,0.033804955531805014,0.0,0.36498594357550695,,KOR1980,KOR,1980,12,5,0.7784336447514605,0.9435420012132,0.7220113665439025,0.8488021903866257,0.5848579057850702,0.6855086468101228
2336,1.0947347286910278,1.0445971484976444,0.8599160290529708,3046.4339847979277,33031366.08549641,0.0038411646653988335,0.021625426354480892,0.023700288203652498,0.0,0.11004031926752493,,KOR1985,KOR,1985,12,6,0.9244024180379202,0.8755018673459279,0.8522303321096233,0.8153727439038267,0.7048710063217676,0.6060115725086496
2337,0.6382752334866246,0.60054507921534,0.4740828903664546,6236.137295515226,33281618.28201023,0.003170634663153584,0.015251296228578357,0.016484716807603057,0.0,0.02420305119937224,,KOR1990,KOR,1990,12,7,0.8942278032887976,1.0947347286910278,0.8370503229389852,1.0445971484976444,0.6681376876913994,0.8599160290529708
2338,1.0171486062491215,0.8745444406263243,0.6812051351134872,8028.00817968631,32839707.45920979,0.007444176123725308,0.019407103001476828,0.0206167037864303,0.0,0.01234029735911929,,KOR1995,KOR,1995,12,8,0.9914537603149964,0.6382752334866246,0.941139050990724,0.60054507921534,0.7854596569068149,0.4740828903664546
2339,1.1159827138043756,1.0583966014988382,0.8734282374932653,8586.650526250838,30916828.920949847,0.008368977758774638,0.019983216947185533,0.02113846117621651,5.1637525736978976e-05,0.011506932218364171,,KOR2000,KOR,2000,12,9,0.789021921435311,1.0171486062491215,0.7394990242132945,0.8745444406263243,0.6071772264392546,0.6812051351134872
