code,year,residual
FJI,2016,-0.6050222046298049
FRA,1970,2.2281495128265325
FRA,1971,2.17178152645764
FRA,1972,2.36929075477535
FRA,1973,2.1502257754781486
FRA,1974,2.250077922587922
FRA,1975,2.1322342448524054
FRA,1976,2.086078755288346
FRA,1977,2.061735489178814
FRA,1978,1.983022943598878
FRA,1979,1.9097507591072893
FRA,1980,1.1647189460430452
FRA,1981,1.2450212060619994
FRA,1982,1.473121916511485
FRA,1983,1.4461183755595803
FRA,1984,1.0187265517268138
FRA,1985,1.0490606309235553
FRA,1986,0.8484868747280165
FRA,1987,0.6308456915950055
FRA,1988,0.6940859583513201
FRA,1989,0.7457117239991347
FRA,1990,0.6619005630307826
FRA,1991,0.6665527145121524
FRA,1992,-0.24549488240003559
FRA,1993,-0.12159676805568176
FRA,1994,0.606134897492782
FRA,1995,0.538101111668251
FRA,1996,0.700447875051609
FRA,1997,0.9426870732675241
FRA,1998,0.7485362920310099
FRA,1999,0.35641154907386935
FRA,2000,0.3170379679284096
FRA,2001,0.6321638575455055
FRA,2002,0.4563415855674386
FRA,2003,0.4731167849082592
FRA,2004,0.13662847280158485
FRA,2005,0.14686291475578162
FRA,2006,0.17262425693007288
FRA,2007,0.040556093018377704
FRA,2008,-0.003956630314333354
FRA,2009,-0.24114316928232893
FRA,2010,-0.25194728912600267
FRA,2011,-0.380361673627048
FRA,2012,-0.13767611425305648
FRA,2013,-0.4828068175181515
FRA,2014,-0.4552744049104297
FRA,2015,-0.12760849575935151
FRA,2016,-0.22276144492259964
FRO,1998,-1.5501844058658272
FRO,1999,-1.4289795087585935
FRO,2000,-1.5576317708161922
FRO,2001,-1.615480115244864
FRO,2002,-1.32349929200362
FRO,2003,-1.291912126686348
FRO,2004,-1.4677009312481615
FRO,2005,-1.702025463508895
FRO,2006,-0.8291900877791224
FRO,2007,-2.1322640165421967
FRO,2008,-1.7485072860843693
FRO,2009,-1.1070984469466252
FRO,2010,-2.030841157801129
FRO,2011,-1.9391578232219615
FRO,2012,-1.8085733169881664
FRO,2013,-2.022420557355435
FRO,2014,-2.2211360044881516
FRO,2015,-1.8680021183812514
FSM,1992,0.3451305097332872
FSM,1993,0.36787784341828955
FSM,1994,0.45304017977880917
FSM,1995,0.3842081042185507
FSM,1996,-0.24233356828053243
FSM,1997,-0.3458610129271919
FSM,1998,-0.08873203376124855
FSM,1999,-0.502106095126847
FSM,2000,-0.7920757399684121
FSM,2001,-0.652779674924608
FSM,2002,-0.7934294984639263
FSM,2003,-0.964807670687764
FSM,2004,-0.08819891224463272
FSM,2005,-0.8444909041780135
FSM,2006,-1.1533033422527308
FSM,2007,0.5111207062447664
FSM,2008,0.023891281134208214
