,map,gdp_pc
6703,ISR1996,19317.871040071
6704,ISR1997,19658.1326309076
6705,ISR1998,19423.753231714
6706,ISR1999,19133.048197813798
6707,ISR2000,21042.9816003225
6708,ISR2001,20299.137734236203
6709,ISR2002,18427.607024383
6710,ISR2003,18964.223643652098
6711,ISR2004,19892.059509394097
6712,ISR2005,20557.124078202
6713,ISR2006,21827.8231724236
6714,ISR2007,24889.168361545402
6715,ISR2008,29531.5721632187
6716,ISR2009,27709.1175378506
6717,ISR2010,30658.922755608597
6718,ISR2011,33701.4891265143
6719,ISR2012,32543.6393578836
6720,ISR2013,36343.896119404904
6721,ISR2014,37733.8565762627
6722,ISR2015,35855.275043844704
6723,ISR2016,37371.6269147791
6724,ISR2017,40543.5841665702
6725,ISR2018,
6726,ITA1960,804.492623346178
6727,ITA1961,887.3367446044749
6728,ITA1962,990.26015216342
6729,ITA1963,1126.01933699825
6730,ITA1964,1222.5445404629
6731,ITA1965,1304.45381661965
6732,ITA1966,1402.44235441032
6733,ITA1967,1533.69287748547
6734,ITA1968,1651.9393767975598
6735,ITA1969,1813.3881257570602
6736,ITA1970,2099.9142912226803
6737,ITA1971,2298.00453915893
6738,ITA1972,2662.3263507404
6739,ITA1973,3194.6792805914697
6740,ITA1974,3609.20119743019
6741,ITA1975,4093.44660431927
6742,ITA1976,4019.79586113111
6743,ITA1977,4588.41434458156
6744,ITA1978,5591.991427337329
6745,ITA1979,6967.227772992739
6746,ITA1980,8429.02315340573
6747,ITA1981,7597.68879854386
6748,ITA1982,7531.59762752249
6749,ITA1983,7806.739007193521
6750,ITA1984,7714.18520445985
6751,ITA1985,7964.32863738739
6752,ITA1986,11277.691675381298
6753,ITA1987,14187.7742454154
6754,ITA1988,15692.7262341463
6755,ITA1989,16332.609487276399
6756,ITA1990,20757.088678213102
6757,ITA1991,21884.1043714643
6758,ITA1992,23166.804062683197
6759,ITA1993,18676.9525789183
6760,ITA1994,19273.8441700103
6761,ITA1995,20596.3885757596
6762,ITA1996,23020.099939992204
6763,ITA1997,21779.6243667018
6764,ITA1998,22252.358086231
6765,ITA1999,21936.8231293509
6766,ITA2000,20051.2421548342
6767,ITA2001,20400.8111115225
6768,ITA2002,22196.506754722202
6769,ITA2003,27387.2263150177
6770,ITA2004,31174.561087857997
6771,ITA2005,31959.2629518749
6772,ITA2006,33410.7474398337
6773,ITA2007,37698.786648397596
6774,ITA2008,40640.183858169104
6775,ITA2009,36976.8455340664
6776,ITA2010,35849.3731979401
6777,ITA2011,38334.6838499718
6778,ITA2012,34814.1251168487
6779,ITA2013,35370.2752583755
6780,ITA2014,35396.6657242265
6781,ITA2015,30170.5166036556
6782,ITA2016,30829.528742795097
6783,ITA2017,32110.0272619967
6784,ITA2018,
6785,JAM1960,429.32585311513196
6786,JAM1961,453.129464893641
6787,JAM1962,463.959699180364
6788,JAM1963,485.319298336954
6789,JAM1964,518.8897231020491
6790,JAM1965,553.52694705065
6791,JAM1966,616.053610722171
6792,JAM1967,636.708074336816
6793,JAM1968,593.702762457851
6794,JAM1969,644.143307829431
6795,JAM1970,749.061695219713
6796,JAM1971,808.746099785356
6797,JAM1972,969.1036412202291
6798,JAM1973,969.094194941521
6799,JAM1974,1188.7166329689599
6800,JAM1975,1410.64215225502
6801,JAM1976,1443.25428383629
6802,JAM1977,1561.95051137065
6803,JAM1978,1255.87426687886
6804,JAM1979,1137.07758660976
6805,JAM1980,1238.7210868192901
6806,JAM1981,1355.60814420765
6807,JAM1982,1473.40111242106
6808,JAM1983,1591.8319228468201
6809,JAM1984,1027.9867651757002
6810,JAM1985,898.053974028454
6811,JAM1986,1166.3390140245801
6812,JAM1987,1381.50572157194
6813,JAM1988,1599.43862714211
6814,JAM1989,1829.51923763472
6815,JAM1990,1894.29275929216
6816,JAM1991,1666.01363677457
6817,JAM1992,1432.2005243129902
6818,JAM1993,2171.78425860078
6819,JAM1994,2156.39841297879
6820,JAM1995,2576.94375817015
6821,JAM1996,2875.88607775275
6822,JAM1997,3237.5869909251
6823,JAM1998,3355.7978044806896
6824,JAM1999,3359.3844554151
6825,JAM2000,3381.9393209214195
6826,JAM2001,3428.4567725181396
6827,JAM2002,3596.49933884839
6828,JAM2003,3465.22008912904
6829,JAM2004,3719.9735099454497
6830,JAM2005,4082.2407623786103
6831,JAM2006,4311.85108022066
6832,JAM2007,4621.85641740202
6833,JAM2008,4903.1844439052
6834,JAM2009,4303.53979575895
6835,JAM2010,4685.58831981582
6836,JAM2011,5093.97254752972
6837,JAM2012,5208.99608876625
6838,JAM2013,4976.84878096438
6839,JAM2014,4839.89210430559
6840,JAM2015,4925.41585894975
6841,JAM2016,4883.86027010431
6842,JAM2017,5114.041080784829
6843,JAM2018,
6844,JOR1960,
6845,JOR1961,
6846,JOR1962,
6847,JOR1963,
6848,JOR1964,
6849,JOR1965,511.56196310398803
6850,JOR1966,519.889279618154
6851,JOR1967,458.63656114477203
6852,JOR1968,374.54713445697604
6853,JOR1969,432.720750475045
6854,JOR1970,372.093731102268
6855,JOR1971,375.423177156421
6856,JOR1972,419.183904093567
6857,JOR1973,485.036974104198
6858,JOR1974,597.2837671606981
6859,JOR1975,660.733679004578
6860,JOR1976,805.980814661709
6861,JOR1977,963.436771427761
6862,JOR1978,1164.75238504152
6863,JOR1979,1422.70395851911
6864,JOR1980,1646.7320994931301
6865,JOR1981,1781.52840107388
6866,JOR1982,1828.5480572026001
6867,JOR1983,1844.5971655582998
6868,JOR1984,1786.3113207764802
6869,JOR1985,1724.39746549814
6870,JOR1986,2125.7862052933897
6871,JOR1987,2159.77569537078
6872,JOR1988,1929.85872390834
6873,JOR1989,1243.27434754375
6874,JOR1990,1168.3494208060902
6875,JOR1991,1157.4071675217801
6876,JOR1992,1338.47380281245
6877,JOR1993,1338.09138653319
6878,JOR1994,1418.97320472818
6879,JOR1995,1471.15413584455
6880,JOR1996,1469.0015480887303
6881,JOR1997,1499.54225945263
6882,JOR1998,1605.61458128359
6883,JOR1999,1624.9791002530899
6884,JOR2000,1657.8892563121399
6885,JOR2001,1728.26050900954
6886,JOR2002,1812.2883744492801
6887,JOR2003,1889.21396186775
6888,JOR2004,2061.45688205636
6889,JOR2005,2203.0837873545
6890,JOR2006,2537.30048980654
6891,JOR2007,2762.8063541248102
6892,JOR2008,3385.60966483112
6893,JOR2009,3492.13090643818
6894,JOR2010,3679.1902746327796
6895,JOR2011,3807.3241449185402
6896,JOR2012,3870.75321121669
6897,JOR2013,3992.8671070526793
6898,JOR2014,4066.9407754308795
6899,JOR2015,4096.09927499826
6900,JOR2016,4087.9375167203
6901,JOR2017,4129.75166443689
6902,JOR2018,
6903,JPN1960,478.995340162869
6904,JPN1961,563.586759838827
6905,JPN1962,633.640315173776
6906,JPN1963,717.866915230894
6907,JPN1964,835.657252484116
6908,JPN1965,919.776688184802
6909,JPN1966,1058.5035609090198
6910,JPN1967,1228.9092104006
6911,JPN1968,1450.61965234374
6912,JPN1969,1669.09819990781
6913,JPN1970,2037.55990148865
6914,JPN1971,2272.07780220778
6915,JPN1972,2967.0419962372803
6916,JPN1973,3997.8411203942205
6917,JPN1974,4353.82435517488
6918,JPN1975,4659.12011498931
6919,JPN1976,5197.80669676619
6920,JPN1977,6335.78762668458
6921,JPN1978,8821.843491790909
6922,JPN1979,9105.13609673044
6923,JPN1980,9465.3797140302
6924,JPN1981,10361.3230580189
6925,JPN1982,9578.11380327871
6926,JPN1983,10425.4068209429
6927,JPN1984,10984.8658284904
6928,JPN1985,11584.6493269017
6929,JPN1986,17111.853732538402
6930,JPN1987,20745.2520919399
6931,JPN1988,25051.8543154389
6932,JPN1989,24813.299378335698
6933,JPN1990,25359.34702031
6934,JPN1991,28925.0415756881
6935,JPN1992,31464.549046228
6936,JPN1993,35765.9140886748
6937,JPN1994,39268.5668686204
6938,JPN1995,43440.3678678967
6939,JPN1996,38436.926311911804
6940,JPN1997,35021.719091715895
6941,JPN1998,31902.7670955137
6942,JPN1999,36026.5560750168
6943,JPN2000,38532.0408752935
6944,JPN2001,33846.4656414342
6945,JPN2002,32289.350536072598
6946,JPN2003,34808.3909176613
6947,JPN2004,37688.7223359406
6948,JPN2005,37217.648727917
6949,JPN2006,35433.988963742995
6950,JPN2007,35275.228431266696
6951,JPN2008,39339.2975731826
6952,JPN2009,40855.1756354596
6953,JPN2010,44507.6763859172
6954,JPN2011,48167.9972684965
6955,JPN2012,48603.4766497749
6956,JPN2013,40454.447457890295
6957,JPN2014,38109.4121125573
6958,JPN2015,34567.745675099504
6959,JPN2016,38972.3406391468
6960,JPN2017,38430.2912440159
6961,JPN2018,
6962,KAZ1960,
6963,KAZ1961,
6964,KAZ1962,
6965,KAZ1963,
6966,KAZ1964,
6967,KAZ1965,
6968,KAZ1966,
6969,KAZ1967,
6970,KAZ1968,
6971,KAZ1969,
6972,KAZ1970,
6973,KAZ1971,
6974,KAZ1972,
6975,KAZ1973,
6976,KAZ1974,
6977,KAZ1975,
6978,KAZ1976,
6979,KAZ1977,
6980,KAZ1978,
6981,KAZ1979,
6982,KAZ1980,
6983,KAZ1981,
6984,KAZ1982,
6985,KAZ1983,
6986,KAZ1984,
6987,KAZ1985,
6988,KAZ1986,
6989,KAZ1987,
6990,KAZ1988,
6991,KAZ1989,
6992,KAZ1990,1647.4632309037602
6993,KAZ1991,1512.4850664964001
6994,KAZ1992,1515.10405895883
6995,KAZ1993,1433.46153431139
6996,KAZ1994,1320.32162249687
6997,KAZ1995,1288.2390521320501
6998,KAZ1996,1350.3338662339
6999,KAZ1997,1445.5694141829902
7000,KAZ1998,1468.701798334
7001,KAZ1999,1130.11359233563
7002,KAZ2000,1229.00095844501
7003,KAZ2001,1490.9270898716597
7004,KAZ2002,1658.03078544636
7005,KAZ2003,2068.12411808473
7006,KAZ2004,2874.28829127649
7007,KAZ2005,3771.27895733845
7008,KAZ2006,5291.575650186521
7009,KAZ2007,6771.41479681885
7010,KAZ2008,8513.564645068142
7011,KAZ2009,7165.2231748370305
7012,KAZ2010,9070.48825285747
7013,KAZ2011,11634.0019047654
7014,KAZ2012,12386.7000029472
7015,KAZ2013,13890.6317716835
7016,KAZ2014,12807.2606866152
7017,KAZ2015,10510.7718884148
7018,KAZ2016,7714.84184376024
7019,KAZ2017,9030.31880602652
7020,KAZ2018,
7021,KEN1960,97.6215305792253
7022,KEN1961,94.8352648950132
7023,KEN1962,100.604266651239
7024,KEN1963,104.012736326698
7025,KEN1964,108.558944553156
7026,KEN1965,104.992162299027
7027,KEN1966,118.55635446719101
7028,KEN1967,121.380811267573
7029,KEN1968,128.857730659121
7030,KEN1969,134.19373632903
7031,KEN1970,142.497089289351
7032,KEN1971,152.55321925337
7033,KEN1972,174.397614055443
7034,KEN1973,199.69449313170298
7035,KEN1974,228.75841815696498
7036,KEN1975,241.672321212985
7037,KEN1976,248.24004222937901
7038,KEN1977,309.35353901047296
7039,KEN1978,351.636742846577
7040,KEN1979,398.036767203758
7041,KEN1980,446.57445432216304
7042,KEN1981,405.55096715563104
7043,KEN1982,366.274950685333
7044,KEN1983,327.817644909354
7045,KEN1984,326.936462551221
7046,KEN1985,312.196025352328
7047,KEN1986,355.231344690863
7048,KEN1987,377.418462601433
7049,KEN1988,382.022405250168
7050,KEN1989,365.974753542313
7051,KEN1990,366.30089087704596
7052,KEN1991,337.122188888886
7053,KEN1992,328.839313699096
7054,KEN1993,223.33480060908403
7055,KEN1994,269.248701254959
7056,KEN1995,330.804330184085
7057,KEN1996,427.951267275722
7058,KEN1997,452.98480684183096
7059,KEN1998,473.432721195145
7060,KEN1999,421.432884571152
7061,KEN2000,403.97971322111505
7062,KEN2001,401.77636117917
7063,KEN2002,395.849351119404
7064,KEN2003,436.687535659748
7065,KEN2004,458.884355149169
7066,KEN2005,519.799934598691
7067,KEN2006,697.006638520849
7068,KEN2007,839.108111670398
7069,KEN2008,916.8992515009979
7070,KEN2009,920.0816251749451
7071,KEN2010,967.350454885973
7072,KEN2011,987.445396712381
7073,KEN2012,1155.0205827125599
7074,KEN2013,1229.10106949388
7075,KEN2014,1335.1231484276
7076,KEN2015,1355.05547100771
7077,KEN2016,1462.50374328664
7078,KEN2017,1594.83492628749
7079,KEN2018,
7080,KGZ1960,
7081,KGZ1961,
7082,KGZ1962,
7083,KGZ1963,
7084,KGZ1964,
7085,KGZ1965,
7086,KGZ1966,
7087,KGZ1967,
7088,KGZ1968,
7089,KGZ1969,
7090,KGZ1970,
7091,KGZ1971,
7092,KGZ1972,
7093,KGZ1973,
7094,KGZ1974,
7095,KGZ1975,
7096,KGZ1976,
7097,KGZ1977,
7098,KGZ1978,
7099,KGZ1979,
7100,KGZ1980,
7101,KGZ1981,
7102,KGZ1982,
7103,KGZ1983,
7104,KGZ1984,
7105,KGZ1985,
7106,KGZ1986,
7107,KGZ1987,
7108,KGZ1988,
7109,KGZ1989,
7110,KGZ1990,609.1728912370189
7111,KGZ1991,575.643974470034
7112,KGZ1992,513.0359436594761
7113,KGZ1993,449.06579018873396
7114,KGZ1994,372.30781001683096
7115,KGZ1995,364.226497350785
7116,KGZ1996,394.860121460514
7117,KGZ1997,376.42961326110003
7118,KGZ1998,345.138131648451
7119,KGZ1999,258.049228785755
7120,KGZ2000,279.620424920086
7121,KGZ2001,308.40877673732797
7122,KGZ2002,321.726606346204
7123,KGZ2003,380.50733975156
7124,KGZ2004,433.234976590867
7125,KGZ2005,476.552129968975
7126,KGZ2006,543.110702403072
7127,KGZ2007,721.768690838857
7128,KGZ2008,966.393627185372
7129,KGZ2009,871.224389337854
7130,KGZ2010,880.037775119109
7131,KGZ2011,1123.8831680627
7132,KGZ2012,1177.9747348784801
7133,KGZ2013,1282.43716202467
7134,KGZ2014,1279.7697826598599
7135,KGZ2015,1121.0828351073899
7136,KGZ2016,1120.66651300848
7137,KGZ2017,1220.47349811901
7138,KGZ2018,
7139,KHM1960,111.342479726807
7140,KHM1961,109.459474271003
7141,KHM1962,109.47904539107799
7142,KHM1963,117.820382551689
7143,KHM1964,123.643191374326
7144,KHM1965,134.304155041423
7145,KHM1966,138.84862640308202
7146,KHM1967,144.02556500813
7147,KHM1968,157.21460348378702
7148,KHM1969,142.29496294827499
7149,KHM1970,102.704327202559
7150,KHM1971,135.884775633632
7151,KHM1972,69.2519061760737
7152,KHM1973,94.38327605053841
7153,KHM1974,78.1318239007355
7154,KHM1975,
7155,KHM1976,
7156,KHM1977,
7157,KHM1978,
7158,KHM1979,
7159,KHM1980,
7160,KHM1981,
7161,KHM1982,
7162,KHM1983,
7163,KHM1984,
7164,KHM1985,
7165,KHM1986,
7166,KHM1987,
7167,KHM1988,
7168,KHM1989,
7169,KHM1990,
7170,KHM1991,
7171,KHM1992,
7172,KHM1993,254.179142533854
7173,KHM1994,270.609163666601
7174,KHM1995,323.00999280396303
7175,KHM1996,319.363254408391
7176,KHM1997,304.837993028511
7177,KHM1998,269.054640959116
7178,KHM1999,295.973595726805
7179,KHM2000,302.64899615961497
7180,KHM2001,321.226300353441
7181,KHM2002,339.067698447482
7182,KHM2003,362.421378512409
7183,KHM2004,408.610518401118
7184,KHM2005,474.223876626482
7185,KHM2006,539.8791528696589
7186,KHM2007,631.6757890361911
7187,KHM2008,745.7877872614281
7188,KHM2009,738.232668432632
7189,KHM2010,785.6928841378259
7190,KHM2011,882.49014616105
7191,KHM2012,951.1112311273531
7192,KHM2013,1013.6659524950699
7193,KHM2014,1093.7620674767
7194,KHM2015,1163.18977018231
7195,KHM2016,1269.90723818939
7196,KHM2017,1384.42318730336
7197,KHM2018,
7198,KIR1960,
7199,KIR1961,
7200,KIR1962,
7201,KIR1963,
7202,KIR1964,
7203,KIR1965,
7204,KIR1966,
7205,KIR1967,
7206,KIR1968,
7207,KIR1969,
7208,KIR1970,279.324700939733
7209,KIR1971,293.67866369308
7210,KIR1972,358.483396677794
7211,KIR1973,591.57260140626
7212,KIR1974,1574.79173174353
7213,KIR1975,998.419710195089
7214,KIR1976,734.401941863524
7215,KIR1977,682.064063310723
7216,KIR1978,784.052345128949
7217,KIR1979,728.475121134018
7218,KIR1980,652.447033879644
7219,KIR1981,687.971663578508
7220,KIR1982,665.989266783779
7221,KIR1983,612.5799416823901
7222,KIR1984,657.152244033346
7223,KIR1985,501.931915757358
7224,KIR1986,489.72132081757997
7225,KIR1987,499.67645845216
7226,KIR1988,621.900882744431
7227,KIR1989,580.295253332133
7228,KIR1990,549.764385429195
7229,KIR1991,644.710845072179
7230,KIR1992,638.4725667944069
7231,KIR1993,619.654573396411
7232,KIR1994,715.167114844734
7233,KIR1995,724.7913054035
7234,KIR1996,842.9591391137179
7235,KIR1997,842.281248008607
7236,KIR1998,801.1629805080901
7237,KIR1999,832.0547943075011
7238,KIR2000,796.793763441361
7239,KIR2001,734.9492460797861
7240,KIR2002,826.585504011134
7241,KIR2003,1015.0386050964801
7242,KIR2004,1130.60280610635
7243,KIR2005,1214.55666670492
7244,KIR2006,1169.4774003717
7245,KIR2007,1377.5346839964402
7246,KIR2008,1432.77743092529
7247,KIR2009,1316.7216139639302
7248,KIR2010,1520.87533850854
7249,KIR2011,1736.2119952859698
7250,KIR2012,1784.4289307933802
7251,KIR2013,1705.5689096281199
7252,KIR2014,1626.8938719032199
7253,KIR2015,1522.30619477729
7254,KIR2016,1558.88695336363
7255,KIR2017,1594.29287043422
7256,KIR2018,
7257,KNA1960,241.558035198162
7258,KNA1961,243.846410767536
7259,KNA1962,246.077034761384
7260,KNA1963,253.99755348402002
7261,KNA1964,268.70728744327704
7262,KNA1965,276.220838014664
7263,KNA1966,299.207539180624
7264,KNA1967,353.36298547881796
7265,KNA1968,314.641610275419
7266,KNA1969,348.091535995081
7267,KNA1970,363.15027291968397
7268,KNA1971,441.055094961327
7269,KNA1972,517.638611999835
7270,KNA1973,545.9883197202549
7271,KNA1974,710.898836205865
7272,KNA1975,753.547188082464
7273,KNA1976,681.697977132714
7274,KNA1977,1012.6243179140199
7275,KNA1978,1131.13382334122
7276,KNA1979,1353.99734433101
7277,KNA1980,1584.3372847506198
7278,KNA1981,1882.21809416453
7279,KNA1982,2011.6411421009
7280,KNA1983,2042.1130055352698
7281,KNA1984,2331.39274636626
7282,KNA1985,2642.25268898251
7283,KNA1986,3134.14825118425
7284,KNA1987,3573.0399103608897
7285,KNA1988,4207.18138827306
7286,KNA1989,4712.55561176569
7287,KNA1990,5320.53944697502
7288,KNA1991,5377.30737589075
7289,KNA1992,5854.196420496321
7290,KNA1993,6302.983806585339
7291,KNA1994,6965.70122833286
7292,KNA1995,7308.838330064929
7293,KNA1996,7699.40044625817
7294,KNA1997,8544.45776376237
7295,KNA1998,8648.084142038058
7296,KNA1999,9070.96721492614
7297,KNA2000,9554.38125224542
7298,KNA2001,10337.9802615949
7299,KNA2002,10662.913460785601
7300,KNA2003,10280.8174653888
7301,KNA2004,11032.716834322
7302,KNA2005,11884.7778090159
7303,KNA2006,13355.565670934098
7304,KNA2007,14541.885791743602
7305,KNA2008,15762.704462517
7306,KNA2009,15074.212785805901
7307,KNA2010,14904.9484156759
7308,KNA2011,15742.9552936912
7309,KNA2012,15219.1976045753
7310,KNA2013,15977.283829131798
7311,KNA2014,17061.302955574698
7312,KNA2015,17247.170856733897
7313,KNA2016,17492.807194728703
7314,KNA2017,17924.065464376697
7315,KNA2018,
7316,KOR1960,158.236636232018
7317,KOR1961,93.81620864101579
7318,KOR1962,106.133999009007
7319,KOR1963,146.294590315099
7320,KOR1964,123.588455464345
7321,KOR1965,108.703823210388
7322,KOR1966,133.449807989201
7323,KOR1967,161.115764840224
7324,KOR1968,198.365658261865
7325,KOR1969,243.334402146913
7326,KOR1970,279.125197454549
7327,KOR1971,300.76483709829
7328,KOR1972,323.59615247860296
7329,KOR1973,405.88292655518796
7330,KOR1974,561.567186843879
7331,KOR1975,615.201418511544
7332,KOR1976,830.6991850954421
7333,KOR1977,1050.8980028210099
7334,KOR1978,1398.47875560986
7335,KOR1979,1773.52684643992
7336,KOR1980,1704.4697392984501
7337,KOR1981,1870.3387342264602
7338,KOR1982,1977.64163551842
7339,KOR1983,2180.49484423721
7340,KOR1984,2390.67315173803
7341,KOR1985,2457.32799701385
7342,KOR1986,2803.36876362782
7343,KOR1987,3510.9900197743395
7344,KOR1988,4686.1373251041205
7345,KOR1989,5736.9038072645
7346,KOR1990,6516.30575938957
7347,KOR1991,7523.47700161843
7348,KOR1992,8001.54099186249
7349,KOR1993,8740.9456025724
7350,KOR1994,10205.8074659925
7351,KOR1995,12332.9793517745
7352,KOR1996,13137.908070161398
7353,KOR1997,12131.874704259199
7354,KOR1998,8085.32352838328
7355,KOR1999,10409.3268882433
7356,KOR2000,11947.579128206102
7357,KOR2001,11252.907554078301
7358,KOR2002,12782.5255346669
7359,KOR2003,14209.3885192557
7360,KOR2004,15907.6658340352
7361,KOR2005,18639.5222053842
7362,KOR2006,20888.3801505326
7363,KOR2007,23060.707883671603
7364,KOR2008,20430.6394600807
7365,KOR2009,18291.9195978633
7366,KOR2010,22086.952919320098
7367,KOR2011,24079.788523886
7368,KOR2012,24358.7821758226
7369,KOR2013,25890.0186698906
7370,KOR2014,27811.36638377
7371,KOR2015,27105.076226264
7372,KOR2016,27608.247428711602
7373,KOR2017,29742.8388613471
7374,KOR2018,
7375,KWT1960,
7376,KWT1961,
7377,KWT1962,
7378,KWT1963,
7379,KWT1964,
7380,KWT1965,4429.171106575611
7381,KWT1966,4556.463064988139
7382,KWT1967,4217.38083851017
7383,KWT1968,4194.56947244816
7384,KWT1969,4007.2581875182
7385,KWT1970,3848.5697388681897
7386,KWT1971,4843.54883600235
7387,KWT1972,5208.49536503469
7388,KWT1973,5952.8617957242395
7389,KWT1974,13478.768945348798
7390,KWT1975,11731.5533356704
7391,KWT1976,12056.1517088533
7392,KWT1977,12217.2224891393
7393,KWT1978,12626.992614416899
7394,KWT1979,19040.0424849006
7395,KWT1980,20868.7421570256
7396,KWT1981,17364.3994774933
7397,KWT1982,14277.6271311316
7398,KWT1983,13203.171317732
7399,KWT1984,13103.5544480273
7400,KWT1985,12330.473642146599
7401,KWT1986,9750.9029674495
7402,KWT1987,11512.054437398101
7403,KWT1988,10148.9160790612
7404,KWT1989,11594.1374194245
7405,KWT1990,8776.74134437874
7406,KWT1991,5407.969782897199
7407,KWT1992,
7408,KWT1993,
7409,KWT1994,
7410,KWT1995,16882.421460665802
7411,KWT1996,19300.8614374536
7412,KWT1997,17696.1387554976
7413,KWT1998,14126.875095334199
7414,KWT1999,15391.3457364003
7415,KWT2000,18389.384328288997
7416,KWT2001,16540.9676143149
7417,KWT2002,17789.419812619
7418,KWT2003,22071.5696085573
7419,KWT2004,26921.0827767441
7420,KWT2005,35490.2613236708
7421,KWT2006,42717.557253307
7422,KWT2007,45793.976143914806
7423,KWT2008,55571.9980595751
7424,KWT2009,37567.301210596204
7425,KWT2010,38497.6169579293
7426,KWT2011,48268.591204554294
7427,KWT2012,51264.0713358672
7428,KWT2013,48399.8078177184
7429,KWT2014,42996.3152212942
7430,KWT2015,29109.068743354703
7431,KWT2016,27368.2866787596
7432,KWT2017,29040.363709111698
7433,KWT2018,
7434,LAC1960,284.208834600635
7435,LAC1961,288.73142441736803
7436,LAC1962,320.937182588511
7437,LAC1963,346.456853403574
7438,LAC1964,348.91434551956297
7439,LAC1965,358.229442744407
7440,LAC1966,393.074938533223
7441,LAC1967,416.54340848080597
7442,LAC1968,436.973719076198
7443,LAC1969,466.581356381529
7444,LAC1970,504.58778485927104
7445,LAC1971,552.693761724285
7446,LAC1972,620.510619279415
7447,LAC1973,763.093575410641
7448,LAC1974,982.3608279367081
7449,LAC1975,1121.44439874334
7450,LAC1976,1236.5089297006698
7451,LAC1977,1314.1357532371699
7452,LAC1978,1476.51726895
7453,LAC1979,1706.63655566472
7454,LAC1980,2015.1393520098102
7455,LAC1981,2304.79308842574
7456,LAC1982,2078.6108775376397
7457,LAC1983,1704.95985101478
7458,LAC1984,1756.80619542174
7459,LAC1985,1758.4660744441298
7460,LAC1986,1669.25088626988
7461,LAC1987,1732.44146989406
7462,LAC1988,1920.02321087719
7463,LAC1989,2218.18128953275
7464,LAC1990,2429.4448423349104
7465,LAC1991,2922.5633440960496
7466,LAC1992,2541.55998277379
7467,LAC1993,2956.5967539768894
7468,LAC1994,3357.22331502077
7469,LAC1995,3526.2171459113
7470,LAC1996,3775.70751698295
7471,LAC1997,4082.0388749152794
7472,LAC1998,4035.9007480120003
7473,LAC1999,3517.3115828291197
7474,LAC2000,3910.12465213168
7475,LAC2001,3782.22569090796
7476,LAC2002,3617.2569246620396
7477,LAC2003,3574.3025575745796
7478,LAC2004,4021.2001529740205
7479,LAC2005,4826.0209075735
7480,LAC2006,5593.115799178449
7481,LAC2007,6526.30128980235
7482,LAC2008,7494.6254338338795
7483,LAC2009,6945.7702011702795
7484,LAC2010,8537.47723787584
7485,LAC2011,9514.01589657565
7486,LAC2012,9440.558256747529
7487,LAC2013,9553.442717770291
7488,LAC2014,9736.74026333593
7489,LAC2015,7887.4854599827295
7490,LAC2016,7625.33338808333
7491,LAC2017,8346.41265343321
7492,LAC2018,
7493,LAO1960,
7494,LAO1961,
7495,LAO1962,
7496,LAO1963,
7497,LAO1964,
7498,LAO1965,
7499,LAO1966,
7500,LAO1967,
7501,LAO1968,
7502,LAO1969,
7503,LAO1970,
7504,LAO1971,
7505,LAO1972,
7506,LAO1973,
7507,LAO1974,
7508,LAO1975,
7509,LAO1976,
7510,LAO1977,
7511,LAO1978,
7512,LAO1979,
7513,LAO1980,
7514,LAO1981,
7515,LAO1982,
7516,LAO1983,
7517,LAO1984,489.948727063378
7518,LAO1985,641.738631479384
7519,LAO1986,468.324170562282
7520,LAO1987,278.41939086701
7521,LAO1988,148.984407685973
7522,LAO1989,172.541426822536
7523,LAO1990,203.255969785383
7524,LAO1991,234.719369360019
7525,LAO1992,250.492229217219
7526,LAO1993,287.187592933953
7527,LAO1994,325.629241773199
7528,LAO1995,363.471618271691
7529,LAO1996,377.97125590484
7530,LAO1997,345.49694312056704
7531,LAO1998,248.541398375164
7532,LAO1999,277.49510282057497
7533,LAO2000,324.845049645308
7534,LAO2001,326.640843433211
7535,LAO2002,319.827058448336
7536,LAO2003,362.625295771488
7537,LAO2004,417.751656096427
7538,LAO2005,475.416469486973
7539,LAO2006,590.3013107770599
7540,LAO2007,709.767087046745
7541,LAO2008,899.495078724883
7542,LAO2009,948.127642147914
7543,LAO2010,1141.12711507419
7544,LAO2011,1381.42560554543
7545,LAO2012,1588.63314741682
7546,LAO2013,1838.80601992314
7547,LAO2014,2017.58778126205
7548,LAO2015,2159.43315209405
7549,LAO2016,2338.69215683656
7550,LAO2017,2457.3774139728102
7551,LAO2018,
7552,LBN1960,
7553,LBN1961,
7554,LBN1962,
7555,LBN1963,
7556,LBN1964,
7557,LBN1965,
7558,LBN1966,
7559,LBN1967,
7560,LBN1968,
7561,LBN1969,
7562,LBN1970,
7563,LBN1971,
7564,LBN1972,
7565,LBN1973,
7566,LBN1974,
7567,LBN1975,
7568,LBN1976,
7569,LBN1977,
7570,LBN1978,
7571,LBN1979,
7572,LBN1980,
7573,LBN1981,
7574,LBN1982,
7575,LBN1983,
7576,LBN1984,
7577,LBN1985,
7578,LBN1986,
7579,LBN1987,
7580,LBN1988,1241.68428883939
7581,LBN1989,1015.46499678138
7582,LBN1990,1050.11785130457
7583,LBN1991,1704.0798719606798
7584,LBN1992,2070.8238605931897
7585,LBN1993,2737.72637027617
7586,LBN1994,3226.9878203538897
7587,LBN1995,3863.2619199793703
7588,LBN1996,4457.96016010293
7589,LBN1997,5093.29074535745
7590,LBN1998,5538.680282869561
7591,LBN1999,5509.346429478161
7592,LBN2000,5334.90332854286
7593,LBN2001,5253.12259942488
7594,LBN2002,5436.5952231029
