,map,res_exp2
158,AIA2000,385995.0
159,AIA2001,1234155.0
160,AIA2002,654169.0
161,AIA2003,76196.0
162,AIA2004,583586.0
163,AIA2005,146271.0
164,AIA2006,82044.0
165,AIA2007,688003.0
166,AIA2008,1056377.0
167,AIA2009,2110108.0
168,AIA2010,946985.0
169,AIA2011,7156439.0
170,AIA2012,1833360.0
171,AIA2013,1872804.0
172,AIA2014,1939296.0
173,AIA2015,908163.0
174,AIA2016,2040467.0
175,ALB1962,1089880.337890625
176,ALB1963,1917222.509399414
177,ALB1964,3030749.8125
178,ALB1965,2941604.6572265625
179,ALB1966,2599169.7338867188
180,ALB1967,3487094.014038086
181,ALB1968,13984880.614746094
182,ALB1969,14825076.547851562
183,ALB1970,17738432.261169434
184,ALB1971,15130549.874755858
185,ALB1972,15452120.559326172
186,ALB1973,24733526.741531372
187,ALB1974,47858212.509277344
188,ALB1975,53478215.94494629
189,ALB1976,40417016.8125
190,ALB1977,50588302.94454956
191,ALB1978,19595712.167114258
192,ALB1979,80418809.13922119
193,ALB1980,81493044.70123291
194,ALB1981,98661871.08740234
195,ALB1982,111234088.15100098
196,ALB1983,92648128.43481445
197,ALB1984,84450887.80285645
198,ALB1985,72595810.55297852
199,ALB1986,81771798.26428223
200,ALB1987,83256660.5001831
201,ALB1988,133001021.94567871
202,ALB1989,175750034.61956787
203,ALB1990,105169649.0
204,ALB1991,75360975.0
205,ALB1992,21170602.0
206,ALB1993,28468180.0
207,ALB1994,33201957.0
208,ALB1995,52603504.0
209,ALB1996,60137962.0
210,ALB1997,36760338.0
211,ALB1998,32940475.0
212,ALB1999,32035309.0
213,ALB2000,26268126.0
214,ALB2001,24408384.0
215,ALB2002,30589019.0
216,ALB2003,46674439.0
217,ALB2004,90525652.0
218,ALB2005,144966379.0
219,ALB2006,168233148.0
220,ALB2007,315548446.0
221,ALB2008,479078406.0
222,ALB2009,271312439.0
223,ALB2010,695488205.0
224,ALB2011,931874805.0
225,ALB2012,1004278525.0
226,ALB2013,1437874471.0
227,ALB2014,844255584.0
228,ALB2015,652272634.0
229,ALB2016,644143478.0
230,AND1962,1045.0052490234377
231,AND1964,0.0
232,AND1965,0.0
233,AND1966,0.0
234,AND1967,1582.0782470703125
235,AND1968,4130.06640625
236,AND1969,2649.2680053710938
237,AND1970,79644.82922363281
238,AND1971,99582.04504394531
239,AND1972,142777.2957763672
240,AND1973,238746.8649902344
241,AND1974,234793.45692443845
242,AND1975,314761.98181152344
243,AND1976,457123.2117919922
244,AND1977,598133.0256958008
245,AND1978,347890.0938720703
246,AND1979,1207007.7881469727
247,AND1980,3028828.242919922
248,AND1981,777512.9011230469
249,AND1982,2319532.0776367188
250,AND1983,711798.3911743164
251,AND1984,1269823.517150879
252,AND1985,1493682.6999511719
253,AND1986,3072447.9278564453
254,AND1987,460453.38397216797
255,AND1988,1148557.3768920898
256,AND1989,2112134.1899414062
257,AND1990,1470281.0
258,AND1991,4471790.0
259,AND1992,1250136.0
260,AND1993,1016497.0
261,AND1994,1240015.0
262,AND1995,2213505.0
263,AND1996,3444334.0
264,AND1997,1913156.0
265,AND1998,2911225.0
266,AND1999,976028.0
267,AND2000,1239674.0
268,AND2001,9171076.0
269,AND2002,3918389.0
270,AND2003,5564215.0
271,AND2004,3515959.0
272,AND2005,3900561.0
273,AND2006,8667201.0
274,AND2007,12675314.0
275,AND2008,12113803.0
276,AND2009,16425924.0
277,AND2010,17981559.0
278,AND2011,6786550.0
279,AND2012,22414469.0
280,AND2013,3478947.0
281,AND2014,21029233.0
282,AND2015,6271851.0
283,AND2016,14410910.0
284,ANS1962,745747663.1503296
285,ANS1963,744218075.3259277
286,ANS1964,587327743.7122955
287,ANS1965,162225695.14944458
288,ANS1966,233393837.7137146
289,ANS1967,254180305.81556702
290,ANS1968,250459422.81982422
291,ANS1969,230301926.3143921
292,ANS1970,1426023328.9575806
293,ANS1971,1635901892.4211423
294,ANS1972,1597726032.5466309
295,ANS1973,2735975648.797943
296,ANS1974,4091898611.592697
297,ANS1975,2379868177.6358337
298,ANS1976,2895411409.1344757
299,ANS1977,3721841052.30661
300,ANS1978,1241107798.5706787
301,ANS1979,1089185563.4520874
302,ANS1980,17193009815.577576
303,ANS1981,9670060324.176697
304,ANS1982,10195679228.583435
305,ANS1983,8445885232.025574
306,ANS1984,7269683895.206482
307,ANS1985,8595385863.00055
308,ANS1986,7987612125.342682
309,ANS1987,8748734309.356262
310,ANS1988,5777639563.400513
311,ANS1989,7823578151.505249
312,ANS1990,8277322432.0
313,ANS1991,4069766535.0
314,ANS1992,3692274054.0
315,ANS1993,4326831869.0
316,ANS1994,5014768417.0
317,ANS1995,10360430437.0
318,ANS1996,7331570057.0
319,ANS1997,16340194266.0
320,ANS1998,14579357656.0
321,ANS1999,10771709339.0
322,ANS2000,8373816243.0
323,ANS2001,14763948849.0
324,ANS2002,16129026222.0
325,ANS2003,10348160844.0
326,ANS2004,10592357775.0
327,ANS2005,13641073170.0
328,ANS2006,25466911647.0
329,ANS2007,12081085789.0
330,ANS2008,18166797347.0
331,ANS2009,12642941426.0
332,ANS2010,14867905202.0
333,ANS2011,21102372619.0
334,ANS2012,22455266556.0
335,ANS2013,19787959364.0
336,ANS2014,21314193868.0
337,ANS2015,7309754221.0
338,ANS2016,5698254751.0
339,ANT1962,716028838.3620605
340,ANT1963,663576328.5352173
341,ANT1964,664946779.5987549
342,ANT1965,648920891.4269714
343,ANT1966,594092214.0133667
344,ANT1967,605868528.5379639
345,ANT1968,618909722.324585
346,ANT1969,596181685.1980591
347,ANT1970,641640717.4318848
348,ANT1971,643183021.5461426
349,ANT1972,621201736.0833435
350,ANT1973,1378315818.450531
351,ANT1974,2693534539.197571
352,ANT1975,2352130986.627533
353,ANT1976,2411325818.081604
354,ANT1977,2474835666.5809326
355,ANT1978,1448782861.9205933
356,ANT1979,2609795455.8513184
357,ANT1980,3843583043.635742
358,ANT1981,4092677832.8132324
359,ANT1982,3635485514.8447876
360,ANT1983,3356493394.6255493
361,ANT1984,3195495809.377075
362,ANT1985,1375109165.7033691
363,ANT1986,836565378.6795044
364,ANT1987,784741097.6018676
365,ANT1988,665525190.8603516
366,ANT1989,712204788.3964844
367,ANT1990,858107292.0
368,ANT1991,1272338758.0
369,ANT1992,1208638410.0
370,ANT1993,779996179.0
371,ANT1994,844549134.0
372,ANT1995,853995963.0
373,ANT1996,1106815402.0
374,ANT1997,973164496.0
375,ANT1998,946999776.0
376,ANT1999,803389725.0
377,ANT2000,1132755210.0
378,ANT2001,952436230.0
379,ANT2002,634420840.0
380,ANT2003,678160032.0
381,ANT2004,901607378.0
382,ANT2005,1739551347.0
383,ANT2006,1867361243.0
384,ANT2007,1739531422.0
385,ANT2008,1380152227.0
386,ANT2009,1700004325.0
387,ANT2010,842759671.0
388,ARE1962,0.0
389,ARE1963,33809.578125
390,ARE1964,0.0
391,ARE1967,127982.00390625
392,ARE1968,181227.87915039062
393,ARE1969,1549748.3097229004
394,ARE1970,102058033.08203125
395,ARE1971,157776292.82800293
396,ARE1972,962998647.1732178
397,ARE1973,1907754360.099945
398,ARE1974,6169848570.603577
399,ARE1975,6785965123.4227295
400,ARE1976,8348441417.291016
401,ARE1977,8651238076.597412
402,ARE1978,8459357763.125916
403,ARE1979,10895860372.376343
404,ARE1980,18102501328.812378
405,ARE1981,18698713667.109375
406,ARE1982,15629166426.005125
407,ARE1983,13935269694.144043
408,ARE1984,13474897214.768555
409,ARE1985,13389573631.731567
410,ARE1986,8375086799.88501
411,ARE1987,9929961190.788452
412,ARE1988,9434992976.625366
413,ARE1989,11952130421.01843
414,ARE1990,16916467657.0
415,ARE1991,18094796865.0
416,ARE1992,16563356063.0
417,ARE1993,14876819298.0
418,ARE1994,14285059233.0
419,ARE1995,16377596931.0
420,ARE1996,19591003180.0
421,ARE1997,20536704590.0
422,ARE1998,15228625939.0
423,ARE1999,21863137033.0
424,ARE2000,34930505363.0
425,ARE2001,29879775646.0
426,ARE2002,21983312119.0
427,ARE2003,28569671981.0
428,ARE2004,39563810485.0
429,ARE2005,55996737541.0
430,ARE2006,73618795532.0
431,ARE2007,80979855441.0
432,ARE2008,118923014981.0
433,ARE2009,68787460531.0
434,ARE2010,103152844567.0
435,ARE2011,138078902565.0
436,ARE2012,145341559410.0
437,ARE2013,152430663078.0
438,ARE2014,149909707719.0
439,ARE2015,93299632951.0
440,ARE2016,78523299797.0
441,ARG1962,29708712.21636963
442,ARG1963,44402783.96937561
443,ARG1964,37138559.44911194
444,ARG1965,25303614.145187378
445,ARG1966,32399333.932922363
446,ARG1967,32195905.416809082
447,ARG1968,51427131.4099884
448,ARG1969,44306642.37564087
449,ARG1970,57245968.47576904
450,ARG1971,69456758.64611816
451,ARG1972,62417367.27366638
452,ARG1973,139213178.30023193
453,ARG1974,200302246.9447403
454,ARG1975,89714020.36308289
455,ARG1976,148922521.93566895
456,ARG1977,190973541.96105957
457,ARG1978,215007992.4984131
458,ARG1979,170204669.0897827
459,ARG1980,823588740.1239929
460,ARG1981,1415506138.7979736
461,ARG1982,1288954555.6678467
462,ARG1983,827706720.04599
463,ARG1984,713812603.7937622
464,ARG1985,1112339684.3623047
465,ARG1986,829318764.6208496
466,ARG1987,686483075.9953613
467,ARG1988,1234679694.77417
468,ARG1989,1906165795.4379272
469,ARG1990,2316313606.0
470,ARG1991,1935459469.0
471,ARG1992,1658499827.0
472,ARG1993,1826907311.0
473,ARG1994,2327812568.0
474,ARG1995,3347574577.0
475,ARG1996,4422554010.0
476,ARG1997,4500173250.0
477,ARG1998,3892254961.0
478,ARG1999,4298538200.0
479,ARG2000,6125259041.0
480,ARG2001,6116458855.0
481,ARG2002,6361187771.0
482,ARG2003,7069993331.0
483,ARG2004,8044379308.0
484,ARG2005,8702821151.0
485,ARG2006,9851363635.0
486,ARG2007,9235543342.0
487,ARG2008,10508756075.0
488,ARG2009,8731263589.0
489,ARG2010,9506156765.0
490,ARG2011,9651801867.0
491,ARG2012,9785940080.0
492,ARG2013,7320419766.0
493,ARG2014,6949755783.0
494,ARG2015,4111895465.0
495,ARG2016,4198583702.0
496,ARM1992,8941993.0
497,ARM1993,30215726.0
498,ARM1994,38088055.0
499,ARM1995,47108310.0
500,ARM1996,66583938.0
501,ARM1997,120842453.0
502,ARM1998,92735979.0
503,ARM1999,111714281.0
504,ARM2000,167441154.0
505,ARM2001,126180286.0
506,ARM2002,255445493.0
507,ARM2003,443398264.0
508,ARM2004,387283473.0
509,ARM2005,616106353.0
510,ARM2006,729517138.0
511,ARM2007,691135721.0
512,ARM2008,564509090.0
513,ARM2009,420194812.0
514,ARM2010,634462438.0
515,ARM2011,840603044.0
516,ARM2012,711767479.0
517,ARM2013,667535480.0
518,ARM2014,728509157.0
519,ARM2015,666420712.0
520,ARM2016,1129271675.0
521,ASM2000,830513.0
522,ASM2001,961323.0
523,ASM2002,2568014.0
524,ASM2003,1783355.0
525,ASM2004,2734898.0
526,ASM2005,1528821.0
527,ASM2006,81773002.0
528,ASM2007,14340088.0
529,ASM2008,7277295.0
530,ASM2009,2869780.0
531,ASM2010,2638891.0
532,ASM2011,3888531.0
533,ASM2012,36458936.0
534,ASM2013,3456685.0
535,ASM2014,2577083.0
536,ASM2015,1377982.0
537,ASM2016,5493230.0
538,ATA2000,1152517.0
539,ATA2001,4074.0
540,ATA2002,40104.0
541,ATA2003,289.0
542,ATA2004,2116.0
543,ATA2005,5014.0
544,ATA2006,15827.0
545,ATA2007,3123.0
546,ATA2008,110401.0
547,ATA2009,798.0
548,ATA2010,98726.0
549,ATA2011,158193.0
550,ATA2012,61208.0
551,ATA2013,24457.0
552,ATA2014,331475.0
553,ATA2015,469796.0
554,ATA2016,1566342.0
555,ATF1972,0.0
556,ATF1973,0.0
557,ATF1974,0.0
558,ATF1975,0.0
559,ATF1976,15513.50341796875
560,ATF1977,0.0
561,ATF1979,0.0
562,ATF1980,0.0
563,ATF1981,0.0
564,ATF1982,0.0
565,ATF1983,0.0
566,ATF1985,0.0
567,ATF1986,0.0
568,ATF1987,0.0
569,ATF1988,0.0
570,ATF1989,0.0
571,ATF1990,45490.0
572,ATF1991,1759.0
573,ATF1992,134163.0
574,ATF1993,0.0
575,ATF1994,0.0
576,ATF1995,402383.0
577,ATF1996,0.0
578,ATF1997,20135.0
579,ATF1998,903465.0
580,ATF1999,2863.0
581,ATF2000,14959.0
582,ATF2001,4715.0
583,ATF2002,12577.0
584,ATF2003,134122.0
585,ATF2004,1067683.0
586,ATF2005,14627734.0
587,ATF2006,20786.0
588,ATF2007,478797.0
589,ATF2008,281452.0
590,ATF2009,26016.0
591,ATF2010,110758.0
592,ATF2011,8680.0
593,ATF2012,21763.0
594,ATF2013,92247.0
595,ATF2014,669902.0
596,ATF2015,155081.0
597,ATF2016,34457.0
598,ATG1962,0.0
599,ATG1963,0.0
600,ATG1964,0.0
601,ATG1965,503.5
602,ATG1966,0.0
603,ATG1967,0.0
604,ATG1968,0.0
605,ATG1969,0.0
606,ATG1970,295655.3125
607,ATG1971,154027.001953125
608,ATG1972,436397.0
609,ATG1973,4970058.264404297
610,ATG1974,6469261.6953125
611,ATG1975,1625300.7521972656
612,ATG1976,505442.9990844727
613,ATG1977,891192.9230957031
614,ATG1978,0.0
615,ATG1979,6136.936279296875
616,ATG1980,2879649.92578125
617,ATG1981,953392.6170043945
618,ATG1982,11700.0
619,ATG1983,1249666.630859375
620,ATG1984,18771.001220703125
621,ATG1985,43093.71026611328
622,ATG1986,120963.36169433594
623,ATG1987,2018279.71875
624,ATG1988,1089072.2127685547
625,ATG1989,10025478.718322754
626,ATG1990,3462594.0
627,ATG1991,402264.0
628,ATG1992,14348203.0
629,ATG1993,6934919.0
630,ATG1994,10597876.0
631,ATG1995,30246537.0
632,ATG1996,1254159.0
633,ATG1997,23045706.0
634,ATG1998,1067011.0
635,ATG1999,2313325.0
636,ATG2000,38135642.0
637,ATG2001,2809400.0
638,ATG2002,7448693.0
639,ATG2003,15009351.0
640,ATG2004,4548820.0
641,ATG2005,7151042.0
642,ATG2006,6563003.0
643,ATG2007,5959686.0
644,ATG2008,37404472.0
645,ATG2009,28162315.0
646,ATG2010,31684328.0
647,ATG2011,91551562.0
648,ATG2012,86628502.0
649,ATG2013,77849865.0
650,ATG2014,40377480.0
651,ATG2015,23801871.0
652,ATG2016,27945795.0
653,AUS1962,234961997.71313477
654,AUS1963,350369442.10687256
655,AUS1964,426122391.6571045
656,AUS1965,478576001.70615387
657,AUS1966,596038104.4385376
658,AUS1967,687909997.73703
659,AUS1968,895701118.6344604
660,AUS1969,1198715792.8275146
661,AUS1970,1586011986.7246094
662,AUS1971,1717956563.522461
663,AUS1972,2012805964.9882812
664,AUS1973,2878299797.4179688
665,AUS1974,4373283070.256165
666,AUS1975,4874312484.833374
667,AUS1976,5786557522.510925
668,AUS1977,5977878015.711792
669,AUS1978,5777600259.973145
670,AUS1979,8118565972.495056
671,AUS1980,9955040318.944336
672,AUS1981,12098585618.45459
673,AUS1982,12148211535.544922
674,AUS1983,12152025815.88501
675,AUS1984,13495826639.021484
676,AUS1985,14111159200.523438
677,AUS1986,12363053445.711792
678,AUS1987,13402599497.427246
679,AUS1988,15769873972.398438
680,AUS1989,19188519533.187622
681,AUS1990,21848146417.0
682,AUS1991,21918864821.0
683,AUS1992,20936552944.0
684,AUS1993,19718176067.0
685,AUS1994,20295397915.0
686,AUS1995,24568966408.0
687,AUS1996,28190265547.0
688,AUS1997,29682311233.0
689,AUS1998,26553173182.0
690,AUS1999,26336312730.0
691,AUS2000,29994902607.0
692,AUS2001,28752563997.0
693,AUS2002,28697213526.0
694,AUS2003,31327209057.0
695,AUS2004,42816995522.0
696,AUS2005,60068871571.0
697,AUS2006,71359017573.0
698,AUS2007,87993510432.0
699,AUS2008,128098190965.0
700,AUS2009,97502928148.0
701,AUS2010,142068233947.0
702,AUS2011,182685933363.0
703,AUS2012,167004835341.0
704,AUS2013,184269824357.0
705,AUS2014,166721180069.0
706,AUS2015,120511742922.0
707,AUS2016,116398187628.0
708,AUT1962,243455936.10736084
709,AUT1963,328222452.6809387
710,AUT1964,358439001.08410645
711,AUT1965,375218926.76916504
712,AUT1966,391968145.4085388
713,AUT1967,388517758.54905695
714,AUT1968,424366843.3599243
715,AUT1969,528943827.7709656
716,AUT1970,582282300.6201019
717,AUT1971,595270058.3111572
718,AUT1972,661299996.2965698
719,AUT1973,927842684.2815857
720,AUT1974,1325959288.4261475
721,AUT1975,1412493068.2591553
722,AUT1976,1477774105.697998
723,AUT1977,1688061482.0179446
724,AUT1978,2036690254.5637817
725,AUT1979,2697854099.954071
726,AUT1980,2818865340.3359375
727,AUT1981,2511842742.689453
728,AUT1982,2372160984.6757812
729,AUT1983,2292345761.5527344
730,AUT1984,2527269139.294922
731,AUT1985,2783396995.1679077
732,AUT1986,3171486064.328125
733,AUT1987,3688414261.4052734
734,AUT1988,4475106602.947388
735,AUT1989,4708517217.400879
736,AUT1990,5437145272.0
737,AUT1991,4873624072.0
738,AUT1992,5034092402.0
739,AUT1993,4471675344.0
740,AUT1994,5059004897.0
741,AUT1995,7029247978.0
742,AUT1996,6576125559.0
743,AUT1997,5671310787.0
744,AUT1998,6327215901.0
745,AUT1999,5560487259.0
746,AUT2000,5633427092.0
747,AUT2001,5779182957.0
748,AUT2002,6150113906.0
749,AUT2003,7985887209.0
750,AUT2004,10341358284.0
751,AUT2005,12626138822.0
752,AUT2006,14779861434.0
753,AUT2007,18847191845.0
754,AUT2008,21967382593.0
755,AUT2009,14211197736.0
756,AUT2010,16696958842.0
757,AUT2011,21850950049.0
758,AUT2012,20580677755.0
759,AUT2013,20228935670.0
760,AUT2014,19567619087.0
761,AUT2015,15991306629.0
762,AUT2016,16254339127.0
763,AZE1992,13013421.0
764,AZE1993,38540832.0
765,AZE1994,20073227.0
766,AZE1995,39711892.0
767,AZE1996,81550678.0
768,AZE1997,265034550.0
769,AZE1998,253994143.0
770,AZE1999,753011004.0
771,AZE2000,1102282494.0
772,AZE2001,1340374659.0
773,AZE2002,1558562898.0
774,AZE2003,1660941185.0
775,AZE2004,2481141837.0
776,AZE2005,3647923410.0
777,AZE2006,7407953925.0
778,AZE2007,12788621571.0
779,AZE2008,29836389779.0
780,AZE2009,17751518239.0
781,AZE2010,22701721536.0
782,AZE2011,30940223955.0
783,AZE2012,29204897159.0
784,AZE2013,28285016735.0
785,AZE2014,27118074293.0
786,AZE2015,14421812783.0
787,AZE2016,12181803064.0
788,BDI1962,3445258.9064331055
789,BDI1963,3103547.2470703125
790,BDI1964,4823091.664306641
791,BDI1965,10062134.430389404
792,BDI1966,619492.9140625
793,BDI1967,3557061.853515625
794,BDI1968,4520096.067443848
795,BDI1969,2000495.796875
796,BDI1970,668465.7313842773
797,BDI1971,901703.2431030273
798,BDI1972,530340.1921386719
799,BDI1973,2422101.1228637695
800,BDI1974,2606712.560180664
801,BDI1975,5682474.005371094
802,BDI1976,758616.5717773438
803,BDI1977,1345804.1274414062
804,BDI1978,6607042.34375
805,BDI1979,3551768.746154785
806,BDI1980,5200576.328125
807,BDI1981,7514854.087097168
808,BDI1982,10717571.844726562
809,BDI1983,9633579.00177002
810,BDI1984,886042.0522460938
811,BDI1985,5343299.936035156
812,BDI1986,733088.0946655273
813,BDI1987,818402.5303955078
814,BDI1988,603917.9462280273
815,BDI1989,2154752.0850219727
816,BDI1990,3300649.0
817,BDI1991,3342091.0
818,BDI1992,4358645.0
819,BDI1993,2168071.0
820,BDI1994,4292914.0
821,BDI1995,4177974.0
822,BDI1996,4150814.0
823,BDI1997,1056366.0
824,BDI1998,1583240.0
825,BDI1999,2892792.0
826,BDI2000,3103331.0
827,BDI2001,3539744.0
828,BDI2002,7914817.0
829,BDI2003,3419466.0
830,BDI2004,5010187.0
831,BDI2005,4232218.0
832,BDI2006,4396707.0
833,BDI2007,3996306.0
834,BDI2008,1236705.0
835,BDI2009,2037680.0
836,BDI2010,4964326.0
837,BDI2011,18701997.0
838,BDI2012,12527132.0
839,BDI2013,14368790.0
840,BDI2014,7815421.0
841,BDI2015,6958860.0
842,BDI2016,3680011.0
843,BEL1962,1703416054.41333
844,BEL1963,1813239972.7320251
845,BEL1964,2136876015.4424133
846,BEL1965,2357851435.876343
847,BEL1966,2740044923.1118164
848,BEL1967,2818431616.0475464
849,BEL1968,3201952725.3913574
850,BEL1969,3561507417.6796875
851,BEL1970,4036483308.4296875
852,BEL1971,3809096949.633789
853,BEL1972,4854510725.579224
854,BEL1973,7158947848.048157
855,BEL1974,9635116693.950195
856,BEL1975,8353845285.374512
857,BEL1976,9252925819.677734
858,BEL1977,10697386196.095703
859,BEL1978,12473969302.4375
860,BEL1979,16610567279.367188
861,BEL1980,19924699195.375
862,BEL1981,16404288559.032166
863,BEL1982,14572242661.500977
864,BEL1983,14632285243.089844
865,BEL1984,14637036406.8125
866,BEL1985,14198099963.1875
867,BEL1986,16230149697.921875
868,BEL1987,18299871945.5625
869,BEL1988,22882860928.5
870,BEL1989,26195469778.9375
871,BEL1990,28193164317.0
872,BEL1991,26809428441.0
873,BEL1992,26736664037.0
874,BEL1993,24747568398.0
875,BEL1994,27924636926.0
876,BEL1995,33459097740.0
877,BEL1996,33295843480.0
878,BEL1997,32865387149.0
879,BEL1998,33216124977.0
880,BEL1999,32286246183.0
881,BEL2000,34883882359.0
882,BEL2001,31673934067.0
883,BEL2002,34036708159.0
884,BEL2003,40550532228.0
885,BEL2004,54335567619.0
886,BEL2005,64045705393.0
887,BEL2006,79903974036.0
888,BEL2007,90781851728.0
889,BEL2008,99733660368.0
890,BEL2009,63869602222.0
891,BEL2010,81607232067.0
892,BEL2011,108742883275.0
893,BEL2012,99425969690.0
894,BEL2013,105835691131.0
895,BEL2014,100168377910.0
896,BEL2015,73409600551.0
897,BEL2016,64493708131.0
898,BEN1962,56099.680114746094
899,BEN1963,115576.2700805664
900,BEN1964,135440.2687072754
901,BEN1965,298872.2448730469
902,BEN1966,263092.72064208984
903,BEN1967,159165.86404418945
904,BEN1968,96752.5798034668
905,BEN1969,151513.46534729004
906,BEN1970,143880.19467163086
907,BEN1971,373324.3884124756
908,BEN1972,302282.9359512329
909,BEN1973,586879.6224060059
910,BEN1974,2753104.0243530273
911,BEN1975,3123324.666549683
912,BEN1976,1516842.9117431638
913,BEN1977,4422379.787353516
914,BEN1978,21550817.572265625
915,BEN1979,6331008.159667969
916,BEN1980,2625688.8157958984
917,BEN1981,1254321.40625
918,BEN1982,2776607.7397460938
919,BEN1983,33674982.25
920,BEN1984,39301627.50366211
921,BEN1985,62345662.34375
922,BEN1986,25381932.038208008
923,BEN1987,26131034.006835938
924,BEN1988,19366989.878173828
925,BEN1989,10134257.071868896
926,BEN1990,29146328.0
927,BEN1991,23465515.0
928,BEN1992,9341296.0
929,BEN1993,20161831.0
930,BEN1994,19579584.0
931,BEN1995,36426139.0
932,BEN1996,53335859.0
933,BEN1997,13207148.0
934,BEN1998,38361631.0
935,BEN1999,5972993.0
936,BEN2000,2392666.0
937,BEN2001,4357292.0
