,map,res_exp2
2784,DEU1976,17035350137.75
2785,DEU1977,18216812468.679688
2786,DEU1978,19097276250.984375
2787,DEU1979,23807226960.751953
2788,DEU1980,28818409190.6875
2789,DEU1981,25284070467.0
2790,DEU1982,23805464765.4375
2791,DEU1983,21826694022.80078
2792,DEU1984,22289535990.992188
2793,DEU1985,25911223728.0
2794,DEU1986,27803099752.78125
2795,DEU1987,31522565524.08789
2796,DEU1988,35551547669.0625
2797,DEU1989,37240446894.07031
2798,DEU1990,36411891791.0
2799,DEU1991,34526068088.0
2800,DEU1992,34971100559.0
2801,DEU1993,30335578047.0
2802,DEU1994,34143771394.0
2803,DEU1995,42603900361.0
2804,DEU1996,39898268433.0
2805,DEU1997,41665853841.0
2806,DEU1998,41065143317.0
2807,DEU1999,38169689066.0
2808,DEU2000,40802647761.0
2809,DEU2001,42997784146.0
2810,DEU2002,45536544980.0
2811,DEU2003,52081022679.0
2812,DEU2004,70795596119.0
2813,DEU2005,87047764002.0
2814,DEU2006,111424651518.0
2815,DEU2007,124202244876.0
2816,DEU2008,139763797659.0
2817,DEU2009,87603409233.0
2818,DEU2010,104674732317.0
2819,DEU2011,129941440588.0
2820,DEU2012,122224750905.0
2821,DEU2013,121265354153.0
2822,DEU2014,117492565614.0
2823,DEU2015,94673823584.0
2824,DEU2016,86933882888.0
2825,DJI1962,19047.188049316406
2826,DJI1963,6823.849853515626
2827,DJI1964,19691.9970703125
2828,DJI1965,22578.722900390625
2829,DJI1966,9533.699035644531
2830,DJI1967,43627.9990234375
2831,DJI1968,23646.98876953125
2832,DJI1969,25937.8134765625
2833,DJI1970,207547.49530029297
2834,DJI1971,148503.77026367188
2835,DJI1972,244538.78158569336
2836,DJI1973,465032.3131713867
2837,DJI1974,449097.4812011719
2838,DJI1975,3962953.8991394043
2839,DJI1976,296582.74169921875
2840,DJI1977,298471.0599975586
2841,DJI1978,5431.06201171875
2842,DJI1979,102004.923828125
2843,DJI1980,6296168.340942383
2844,DJI1981,1572001.505493164
2845,DJI1982,4599082.257324219
2846,DJI1983,1869735.9208984375
2847,DJI1984,12816400.934875488
2848,DJI1985,2954895.75390625
2849,DJI1986,2317130.6795654297
2850,DJI1987,1812764.4985351562
2851,DJI1988,2244065.2995300293
2852,DJI1989,1267599.5927734375
2853,DJI1990,1384392.0
2854,DJI1991,5184493.0
2855,DJI1992,4906306.0
2856,DJI1993,4126885.0
2857,DJI1994,2849479.0
2858,DJI1995,12101948.0
2859,DJI1996,4369069.0
2860,DJI1997,6114888.0
2861,DJI1998,9300277.0
2862,DJI1999,2837599.0
2863,DJI2000,5492771.0
2864,DJI2001,11430158.0
2865,DJI2002,23780087.0
2866,DJI2003,8280083.0
2867,DJI2004,2870020.0
2868,DJI2005,4506683.0
2869,DJI2006,8770889.0
2870,DJI2007,16705856.0
2871,DJI2008,3769439.0
2872,DJI2009,11280333.0
2873,DJI2010,957063.0
2874,DJI2011,7098823.0
2875,DJI2012,19560917.0
2876,DJI2013,54101155.0
2877,DJI2014,59693768.0
2878,DJI2015,3763602.0
2879,DJI2016,514329.0
2880,DMA1962,0.0
2881,DMA1963,0.0
2882,DMA1964,0.0
2883,DMA1965,0.0
2884,DMA1966,0.0
2885,DMA1967,0.0
2886,DMA1968,0.0
2887,DMA1970,19648.99609375
2888,DMA1971,6481.0009765625
2889,DMA1972,4198.999572753906
2890,DMA1973,36843.33724975586
2891,DMA1974,571439.974609375
2892,DMA1975,82110.48631286621
2893,DMA1976,18522.09893798828
2894,DMA1977,22169.99053955078
2895,DMA1978,100442.03723144531
2896,DMA1979,56591.62353515625
2897,DMA1980,358095.1728515625
2898,DMA1981,9803524.312744142
2899,DMA1982,349589.0207519531
2900,DMA1983,1579331.989868164
2901,DMA1984,5705445.7421875
2902,DMA1985,3498996.498901367
2903,DMA1986,3994587.2294311523
2904,DMA1987,1757782.7266845703
2905,DMA1988,5503102.9140625
2906,DMA1989,47719456.37866211
2907,DMA1990,31597039.0
2908,DMA1991,36434199.0
2909,DMA1992,34947988.0
2910,DMA1993,31859325.0
2911,DMA1994,41339163.0
2912,DMA1995,30537112.0
2913,DMA1996,18183562.0
2914,DMA1997,1665835.0
2915,DMA1998,5687387.0
2916,DMA1999,2088767.0
2917,DMA2000,13119450.0
2918,DMA2001,3513519.0
2919,DMA2002,4176892.0
2920,DMA2003,1127678.0
2921,DMA2004,3311808.0
2922,DMA2005,8994269.0
2923,DMA2006,9279053.0
2924,DMA2007,9453683.0
2925,DMA2008,12564689.0
2926,DMA2009,24208393.0
2927,DMA2010,6553188.0
2928,DMA2011,14148613.0
2929,DMA2012,20622082.0
2930,DMA2013,13031834.0
2931,DMA2014,5413035.0
2932,DMA2015,1967329.0
2933,DMA2016,3075127.0
2934,DNK1962,60552614.87811279
2935,DNK1963,62618793.663635254
2936,DNK1964,80545436.65655518
2937,DNK1965,85403232.78187561
2938,DNK1966,96675073.6734314
2939,DNK1967,105056703.59536743
2940,DNK1968,118649639.35839844
2941,DNK1969,134313526.5855713
2942,DNK1970,170955021.92045593
2943,DNK1971,205378472.40975952
2944,DNK1972,235489365.93658447
2945,DNK1973,357426462.897583
2946,DNK1974,623847695.4963379
2947,DNK1975,651699453.8138733
2948,DNK1976,709664733.5327148
2949,DNK1977,790193346.7101746
2950,DNK1978,868443149.5425415
2951,DNK1979,1340321139.9520264
2952,DNK1980,1419110619.4538574
2953,DNK1981,1207312490.066391
2954,DNK1982,1084673657.2229614
2955,DNK1983,1479061905.1184082
2956,DNK1984,1510191525.744156
2957,DNK1985,1507444003.6125488
2958,DNK1986,1423835496.9499512
2959,DNK1987,1715272904.7734375
2960,DNK1988,1892174863.0273438
2961,DNK1989,2057499308.84375
2962,DNK1990,2539007125.0
2963,DNK1991,2638526453.0
2964,DNK1992,2856142338.0
2965,DNK1993,2259542173.0
2966,DNK1994,2537229148.0
2967,DNK1995,3224664999.0
2968,DNK1996,3532210952.0
2969,DNK1997,3402346358.0
2970,DNK1998,3024301416.0
2971,DNK1999,3447831382.0
2972,DNK2000,5091981128.0
2973,DNK2001,4676081495.0
2974,DNK2002,5116614474.0
2975,DNK2003,6255764959.0
2976,DNK2004,8507254111.0
2977,DNK2005,10836053804.0
2978,DNK2006,12546019154.0
2979,DNK2007,13040262535.0
2980,DNK2008,15855078397.0
2981,DNK2009,9311465139.0
2982,DNK2010,10840472079.0
2983,DNK2011,14361567779.0
2984,DNK2012,13251950981.0
2985,DNK2013,12879169840.0
2986,DNK2014,10505153600.0
2987,DNK2015,7616725283.0
2988,DNK2016,6308765233.0
2989,DOM1962,9773301.042175291
2990,DOM1963,9197773.233642578
2991,DOM1964,9500644.688232422
2992,DOM1965,11572644.093292236
2993,DOM1966,9966720.866760254
2994,DOM1967,12342805.954589844
2995,DOM1968,12103876.763916017
2996,DOM1969,14447570.124572754
2997,DOM1970,15767119.029312134
2998,DOM1971,15260812.2243042
2999,DOM1972,78307255.6262207
3000,DOM1973,98807438.0859375
3001,DOM1974,158803183.26339722
3002,DOM1975,149447750.74957275
3003,DOM1976,130057887.7047119
3004,DOM1977,117625850.01708983
3005,DOM1978,101007673.07403564
3006,DOM1979,144116082.63623047
3007,DOM1980,165465139.78186035
3008,DOM1981,133091302.46862793
3009,DOM1982,48756049.135009766
3010,DOM1983,86855291.18151855
3011,DOM1984,105509792.31906128
3012,DOM1985,125592749.02502441
3013,DOM1986,104647191.09936523
3014,DOM1987,124273031.30804443
3015,DOM1988,259114490.09082028
3016,DOM1989,307813559.5830078
3017,DOM1990,213297197.0
3018,DOM1991,187255961.0
3019,DOM1992,158364810.0
3020,DOM1993,125230471.0
3021,DOM1994,186090105.0
3022,DOM1995,270347391.0
3023,DOM1996,276819500.0
3024,DOM1997,271181786.0
3025,DOM1998,193297557.0
3026,DOM1999,156285146.0
3027,DOM2000,282255240.0
3028,DOM2001,223741385.0
3029,DOM2002,233271358.0
3030,DOM2003,350987634.0
3031,DOM2004,604245659.0
3032,DOM2005,561644294.0
3033,DOM2006,1016144483.0
3034,DOM2007,1469936689.0
3035,DOM2008,1263223684.0
3036,DOM2009,417721285.0
3037,DOM2010,583886318.0
3038,DOM2011,1109832037.0
3039,DOM2012,1327125725.0
3040,DOM2013,1057999142.0
3041,DOM2014,852116505.0
3042,DOM2015,554037192.0
3043,DOM2016,482801569.0
3044,DZA1962,437441629.60543823
3045,DZA1963,489553471.4525757
3046,DZA1964,523799140.69937134
3047,DZA1965,538130507.8425293
3048,DZA1966,601363907.3706665
3049,DZA1967,771548604.0189514
3050,DZA1968,740299679.0440903
3051,DZA1969,732512337.5028381
3052,DZA1970,953327705.5478058
3053,DZA1971,782816650.8453369
3054,DZA1972,1341384319.294983
3055,DZA1973,2200104463.338745
3056,DZA1974,5336724797.855591
3057,DZA1975,5311318018.78186
3058,DZA1976,6040581166.909607
3059,DZA1977,5849861417.97052
3060,DZA1978,6504439162.85791
3061,DZA1979,9928515404.287537
3062,DZA1980,13711528799.874512
3063,DZA1981,14683130940.66333
3064,DZA1982,13738185986.384033
3065,DZA1983,13327952868.155396
3066,DZA1984,13153432975.215576
3067,DZA1985,12667723018.316772
3068,DZA1986,9621562944.115051
3069,DZA1987,9823562146.047302
3070,DZA1988,7739327502.258789
3071,DZA1989,8595867644.770508
3072,DZA1990,11792739044.0
3073,DZA1991,11589466975.0
3074,DZA1992,10815753814.0
3075,DZA1993,9454748136.0
3076,DZA1994,8664252719.0
3077,DZA1995,9803444316.0
3078,DZA1996,11651774106.0
3079,DZA1997,13275851943.0
3080,DZA1998,9259461780.0
3081,DZA1999,11058130212.0
3082,DZA2000,16305029460.0
3083,DZA2001,14919082008.0
3084,DZA2002,15007654272.0
3085,DZA2003,19719520180.0
3086,DZA2004,27661879399.0
3087,DZA2005,38538804778.0
3088,DZA2006,46467221509.0
3089,DZA2007,51594145109.0
3090,DZA2008,68122342802.0
3091,DZA2009,43442541594.0
3092,DZA2010,52043793496.0
3093,DZA2011,65695664915.0
3094,DZA2012,64859770442.0
3095,DZA2013,60378500795.0
3096,DZA2014,53457190212.0
3097,DZA2015,30828443015.0
3098,DZA2016,26374543916.0
3099,ECU1962,566613.1500244141
3100,ECU1963,2052330.808166504
3101,ECU1964,2915628.435760498
3102,ECU1965,2659929.8272094727
3103,ECU1966,2560360.815673828
3104,ECU1967,2774475.5085754395
3105,ECU1968,2568881.1936035156
3106,ECU1969,2385831.934020996
3107,ECU1970,2168430.9400634766
3108,ECU1971,3331082.6939086914
3109,ECU1972,51718051.92687988
3110,ECU1973,277629194.9630127
3111,ECU1974,737554535.2239685
3112,ECU1975,572147342.878418
3113,ECU1976,735900843.0223389
3114,ECU1977,661222438.388977
3115,ECU1978,693653859.0084534
3116,ECU1979,698729978.7853394
3117,ECU1980,1541010836.23526
3118,ECU1981,1518096993.3763428
3119,ECU1982,1597121789.2261353
3120,ECU1983,1775662181.9136963
3121,ECU1984,1711340582.2257385
3122,ECU1985,1883938874.2868652
3123,ECU1986,997759577.1829836
3124,ECU1987,888386849.1365967
3125,ECU1988,1031350880.0358887
3126,ECU1989,1126852522.5491943
3127,ECU1990,1314428233.0
3128,ECU1991,1199322714.0
3129,ECU1992,1292192596.0
3130,ECU1993,1231701742.0
3131,ECU1994,1363909958.0
3132,ECU1995,1523709274.0
3133,ECU1996,1842960214.0
3134,ECU1997,1648445660.0
3135,ECU1998,1109577304.0
3136,ECU1999,1430732983.0
3137,ECU2000,2496591141.0
3138,ECU2001,2114127113.0
3139,ECU2002,2104931426.0
3140,ECU2003,2869056469.0
3141,ECU2004,5598791394.0
3142,ECU2005,6471585904.0
3143,ECU2006,7624722255.0
3144,ECU2007,8338196079.0
3145,ECU2008,12457914252.0
3146,ECU2009,8124286076.0
3147,ECU2010,11128352222.0
3148,ECU2011,13153859935.0
3149,ECU2012,14370924744.0
3150,ECU2013,14986232862.0
3151,ECU2014,15343129978.0
3152,ECU2015,8027483944.0
3153,ECU2016,6176525289.0
3154,EGY1962,42020243.300720215
3155,EGY1963,46873221.42150879
3156,EGY1964,64233250.41546631
3157,EGY1965,70145789.64762878
3158,EGY1966,57495667.62475586
3159,EGY1967,41972581.70440674
3160,EGY1968,78846238.50463867
3161,EGY1969,124544482.24841309
3162,EGY1970,202153904.34063718
3163,EGY1971,178154025.502594
3164,EGY1972,128652026.93054199
3165,EGY1973,179876306.87057495
3166,EGY1974,291890608.1265564
3167,EGY1975,450785840.31414795
3168,EGY1976,830434406.5564575
3169,EGY1977,947942894.5670778
3170,EGY1978,1312272517.5764773
3171,EGY1979,2533183732.6141357
3172,EGY1980,3749838523.4800415
3173,EGY1981,4828834001.826172
3174,EGY1982,4274839414.632141
3175,EGY1983,3758748832.234222
3176,EGY1984,3984367613.040283
3177,EGY1985,3636538181.964508
3178,EGY1986,2498624929.2348633
3179,EGY1987,2806567726.154663
3180,EGY1988,2444921422.4838867
3181,EGY1989,3141134929.742676
3182,EGY1990,3535590944.0
3183,EGY1991,3286769668.0
3184,EGY1992,3413733423.0
3185,EGY1993,3195565428.0
3186,EGY1994,3321317823.0
3187,EGY1995,3413103730.0
3188,EGY1996,4256079245.0
3189,EGY1997,3747431123.0
3190,EGY1998,2598238688.0
3191,EGY1999,2806484648.0
3192,EGY2000,2853263878.0
3193,EGY2001,2265481818.0
3194,EGY2002,2635576103.0
3195,EGY2003,3598612217.0
3196,EGY2004,5160249873.0
3197,EGY2005,7249332952.0
3198,EGY2006,11432887918.0
3199,EGY2007,12088632247.0
3200,EGY2008,16379566868.0
3201,EGY2009,11128319006.0
3202,EGY2010,12606873907.0
3203,EGY2011,16159272092.0
3204,EGY2012,15522773381.0
3205,EGY2013,13851942506.0
3206,EGY2014,11777222941.0
3207,EGY2015,8384529950.0
3208,EGY2016,7046882472.0
3209,ERI1993,0.0
3210,ERI1994,23495.0
3211,ERI1995,239848.0
3212,ERI1996,86218.0
3213,ERI1997,439566.0
3214,ERI1998,839435.0
3215,ERI1999,47957.0
3216,ERI2000,881503.0
3217,ERI2001,1178956.0
3218,ERI2002,409810.0
3219,ERI2003,447156.0
3220,ERI2004,268126.0
3221,ERI2005,478022.0
3222,ERI2006,854913.0
3223,ERI2007,1114171.0
3224,ERI2008,854674.0
3225,ERI2009,368890.0
3226,ERI2010,1214224.0
3227,ERI2011,4145642.0
3228,ERI2012,24004740.0
3229,ERI2013,74728999.0
3230,ERI2014,530639200.0
3231,ERI2015,401070746.0
3232,ERI2016,267392967.0
3233,ESH1963,0.0
3234,ESH1968,0.0
3235,ESH1970,736682.1011352539
3236,ESH1971,0.0
3237,ESH1972,710448.4814453125
3238,ESH1973,0.0
3239,ESH1974,0.0
3240,ESH1975,0.0
3241,ESH1976,200900.79541015625
3242,ESH1977,1837.0823974609373
3243,ESH1978,105169.75
3244,ESH1979,7818.98876953125
3245,ESH1980,189246.94580078125
3246,ESH1981,48751.114990234375
3247,ESH1982,15150.594116210938
3248,ESH1983,0.0
3249,ESH1984,0.0
3250,ESH1985,0.0
3251,ESH1986,0.0
3252,ESH1987,0.0
3253,ESH1988,60995.69921875
3254,ESH1989,1900.0
3255,ESH1990,4670.0
3256,ESH1991,0.0
3257,ESH1992,1184529.0
3258,ESH1993,1973145.0
3259,ESH1994,0.0
3260,ESH1995,8704.0
3261,ESH1996,41142.0
3262,ESH1997,151131.0
3263,ESH1998,7456.0
3264,ESH1999,143704.0
3265,ESH2000,175416.0
3266,ESH2001,263724.0
3267,ESH2002,54528.0
3268,ESH2003,275353.0
3269,ESH2004,51532.0
3270,ESH2005,3750.0
3271,ESH2006,79968.0
3272,ESH2007,504710.0
3273,ESH2008,396773.0
3274,ESH2009,3836.0
3275,ESH2010,804.0
3276,ESH2011,7741.0
3277,ESH2012,7391.0
3278,ESH2013,2164.0
3279,ESH2014,3202.0
3280,ESH2015,9755.0
3281,ESH2016,3587.0
3282,ESP1962,122561655.46691895
3283,ESP1963,123453833.29071045
3284,ESP1964,127228761.66040039
3285,ESP1965,119731838.3045044
3286,ESP1966,123185031.57269287
3287,ESP1967,218683035.8089447
3288,ESP1968,302888970.8319473
3289,ESP1969,286224747.42874146
3290,ESP1970,345260450.0197754
3291,ESP1971,395674842.92474365
3292,ESP1972,512419074.2336426
3293,ESP1973,885462201.2519531
3294,ESP1974,1196657826.8914185
3295,ESP1975,1265006316.0976562
3296,ESP1976,1635660718.9641113
3297,ESP1977,1931358659.2578125
3298,ESP1978,2621706334.02742
3299,ESP1979,3474714258.932129
3300,ESP1980,4712831074.761444
3301,ESP1981,4883886901.283203
3302,ESP1982,5165430363.639038
3303,ESP1983,5336482297.4726715
3304,ESP1984,6123200146.980225
3305,ESP1985,6260042518.933594
3306,ESP1986,5504758622.975708
3307,ESP1987,5849480448.128967
3308,ESP1988,6559407230.93457
3309,ESP1989,7373514103.049438
3310,ESP1990,8174129769.0
3311,ESP1991,8380274691.0
3312,ESP1992,7787269934.0
3313,ESP1993,7639412058.0
3314,ESP1994,8652019249.0
3315,ESP1995,10206586414.0
3316,ESP1996,11748013840.0
3317,ESP1997,11809545529.0
3318,ESP1998,11273617184.0
3319,ESP1999,11202898690.0
3320,ESP2000,12258532026.0
3321,ESP2001,11761714674.0
3322,ESP2002,12230077822.0
3323,ESP2003,15179654453.0
3324,ESP2004,19321696254.0
3325,ESP2005,23053620013.0
3326,ESP2006,28887125022.0
3327,ESP2007,35364079549.0
3328,ESP2008,42804451913.0
3329,ESP2009,27613931340.0
3330,ESP2010,35555164679.0
3331,ESP2011,47689057414.0
3332,ESP2012,45324827042.0
3333,ESP2013,46298667971.0
3334,ESP2014,48734598068.0
3335,ESP2015,36726835104.0
3336,ESP2016,33389419962.0
3337,EST1992,117907559.0
3338,EST1993,133102096.0
3339,EST1994,197536360.0
3340,EST1995,501455691.0
3341,EST1996,635044568.0
3342,EST1997,794704810.0
3343,EST1998,702387387.0
3344,EST1999,853649495.0
3345,EST2000,884316632.0
3346,EST2001,867992816.0
3347,EST2002,742526297.0
3348,EST2003,761297833.0
3349,EST2004,1378452963.0
3350,EST2005,1643113308.0
3351,EST2006,2282713841.0
3352,EST2007,2224557991.0
3353,EST2008,2340496293.0
3354,EST2009,1727161376.0
3355,EST2010,2001752796.0
3356,EST2011,2846116792.0
3357,EST2012,2596251933.0
3358,EST2013,1938760980.0
3359,EST2014,3179398220.0
3360,EST2015,1391038594.0
3361,EST2016,1110125643.0
3362,ETH1962,441252.9598388672
3363,ETH1963,741158.5357208252
3364,ETH1964,451908.31900024414
3365,ETH1965,366073.6091308594
3366,ETH1966,474102.9729003906
3367,ETH1967,208368.75744628906
3368,ETH1968,692124.201095581
3369,ETH1969,2174824.3095092773
3370,ETH1970,3162420.1421813965
3371,ETH1971,2878462.4532470703
3372,ETH1972,5300829.244140625
3373,ETH1973,17463559.838928223
3374,ETH1974,138377331.72888184
3375,ETH1975,13221825.198486328
3376,ETH1976,22009544.73864746
3377,ETH1977,1377260.5731201172
3378,ETH1978,755168.919921875
3379,ETH1979,3579529.5018310547
3380,ETH1980,33978209.5559082
3381,ETH1981,30808027.969665527
3382,ETH1982,39425026.99621582
3383,ETH1983,34988472.81854248
3384,ETH1984,33545007.797912598
3385,ETH1985,35667907.19378662
3386,ETH1986,11910969.335632324
3387,ETH1987,24653350.075683594
3388,ETH1988,16775529.290771483
3389,ETH1989,18961360.571166992
3390,ETH1990,16314182.0
3391,ETH1991,2632549.0
3392,ETH1992,12088893.0
3393,ETH1993,8486893.0
3394,ETH1994,654779.0
3395,ETH1995,11018630.0
3396,ETH1996,7895503.0
3397,ETH1997,10132773.0
3398,ETH1998,11146268.0
3399,ETH1999,8921121.0
3400,ETH2000,10005182.0
3401,ETH2001,14921663.0
3402,ETH2002,5936327.0
3403,ETH2003,3667311.0
3404,ETH2004,11404000.0
3405,ETH2005,23749104.0
3406,ETH2006,30455826.0
3407,ETH2007,43657404.0
3408,ETH2008,13101249.0
3409,ETH2009,11802061.0
3410,ETH2010,28611261.0
3411,ETH2011,44086023.0
3412,ETH2012,30285067.0
3413,ETH2013,12274198.0
3414,ETH2014,614712861.0
3415,ETH2015,464355088.0
3416,ETH2016,26078345.0
3417,FIN1962,29785373.085083008
3418,FIN1963,49021982.21878052
3419,FIN1964,75107545.1711731
3420,FIN1965,101622082.35734558
3421,FIN1966,111707070.9344635
3422,FIN1967,115384764.45927429
3423,FIN1968,121602102.83615112
3424,FIN1969,154840383.10321045
3425,FIN1970,185083719.7796631
3426,FIN1971,171436746.14735413
3427,FIN1972,214968828.97207642
3428,FIN1973,306566251.32696533
3429,FIN1974,426420915.84594727
3430,FIN1975,416478795.47351074
3431,FIN1976,594191524.9407959
3432,FIN1977,804261416.4578247
3433,FIN1978,1173663120.1614838
3434,FIN1979,1381443459.694336
3435,FIN1980,1740926136.658508
3436,FIN1981,1697428638.8919678
3437,FIN1982,1506199723.1088867
3438,FIN1983,1751045323.7871704
3439,FIN1984,1886091226.8048096
3440,FIN1985,1815792555.949463
3441,FIN1986,1776928718.9780273
3442,FIN1987,2151948051.6013184
3443,FIN1988,2586216366.5009766
3444,FIN1989,2714813554.9369507
3445,FIN1990,3013488665.0
3446,FIN1991,3262513637.0
3447,FIN1992,3490134618.0
3448,FIN1993,3241829091.0
3449,FIN1994,3683808701.0
3450,FIN1995,4614498515.0
3451,FIN1996,4730170130.0
3452,FIN1997,4693162611.0
3453,FIN1998,4302717954.0
3454,FIN1999,4192969522.0
3455,FIN2000,5157702888.0
3456,FIN2001,4788030782.0
3457,FIN2002,5263497351.0
3458,FIN2003,6930093599.0
3459,FIN2004,9765921189.0
3460,FIN2005,10790079014.0
3461,FIN2006,14373777661.0
3462,FIN2007,17188134301.0
3463,FIN2008,18194272598.0
3464,FIN2009,9724009479.0
3465,FIN2010,14400830310.0
3466,FIN2011,17650627083.0
3467,FIN2012,16369217894.0
3468,FIN2013,16716482603.0
3469,FIN2014,15900269426.0
3470,FIN2015,11602959771.0
3471,FIN2016,11366224993.0
3472,FJI1962,367366.82708740234
3473,FJI1963,477208.9454345703
3474,FJI1964,251101.2823486328
3475,FJI1965,340628.0723876953
3476,FJI1966,607906.0963745117
3477,FJI1967,468564.05017089844
3478,FJI1968,963714.677734375
3479,FJI1969,2332770.592163086
3480,FJI1970,1977020.2507019043
3481,FJI1971,2623821.480621338
3482,FJI1972,2421575.565536499
3483,FJI1973,2025314.3319702148
3484,FJI1974,6188069.196517944
3485,FJI1975,7652338.636077881
3486,FJI1976,8141200.96321106
3487,FJI1977,10484537.848693848
3488,FJI1978,14495290.05140686
3489,FJI1979,13363556.044006348
3490,FJI1980,27547198.121002197
3491,FJI1981,28795689.922790524
3492,FJI1982,24746306.144348145
3493,FJI1983,23428535.980041504
3494,FJI1984,20570935.971191406
3495,FJI1985,20210969.720825195
3496,FJI1986,15246970.9743042
3497,FJI1987,11473546.319030762
3498,FJI1988,14616300.869018555
3499,FJI1989,23456284.60977173
3500,FJI1990,21803750.0
3501,FJI1991,29600825.0
3502,FJI1992,26259831.0
3503,FJI1993,16144082.0
3504,FJI1994,23431162.0
3505,FJI1995,3596862.0
3506,FJI1996,3567506.0
3507,FJI1997,4033012.0
3508,FJI1998,4435321.0
3509,FJI1999,7165543.0
3510,FJI2000,6163982.0
3511,FJI2001,6104591.0
3512,FJI2002,23217375.0
3513,FJI2003,5868133.0
3514,FJI2004,7458416.0
3515,FJI2005,88337823.0
3516,FJI2006,49308444.0
3517,FJI2007,92717993.0
3518,FJI2008,97202067.0
3519,FJI2009,69238203.0
3520,FJI2010,47610377.0
3521,FJI2011,97232778.0
3522,FJI2012,100718021.0
3523,FJI2013,108046852.0
3524,FJI2014,122682417.0
3525,FJI2015,76289873.0
3526,FJI2016,56282025.0
3527,FLK1970,1797.997817993164
3528,FLK1971,1878.0009765625
3529,FLK1972,0.0
3530,FLK1973,4694.00048828125
3531,FLK1974,9966.666748046875
3532,FLK1975,966.9996948242188
3533,FLK1976,73019.66418457033
3534,FLK1977,0.0
3535,FLK1978,15395.397399902344
3536,FLK1979,34765.80224609375
3537,FLK1980,10063.9970703125
3538,FLK1981,554.9999389648439
3539,FLK1982,32131.641967773438
3540,FLK1983,719938.9559326172
3541,FLK1984,129389.99645996094
3542,FLK1985,383439.73693847656
3543,FLK1986,177161.36474609375
3544,FLK1987,38488.0
3545,FLK1988,53250.9462890625
3546,FLK1989,38794.9541015625
3547,FLK1990,25457.0
3548,FLK1991,27617.0
3549,FLK1992,32037.0
3550,FLK1993,1533362.0
3551,FLK1994,58137.0
3552,FLK1995,8961.0
3553,FLK1996,648813.0
3554,FLK1997,115850.0
3555,FLK1998,107100.0
3556,FLK1999,382744.0
3557,FLK2000,149794.0
3558,FLK2001,412785.0
3559,FLK2002,14277.0
3560,FLK2003,10808.0
3561,FLK2004,664413.0
3562,FLK2005,789862.0
3563,FLK2006,24774.0
3564,FLK2007,185447.0
3565,FLK2008,135075.0
3566,FLK2009,203497.0
3567,FLK2010,198739.0
3568,FLK2011,238387.0
3569,FLK2012,7001.0
3570,FLK2013,18613.0
3571,FLK2014,77780.0
3572,FLK2015,51645.0
3573,FLK2016,34956.0
3574,FRA1962,1503185365.1313477
3575,FRA1963,1516953077.3312988
3576,FRA1964,1755773768.3735352
3577,FRA1965,1964096231.6450195
3578,FRA1966,2055078551.1518555
3579,FRA1967,2059973926.0126953
3580,FRA1968,2190076214.078125
3581,FRA1969,2360475591.5722656
3582,FRA1970,3010839086.359375
3583,FRA1971,3026445056.649414
3584,FRA1972,3634970709.0273438
3585,FRA1973,5077512109.829102
3586,FRA1974,7919786628.6328125
3587,FRA1975,7918369303.972656
3588,FRA1976,8084154721.195801
3589,FRA1977,9348005079.38501
3590,FRA1978,10797214983.625
3591,FRA1979,14936726079.0
3592,FRA1980,17694337615.808594
3593,FRA1981,15742198259.983795
3594,FRA1982,12983106687.624023
3595,FRA1983,12484197500.992188
3596,FRA1984,12846181863.5
3597,FRA1985,13306238540.984375
3598,FRA1986,13435645340.999512
3599,FRA1987,14612841868.976562
3600,FRA1988,17289157913.4375
3601,FRA1989,19284515487.998047
3602,FRA1990,21544953332.0
3603,FRA1991,20326230870.0
3604,FRA1992,20631989717.0
3605,FRA1993,18205160358.0
3606,FRA1994,20606997109.0
3607,FRA1995,25049846387.0
3608,FRA1996,24790063249.0
3609,FRA1997,24341525473.0
3610,FRA1998,23489229345.0
3611,FRA1999,22029740689.0
3612,FRA2000,23984967469.0
3613,FRA2001,22961939652.0
3614,FRA2002,23281899447.0
3615,FRA2003,28238936032.0
3616,FRA2004,36504929352.0
3617,FRA2005,43361272277.0
3618,FRA2006,53121639337.0
3619,FRA2007,59742481077.0
3620,FRA2008,68989974160.0
3621,FRA2009,41515034304.0
3622,FRA2010,49163189426.0
3623,FRA2011,60599920577.0
3624,FRA2012,55359008461.0
3625,FRA2013,52145352166.0
3626,FRA2014,51980663431.0
3627,FRA2015,40412419603.0
3628,FRA2016,35692563387.0
3629,FRO1962,0.0
3630,FRO1965,0.0
3631,FRO1966,0.0
3632,FRO1967,0.0
3633,FRO1968,10490.886474609377
3634,FRO1970,3776.25
3635,FRO1971,111005.71484375
3636,FRO1972,265.66650390625
3637,FRO1973,23854.999877929688
3638,FRO1974,51338.991943359375
3639,FRO1975,79713.04541015625
3640,FRO1976,34149.0029296875
3641,FRO1977,477691.96856689453
3642,FRO1978,95573.9736328125
3643,FRO1979,130623.91821289062
3644,FRO1980,318718.8259277344
3645,FRO1981,219707.82635498047
3646,FRO1982,188613.98406982422
3647,FRO1983,447255.9911193848
3648,FRO1984,141465.9903564453
3649,FRO1985,199984.3217163086
3650,FRO1986,310834.4211425781
3651,FRO1987,145733.99932861328
3652,FRO1988,764216.0691833496
3653,FRO1989,909686.8197631836
3654,FRO1990,1237562.0
3655,FRO1991,322868.0
