,map,res_exp1
182,ALB1969,5001934.3037109375
183,ALB1970,7475349.75
184,ALB1971,2918939.7744140625
185,ALB1972,4517040.198242188
186,ALB1973,8954725.609375
187,ALB1974,24382912.3046875
188,ALB1975,17566657.490234375
189,ALB1976,16139517.74987793
190,ALB1977,19998294.00012207
191,ALB1978,6541350.4921875
192,ALB1979,26188527.0
193,ALB1980,44605043.62463379
194,ALB1981,59922764.98046875
195,ALB1982,62331601.44921875
196,ALB1983,39420532.99987793
197,ALB1984,23652250.25
198,ALB1985,16052683.78125
199,ALB1986,14555624.5
200,ALB1987,19296569.50390625
201,ALB1988,17541554.0
202,ALB1989,15302072.02294922
203,ALB1990,15360495.0
204,ALB1991,41069135.0
205,ALB1992,649703.0
206,ALB1993,191774.0
207,ALB1994,5920845.0
208,ALB1995,5032420.0
209,ALB1996,6820730.0
210,ALB1997,3956806.0
211,ALB1998,4605723.0
212,ALB1999,7715957.0
213,ALB2000,3605520.0
214,ALB2001,3694257.0
215,ALB2002,8145213.0
216,ALB2003,4779717.0
217,ALB2004,13025072.0
218,ALB2005,48664610.0
219,ALB2006,46112106.0
220,ALB2007,92945920.0
221,ALB2008,121335417.0
222,ALB2009,95742135.0
223,ALB2010,237158993.0
224,ALB2011,379662660.0
225,ALB2012,488263804.0
226,ALB2013,851209342.0
227,ALB2014,498755078.0
228,ALB2015,301076128.0
229,ALB2016,281497000.0
230,AND1962,1045.0052490234377
231,AND1964,0.0
232,AND1965,0.0
233,AND1966,0.0
234,AND1967,0.0
235,AND1968,4130.06640625
236,AND1969,0.0
237,AND1970,0.0
238,AND1971,0.0
239,AND1972,0.0
240,AND1973,0.0
241,AND1974,0.0
242,AND1975,1867.9310302734373
243,AND1976,0.0
244,AND1977,0.0
245,AND1978,667.0
246,AND1979,0.0
247,AND1980,2336267.0
248,AND1981,2381.99951171875
249,AND1982,0.0
250,AND1983,496.000244140625
251,AND1984,0.0
252,AND1985,0.0
253,AND1986,1768535.2491455078
254,AND1987,855.9999389648438
255,AND1988,1117.0001220703123
256,AND1989,42336.75
257,AND1990,59204.0
258,AND1991,3524319.0
259,AND1992,43820.0
260,AND1993,6573.0
261,AND1994,0.0
262,AND1995,1310740.0
263,AND1996,2112448.0
264,AND1997,62577.0
265,AND1998,1885328.0
266,AND1999,47331.0
267,AND2000,117633.0
268,AND2001,178256.0
269,AND2002,374810.0
270,AND2003,2463239.0
271,AND2004,515326.0
272,AND2005,382588.0
273,AND2006,119847.0
274,AND2007,3603795.0
275,AND2008,2338805.0
276,AND2009,4232246.0
277,AND2010,4952015.0
278,AND2011,1083440.0
279,AND2012,15123111.0
280,AND2013,14696.0
281,AND2014,16334727.0
282,AND2015,190998.0
283,AND2016,12909238.0
284,ANS1962,135520625.48242188
285,ANS1963,108539926.93164062
286,ANS1964,99616574.29882814
287,ANS1965,115335182.14147948
288,ANS1966,112029563.28295898
289,ANS1967,151199936.83203125
290,ANS1968,147079923.1508789
291,ANS1969,137647073.2861328
292,ANS1970,373316305.89453125
293,ANS1971,521337330.43896484
294,ANS1972,205152410.88378906
295,ANS1973,691156678.5517578
296,ANS1974,1526222483.9426272
297,ANS1975,1935900320.2141116
298,ANS1976,2658757212.8551025
299,ANS1977,3262082465.83374
300,ANS1978,912660010.1144409
301,ANS1979,601037818.8048096
302,ANS1980,8493706181.750122
303,ANS1981,8591398105.99408
304,ANS1982,8964734321.407227
305,ANS1983,7518511709.253174
306,ANS1984,6146902298.237976
307,ANS1985,7060011000.5008545
308,ANS1986,6584610129.510986
309,ANS1987,6890985575.257263
310,ANS1988,1432707900.1802979
311,ANS1989,2980307789.8103027
312,ANS1990,2861884323.0
313,ANS1991,2425886611.0
314,ANS1992,3009081301.0
315,ANS1993,3368492648.0
316,ANS1994,2923335196.0
317,ANS1995,4549458806.0
318,ANS1996,5486099659.0
319,ANS1997,14892700834.0
320,ANS1998,12900369621.0
321,ANS1999,8872439097.0
322,ANS2000,7291339608.0
323,ANS2001,13677769885.0
324,ANS2002,14850299947.0
325,ANS2003,9219235569.0
326,ANS2004,9403550657.0
327,ANS2005,12133821610.0
328,ANS2006,23801398393.0
329,ANS2007,10930979861.0
330,ANS2008,16463519945.0
331,ANS2009,11467909828.0
332,ANS2010,12291601980.0
333,ANS2011,17424885628.0
334,ANS2012,19092543225.0
335,ANS2013,16953862297.0
336,ANS2014,17326121999.0
337,ANS2015,6322777416.0
338,ANS2016,3460706646.0
339,ANT1962,714681346.1757812
340,ANT1963,661874549.9462891
341,ANT1964,663361655.3046875
342,ANT1965,646039843.984375
343,ANT1966,586561028.5078125
344,ANT1967,602696963.5
345,ANT1968,615305370.0
346,ANT1969,593821952.46875
347,ANT1970,639066932.625
348,ANT1971,640036709.374939
349,ANT1972,617689643.0
350,ANT1973,1373790799.484375
351,ANT1974,2686070170.5
352,ANT1975,2343964087.0
353,ANT1976,2400132484.003418
354,ANT1977,2470240630.5
355,ANT1978,1442075903.375
356,ANT1979,2591761080.0
357,ANT1980,3824001718.0
358,ANT1981,4076182306.5
359,ANT1982,3610468478.5
360,ANT1983,3341995419.75
361,ANT1984,3186473394.75
362,ANT1985,1363534848.25
363,ANT1986,825556050.9453125
364,ANT1987,777091674.4990233
365,ANT1988,638887656.0180664
366,ANT1989,660922487.0
367,ANT1990,815899598.0
368,ANT1991,1226092154.0
369,ANT1992,1168607945.0
370,ANT1993,740916825.0
371,ANT1994,790857381.0
372,ANT1995,754936696.0
373,ANT1996,975181177.0
374,ANT1997,896688378.0
375,ANT1998,909213836.0
376,ANT1999,775803896.0
377,ANT2000,1086316478.0
378,ANT2001,929184700.0
379,ANT2002,613344503.0
380,ANT2003,663791050.0
381,ANT2004,889585619.0
382,ANT2005,1731932857.0
383,ANT2006,1845770575.0
384,ANT2007,1693440747.0
385,ANT2008,1359862719.0
386,ANT2009,1694103973.0
387,ANT2010,832466053.0
388,ARE1962,0.0
389,ARE1963,33809.578125
390,ARE1964,0.0
391,ARE1967,127982.00390625
392,ARE1968,20633.989013671875
393,ARE1969,1438058.011932373
394,ARE1970,82443004.04101562
395,ARE1971,132265916.9921875
396,ARE1972,956111901.0335693
397,ARE1973,1847398093.015625
398,ARE1974,6107465969.8479
399,ARE1975,6715749455.958008
400,ARE1976,8295722890.765625
401,ARE1977,8588837412.40625
402,ARE1978,8443585783.5
403,ARE1979,10831155324.71875
404,ARE1980,17687287950.250122
405,ARE1981,18455812649.003906
406,ARE1982,15382462115.897215
407,ARE1983,13520614782.0
408,ARE1984,13127311249.867188
409,ARE1985,13085564929.875
410,ARE1986,8115245248.999023
411,ARE1987,9606720823.992188
412,ARE1988,8964704085.003784
413,ARE1989,11390621393.89453
414,ARE1990,16358197688.0
415,ARE1991,17507816477.0
416,ARE1992,15921134658.0
417,ARE1993,14256496257.0
418,ARE1994,13503872284.0
419,ARE1995,15293254366.0
420,ARE1996,18582755766.0
421,ARE1997,19370951944.0
422,ARE1998,13902076650.0
423,ARE1999,20510052227.0
424,ARE2000,33105342516.0
425,ARE2001,27868784275.0
426,ARE2002,19800245728.0
427,ARE2003,25845328051.0
428,ARE2004,34751724086.0
429,ARE2005,50500700410.0
430,ARE2006,66582940291.0
431,ARE2007,72633418385.0
432,ARE2008,108132783409.0
433,ARE2009,56774270835.0
434,ARE2010,78018182255.0
435,ARE2011,111693121239.0
436,ARE2012,125426041632.0
437,ARE2013,128480621693.0
438,ARE2014,127576864320.0
439,ARE2015,72562629244.0
440,ARE2016,58394385447.0
441,ARG1962,19539978.296875
442,ARG1963,15110555.515625
443,ARG1964,8196484.586425781
444,ARG1965,11338194.002929688
445,ARG1966,16896496.52734375
446,ARG1967,11495512.635253904
447,ARG1968,16529250.479553223
448,ARG1969,8112572.7001953125
449,ARG1970,9247969.8671875
450,ARG1971,9286715.54296875
451,ARG1972,6850491.440536499
452,ARG1973,6936641.4375
453,ARG1974,17368260.71484375
454,ARG1975,27115564.72265625
455,ARG1976,30628246.41015625
456,ARG1977,50820490.05200195
457,ARG1978,23132643.125
458,ARG1979,46611629.375
459,ARG1980,438837344.01940924
460,ARG1981,839934208.9992676
461,ARG1982,612411959.5020752
462,ARG1983,456443446.25
463,ARG1984,341411959.21875
464,ARG1985,601471233.0009767
465,ARG1986,244739334.75
466,ARG1987,125176990.75
467,ARG1988,194439751.15625
468,ARG1989,489154027.2480469
469,ARG1990,1047623494.0
470,ARG1991,949683335.0
471,ARG1992,1066678447.0
472,ARG1993,1309262995.0
473,ARG1994,1748440594.0
474,ARG1995,2343717942.0
475,ARG1996,3313554447.0
476,ARG1997,3328986959.0
477,ARG1998,2459019705.0
478,ARG1999,2925334723.0
479,ARG2000,4571046837.0
480,ARG2001,4557989472.0
481,ARG2002,4479988698.0
482,ARG2003,5189303950.0
483,ARG2004,5745464205.0
484,ARG2005,6226704852.0
485,ARG2006,6720688183.0
486,ARG2007,5935782299.0
487,ARG2008,6880746851.0
488,ARG2009,5624528260.0
489,ARG2010,5639663944.0
490,ARG2011,5104712825.0
491,ARG2012,5478431245.0
492,ARG2013,3819453501.0
493,ARG2014,3769821713.0
494,ARG2015,1940148462.0
495,ARG2016,1945149944.0
496,ARM1992,3044082.0
497,ARM1993,0.0
498,ARM1994,0.0
499,ARM1995,16021136.0
500,ARM1996,10076527.0
501,ARM1997,38424.0
502,ARM1998,44777.0
503,ARM1999,15031.0
504,ARM2000,0.0
505,ARM2001,1908262.0
506,ARM2002,29663.0
507,ARM2003,131798.0
508,ARM2004,11927.0
509,ARM2005,264248.0
510,ARM2006,142014.0
511,ARM2007,1298633.0
512,ARM2008,2164436.0
513,ARM2009,368116.0
514,ARM2010,7276776.0
515,ARM2011,6855007.0
516,ARM2012,2783668.0
517,ARM2013,2810119.0
518,ARM2014,1335875.0
519,ARM2015,13808190.0
520,ARM2016,5998089.0
521,ASM2000,4730.0
522,ASM2001,64015.0
523,ASM2002,81911.0
524,ASM2003,1015965.0
525,ASM2004,177676.0
526,ASM2005,15956.0
527,ASM2006,5746.0
528,ASM2007,970920.0
529,ASM2008,1934.0
530,ASM2009,3497.0
531,ASM2010,90175.0
532,ASM2011,847.0
533,ASM2012,33491419.0
534,ASM2013,817870.0
535,ASM2014,157356.0
536,ASM2015,53298.0
537,ASM2016,0.0
538,ATA2000,0.0
539,ATA2001,0.0
540,ATA2002,0.0
541,ATA2003,0.0
542,ATA2004,0.0
543,ATA2005,0.0
544,ATA2006,0.0
545,ATA2007,0.0
546,ATA2008,4236.0
547,ATA2009,0.0
548,ATA2010,0.0
549,ATA2011,0.0
550,ATA2012,0.0
551,ATA2013,0.0
552,ATA2014,0.0
553,ATA2015,368973.0
554,ATA2016,0.0
555,ATF1972,0.0
556,ATF1973,0.0
557,ATF1974,0.0
558,ATF1975,0.0
559,ATF1976,12986.0029296875
560,ATF1977,0.0
561,ATF1979,0.0
562,ATF1980,0.0
563,ATF1981,0.0
564,ATF1982,0.0
565,ATF1983,0.0
566,ATF1985,0.0
567,ATF1986,0.0
568,ATF1987,0.0
569,ATF1988,0.0
570,ATF1989,0.0
571,ATF1990,1790.0
572,ATF1991,1759.0
573,ATF1992,0.0
574,ATF1993,0.0
575,ATF1994,0.0
576,ATF1995,402383.0
577,ATF1996,0.0
578,ATF1997,0.0
579,ATF1998,901050.0
580,ATF1999,0.0
581,ATF2000,0.0
582,ATF2001,0.0
583,ATF2002,0.0
584,ATF2003,0.0
585,ATF2004,316707.0
586,ATF2005,14588586.0
587,ATF2006,0.0
588,ATF2007,82263.0
589,ATF2008,0.0
590,ATF2009,0.0
591,ATF2010,0.0
592,ATF2011,338.0
593,ATF2012,196.0
594,ATF2013,0.0
595,ATF2014,563.0
596,ATF2015,0.0
597,ATF2016,0.0
598,ATG1962,0.0
599,ATG1963,0.0
600,ATG1964,0.0
601,ATG1965,503.5
602,ATG1966,0.0
603,ATG1967,0.0
604,ATG1968,0.0
605,ATG1969,0.0
606,ATG1970,291169.3125
607,ATG1971,154027.001953125
608,ATG1972,436397.0
609,ATG1973,4954392.2421875
610,ATG1974,6449274.6953125
611,ATG1975,1585944.0
612,ATG1976,503936.99902343756
613,ATG1977,884724.2263183594
614,ATG1978,0.0
615,ATG1979,1054.938232421875
616,ATG1980,2858398.751953125
617,ATG1981,906351.65625
618,ATG1982,11700.0
619,ATG1983,1155850.98046875
620,ATG1984,1827.001220703125
621,ATG1985,0.0
622,ATG1986,1774.9931640625
623,ATG1987,3241.0
624,ATG1988,631.0023803710938
625,ATG1989,8244455.0888671875
626,ATG1990,0.0
627,ATG1991,0.0
628,ATG1992,12418742.0
629,ATG1993,6078007.0
630,ATG1994,9679275.0
631,ATG1995,27783936.0
632,ATG1996,71072.0
633,ATG1997,21191250.0
634,ATG1998,37986.0
635,ATG1999,659732.0
636,ATG2000,29948040.0
637,ATG2001,264798.0
638,ATG2002,5454277.0
639,ATG2003,5499152.0
640,ATG2004,3177591.0
641,ATG2005,5704512.0
642,ATG2006,3257554.0
643,ATG2007,1584397.0
644,ATG2008,25677056.0
645,ATG2009,1632710.0
646,ATG2010,6098867.0
647,ATG2011,62330824.0
648,ATG2012,28669914.0
649,ATG2013,54251795.0
650,ATG2014,17867098.0
651,ATG2015,6873475.0
652,ATG2016,15052594.0
653,AUS1962,16960939.017578125
654,AUS1963,55849413.48242188
655,AUS1964,45337757.35949707
656,AUS1965,29137871.4765625
657,AUS1966,32362755.042114254
658,AUS1967,34422759.82067871
659,AUS1968,36704639.179382324
660,AUS1969,25522906.328125
661,AUS1970,42405656.109375
662,AUS1971,73828139.734375
663,AUS1972,76658504.703125
664,AUS1973,139860260.40625
665,AUS1974,287159202.46875
666,AUS1975,359598029.7196045
667,AUS1976,409666510.0
668,AUS1977,426505307.5623779
669,AUS1978,327292375.01586914
670,AUS1979,731633717.812439
671,AUS1980,883958988.5068359
672,AUS1981,1152103056.7319336
673,AUS1982,1588892395.5888672
674,AUS1983,1805720647.1252441
675,AUS1984,2088324081.6875
676,AUS1985,2588072908.25
677,AUS1986,1285882861.7489014
678,AUS1987,1547772785.125
679,AUS1988,1631300419.0
680,AUS1989,1474147497.0
681,AUS1990,2920175408.0
682,AUS1991,3206517462.0
683,AUS1992,3284660423.0
684,AUS1993,2983189846.0
685,AUS1994,2903763203.0
686,AUS1995,3755837912.0
687,AUS1996,5423363084.0
688,AUS1997,6072327445.0
689,AUS1998,4694357161.0
690,AUS1999,5008710304.0
691,AUS2000,7544936096.0
692,AUS2001,6276827325.0
693,AUS2002,6057240627.0
694,AUS2003,6305405837.0
695,AUS2004,7483230555.0
696,AUS2005,10483583157.0
697,AUS2006,11893231777.0
698,AUS2007,14470248390.0
699,AUS2008,19899340473.0
700,AUS2009,14171765124.0
701,AUS2010,20068449943.0
702,AUS2011,25399338163.0
703,AUS2012,26637334392.0
704,AUS2013,40693222398.0
705,AUS2014,30327079135.0
706,AUS2015,19053167597.0
707,AUS2016,19180153264.0
708,AUT1962,6583301.075988769
709,AUT1963,7192984.448181152
710,AUT1964,6593853.986206055
711,AUT1965,6283058.639923096
712,AUT1966,4609070.010253906
713,AUT1967,4972712.259399414
714,AUT1968,6957413.520080566
715,AUT1969,9443693.028533936
716,AUT1970,10090043.537094116
717,AUT1971,12208825.251586914
718,AUT1972,13740194.957458494
719,AUT1973,22593091.05331421
720,AUT1974,46845209.14001465
721,AUT1975,42546979.041015625
722,AUT1976,53305665.30566406
723,AUT1977,51659361.52380371
724,AUT1978,66103811.77026367
725,AUT1979,74808532.625
726,AUT1980,102096187.2890625
727,AUT1981,104268994.68945312
728,AUT1982,83491831.34375
729,AUT1983,97293819.8125
730,AUT1984,136297280.0
731,AUT1985,260643827.484375
732,AUT1986,148803264.625
733,AUT1987,126458713.8046875
734,AUT1988,102013254.2409668
735,AUT1989,116265049.734375
736,AUT1990,163177302.0
737,AUT1991,144183211.0
738,AUT1992,176282917.0
739,AUT1993,167168890.0
740,AUT1994,237625325.0
741,AUT1995,257181897.0
742,AUT1996,363619682.0
743,AUT1997,402952412.0
744,AUT1998,353898849.0
745,AUT1999,398950443.0
746,AUT2000,410793324.0
747,AUT2001,450465334.0
748,AUT2002,476564986.0
749,AUT2003,636786945.0
750,AUT2004,923424495.0
751,AUT2005,1376523593.0
752,AUT2006,1446899440.0
753,AUT2007,2056828843.0
754,AUT2008,2981564066.0
755,AUT2009,2419563393.0
756,AUT2010,2650147640.0
757,AUT2011,4081336662.0
758,AUT2012,4713727250.0
759,AUT2013,5135348113.0
760,AUT2014,4270131452.0
761,AUT2015,2457173111.0
762,AUT2016,1947261253.0
763,AZE1992,3999541.0
764,AZE1993,13897373.0
765,AZE1994,14252013.0
766,AZE1995,25680595.0
767,AZE1996,72384135.0
768,AZE1997,255216721.0
769,AZE1998,235959088.0
770,AZE1999,719516062.0
771,AZE2000,1046815225.0
772,AZE2001,1309444418.0
773,AZE2002,1526692565.0
774,AZE2003,1579808722.0
775,AZE2004,2345973545.0
776,AZE2005,3464777357.0
777,AZE2006,7332995042.0
778,AZE2007,12705476794.0
779,AZE2008,29657135119.0
780,AZE2009,17651159415.0
781,AZE2010,22572383044.0
782,AZE2011,30716056227.0
783,AZE2012,28898131562.0
784,AZE2013,28032042784.0
785,AZE2014,26971087117.0
786,AZE2015,14250643639.0
787,AZE2016,11989113729.0
788,BDI1962,930.0001831054688
789,BDI1963,0.0
790,BDI1964,0.0
791,BDI1965,5294.917358398438
792,BDI1966,0.0
793,BDI1967,0.0
794,BDI1968,0.0
795,BDI1969,0.0
796,BDI1970,22464.95068359375
797,BDI1971,181006.34375
798,BDI1972,1047.001220703125
799,BDI1973,1114666.8630981443
800,BDI1974,447080.0625
801,BDI1975,3379557.7685546875
802,BDI1976,16017.0
803,BDI1977,268182.33642578125
804,BDI1978,804631.0
805,BDI1979,454047.65625
806,BDI1980,0.0
807,BDI1981,0.0
808,BDI1982,0.0
809,BDI1983,0.0
810,BDI1984,0.0
811,BDI1985,6071.99853515625
812,BDI1986,0.0
813,BDI1987,0.0
814,BDI1988,0.0
815,BDI1989,106915.984375
816,BDI1990,0.0
817,BDI1991,0.0
818,BDI1992,0.0
819,BDI1993,0.0
820,BDI1994,0.0
821,BDI1995,0.0
822,BDI1996,12578.0
823,BDI1997,26099.0
824,BDI1998,625.0
825,BDI1999,0.0
826,BDI2000,0.0
827,BDI2001,0.0
828,BDI2002,0.0
829,BDI2003,0.0
830,BDI2004,0.0
831,BDI2005,6177.0
832,BDI2006,0.0
833,BDI2007,11662.0
834,BDI2008,2547.0
835,BDI2009,0.0
836,BDI2010,1324.0
837,BDI2011,6078.0
838,BDI2012,0.0
839,BDI2013,1590.0
840,BDI2014,8101.0
841,BDI2015,3855.0
842,BDI2016,23752.0
843,BEL1962,116276692.1640625
844,BEL1963,159664655.28125
845,BEL1964,156269238.55078125
846,BEL1965,167282696.734375
847,BEL1966,190851653.15625
848,BEL1967,202249555.6875
849,BEL1968,265199835.28125
850,BEL1969,305684501.4375
851,BEL1970,277171983.328125
852,BEL1971,311968185.6484375
853,BEL1972,441097171.2155762
854,BEL1973,629951920.8007812
855,BEL1974,963122907.4853516
856,BEL1975,1382539471.9892578
857,BEL1976,1581443459.0683594
858,BEL1977,2051583663.328125
859,BEL1978,1916509922.875
860,BEL1979,3418689813.0
861,BEL1980,4981040551.0
862,BEL1981,4720784494.751953
863,BEL1982,4197789852.501953
864,BEL1983,4161239639.0
865,BEL1984,3800784077.75
866,BEL1985,3209348833.5
867,BEL1986,3022772221.0
868,BEL1987,2839969943.5
869,BEL1988,2854885389.5
870,BEL1989,3239498081.0
871,BEL1990,3867161820.0
872,BEL1991,4357562035.0
873,BEL1992,4076977643.0
874,BEL1993,3858077471.0
875,BEL1994,3851349830.0
876,BEL1995,4054472945.0
877,BEL1996,5261896972.0
878,BEL1997,4834716775.0
879,BEL1998,4310821970.0
880,BEL1999,4910371615.0
881,BEL2000,7322506737.0
882,BEL2001,6722107497.0
883,BEL2002,7560469261.0
884,BEL2003,11523617052.0
885,BEL2004,15110469769.0
886,BEL2005,20985639771.0
887,BEL2006,27375890134.0
888,BEL2007,27968932021.0
889,BEL2008,39144431520.0
890,BEL2009,25726864169.0
891,BEL2010,32756286598.0
892,BEL2011,46291107489.0
893,BEL2012,46040560600.0
894,BEL2013,52788233199.0
895,BEL2014,48213629910.0
896,BEL2015,31154459506.0
897,BEL2016,25585582072.0
898,BEN1962,9167.9951171875
899,BEN1963,85307.56958007812
900,BEN1964,22727.146240234375
901,BEN1965,17174.069946289062
902,BEN1966,11158.032836914062
903,BEN1967,38866.6533203125
904,BEN1968,30204.18798828125
905,BEN1969,34469.94836425781
906,BEN1970,60264.01574707031
907,BEN1971,108186.7124633789
908,BEN1972,26485.721130371094
909,BEN1973,10492.945556640623
910,BEN1974,362139.11920166016
911,BEN1975,114707.388671875
912,BEN1976,195669.63134765625
913,BEN1977,4005279.0
914,BEN1978,18204952.0
915,BEN1979,54506.9951171875
916,BEN1980,145086.07421875
917,BEN1981,79132.3017578125
918,BEN1982,212774.48974609372
919,BEN1983,32426644.0
920,BEN1984,37996044.0
921,BEN1985,57884996.0
922,BEN1986,22382347.001953125
923,BEN1987,25162957.0390625
924,BEN1988,14591451.963867188
925,BEN1989,6841072.046905517
926,BEN1990,23770820.0
927,BEN1991,23153239.0
928,BEN1992,9129558.0
929,BEN1993,17147007.0
930,BEN1994,12966437.0
931,BEN1995,7776326.0
932,BEN1996,22926560.0
933,BEN1997,11352093.0
934,BEN1998,4023086.0
935,BEN1999,4523945.0
936,BEN2000,69892.0
937,BEN2001,798792.0
938,BEN2002,7987550.0
939,BEN2003,6692997.0
940,BEN2004,85829270.0
941,BEN2005,6826689.0
942,BEN2006,22639613.0
943,BEN2007,69531726.0
944,BEN2008,87980439.0
945,BEN2009,44375320.0
946,BEN2010,48575603.0
947,BEN2011,11514886.0
948,BEN2012,1836512.0
949,BEN2013,2539999.0
950,BEN2014,45000907.0
951,BEN2015,16741673.0
952,BEN2016,61398913.0
953,BES2011,0.0
954,BES2012,0.0
955,BES2013,0.0
956,BES2014,82666848.0
957,BES2015,0.0
958,BES2016,0.0
959,BFA1962,13348.780151367188
960,BFA1963,21478.918090820312
961,BFA1964,11751.515106201172
962,BFA1965,0.0
963,BFA1966,13022.531127929688
964,BFA1967,21050.574157714844
965,BFA1968,4155.465393066406
966,BFA1969,825.0030517578125
967,BFA1970,1535.9979858398438
968,BFA1971,2569.0230102539067
969,BFA1972,3042.000732421875
970,BFA1973,117339.21520996095
971,BFA1974,6360.576416015625
972,BFA1975,0.0
973,BFA1976,14782.9501953125
974,BFA1977,30507.994140625
975,BFA1978,76404.0
976,BFA1979,399346.138671875
