,eci1,eci2,eci3,res_exp1_to_gdp,res_exp2_to_gdp,res_exp3_to_gdp,oil_rents,res_rents,map,code,year,population,oil_prod_pc,gdp_pc
0,,,,,,,,,ABW1960,ABW,1960,10.931680953439207,,
1,,,,,,,,,ABW1965,ABW,1965,10.96903242430002,,
2,,,,,,,,,ABW1970,ABW,1970,10.999142138176452,,
3,,,,,,,,,ABW1975,ABW,1975,11.007723995954459,,
4,,,,,,,,,ABW1980,ABW,1980,11.025311683198025,,
5,-1.6751324122882851,-1.6079065759566955,-1.8825174662934243,0.002762637356263127,0.0029373022170108235,0.0036705417978254414,0.0,0.0006698498708212143,ABW1985,ABW,1985,11.033643726879475,0.0,9.091431387893865
6,-0.6115391723132495,-0.5825061955609824,-0.7438927318803571,0.3058481986870533,0.3075957104047461,0.310458276340044,0.0,0.0012856251302184648,ABW1990,ABW,1990,11.139569302779684,-0.2567972008722179,9.561387202524667
7,-0.7257638630716813,-0.8799301067679162,-1.2357255339016562,0.4806265855446967,0.4889367223019797,0.5033686234362961,0.0,0.0009109982830751057,ABW1995,ABW,1995,11.351011058593878,0.0,9.79130069043671
8,-1.2899463521718142,-1.2922626432776798,-1.4895659439394204,0.39361784216035417,0.3982769033769121,0.413800574487112,0.0,0.0006916032432840579,ABW2000,ABW,2000,11.460572662133353,24.88958398742907,9.953518435460028
9,-1.2562613739828083,-1.281521207589282,-1.5524279762888842,0.7751035203929671,0.7783838916382313,0.8048152184897985,0.0,0.0008859865917475856,ABW2005,ABW,2005,11.522655969683203,24.43361877402961,10.125818063311772
10,-1.0099087398269928,-1.0997104196104073,-1.2810721634931943,0.2871568827365197,0.2913425424761214,0.32278369917140504,0.0,0.002409374646141484,ABW2010,ABW,2010,11.539140820038599,12.389936429731115,10.11660660232557
11,-1.0673451382983892,-1.176682404154779,-1.313831146868066,0.04802804421332934,0.053533705342524926,0.056761568915745936,0.0,0.0032250933534294164,ABW2015,ABW,2015,11.559894925044382,0.0,10.149085401250629
12,-0.6187931124817213,-0.5256181545828934,-0.7180376460801877,5.478128675143808e-05,0.0005528581354414577,0.005414122711070482,,,AFG1960,AFG,1960,16.051406509560604,,4.216973777035462
13,-0.6704009008842773,-0.6008006366300923,-0.8516041059307504,0.0018014111694965558,0.0022235874936762773,0.006938762360307697,,,AFG1965,AFG,1965,16.155818107670367,,4.882524654624235
14,-0.7945133687470195,-0.7666144925846186,-1.0847193154614196,0.010949932832154178,0.011542199106836279,0.014561888068129188,0.06364333341920123,0.6224721340102404,AFG1970,AFG,1970,16.277067564225128,,5.04049130727744
15,-0.5147310058056511,-0.5127247732459863,-1.0119462415331255,0.006951853496828975,0.007699114888986556,0.01037002312924214,0.700489222312903,1.83137268329708,AFG1975,AFG,1975,16.381114347392337,,5.4295168848410285
16,-0.7051358002580641,-0.6340872653453486,-0.7715917935896046,0.0,0.0004279990459439852,0.001873153474165357,1.3931178262500898,2.30533339518415,AFG1980,AFG,1980,16.35692911728297,0.0,5.6009629880519345
17,-0.7245528629809918,-0.554151133913354,-0.7064024026560561,,,,,,AFG1985,AFG,1985,16.27004990326085,0.0,
18,-0.3536976659967417,-0.33715408022985704,-0.35886007991695723,,,,,,AFG1990,AFG,1990,16.46156932024779,0.0,
19,-0.5319221097060025,-0.5062677729653551,-0.3774384932323941,,,,,,AFG1995,AFG,1995,16.723194972111724,0.0,
20,-0.6765779958830854,-0.6908295328178983,-0.4242667034980874,0.003981303810883171,0.00568025791728299,0.008198534498155939,0.027085434881192437,0.759535637030972,AFG2000,AFG,2000,16.90858705035282,0.0,5.293270437725945
21,-0.3067185693511505,-0.4958066489941842,-0.4286256456603354,0.00016242195558772646,0.004772370730523257,0.007195256945462289,0.016874382301997382,0.4684621794791194,AFG2005,AFG,2005,17.095514610524063,0.0,5.8275864439246075
22,-1.037072671177924,-1.0522178269454419,-1.1086500140512772,5.602518333724038e-05,0.005852608356922683,0.007380451839098684,0.02582358877241058,0.6264763412252644,AFG2010,AFG,2010,17.24106509433108,0.0,6.420525625290532
23,-1.2118771660677252,-1.1263699441606672,-1.265135807373709,3.5444440404727465e-05,0.005522282483510097,0.008284627927736841,0.0010516800774056476,0.5994743314578762,AFG2015,AFG,2015,17.360544727948927,0.0,6.333710377578854
24,-0.7764706278294459,-0.7809823195403315,-0.9514934614814292,,,,,,AGO1960,AGO,1960,15.584888246738235,,
25,-0.8196217895140039,-0.7976773232375273,-1.013369123593881,,,,,,AGO1965,AGO,1965,15.674756916368073,,
26,-0.7814211128755527,-0.6500597479102149,-0.9159536470964206,,,,,,AGO1970,AGO,1970,15.77703479872455,,
27,-0.7872557606033965,-0.8580101228389891,-0.9242942037361528,,,,,,AGO1975,AGO,1975,15.913089910529617,,
28,-0.5144120864977555,-0.6008963946762471,0.8467560861841271,0.2265815627704094,0.22681692223192454,0.2384316705198684,11.4474297512869,12.715160317381498,AGO1980,AGO,1980,16.07655352220364,16.33052232433096,6.4045012251913045
29,-1.059093235934242,-0.9829500405577726,-1.1085881661005041,0.25116417382415424,0.26137943535705965,0.2648292882002746,14.880525425769813,15.765205103683462,AGO1985,AGO,1985,16.233022201855036,31.41223996088836,6.60780695137352
30,-0.46249696841787397,-0.4335491067379532,-0.4471014657476609,0.436684379690646,0.4564347957611797,0.4574410012214352,27.774541481606388,29.461520084582578,AGO1990,AGO,1990,16.37950972567694,39.17277785398458,6.448542178635322
31,-0.8706450858980688,-0.5991012242724112,-0.7834894971427888,0.5721904727879253,0.6198868457509417,0.6211459250377569,33.729872194771325,36.1104981902181,AGO1995,AGO,1995,16.530130371825656,46.9584217143489,6.0927032020043805
32,-0.6599167767939359,-0.7668792843495131,-0.9663796719040884,0.5732551266873865,0.6088923850358666,0.6096379064299289,35.235792377817305,36.501100709133134,AGO2000,AGO,2000,16.684158315909432,49.10417814139641,6.728212500124695
33,-0.5069813141991932,-0.6549721972541206,-0.6975939575128568,0.5950454222999537,0.6049166175114844,0.6097938332313586,44.4209285965475,44.933955881671935,AGO2005,AGO,2005,16.861190373286828,78.18550938946612,7.990991783295477
34,-0.7269553953079289,-0.8597549579903477,-0.8500040536383908,0.5190706765005628,0.5239505386396658,0.5330485466805903,33.251001760194676,33.68441145292012,AGO2010,AGO,2010,17.03919601399104,72.30623495119572,8.475344116317453
35,-0.7420762862645639,-0.5287587858792178,-0.5325667553652214,0.2620956878068353,0.2697073943220214,0.2739517577517438,12.080318814825167,12.6333194883269,AGO2015,AGO,2015,17.176544998715958,61.75455890527859,8.275599168443142
36,1.025667448205093,1.3070933745416775,1.562593264965736,,,,,,AIA1985,AIA,1985,,,
37,0.9164095479294112,0.9223252420965832,0.9367944167278806,,,,,,AIA1990,AIA,1990,,,
38,1.2858834054234805,1.1651173216889443,1.3638331195746398,,,,,,AIA1995,AIA,1995,,,
39,1.8002373271734124,1.8412899440149293,2.0646655665102642,,,,,,AIA2000,AIA,2000,,,
40,1.8105150409487272,1.848458725207757,1.6491449106131175,,,,,,AIA2005,AIA,2005,,,
41,1.968267934981921,2.119871913718748,1.7400691270514688,,,,,,AIA2010,AIA,2010,,,
42,1.6522695328883343,1.8890017968470163,1.7438945962570946,,,,,,AIA2015,AIA,2015,,,
43,-0.4873185387308612,-0.3056870387987557,-0.2797380695383341,,,,,,ALB1960,ALB,1960,14.352784325644132,,
44,-0.3130392866376657,-0.14160691855617827,-0.17681063065509628,,,,,,ALB1965,ALB,1965,14.493435363838065,,
45,-0.18905516255420546,-0.07914347651587837,-0.2798157805469478,,,,,,ALB1970,ALB,1970,14.623176251419842,,
46,0.08376969392268369,0.1863823655712083,0.04363290810158989,,,,,,ALB1975,ALB,1975,14.736669500846782,,
47,0.6444766220115655,0.7015038845460306,0.4382249531263976,0.012734488875495015,0.04546877696134443,0.055525723415041466,13.093518909243901,16.125579716323198,ALB1980,ALB,1980,14.840169118992621,20.180420872661045,6.460662751849293
