,t_exp,map,t_exp_cons
9174,86618700.7195355,LAO1989,
9175,98057227.2695161,LAO1990,
9176,133175703.908387,LAO1991,
9177,192017652.07798,LAO1992,
9178,284956361.04712003,LAO1993,
9179,385700002.368777,LAO1994,
9180,409499988.56702596,LAO1995,
9181,425300014.006211,LAO1996,
9182,417400000.079366,LAO1997,
9183,466700003.920166,LAO1998,
9184,521789232.36385703,LAO1999,
9185,530820000.0,LAO2000,1668131132.11632
9186,492970000.0,LAO2001,1438946595.88127
9187,505520000.0,LAO2002,1372927726.0623698
9188,475490000.0,LAO2003,1259441520.2179198
9189,589520000.0,LAO2004,1315864500.3319
9190,792319999.995871,LAO2005,1469294301.06644
9191,1317449999.99606,LAO2006,1680549435.67372
9192,1419520000.00458,LAO2007,1817379770.72085
9193,1804879999.9990802,LAO2008,2064216291.1865602
9194,1754720000.00329,LAO2009,2179729834.83478
9195,2522099999.99879,LAO2010,2522099999.99879
9196,3529720000.0,LAO2011,3087655703.9941
9197,3860149999.9968796,LAO2012,3294868278.29053
9198,4558720000.0,LAO2013,3932820674.33365
9199,5407500000.00621,LAO2014,4209455280.5678296
9200,4885879999.99509,LAO2015,4489468245.834721
9201,5248979999.99584,LAO2016,4958976834.98623
9202,5787433702.61395,LAO2017,5504464286.83365
9203,,LAO2018,
9204,,LVA1960,
9205,,LVA1961,
9206,,LVA1962,
9207,,LVA1963,
9208,,LVA1964,
9209,,LVA1965,
9210,,LVA1966,
9211,,LVA1967,
9212,,LVA1968,
9213,,LVA1969,
9214,,LVA1970,
9215,,LVA1971,
9216,,LVA1972,
9217,,LVA1973,
9218,,LVA1974,
9219,,LVA1975,
9220,,LVA1976,
9221,,LVA1977,
9222,,LVA1978,
9223,,LVA1979,
9224,,LVA1980,
9225,,LVA1981,
9226,,LVA1982,
9227,,LVA1983,
9228,,LVA1984,
9229,,LVA1985,
9230,,LVA1986,
9231,,LVA1987,
9232,,LVA1988,
9233,,LVA1989,
9234,,LVA1990,
9235,,LVA1991,
9236,,LVA1992,
9237,,LVA1993,
9238,,LVA1994,
9239,2000868511.1237898,LVA1995,4106012485.5211797
9240,2414915773.35375,LVA1996,4869757741.32386
9241,2591640454.87539,LVA1997,5490552567.86329
9242,2811791969.4983897,LVA1998,5749633831.15029
9243,2638963487.86933,LVA1999,5384581393.8436
9244,2927652375.4345303,LVA2000,6160974903.20368
9245,3177771434.96754,LVA2001,6717792081.95844
9246,3492097544.33834,LVA2002,7055724279.674041
9247,4243384577.54274,LVA2003,7336556565.8064
9248,5617268114.99935,LVA2004,8343838315.05282
9249,7306359676.41568,LVA2005,10304917580.728
9250,8573078755.95686,LVA2006,11076425288.2689
9251,11881893037.8881,LVA2007,12600241846.4326
9252,14075490425.3764,LVA2008,12899094251.717
9253,11149111759.7998,LVA2009,11237027646.6854
9254,12747568174.0994,LVA2010,12747568174.0994
9255,16317924893.307,LVA2011,14283105888.701
9256,17240223966.4339,LVA2012,15679866435.5012
9257,18244834997.9574,LVA2013,15848852400.7258
9258,19033161712.9988,LVA2014,16796770796.9932
9259,16297626514.1879,LVA2015,17319846938.3
9260,16611462913.0038,LVA2016,18082226712.4882
9261,18611389448.9443,LVA2017,19210193991.4635
9262,,LVA2018,
9263,,LBN1960,
9264,,LBN1961,
9265,,LBN1962,
9266,,LBN1963,
9267,,LBN1964,
9268,,LBN1965,
9269,,LBN1966,
9270,,LBN1967,
9271,,LBN1968,
9272,,LBN1969,
9273,,LBN1970,
9274,,LBN1971,
9275,,LBN1972,
9276,,LBN1973,
9277,,LBN1974,
9278,,LBN1975,
9279,,LBN1976,
9280,,LBN1977,
9281,,LBN1978,
9282,,LBN1979,
9283,,LBN1980,
9284,,LBN1981,
9285,,LBN1982,
9286,,LBN1983,
9287,,LBN1984,
9288,,LBN1985,
9289,,LBN1986,
9290,,LBN1987,
9291,,LBN1988,
9292,498732254.80698603,LBN1989,710830817.513824
9293,510722596.669521,LBN1990,689344954.342235
9294,587654401.024749,LBN1991,776143668.126036
9295,634069545.7703509,LBN1992,1545279140.76285
9296,728607315.948454,LBN1993,1805294341.35987
9297,755509732.09928,LBN1994,1806097218.7728
9298,1266386350.80794,LBN1995,2689987584.0796
9299,1758689127.46595,LBN1996,3659892896.45108
9300,2289054887.95063,LBN1997,4650549973.53234
9301,2373803864.0435,LBN1998,4887728022.1558895
9302,2445876363.86788,LBN1999,5151665335.38972
9303,2447097844.11277,LBN2000,5234091980.76285
9304,2754228855.72139,LBN2001,6113419433.49917
9305,3083250414.5937,LBN2002,6877596862.68657
9306,3361194029.85075,LBN2003,7365906239.93366
9307,7554315107.59536,LBN2004,9354700924.70978
9308,8016234502.7529,LBN2005,9789753265.20729
9309,7968070524.908791,LBN2006,9451963714.82587
9310,9362810397.94362,LBN2007,10527768267.3963
9311,11390507868.7894,LBN2008,11388141897.3798
9312,11955419928.1592,LBN2009,12514431183.0182
9313,13751783154.7595,LBN2010,13751783154.7595
9314,14804320747.9934,LBN2011,13361513803.5286
9315,15017581250.1493,LBN2012,13158853756.5101
9316,15039890172.272,LBN2013,13740494735.5213
9317,12939296256.6501,LBN2014,11856641941.1515
9318,13022991010.8126,LBN2015,12656752744.4679
9319,12331578848.0929,LBN2016,12196420946.7217
9320,12821791301.4262,LBN2017,12523571459.1708
9321,,LBN2018,
9322,4059918.80162397,LSO1960,462489.44412978104
9323,4479910.40179196,LSO1961,510325.94306216703
9324,6019879.60240795,LSO1962,685759.358888783
9325,6999860.00279994,LSO1963,797394.316268283
9326,7979840.40319194,LSO1964,909029.273647784
9327,8539829.20341593,LSO1965,972815.387191948
9328,6159876.80246395,LSO1966,701708.973500561
9329,7139857.20285594,LSO1967,813343.930880062
9330,7419851.60296794,LSO1968,845230.8152006691
9331,8959820.80358393,LSO1969,1020664.23102728
9332,8399832.00335993,LSO1970,956865.77258017
9333,9787472.03579418,LSO1971,1116349.57379501
9334,13008976.1935736,LSO1972,1594776.28763362
9335,17291066.2824208,LSO1973,1913731.54516034
9336,20603384.8417954,LSO1974,2232686.80268706
9337,21636240.703177802,LSO1975,2551654.40511674
9338,26448942.042318303,LSO1976,3667991.63400879
9339,22999080.0367985,LSO1977,3189564.92017018
9340,45998160.073597,LSO1978,6379117.49543742
9341,64133016.62707839,LSO1979,8611816.64302743
9342,90652285.5675398,LSO1980,11259156.3909119
9343,83760683.7606838,LSO1981,11721633.4901387
9344,,LSO1982,11008764.7243711
9345,,LSO1983,10487278.9890419
9346,,LSO1984,12394640.5642798
9347,,LSO1985,14490175.4951892
9348,,LSO1986,16587315.263482
9349,,LSO1987,15617129.3406185
9350,,LSO1988,32582729.4652063
9351,,LSO1989,40803039.856068105
9352,,LSO1990,40352241.0350323
9353,,LSO1991,50165871.0149796
9354,,LSO1992,66346680.9692114
9355,,LSO1993,88818009.05040629
9356,,LSO1994,104656852.848012
9357,,LSO1995,111571504.57833602
9358,,LSO1996,167229894.503766
9359,,LSO1997,182935944.18033502
9360,,LSO1998,232678496.12824702
9361,,LSO1999,221515037.425005
9362,,LSO2000,297426598.579716
9363,,LSO2001,522290660.0363
9364,,LSO2002,730569023.4116889
9365,,LSO2003,702341402.878705
9366,,LSO2004,716694426.502116
9367,,LSO2005,678263533.817365
9368,,LSO2006,826288672.6647099
9369,895709867.431232,LSO2007,935153520.236486
9370,935020711.276812,LSO2008,1011419947.9714099
9371,779280149.1674241,LSO2009,936599342.9251211
9372,941238335.2455881,LSO2010,941238335.2455881
9373,1230764223.0516,LSO2011,1052874354.2867401
9374,1035831047.50305,LSO2012,1049832730.6835301
9375,904859483.588984,LSO2013,962783499.327841
9376,931254342.237416,LSO2014,875873518.4774309
9377,1012114657.2196699,LSO2015,989565247.7925769
9378,967978075.5425029,LSO2016,1066402874.1870099
9379,,LSO2017,
9380,,LSO2018,
9381,,LBR1960,
9382,,LBR1961,
9383,,LBR1962,
9384,,LBR1963,
9385,,LBR1964,
9386,,LBR1965,
9387,,LBR1966,
9388,,LBR1967,
9389,,LBR1968,
9390,,LBR1969,
9391,,LBR1970,
9392,,LBR1971,
9393,,LBR1972,
9394,,LBR1973,
9395,,LBR1974,
9396,,LBR1975,
9397,,LBR1976,
9398,,LBR1977,
9399,,LBR1978,
9400,,LBR1979,
9401,,LBR1980,
9402,,LBR1981,
9403,,LBR1982,
9404,,LBR1983,
9405,,LBR1984,
9406,,LBR1985,
9407,,LBR1986,
9408,,LBR1987,
9409,,LBR1988,
9410,,LBR1989,
9411,,LBR1990,
9412,,LBR1991,
9413,,LBR1992,
9414,,LBR1993,
9415,,LBR1994,
9416,,LBR1995,
9417,,LBR1996,
9418,,LBR1997,
9419,,LBR1998,
9420,,LBR1999,
9421,274229800.0,LBR2000,227519600.0
9422,307796500.0,LBR2001,268373074.2
9423,392651900.0,LBR2002,241175298.98
9424,269711500.0,LBR2003,136614143.82
9425,606566300.0,LBR2004,316342018.3
9426,560772700.0,LBR2005,238685741.14
9427,922573400.0,LBR2006,199148317.06
9428,1029244000.0,LBR2007,201782336.14
9429,593614500.0,LBR2008,204219400.0
9430,269879600.0,LBR2009,376915000.0
9431,382397400.0,LBR2010,382397400.0
9432,522939000.0,LBR2011,386509200.0
9433,895554700.0,LBR2012,391991600.0
9434,1060553000.0,LBR2013,398844600.0
9435,893908100.0,LBR2014,371432600.0
9436,618531000.0,LBR2015,319349800.0
9437,702000000.0,LBR2016,338538200.0
9438,797846200.0,LBR2017,359097200.0
9439,,LBR2018,
9440,,LBY1960,
9441,,LBY1961,
9442,,LBY1962,
9443,,LBY1963,
9444,,LBY1964,
9445,,LBY1965,
9446,,LBY1966,
9447,,LBY1967,
9448,,LBY1968,
9449,,LBY1969,
9450,,LBY1970,
9451,,LBY1971,
9452,,LBY1972,
9453,,LBY1973,
9454,,LBY1974,
9455,,LBY1975,
9456,,LBY1976,
9457,,LBY1977,
9458,,LBY1978,
9459,,LBY1979,
9460,,LBY1980,
9461,,LBY1981,
9462,,LBY1982,
9463,,LBY1983,
9464,,LBY1984,
9465,,LBY1985,
9466,,LBY1986,
9467,,LBY1987,
9468,,LBY1988,
9469,,LBY1989,
9470,11467161016.9492,LBY1990,
9471,10824367652.2978,LBY1991,
9472,10363991477.2727,LBY1992,
9473,8659001314.06045,LBY1993,
9474,7734213547.646379,LBY1994,
9475,7452762497.01028,LBY1995,
9476,7989926739.926741,LBY1996,
9477,8223041874.59319,LBY1997,
9478,5278015397.77588,LBY1998,
9479,7274687365.243641,LBY1999,
9480,12077313549.3948,LBY2000,
9481,9053049082.79623,LBY2001,
9482,9169291338.58268,LBY2002,
9483,15054687500.0,LBY2003,44537571953.2646
9484,21117445538.4615,LBY2004,40142543336.2118
9485,30159825206.3589,LBY2005,43246976892.6818
9486,40429811205.8465,LBY2006,52464752675.1498
9487,49083636939.6483,LBY2007,57929825233.3031
9488,63183229813.6646,LBY2008,51637845279.2261
9489,37335460710.012,LBY2009,49177112995.9603
9490,49055099463.2144,LBY2010,49055099463.2144
9491,19025486031.6942,LBY2011,14456423207.6922
9492,61096140128.3982,LBY2012,45985110992.1669
9493,46136117008.7285,LBY2013,35031364198.4594
9494,19342973907.5762,LBY2014,15890365250.2068
9495,11127570228.7866,LBY2015,17326341862.4552
9496,6853934202.0013,LBY2016,12647585882.8505
9497,14457196477.5516,LBY2017,21643972774.7388
9498,,LBY2018,
9499,,LIE1960,
9500,,LIE1961,
9501,,LIE1962,
9502,,LIE1963,
9503,,LIE1964,
9504,,LIE1965,
9505,,LIE1966,
9506,,LIE1967,
9507,,LIE1968,
9508,,LIE1969,
9509,,LIE1970,
9510,,LIE1971,
9511,,LIE1972,
9512,,LIE1973,
9513,,LIE1974,
9514,,LIE1975,
9515,,LIE1976,
9516,,LIE1977,
9517,,LIE1978,
9518,,LIE1979,
9519,,LIE1980,
9520,,LIE1981,
9521,,LIE1982,
9522,,LIE1983,
9523,,LIE1984,
9524,,LIE1985,
9525,,LIE1986,
9526,,LIE1987,
9527,,LIE1988,
9528,,LIE1989,
9529,,LIE1990,
9530,,LIE1991,
9531,,LIE1992,
9532,,LIE1993,
9533,,LIE1994,
9534,,LIE1995,
9535,,LIE1996,
9536,,LIE1997,
9537,,LIE1998,
9538,,LIE1999,
9539,,LIE2000,
9540,,LIE2001,
9541,,LIE2002,
9542,,LIE2003,
9543,,LIE2004,
9544,,LIE2005,
9545,,LIE2006,
9546,,LIE2007,
9547,,LIE2008,
9548,,LIE2009,
9549,,LIE2010,
9550,,LIE2011,
9551,,LIE2012,
9552,,LIE2013,
9553,,LIE2014,
9554,,LIE2015,
9555,,LIE2016,
9556,,LIE2017,
9557,,LIE2018,
9558,,LTU1960,
9559,,LTU1961,
9560,,LTU1962,
9561,,LTU1963,
9562,,LTU1964,
9563,,LTU1965,
9564,,LTU1966,
9565,,LTU1967,
9566,,LTU1968,
9567,,LTU1969,
9568,,LTU1970,
9569,,LTU1971,
9570,,LTU1972,
9571,,LTU1973,
9572,,LTU1974,
9573,,LTU1975,
9574,,LTU1976,
9575,,LTU1977,
9576,,LTU1978,
9577,,LTU1979,
9578,,LTU1980,
9579,,LTU1981,
9580,,LTU1982,
9581,,LTU1983,
9582,,LTU1984,
9583,,LTU1985,
9584,,LTU1986,
9585,,LTU1987,
9586,,LTU1988,
9587,,LTU1989,
9588,,LTU1990,
9589,,LTU1991,
9590,,LTU1992,
9591,,LTU1993,
9592,,LTU1994,
9593,2923571819.56412,LTU1995,5785501761.8326
9594,3516751057.40181,LTU1996,7282323238.5163
9595,4550758135.52007,LTU1997,9025198939.53512
9596,4397764695.72723,LTU1998,9367533656.585821
9597,3556785498.4894295,LTU1999,7602615162.013929
9598,4447864825.20501,LTU2000,8675812456.909441
9599,5396324039.70652,LTU2001,10764297911.7744
9600,6759675495.44473,LTU2002,12937563087.1465
9601,8681096785.10998,LTU2003,14111410945.6935
9602,10723990437.1585,LTU2004,14704823958.8118
9603,14066594601.3186,LTU2005,17725240152.5627
9604,16806254611.62,LTU2006,19966509490.9514
9605,20011475095.7854,LTU2007,20600381419.6872
9606,27341329284.3553,LTU2008,23382900386.8867
9607,19446386016.1245,LTU2009,20392552204.2392
9608,24255344866.2041,LTU2010,24255344866.2041
9609,32605661503.5772,LTU2011,27991734987.8323
9610,34974038911.0059,LTU2012,31459517923.2717
9611,39019464288.9708,LTU2013,34561359732.5942
9612,39348301661.6314,LTU2014,35691086774.3445
9613,31479420831.501,LTU2015,36003218124.1124
9614,31845140205.1944,LTU2016,37446276576.6304
9615,38465101868.1749,LTU2017,42535729581.8758
9616,,LTU2018,
9617,624460982.263862,LUX1960,6369177664.43898
9618,626766230.058913,LUX1961,6591122251.14231
9619,606449894.580347,LUX1962,6485934692.85404
9620,629020772.2131361,LUX1963,6730774666.28819
9621,728221194.984743,LUX1964,7623523493.15907
9622,764941218.351552,LUX1965,7894790605.335871
9623,769553779.344538,LUX1966,7879495986.336791
9624,787253817.353568,LUX1967,8032446694.9459
9625,883320559.232941,LUX1968,8894965062.10639
9626,1070671189.53083,LUX1969,10119659717.9737
9627,1329068172.65026,LUX1970,9721231273.2591
9628,1373183408.99711,LUX1971,10097580521.408
9629,1616746860.966,LUX1972,10630869432.1395
9630,2391453425.79176,LUX1973,12107481251.1601
9631,3351628831.8144197,LUX1974,13408626563.648998
9632,2962623999.12252,LUX1975,11307930577.5094
9633,3094677847.43992,LUX1976,11414879309.2203
9634,3376094766.46033,LUX1977,11898253708.3712
9635,4054754066.8630705,LUX1978,12225224307.0745
9636,5145362272.97744,LUX1979,13406712770.3097
9637,5465920126.914061,LUX1980,13212643265.4228
9638,4491552694.48066,LUX1981,12575391405.4747
9639,4201668461.94596,LUX1982,12535965011.1632
9640,4187632504.93097,LUX1983,13199092946.3683
9641,4602357023.177879,LUX1984,15578682393.6787
9642,5092057001.15497,LUX1985,16949155896.3132
9643,6806418909.15658,LUX1986,17454431110.7154
9644,8235438465.694221,LUX1987,18033893563.7084
9645,9471118156.88426,LUX1988,20030717191.2641
9646,10377116195.7412,LUX1989,22552270371.6179
9647,12938305166.5862,LUX1990,23812315482.1675
9648,13991836266.9817,LUX1991,25999565520.2583
9649,15536833626.0979,LUX1992,26709627879.5749
9650,15987176888.9925,LUX1993,27980619490.6981
9651,18358957439.1126,LUX1994,30132428724.9937
9652,22122543787.63,LUX1995,33696007016.4703
9653,23197377198.6971,LUX1996,34928169416.2695
9654,22858829499.3234,LUX1997,38781693623.447
9655,25499574349.8555,LUX1998,43657089439.6812
9656,29091180481.5683,LUX1999,49010239592.3285
9657,31573110374.0556,LUX2000,56559704011.6029
9658,31363940044.7427,LUX2001,59861461070.4774
9659,33526829474.872997,LUX2002,61424288551.0006
9660,41055191873.5892,LUX2003,63158839582.0995
9661,53080876583.0643,LUX2004,69946366584.95401
9662,60381926377.3163,LUX2005,73823583421.2297
9663,74753899134.3621,LUX2006,83516411617.3694
9664,93068291814.9466,LUX2007,90286021806.1795
9665,104501398857.47801,LUX2008,95226396535.0873
9666,84283396776.8825,LUX2009,84140595646.0925
9667,92868058802.6023,LUX2010,92868058802.6023
9668,106802035036.979,LUX2011,96624804665.9111
9669,105672833299.284,LUX2012,99283645036.55301
9670,117692851838.55801,LUX2013,104509527269.92401
9671,140541484962.311,LUX2014,121632448184.67
9672,128618779309.752,LUX2015,128029595781.34
9673,131846999430.475,LUX2016,132901300426.615
9674,139014969017.701,LUX2017,130380002860.181
9675,,LUX2018,
9676,,MAC1960,
9677,,MAC1961,
9678,,MAC1962,
9679,,MAC1963,
9680,,MAC1964,
9681,,MAC1965,
9682,,MAC1966,
9683,,MAC1967,
9684,,MAC1968,
9685,,MAC1969,
9686,,MAC1970,
9687,,MAC1971,
9688,,MAC1972,
9689,,MAC1973,
9690,,MAC1974,
9691,,MAC1975,
9692,,MAC1976,
9693,,MAC1977,
9694,,MAC1978,
9695,,MAC1979,
9696,,MAC1980,
9697,,MAC1981,
9698,1263130842.6226301,MAC1982,2988431308.4971104
9699,1274081616.24823,MAC1983,3303940281.41312
9700,1491151653.93135,MAC1984,3662613978.84464
9701,1442091313.69705,MAC1985,3506698348.36375
9702,1661258922.7774198,MAC1986,3875050235.1485205
9703,2159229943.31943,MAC1987,4549136123.60251
9704,2430415640.62383,MAC1988,4809092289.63086
9705,2822912906.55846,MAC1989,5141344530.12799
9706,3189751901.2591896,MAC1990,5509018943.65803
9707,3450270479.6172104,MAC1991,5486081634.8908205
9708,4034218481.4921703,MAC1992,5930310526.20509
9709,4314850143.079471,MAC1993,6077031876.80038
9710,4642538597.79154,MAC1994,6382378750.89548
9711,5213107758.72888,MAC1995,6748988563.596661
9712,5311809600.32135,MAC1996,6710179024.29012
9713,5372964026.43161,MAC1997,6593943970.15757
9714,5041610267.2081,MAC1998,6432027862.27766
9715,4988676034.48491,MAC1999,6387314627.46564
9716,6046798489.888989,MAC2000,7605798667.04005
9717,6258293396.402571,MAC2001,8035123146.7503
9718,6875171160.405311,MAC2002,9022104896.99493
9719,7657831745.873441,MAC2003,10066962219.571999
9720,10086634589.0155,MAC2004,13076782326.5398
9721,10261387325.0864,MAC2005,12944578259.9744
9722,11682955482.7905,MAC2006,14085249657.1487
9723,14545850495.8997,MAC2007,16713458757.9177
9724,16757397039.9372,MAC2008,17734701298.4729
9725,16948511453.7279,MAC2009,17669567084.1255
9726,24689835295.2938,MAC2010,24689835295.2938
9727,33286149011.0,MAC2011,31045502243.5743
9728,39204245359.7667,MAC2012,34320311175.0341
9729,46725745684.8535,MAC2013,38834218689.3908
9730,47010554519.1621,MAC2014,37099403247.8204
9731,35342642454.6024,MAC2015,27231134255.6707
9732,34468987254.6935,MAC2016,26671444565.3721
9733,39984425616.7456,MAC2017,30750801377.7678
9734,,MAC2018,
9735,67511336.63877271,MDG1960,684651159.18836
9736,102110849.26951501,MDG1961,1193472938.57085
9737,101689130.676281,MDG1962,1174823699.5763302
9738,97047803.6563488,MDG1963,1081585769.86119
9739,106752579.363341,MDG1964,1172163112.56472
9740,110127942.430286,MDG1965,1305360149.3108099
9741,155698196.746504,MDG1966,1347988196.87446
9742,167512782.743335,MDG1967,1398602219.00999
9743,183124855.49973702,MDG1968,1553113272.1826
9744,191304704.721993,MDG1969,1609056855.48668
9745,213036048.24783602,MDG1970,1513154169.35468
9746,173264898.788066,MDG1971,1212122204.8850698
9747,191350735.378119,MDG1972,1196137722.3074
9748,235525938.99767798,MDG1973,1249416526.07796
9749,297715413.656829,MDG1974,1324009373.5947301
9750,362080612.997455,MDG1975,1555778053.81763
9751,330849221.00611603,MDG1976,1193472940.67237
9752,387925899.22631603,MDG1977,1257410868.88153
9753,457890722.631182,MDG1978,1390612081.33741
9754,504827951.414295,MDG1979,1507824608.18614
9755,539332850.676224,MDG1980,1483849985.83437
9756,413599393.451214,MDG1981,1094905472.90534
9757,395804802.68645096,MDG1982,1014987267.2495
9758,371192737.431393,MDG1983,889776194.5677211
9759,390451042.890526,MDG1984,946314884.816043
9760,349852993.49789196,MDG1985,954121079.004891
9761,395835112.720437,MDG1986,922261274.931238
9762,424985798.74917,MDG1987,958319073.2568071
9763,398110235.897823,MDG1988,907692818.203973
9764,460862259.988306,MDG1989,1263572949.3176
9765,511591862.133181,MDG1990,1149472933.92091
9766,480474065.30598897,MDG1991,1174097842.68946
9767,495520770.893683,MDG1992,1179859542.53715
9768,516329410.99628603,MDG1993,1243792403.99428
9769,655909631.68039,MDG1994,1369082441.0924401
