,map,res_exp1,res_exp2,res_exp3
2989,DOM1962,69621.892578125,9773301.042175291,157389392.09857178
2990,DOM1963,0.0,9197773.233642578,147138639.25079346
2991,DOM1964,0.0,9500644.688232422,167210458.6342163
2992,DOM1965,5052.0,11572644.093292236,118417497.92727661
2993,DOM1966,0.0,9966720.866760254,131463532.75848389
2994,DOM1967,72042.96337890625,12342805.954589844,136276580.88261414
2995,DOM1968,0.0,12103876.763916017,153858404.21087646
2996,DOM1969,0.0,14447570.124572754,160405175.2411499
2997,DOM1970,10077.0068359375,15767119.029312134,195971157.48512268
2998,DOM1971,0.0,15260812.2243042,207858708.86291504
2999,DOM1972,0.0,78307255.6262207,347160871.6860657
3000,DOM1973,3230.96728515625,98807438.0859375,413112289.11590576
3001,DOM1974,0.0,158803183.26339722,663950468.6775513
3002,DOM1975,21829.980041503903,149447750.74957275,933841714.0181885
3003,DOM1976,1655880.9052734375,130057887.7047119,586085709.7130127
3004,DOM1977,16233.0263671875,117625850.01708983,650975310.4208984
3005,DOM1978,25812.44921875,101007673.07403564,501828746.82580566
3006,DOM1979,225418.8720703125,144116082.63623047,618565416.1478882
3007,DOM1980,5269.0,165465139.78186035,664192576.368042
3008,DOM1981,65956.955078125,133091302.46862793,728669076.2437439
3009,DOM1982,487.99993896484375,48756049.135009766,475400671.7199707
3010,DOM1983,0.0,86855291.18151855,484390784.00354004
3011,DOM1984,5584.0,105509792.31906128,614705322.3184509
3012,DOM1985,42187.99951171875,125592749.02502441,496184081.2593994
3013,DOM1986,0.0,104647191.09936523,500885404.5407715
3014,DOM1987,13887.9423828125,124273031.30804443,431012505.2888794
3015,DOM1988,6229.0,259114490.09082028,584432066.8100586
3016,DOM1989,1550216.75,307813559.5830078,638705242.4641113
3017,DOM1990,823350.0,213297197.0,549803161.0
3018,DOM1991,360516.0,187255961.0,473041808.0
3019,DOM1992,97116.0,158364810.0,441280192.0
3020,DOM1993,402934.0,125230471.0,429202178.0
3021,DOM1994,4313529.0,186090105.0,603872362.0
3022,DOM1995,189954.0,270347391.0,656507353.0
3023,DOM1996,891473.0,276819500.0,773763312.0
3024,DOM1997,41350.0,271181786.0,975966898.0
3025,DOM1998,53443.0,193297557.0,821969463.0
3026,DOM1999,3898774.0,156285146.0,561783750.0
3027,DOM2000,1545822.0,282255240.0,688322826.0
3028,DOM2001,7007024.0,223741385.0,638126853.0
3029,DOM2002,4821425.0,233271358.0,684395985.0
3030,DOM2003,5533711.0,350987634.0,822190626.0
3031,DOM2004,4752534.0,604245659.0,1089335207.0
3032,DOM2005,2839210.0,561644294.0,1050808607.0
3033,DOM2006,5022381.0,1016144483.0,1603528498.0
3034,DOM2007,33408658.0,1469936689.0,2099350366.0
3035,DOM2008,70960772.0,1263223684.0,1953456684.0
3036,DOM2009,36694150.0,417721285.0,1155255209.0
3037,DOM2010,134012819.0,583886318.0,1482498219.0
3038,DOM2011,197373982.0,1109832037.0,2090759730.0
3039,DOM2012,406952956.0,1327125725.0,2376156475.0
3040,DOM2013,294070382.0,1057999142.0,2135546947.0
3041,DOM2014,142153113.0,852116505.0,2110406807.0
3042,DOM2015,65950780.0,554037192.0,1818419875.0
3043,DOM2016,75115376.0,482801569.0,1725057949.0
3044,DZA1962,399812904.984375,437441629.60543823,451907231.7522888
3045,DZA1963,458508321.99609375,489553471.4525757,511375437.8180847
3046,DZA1964,487171375.21875,523799140.69937134,544108461.9232483
3047,DZA1965,497066677.3754883,538130507.8425293,550109117.673645
3048,DZA1966,575487150.8012695,601363907.3706665,618151909.2485046
3049,DZA1967,751713093.5625,771548604.0189514,781574711.47406
3050,DZA1968,699994544.0,740299679.0440903,751437625.0725479
3051,DZA1969,693636168.078125,732512337.5028381,743179310.0248108
3052,DZA1970,902607149.9375,953327705.5478058,966501900.2785339
3053,DZA1971,737376122.2578125,782816650.8453369,794169930.7357178
3054,DZA1972,1322100700.125,1341384319.294983,1346012559.9996948
3055,DZA1973,2159278494.0,2200104463.338745,2217450064.9820175
3056,DZA1974,5257824060.5,5336724797.855591,5364457783.386963
3057,DZA1975,5228492886.25,5311318018.78186,5338563847.538879
3058,DZA1976,5940607338.5,6040581166.909607,6114166509.296936
3059,DZA1977,5774850324.5,5849861417.97052,5875587522.858734
3060,DZA1978,6423320833.500488,6504439162.85791,6530073778.765198
3061,DZA1979,9843628691.0,9928515404.287537,9965303010.552185
3062,DZA1980,13621917281.0,13711528799.874512,13753329216.397888
3063,DZA1981,14598068729.0,14683130940.66333,14722147034.218323
3064,DZA1982,13662385890.0,13738185986.384033,13772086220.404053
3065,DZA1983,13234974573.0,13327952868.155396,13354152847.109924
3066,DZA1984,13039710024.0,13153432975.215576,13194404515.283936
3067,DZA1985,12579825022.0,12667723018.316772,12718422551.943237
3068,DZA1986,9499587766.75,9621562944.115051,9659764769.612122
3069,DZA1987,9689691224.0625,9823562146.047302,9858049234.419373
3070,DZA1988,7542340659.0,7739327502.258789,7773456488.250549
3071,DZA1989,8453800476.0,8595867644.770508,8637003322.791992
3072,DZA1990,11688719724.0,11792739044.0,11831921762.0
3073,DZA1991,11513918191.0,11589466975.0,11634340230.0
3074,DZA1992,10707678080.0,10815753814.0,10852137388.0
3075,DZA1993,9354504844.0,9454748136.0,9482121075.0
3076,DZA1994,8579260000.0,8664252719.0,8681716903.0
3077,DZA1995,9681188562.0,9803444316.0,9838869718.0
3078,DZA1996,11529639811.0,11651774106.0,11712337872.0
3079,DZA1997,13152156685.0,13275851943.0,13324760464.0
3080,DZA1998,9154235661.0,9259461780.0,9313006893.0
3081,DZA1999,10958242260.0,11058130212.0,11105929669.0
3082,DZA2000,16206220581.0,16305029460.0,16340612348.0
3083,DZA2001,14820557777.0,14919082008.0,14955837831.0
3084,DZA2002,14835610952.0,15007654272.0,15041450031.0
3085,DZA2003,19529843081.0,19719520180.0,19756013310.0
3086,DZA2004,27380361952.0,27661879399.0,27701853272.0
3087,DZA2005,38268982225.0,38538804778.0,38584766533.0
3088,DZA2006,46007737377.0,46467221509.0,46540644383.0
3089,DZA2007,51182978867.0,51594145109.0,51713632982.0
3090,DZA2008,67556763418.0,68122342802.0,68344111367.0
3091,DZA2009,43214549905.0,43442541594.0,43673958493.0
3092,DZA2010,51705766735.0,52043793496.0,52418365533.0
3093,DZA2011,65480112791.0,65695664915.0,66185502400.0
3094,DZA2012,64754098007.0,64859770442.0,65355410897.0
3095,DZA2013,60285734326.0,60378500795.0,60823563182.0
3096,DZA2014,53395700496.0,53457190212.0,53838243717.0
3097,DZA2015,30791890891.0,30828443015.0,31111716312.0
3098,DZA2016,26337499374.0,26374543916.0,26767973651.0
3099,ECU1962,378263.15625,566613.1500244141,51956488.27355957
3100,ECU1963,1062140.875,2052330.808166504,45950563.577941895
3101,ECU1964,1552868.625,2915628.435760498,53823295.00814819
3102,ECU1965,1675064.0246582031,2659929.8272094727,73566553.07983398
3103,ECU1966,1573102.5,2560360.815673828,72809507.38842773
3104,ECU1967,1744941.1640625,2774475.5085754395,89895578.66488647
3105,ECU1968,906158.3125,2568881.1936035156,98391775.17956543
3106,ECU1969,1492023.1245117188,2385831.934020996,81561622.89837646
3107,ECU1970,1074678.4169921877,2168430.9400634766,102160778.79907227
3108,ECU1971,2324481.954711914,3331082.6939086914,98230451.52056885
3109,ECU1972,50622430.39892578,51718051.92687988,167412618.94543457
3110,ECU1973,275820531.2109375,277629194.9630127,410032734.97540283
3111,ECU1974,736416640.03125,737554535.2239685,991104145.4959412
3112,ECU1975,570635418.03125,572147342.878418,793729759.2666016
3113,ECU1976,732738014.6875,735900843.0223389,1073007929.9521484
3114,ECU1977,660572826.0078125,661222438.388977,1140155840.2019653
3115,ECU1978,690938591.2421875,693653859.0084534,1306450861.2781067
3116,ECU1979,693913720.8125,698729978.7853394,1238757089.6759644
3117,ECU1980,1533449559.0,1541010836.23526,2060973696.186798
3118,ECU1981,1507816629.0039062,1518096993.3763428,1910807832.0665283
3119,ECU1982,1592812134.6905518,1597121789.2261353,1965563394.2489624
3120,ECU1983,1774340211.0,1775662181.9136963,2053092160.4536133
3121,ECU1984,1709237427.0014648,1711340582.2257385,2088694790.9173584
3122,ECU1985,1881245496.9941406,1883938874.2868652,2505614498.0970764
3123,ECU1986,996267033.0019534,997759577.1829836,1620400873.2907717
3124,ECU1987,885089882.9238281,888386849.1365967,1322243362.8164062
3125,ECU1988,1020814764.0610352,1031350880.0358887,1417402454.5507812
3126,ECU1989,1118059906.7460938,1126852522.5491943,1483704361.0205078
3127,ECU1990,1307379023.0,1314428233.0,1655479760.0
3128,ECU1991,1192051176.0,1199322714.0,1479157046.0
3129,ECU1992,1268084471.0,1292192596.0,1514404405.0
3130,ECU1993,1214401876.0,1231701742.0,1489022331.0
3131,ECU1994,1332858018.0,1363909958.0,1952756245.0
3132,ECU1995,1489147690.0,1523709274.0,2099269026.0
3133,ECU1996,1806814502.0,1842960214.0,2380638519.0
3134,ECU1997,1603983465.0,1648445660.0,2114345981.0
3135,ECU1998,1068772189.0,1109577304.0,1428892465.0
3136,ECU1999,1395451534.0,1430732983.0,1789249851.0
3137,ECU2000,2452219106.0,2496591141.0,2798245081.0
3138,ECU2001,2072467478.0,2114127113.0,2416774642.0
3139,ECU2002,2061289830.0,2104931426.0,2404203446.0
3140,ECU2003,2820634261.0,2869056469.0,3239059803.0
3141,ECU2004,5534779131.0,5598791394.0,6029121321.0
3142,ECU2005,6365417125.0,6471585904.0,6967510278.0
3143,ECU2006,7482106898.0,7624722255.0,8226025000.0
3144,ECU2007,8171614168.0,8338196079.0,9017023947.0
3145,ECU2008,12276458290.0,12457914252.0,13214383489.0
3146,ECU2009,7993442432.0,8124286076.0,8929611370.0
3147,ECU2010,10997788738.0,11128352222.0,12046592456.0
3148,ECU2011,12979712440.0,13153859935.0,14407218599.0
3149,ECU2012,14153878301.0,14370924744.0,15476970475.0
3150,ECU2013,14719711686.0,14986232862.0,16134069142.0
3151,ECU2014,15042562083.0,15343129978.0,16641051757.0
3152,ECU2015,7732687451.0,8027483944.0,9457796895.0
3153,ECU2016,5840056163.0,6176525289.0,7621833742.0
3154,EGY1962,36664111.94433594,42020243.300720215,52239827.95367432
3155,EGY1963,42861189.13964844,46873221.42150879,72790670.63737488
3156,EGY1964,58935633.15673828,64233250.41546631,102863467.3216095
3157,EGY1965,60996680.7199707,70145789.64762878,136244287.26660156
3158,EGY1966,48278014.13696289,57495667.62475586,133959090.87924194
3159,EGY1967,34073045.47558594,41972581.70440674,148760552.3791809
3160,EGY1968,64249619.373046875,78846238.50463867,214856076.03967285
3161,EGY1969,105596461.046875,124544482.24841309,273251615.9737549
3162,EGY1970,181966576.50390622,202153904.34063718,307465557.9066467
3163,EGY1971,152982721.29882812,178154025.502594,266600596.551239
3164,EGY1972,99816823.61816406,128652026.93054199,202305116.1699524
3165,EGY1973,151303158.44140625,179876306.87057495,284635703.23532104
3166,EGY1974,254599973.0078125,291890608.1265564,449298541.6034546
3167,EGY1975,411236051.5,450785840.31414795,570512086.3850708
3168,EGY1976,781836507.0274048,830434406.5564575,953145105.2110596
3169,EGY1977,870513325.5791017,947942894.5670778,1070666555.7995607
3170,EGY1978,1226485759.0004885,1312272517.5764773,1364247496.5756228
3171,EGY1979,2427082298.625,2533183732.6141357,2584579322.716675
3172,EGY1980,3579605595.984375,3749838523.4800415,3787031972.812439
3173,EGY1981,4637943840.21875,4828834001.826172,4932226064.109375
3174,EGY1982,4058521119.9940796,4274839414.632141,4332589359.262878
3175,EGY1983,3559085624.484588,3758748832.234222,3805490926.215484
3176,EGY1984,3703616685.382324,3984367613.040283,4039690901.7009277
3177,EGY1985,3480482972.2285156,3636538181.964508,3664060690.224518
3178,EGY1986,2261397831.8203125,2498624929.2348633,2550877964.0629272
3179,EGY1987,2605392464.435547,2806567726.154663,2868010151.3361816
3180,EGY1988,2022681896.46875,2444921422.4838867,2500323391.5080566
3181,EGY1989,2666134762.0625,3141134929.742676,3211675491.1762085
3182,EGY1990,3108456625.0,3535590944.0,3612571573.0
3183,EGY1991,2958054919.0,3286769668.0,3401798500.0
3184,EGY1992,2999497724.0,3413733423.0,3532332495.0
3185,EGY1993,2845418105.0,3195565428.0,3306265892.0
3186,EGY1994,2851837012.0,3321317823.0,3472047570.0
3187,EGY1995,2907979087.0,3413103730.0,3580320063.0
3188,EGY1996,3818008365.0,4256079245.0,4503792897.0
3189,EGY1997,3269223404.0,3747431123.0,3935102602.0
3190,EGY1998,2143118812.0,2598238688.0,2835094965.0
3191,EGY1999,2436143648.0,2806484648.0,3020371153.0
3192,EGY2000,2342345000.0,2853263878.0,3124490920.0
3193,EGY2001,1730733537.0,2265481818.0,2627754983.0
3194,EGY2002,1846097330.0,2635576103.0,2931018514.0
3195,EGY2003,2528095837.0,3598612217.0,4022184200.0
3196,EGY2004,3057980192.0,5160249873.0,5888070964.0
3197,EGY2005,5016633272.0,7249332952.0,7987701466.0
3198,EGY2006,8260749131.0,11432887918.0,12303234471.0
3199,EGY2007,8661249004.0,12088632247.0,13247063212.0
3200,EGY2008,12673196839.0,16379566868.0,17663774410.0
3201,EGY2009,8437917178.0,11128319006.0,12706586795.0
3202,EGY2010,9403932695.0,12606873907.0,14375316178.0
3203,EGY2011,12460437980.0,16159272092.0,17872845368.0
3204,EGY2012,12317389792.0,15522773381.0,17114945264.0
3205,EGY2013,10693164645.0,13851942506.0,15604493731.0
3206,EGY2014,9145327384.0,11777222941.0,13127693437.0
3207,EGY2015,6539544689.0,8384529950.0,9815257009.0
3208,EGY2016,5193918870.0,7046882472.0,8466417536.0
3209,ERI1993,0.0,0.0,455679.0
3210,ERI1994,0.0,23495.0,209401.0
3211,ERI1995,0.0,239848.0,387999.0
3212,ERI1996,0.0,86218.0,593929.0
3213,ERI1997,32424.0,439566.0,2437257.0
3214,ERI1998,71928.0,839435.0,4274327.0
3215,ERI1999,11892.0,47957.0,911301.0
3216,ERI2000,0.0,881503.0,1537555.0
3217,ERI2001,6094.0,1178956.0,7918544.0
3218,ERI2002,3838.0,409810.0,530878.0
3219,ERI2003,0.0,447156.0,510832.0
3220,ERI2004,42933.0,268126.0,799991.0
3221,ERI2005,0.0,478022.0,1628524.0
3222,ERI2006,621.0,854913.0,1387957.0
3223,ERI2007,392.0,1114171.0,3283379.0
3224,ERI2008,3775.0,854674.0,2588490.0
3225,ERI2009,65163.0,368890.0,761695.0
3226,ERI2010,0.0,1214224.0,2971602.0
3227,ERI2011,0.0,4145642.0,4929489.0
3228,ERI2012,0.0,24004740.0,27676256.0
3229,ERI2013,398.0,74728999.0,82384713.0
3230,ERI2014,27521.0,530639200.0,534952021.0
3231,ERI2015,0.0,401070746.0,406408341.0
3232,ERI2016,24912.0,267392967.0,269726261.0
3233,ESH1963,0.0,0.0,0.0
3234,ESH1968,0.0,0.0,0.0
3235,ESH1970,81010.12744140625,736682.1011352539,986850.9500427246
3236,ESH1971,0.0,0.0,4439.699951171875
3237,ESH1972,710448.4814453125,710448.4814453125,1252005.0147094727
3238,ESH1973,0.0,0.0,2323914.8232421875
3239,ESH1974,0.0,0.0,24215273.006835938
3240,ESH1975,0.0,0.0,32567315.982177734
3241,ESH1976,148508.8125,200900.79541015625,10082094.444702148
3242,ESH1977,0.0,1837.0823974609373,130454.32763671875
3243,ESH1978,105169.75,105169.75,3029001.515625
3244,ESH1979,0.0,7818.98876953125,55823.94787597656
3245,ESH1980,0.0,189246.94580078125,323312.89794921875
3246,ESH1981,0.0,48751.114990234375,93903.6376953125
3247,ESH1982,0.0,15150.594116210938,20316.299194335938
3248,ESH1983,0.0,0.0,0.0
3249,ESH1984,0.0,0.0,10996.25
3250,ESH1985,0.0,0.0,0.0
3251,ESH1986,0.0,0.0,235330.140625
3252,ESH1987,0.0,0.0,110592.732421875
3253,ESH1988,0.0,60995.69921875,60995.69921875
3254,ESH1989,0.0,1900.0,962352.650390625
3255,ESH1990,0.0,4670.0,4670.0
3256,ESH1991,0.0,0.0,367808.0
3257,ESH1992,0.0,1184529.0,4004222.0
3258,ESH1993,0.0,1973145.0,4489525.0
3259,ESH1994,0.0,0.0,0.0
3260,ESH1995,0.0,8704.0,8704.0
3261,ESH1996,41142.0,41142.0,931380.0
3262,ESH1997,0.0,151131.0,156867.0
3263,ESH1998,0.0,7456.0,9567.0
3264,ESH1999,0.0,143704.0,145056.0
3265,ESH2000,0.0,175416.0,246384.0
3266,ESH2001,15899.0,263724.0,284379.0
3267,ESH2002,0.0,54528.0,54528.0
3268,ESH2003,56278.0,275353.0,1430832.0
3269,ESH2004,0.0,51532.0,51532.0
3270,ESH2005,0.0,3750.0,3750.0
3271,ESH2006,0.0,79968.0,79968.0
3272,ESH2007,32675.0,504710.0,504710.0
3273,ESH2008,97745.0,396773.0,2731708.0
3274,ESH2009,0.0,3836.0,12737.0
3275,ESH2010,0.0,804.0,804.0
3276,ESH2011,0.0,7741.0,8890.0
3277,ESH2012,196.0,7391.0,101848.0
3278,ESH2013,0.0,2164.0,2164.0
3279,ESH2014,0.0,3202.0,38053.0
3280,ESH2015,0.0,9755.0,44414.0
3281,ESH2016,0.0,3587.0,14843.0
3282,ESP1962,46833850.109375,122561655.46691895,166492754.90524292
3283,ESP1963,45503697.13671875,123453833.29071045,172231810.74743652
3284,ESP1964,41401513.65966797,127228761.66040039,189295567.1834259
3285,ESP1965,33028303.647460934,119731838.3045044,187438236.04315186
3286,ESP1966,33002568.65649414,123185031.57269287,198570591.04016113
3287,ESP1967,79316844.0078125,218683035.8089447,354220524.6905365
3288,ESP1968,149242775.9609375,302888970.8319473,442824454.780632
3289,ESP1969,108936971.1694336,286224747.42874146,435188343.2511902
3290,ESP1970,117172060.6171875,345260450.0197754,459506295.6230469
3291,ESP1971,101530539.875,395674842.92474365,494230747.2373352
3292,ESP1972,134832602.96875,512419074.2336426,640677243.2566528
3293,ESP1973,316411064.421875,885462201.2519531,1093321752.9293518
3294,ESP1974,492641983.25,1196657826.8914185,1459955894.6902466
3295,ESP1975,279429219.78808594,1265006316.0976562,1526439302.949524
3296,ESP1976,387577172.625,1635660718.9641113,1955677497.0768433
3297,ESP1977,405927912.71875,1931358659.2578125,2327711619.5022583
3298,ESP1978,367342700.9375,2621706334.02742,3007734910.1234894
3299,ESP1979,509499055.0,3474714258.932129,3978103548.7216797
3300,ESP1980,921246112.4999695,4712831074.761444,5346615340.433319
3301,ESP1981,1227469468.0,4883886901.283203,5669641405.870117
3302,ESP1982,1608034568.875,5165430363.639038,5721747071.575745
3303,ESP1983,1938293666.0,5336482297.4726715,5876561991.283218
3304,ESP1984,2201582809.0,6123200146.980225,6703158355.855225
3305,ESP1985,2351721672.0,6260042518.933594,6948844352.835815
3306,ESP1986,1962642713.0,5504758622.975708,6423128190.575317
3307,ESP1987,2168955308.8652954,5849480448.128967,7301775932.563538
3308,ESP1988,1952601645.2768555,6559407230.93457,8291062904.052734
3309,ESP1989,2300540987.2473145,7373514103.049438,9306370932.341675
3310,ESP1990,2528817332.0,8174129769.0,9878327314.0
3311,ESP1991,2458509586.0,8380274691.0,10154301738.0
3312,ESP1992,1776916915.0,7787269934.0,9630645339.0
3313,ESP1993,1591433785.0,7639412058.0,9262137276.0
3314,ESP1994,1508515465.0,8652019249.0,10813756228.0
3315,ESP1995,1446265350.0,10206586414.0,12971624550.0
3316,ESP1996,2509594690.0,11748013840.0,14500821628.0
3317,ESP1997,2569031012.0,11809545529.0,14731074221.0
3318,ESP1998,2221801317.0,11273617184.0,13987238653.0
3319,ESP1999,2387122016.0,11202898690.0,14002469554.0
3320,ESP2000,2970830454.0,12258532026.0,15139907376.0
3321,ESP2001,2513929565.0,11761714674.0,14721856656.0
3322,ESP2002,2444197769.0,12230077822.0,15383987027.0
3323,ESP2003,3358963976.0,15179654453.0,18978098751.0
3324,ESP2004,4623350785.0,19321696254.0,23563367745.0
3325,ESP2005,6357310368.0,23053620013.0,27497900476.0
3326,ESP2006,7656874007.0,28887125022.0,33806621566.0
3327,ESP2007,8284690129.0,35364079549.0,41389166707.0
3328,ESP2008,11854473620.0,42804451913.0,49859441616.0
3329,ESP2009,7104912754.0,27613931340.0,33172590496.0
3330,ESP2010,9503496013.0,35555164679.0,42133399151.0
3331,ESP2011,16013510987.0,47689057414.0,55584221639.0
3332,ESP2012,17557819732.0,45324827042.0,52838942462.0
3333,ESP2013,18477082166.0,46298667971.0,54176707777.0
3334,ESP2014,20296753924.0,48734598068.0,56705936284.0
3335,ESP2015,12526587016.0,36726835104.0,43393248517.0
3336,ESP2016,10104485925.0,33389419962.0,40239237662.0
3337,EST1992,19540270.0,117907559.0,135532509.0
3338,EST1993,41783248.0,133102096.0,164434852.0
3339,EST1994,44693094.0,197536360.0,316436037.0
3340,EST1995,208763400.0,501455691.0,734636725.0
3341,EST1996,412272807.0,635044568.0,918322871.0
3342,EST1997,540002912.0,794704810.0,1255333674.0
3343,EST1998,390467965.0,702387387.0,1185019692.0
3344,EST1999,543954398.0,853649495.0,1240916203.0
3345,EST2000,603460666.0,884316632.0,1254421792.0
3346,EST2001,562639080.0,867992816.0,1289047776.0
3347,EST2002,485450209.0,742526297.0,1127409560.0
3348,EST2003,387127068.0,761297833.0,1244381346.0
3349,EST2004,778075985.0,1378452963.0,2022252154.0
3350,EST2005,1035623139.0,1643113308.0,2277962183.0
3351,EST2006,1473556706.0,2282713841.0,2957648281.0
3352,EST2007,1149552798.0,2224557991.0,3158231965.0
3353,EST2008,1032973767.0,2340496293.0,3283697404.0
3354,EST2009,1090626953.0,1727161376.0,2499518045.0
3355,EST2010,1052579069.0,2001752796.0,2998750616.0
3356,EST2011,1586586632.0,2846116792.0,4068932349.0
3357,EST2012,1475492699.0,2596251933.0,3792672859.0
3358,EST2013,1066118991.0,1938760980.0,3313894763.0
3359,EST2014,2322553703.0,3179398220.0,4638350510.0
3360,EST2015,801288796.0,1391038594.0,2650840591.0
3361,EST2016,454799375.0,1110125643.0,2386888810.0
3362,ETH1962,0.0,441252.9598388672,41984113.909301765
3363,ETH1963,0.0,741158.5357208252,43148637.45088196
3364,ETH1964,51805.3984375,451908.31900024414,60209430.39840698
3365,ETH1965,0.0,366073.6091308594,70512870.8359375
3366,ETH1966,0.0,474102.9729003906,52761842.41046143
3367,ETH1967,0.0,208368.75744628906,64175620.54815673
3368,ETH1968,0.0,692124.201095581,60472157.38127136
3369,ETH1969,1142311.125,2174824.3095092773,67384839.07202148
3370,ETH1970,2156265.7647094727,3162420.1421813965,92105147.59701538
3371,ETH1971,2423945.25,2878462.4532470703,85306342.34973145
3372,ETH1972,4427334.75,5300829.244140625,88718778.33856201
3373,ETH1973,15082882.684570312,17463559.838928223,138224083.55395508
3374,ETH1974,134521187.00341797,138377331.72888184,227433556.8435669
3375,ETH1975,12488303.247070312,13221825.198486328,106429810.97406006
3376,ETH1976,1591641.75,22009544.73864746,167469292.38024902
3377,ETH1977,982738.625,1377260.5731201172,184392083.12591553
3378,ETH1978,567858.9375,755168.919921875,200497458.67895508
3379,ETH1979,3047589.5,3579529.5018310547,252045209.16986084
3380,ETH1980,33717668.0,33978209.5559082,325251412.62475586
3381,ETH1981,30440442.0078125,30808027.969665527,264752048.66711426
3382,ETH1982,38494070.0,39425026.99621582,273656856.9337158
3383,ETH1983,34784313.75,34988472.81854248,273208465.1486206
3384,ETH1984,33028735.499938965,33545007.797912598,302090044.0354614
3385,ETH1985,35588841.1875,35667907.19378662,236243922.05560303
3386,ETH1986,10999188.0,11910969.335632324,358156316.8520508
3387,ETH1987,24234858.00048828,24653350.075683594,277058987.2034302
3388,ETH1988,16136016.46923828,16775529.290771483,278666222.7513428
3389,ETH1989,17746491.75048828,18961360.571166992,332339399.2630615
3390,ETH1990,16135406.0,16314182.0,186681774.0
3391,ETH1991,2261853.0,2632549.0,119186185.0
3392,ETH1992,11956982.0,12088893.0,127222388.0
3393,ETH1993,8021821.0,8486893.0,141761150.0
3394,ETH1994,25325.0,654779.0,195803789.0
3395,ETH1995,9890430.0,11018630.0,328042318.0
3396,ETH1996,2226819.0,7895503.0,265709237.0
3397,ETH1997,6328709.0,10132773.0,396781820.0
3398,ETH1998,19622.0,11146268.0,419756250.0
3399,ETH1999,11412.0,8921121.0,275037117.0
3400,ETH2000,83682.0,10005182.0,275283234.0
3401,ETH2001,4603114.0,14921663.0,199303548.0
3402,ETH2002,122119.0,5936327.0,203071099.0
3403,ETH2003,77726.0,3667311.0,221803491.0
3404,ETH2004,2699157.0,11404000.0,283472858.0
3405,ETH2005,0.0,23749104.0,424906650.0
3406,ETH2006,0.0,30455826.0,463296783.0
3407,ETH2007,70256.0,43657404.0,503308723.0
3408,ETH2008,80888.0,13101249.0,608094057.0
3409,ETH2009,10774.0,11802061.0,440340223.0
3410,ETH2010,0.0,28611261.0,711078137.0
3411,ETH2011,2563628.0,44086023.0,1014426898.0
3412,ETH2012,87334.0,30285067.0,940867231.0
3413,ETH2013,4903.0,12274198.0,765269124.0
3414,ETH2014,552944931.0,614712861.0,1531858623.0
3415,ETH2015,416053306.0,464355088.0,1509274425.0
3416,ETH2016,181462.0,26078345.0,725580423.0
3417,FIN1962,73058.79809570312,29785373.085083008,434936558.5383606
3418,FIN1963,309566.22009277344,49021982.21878052,543612392.8461456
3419,FIN1964,225023.70440673828,75107545.1711731,641964077.2125778
3420,FIN1965,960540.6210632323,101622082.35734558,651607955.4562378
3421,FIN1966,665565.2489776611,111707070.9344635,644991440.9828186
3422,FIN1967,6502034.1744384775,115384764.45927429,599999298.7122498
3423,FIN1968,3571604.257080078,121602102.83615112,619261061.2521667
3424,FIN1969,10575860.544433594,154840383.10321045,671544718.1176682
3425,FIN1970,8996046.79711914,185083719.7796631,772668494.5421906
3426,FIN1971,4683817.970825195,171436746.14735413,708625727.5147247
3427,FIN1972,4466613.30645752,214968828.97207642,804308875.042511
3428,FIN1973,8633603.586914062,306566251.32696533,1077398454.8125763
3429,FIN1974,38873115.97729492,426420915.84594727,1469193685.665207
3430,FIN1975,20746067.743164066,416478795.47351074,1281907188.6343994
3431,FIN1976,115976401.59960938,594191524.9407959,1626026450.507782
3432,FIN1977,157157108.8100586,804261416.4578247,2081703565.3093262
3433,FIN1978,227319104.421875,1173663120.1614838,2525810995.337784
3434,FIN1979,287763225.24755865,1381443459.694336,3348916763.094208
3435,FIN1980,579394738.0344237,1740926136.658508,4337509634.10553
3436,FIN1981,590450996.9335938,1697428638.8919678,3927435100.570862
3437,FIN1982,504508873.49609375,1506199723.1088867,3093789084.0509033
3438,FIN1983,699693316.5001222,1751045323.7871704,3279849431.2875595
3439,FIN1984,761190979.0,1886091226.8048096,3606543580.7598877
3440,FIN1985,600618713.991211,1815792555.949463,3292123115.1004333
3441,FIN1986,408816933.984375,1776928718.9780273,3471510774.0023193
3442,FIN1987,455047783.0,2151948051.6013184,4311713426.5896
3443,FIN1988,472968179.00097656,2586216366.5009766,5069841761.535645
3444,FIN1989,313858085.0,2714813554.9369507,5285441379.118591
3445,FIN1990,539162991.0,3013488665.0,5648279198.0
3446,FIN1991,839181531.0,3262513637.0,5392661209.0
3447,FIN1992,846604645.0,3490134618.0,5666838376.0
3448,FIN1993,719474403.0,3241829091.0,5432213533.0
3449,FIN1994,705729069.0,3683808701.0,6604144306.0
3450,FIN1995,812544213.0,4614498515.0,8049618232.0
3451,FIN1996,1088672510.0,4730170130.0,7691054089.0
3452,FIN1997,983867676.0,4693162611.0,7885975950.0
3453,FIN1998,804186346.0,4302717954.0,7209672878.0
3454,FIN1999,931956872.0,4192969522.0,7029754564.0
3455,FIN2000,1529436353.0,5157702888.0,8062908948.0
3456,FIN2001,1320731278.0,4788030782.0,7420617537.0
3457,FIN2002,1499386854.0,5263497351.0,8204555934.0
3458,FIN2003,1862385987.0,6930093599.0,10439331440.0
