,map,res_exp1,res_exp2,res_exp3
5989,LBY1981,15285032396.5,15285319433.507812,15285372198.464111
5990,LBY1982,11082604998.0,11082701039.00415,11083161186.517822
5991,LBY1983,13335010552.0,13335267961.688477,13337576888.520264
5992,LBY1984,11304371770.5,11304857945.493774,11306566715.949585
5993,LBY1985,11775591007.0,11777652447.95935,11778311689.437866
5994,LBY1986,7143885034.000244,7144005111.002808,7144711032.879761
5995,LBY1987,7368865382.999939,7370004073.989685,7370428624.9730835
5996,LBY1988,6960425452.0,6962053267.717285,6962278719.019043
5997,LBY1989,7269655142.0,7273390996.484375,7274085268.730957
5998,LBY1990,11271191289.0,11407523030.0,11409622147.0
5999,LBY1991,10841915118.0,10910723919.0,10915476190.0
6000,LBY1992,9320321836.0,9401109623.0,9402184155.0
6001,LBY1993,7234001398.0,7311645412.0,7312876662.0
6002,LBY1994,7506727212.0,7605326926.0,7606236542.0
6003,LBY1995,8031031130.0,8222670167.0,8224596021.0
6004,LBY1996,9893291053.0,10010899705.0,10011951815.0
6005,LBY1997,9997072352.0,10179448706.0,10180226321.0
6006,LBY1998,6643460777.0,6843513146.0,6847140153.0
6007,LBY1999,8074460739.0,8216014556.0,8217568818.0
6008,LBY2000,12353736368.0,12454343592.0,12455327106.0
6009,LBY2001,11076056858.0,11196503757.0,11197507987.0
6010,LBY2002,9529547528.0,9694273203.0,9694778868.0
6011,LBY2003,13124227424.0,13301512249.0,13302445205.0
6012,LBY2004,18186621916.0,18562269980.0,18563160767.0
6013,LBY2005,27522393148.0,27811045170.0,27813096724.0
6014,LBY2006,36492287528.0,36852964364.0,36857457470.0
6015,LBY2007,40161269840.0,40608657088.0,40620097618.0
6016,LBY2008,57415906150.0,57931909486.0,57999621628.0
6017,LBY2009,35147088708.0,35338711164.0,35350010912.0
6018,LBY2010,44024080184.0,44470963594.0,44494598861.0
6019,LBY2011,16907866165.0,17029134251.0,17042526186.0
6020,LBY2012,54792020622.0,54902627040.0,54924052325.0
6021,LBY2013,39093080063.0,39263883710.0,39278978863.0
6022,LBY2014,18510189753.0,18770804678.0,18794139323.0
6023,LBY2015,8796616052.0,8971624353.0,8987671007.0
6024,LBY2016,5907553311.0,6111952950.0,6125259309.0
6025,LCA1965,0.0,0.0,0.0
6026,LCA1969,0.0,0.0,0.0
6027,LCA1970,0.0,0.0,465.5
6028,LCA1971,2014.949951171875,2014.949951171875,2014.949951171875
6029,LCA1972,0.0,0.0,15841.5498046875
6030,LCA1973,934.9992065429688,6638.997863769531,22177.946838378906
6031,LCA1974,950.0050048828124,23810.995178222656,99567.15771484375
6032,LCA1975,0.0,25669.06951904297,104106.35768890381
6033,LCA1976,2814.996826171875,19022.987579345703,492703.16955566406
6034,LCA1977,47162.0,136405.00939941406,633051.2009277344
6035,LCA1978,0.0,0.0,18412.8984375
6036,LCA1979,0.0,0.0,79771.0
6037,LCA1980,0.0,16381.9990234375,901807.2957763671
6038,LCA1981,9838.9912109375,53562.97802734375,437793.49353027344
6039,LCA1982,0.0,65490.97848510742,378715.5014953613
6040,LCA1983,1925.9966430664065,21138.545074462894,573345.8865661621
6041,LCA1984,0.0,54159.0,673455.146484375
6042,LCA1985,3362.0009765625,68810.60961914062,652656.1643066406
6043,LCA1986,8079.003784179687,120455.0348510742,668209.1996459961
6044,LCA1987,3959.0103759765625,97073.73233032227,662001.1880187988
6045,LCA1988,2259.99951171875,81012.98156738281,1017355.7858886719
6046,LCA1989,10391.015380859377,479575.9004211426,938866.331817627
6047,LCA1990,7629677.0,7755181.0,8590983.0
6048,LCA1991,15045.0,264474.0,809768.0
6049,LCA1992,2810.0,121977.0,543148.0
6050,LCA1993,42499.0,408183.0,808378.0
6051,LCA1994,4623.0,655859.0,1678920.0
6052,LCA1995,38522.0,1142331.0,1964694.0
6053,LCA1996,0.0,662586.0,964657.0
6054,LCA1997,13641440.0,13967949.0,14396387.0
6055,LCA1998,8512.0,205819.0,544626.0
6056,LCA1999,0.0,397099.0,838373.0
6057,LCA2000,0.0,249910.0,657138.0
6058,LCA2001,10141921.0,10320394.0,10657542.0
6059,LCA2002,283118.0,494789.0,933116.0
6060,LCA2003,422773.0,654205.0,1897334.0
6061,LCA2004,9126181.0,9601202.0,11722080.0
6062,LCA2005,47444600.0,48460501.0,49883393.0
6063,LCA2006,0.0,687257.0,1582295.0
6064,LCA2007,58513.0,5213212.0,8005693.0
6065,LCA2008,11316850.0,14370496.0,18811579.0
6066,LCA2009,125136952.0,128211910.0,129304990.0
6067,LCA2010,14172830.0,15850733.0,17687189.0
6068,LCA2011,138094714.0,140329755.0,141763209.0
6069,LCA2012,267071.0,3345489.0,5605395.0
6070,LCA2013,0.0,2073361.0,4682950.0
6071,LCA2014,531.0,1332588.0,10071804.0
6072,LCA2015,424.0,2001970.0,10186499.0
6073,LCA2016,63415050.0,64752931.0,66673238.0
6074,LKA1962,6288585.468811035,7568280.22277832,322318117.53637695
6075,LKA1963,3796508.7958984375,5510987.271942139,318170239.7808838
6076,LKA1964,5043151.118164063,7043727.892883302,327095214.40042114
6077,LKA1965,5071777.848754883,7402860.629211426,345807206.37091064
6078,LKA1966,3443909.9844665527,6440321.993591309,322008848.4520874
6079,LKA1967,48346.132568359375,3641862.102172851,304044272.7302551
6080,LKA1968,9273675.1875,12766688.68057251,293782389.9062195
6081,LKA1969,184949.099609375,5786803.496948242,288102428.14733887
6082,LKA1970,3430128.250122071,9140761.393493652,299170607.1699219
6083,LKA1971,5429198.391479492,12763792.060516357,290594053.0214844
6084,LKA1972,6191276.8125,18998274.490203857,273665122.88793945
6085,LKA1973,5475569.59375,41239284.855285645,264383242.30462646
6086,LKA1974,64037750.6875,85761755.84011841,484815001.4466858
6087,LKA1975,19735526.123046875,46040301.60043335,466994945.48349
6088,LKA1976,19170246.271484375,57443076.0050354,467393952.0717926
6089,LKA1977,27591685.76208496,62224673.70297241,675295745.7649231
6090,LKA1978,11295517.5,75026801.00494385,327859333.89385986
6091,LKA1979,130968191.0,186743670.0022583,798676014.4707031
6092,LKA1980,203295461.9995117,270932397.7435303,897907617.760498
6093,LKA1981,162686367.0625,219814724.1349182,786410810.0349274
6094,LKA1982,241556772.4296875,298462375.7347107,796674205.4784393
6095,LKA1983,162859663.99987793,237913758.8640747,806467817.6286621
6096,LKA1984,139202776.99969482,207444171.2805481,1090770615.292221
6097,LKA1985,61201635.981933594,116668189.93096924,742610893.2312622
6098,LKA1986,93889745.25,191330698.4041748,699700981.3517456
6099,LKA1987,86640962.00195312,204146508.6429596,746465821.3612976
6100,LKA1988,23332363.74998474,176720748.71520996,789321375.5958862
6101,LKA1989,18768430.218811035,227503505.16600803,784511168.7149125
6102,LKA1990,34605215.0,263682451.0,935145354.0
6103,LKA1991,37043527.0,223003103.0,850006584.0
6104,LKA1992,25929642.0,229806016.0,756873023.0
6105,LKA1993,27390033.0,282984428.0,869587361.0
6106,LKA1994,34771768.0,317994573.0,956800841.0
6107,LKA1995,13135749.0,305512345.0,773396372.0
6108,LKA1996,14004616.0,290762342.0,769201402.0
6109,LKA1997,29485863.0,287148156.0,837049582.0
6110,LKA1998,18293497.0,238970597.0,842930746.0
6111,LKA1999,31081902.0,289554170.0,1088121284.0
6112,LKA2000,50174183.0,349817619.0,1186605400.0
6113,LKA2001,20287359.0,291540353.0,1150714733.0
6114,LKA2002,20043930.0,405268270.0,1247585357.0
6115,LKA2003,1188322.0,435283820.0,1291359539.0
6116,LKA2004,10455658.0,538065040.0,1511539017.0
6117,LKA2005,987848.0,602159763.0,1669937976.0
6118,LKA2006,8207943.0,592287183.0,1817916580.0
6119,LKA2007,2618901.0,567372529.0,2048396869.0
6120,LKA2008,2263646.0,595472594.0,2390634019.0
6121,LKA2009,9421578.0,467688960.0,2058278613.0
6122,LKA2010,33763839.0,562825877.0,2463569512.0
6123,LKA2011,93608671.0,794178002.0,2959572479.0
6124,LKA2012,15829947.0,650967020.0,2737670152.0
6125,LKA2013,84150117.0,717263060.0,2881980607.0
6126,LKA2014,141451885.0,747054639.0,2858690455.0
6127,LKA2015,117862910.0,551282905.0,2485140419.0
6128,LKA2016,126957303.0,522255254.0,2287247707.0
6129,LSO2000,58862.0,22087772.0,22727902.0
6130,LSO2001,3516.0,8540824.0,8570879.0
6131,LSO2002,0.0,7413903.0,7662564.0
6132,LSO2003,0.0,5444347.0,5535470.0
6133,LSO2004,0.0,36517766.0,36737130.0
6134,LSO2005,0.0,71403497.0,72121070.0
6135,LSO2006,0.0,94412010.0,94982890.0
6136,LSO2007,4817.0,207940791.0,208955818.0
6137,LSO2008,166694.0,262856060.0,263235695.0
6138,LSO2009,1735.0,152691847.0,153063927.0
6139,LSO2010,201120.0,193064087.0,209699468.0
6140,LSO2011,374655.0,393403418.0,413372234.0
6141,LSO2012,493073.0,294210195.0,314276942.0
6142,LSO2013,548036.0,282134142.0,302609002.0
6143,LSO2014,702818.0,389724648.0,415960852.0
6144,LSO2015,766719.0,302274585.0,316153143.0
6145,LSO2016,232155.0,241620714.0,260400369.0
6146,LTU1992,206130309.0,386021568.0,415067057.0
6147,LTU1993,392146159.0,558748202.0,590508704.0
6148,LTU1994,541217614.0,789630414.0,953920446.0
6149,LTU1995,350208434.0,788620048.0,1054376244.0
6150,LTU1996,500325364.0,783734799.0,1089244532.0
6151,LTU1997,547601427.0,856069502.0,1154714860.0
6152,LTU1998,471386135.0,786153569.0,1013679864.0
6153,LTU1999,524907980.0,825594556.0,1064596925.0
6154,LTU2000,678526936.0,1012363702.0,1250049508.0
6155,LTU2001,1032457433.0,1297042503.0,1584338068.0
6156,LTU2002,1019387235.0,1306988071.0,1612883448.0
6157,LTU2003,1457104706.0,1784446395.0,2230412888.0
6158,LTU2004,1789704575.0,2208327687.0,2686960953.0
6159,LTU2005,2366281831.0,2828956247.0,3462555417.0
6160,LTU2006,2447481075.0,3083353533.0,3814000548.0
6161,LTU2007,1896458686.0,2711991090.0,3716473579.0
6162,LTU2008,4460584889.0,5491703319.0,6833091867.0
6163,LTU2009,2500885419.0,3032130795.0,4105268658.0
6164,LTU2010,3370251200.0,4188866110.0,5457465912.0
6165,LTU2011,5109317921.0,6116282324.0,7592853075.0
6166,LTU2012,5591451736.0,6644698947.0,8592192023.0
6167,LTU2013,5415533458.0,6498742558.0,8749990868.0
6168,LTU2014,4012368386.0,5111130310.0,7557421380.0
6169,LTU2015,3002110825.0,3902018150.0,6131676039.0
6170,LTU2016,2749350270.0,3706301526.0,6135649193.0
6171,LUX1999,8199445.0,2024555474.0,2117391655.0
6172,LUX2000,40111407.0,2259888064.0,2420292826.0
6173,LUX2001,19485159.0,2334797201.0,2495899859.0
6174,LUX2002,13465917.0,2341066712.0,2521083909.0
6175,LUX2003,12482444.0,2618826364.0,2845349634.0
6176,LUX2004,18600910.0,3901503578.0,4234635331.0
6177,LUX2005,24927925.0,4019475767.0,4437062560.0
6178,LUX2006,52553165.0,5109908124.0,5515566818.0
6179,LUX2007,47950350.0,6400809697.0,6903952374.0
6180,LUX2008,50078095.0,7593243044.0,8173578963.0
6181,LUX2009,21428788.0,3929625801.0,4673000714.0
6182,LUX2010,19224789.0,5410130976.0,6142487290.0
6183,LUX2011,42109202.0,6054225642.0,6998170764.0
6184,LUX2012,76887793.0,4892523302.0,5670468006.0
6185,LUX2013,190412812.0,5153082181.0,5964039485.0
6186,LUX2014,156000550.0,5455908162.0,6302046278.0
6187,LUX2015,98344004.0,4380315758.0,5145710732.0
6188,LUX2016,30115077.0,4163569922.0,4859567827.0
6189,LVA1992,254341390.0,347522007.0,378227207.0
6190,LVA1993,464683371.0,634422442.0,709149269.0
6191,LVA1994,626465369.0,803760789.0,1007489836.0
6192,LVA1995,616089620.0,914276854.0,1332680742.0
6193,LVA1996,1002227692.0,1265374810.0,1647944706.0
6194,LVA1997,898518401.0,1208385857.0,1725207677.0
6195,LVA1998,539593633.0,851829962.0,1452588594.0
6196,LVA1999,615715011.0,878985076.0,1361648926.0
6197,LVA2000,571445545.0,816921296.0,1441321785.0
6198,LVA2001,526474365.0,798154893.0,1392695695.0
6199,LVA2002,429127726.0,744451724.0,1407839018.0
6200,LVA2003,457251623.0,856844511.0,1716716130.0
6201,LVA2004,965159107.0,1546020810.0,2406086259.0
6202,LVA2005,1251618451.0,1888868494.0,2768159865.0
6203,LVA2006,1511477853.0,2297111686.0,3205327255.0
6204,LVA2007,1402206590.0,2433624766.0,3727801262.0
6205,LVA2008,1427287135.0,2863099702.0,4076150828.0
6206,LVA2009,1031167275.0,1858985780.0,2838890826.0
6207,LVA2010,832747775.0,1955051869.0,3356228613.0
6208,LVA2011,1579140841.0,3030984462.0,4534988558.0
6209,LVA2012,1535947485.0,3027287482.0,4730315080.0
6210,LVA2013,1576159846.0,2788418853.0,4586323606.0
6211,LVA2014,2270999564.0,3410348790.0,5470663398.0
6212,LVA2015,896971334.0,1835658728.0,3731188077.0
6213,LVA2016,844525405.0,1816287765.0,3682013740.0
6214,MAC1962,0.0,159244.96313476562,176289.89392089844
6215,MAC1963,0.0,0.0,0.0
6216,MAC1964,0.0,0.0,0.0
6217,MAC1965,0.0,0.0,0.0
6218,MAC1966,0.0,0.0,0.0
6219,MAC1967,0.0,0.0,0.0
6220,MAC1968,0.0,0.0,0.0
6221,MAC1969,0.0,83233.00048828125,83799.00048828125
6222,MAC1970,18903.73779296875,1254339.0408325195,4762703.34967041
6223,MAC1971,2031.613037109375,1339415.8075561523,4789680.222229004
6224,MAC1972,0.0,1602412.242401123,4279022.632019043
6225,MAC1973,11416.248046875,1958727.4345092773,3721448.3395996094
6226,MAC1974,3923.630859375,3273302.8444213867,5624053.171417236
6227,MAC1975,0.0,2210187.8021850586,4986225.562988281
6228,MAC1976,0.0,2692560.374572754,7574577.851867676
6229,MAC1977,5006.91357421875,5561650.481384277,9411321.362731934
6230,MAC1978,7294.99853515625,4868413.886230469,8444671.33380127
