"International_data"
"https://www.eia.gov/beta/international/data/browser/#/?pa=0000000000000000000000000000000000g&c=ruvvvvvfvtvnvv1urvvvvfvvvvvvfvvvou20evvvvvvvvvnvvuvs&ct=0&tl_id=5-A&vs=INTL.53-1-AFG-TBPD.A&cy=2017&vo=0&v=T&end=2018"
"Fri May 24 2019 18:29:34 GMT+0200 (Central European Summer Time)"
"Source: U.S. Energy Information Administration"
,,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"","Petroleum and Other Liquids (annual)","1000 bbl/d"
"","Production",""
"","Total Petroleum and Other Liquids",""
"","Total Petroleum and Other Liquids",""
"","Georgia","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,2.9,2,1.8084931506849,1,1.2,2.6753424657534,2.1915068493151,2.2,1.9900269841631,2.1078251202411,1.4624804019288,2.7807022618192,1.9791031222732,1.977,0.995,0.984,0.979,0.993,1,1,1.007,1,1,0.79345205479452,0.394,0.394,0.394
"","Germany","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,148,132,137,138.57260273973,138,137.41256830601,134,140,141,150.96042076503,146.63111027397,154.31588561644,160.07499246575,147.34053825137,177.50202739726,193.18642465753,145.46402739726,154.69496721311,157.23850684932,215.117,214.087,206.367,212.80038356164,207.66067123288,207.64401369863,211.88843169399,207.61669863014,205.10710958904
"","Germany, East","1000 bbl/d",-6.2,-6.6,-7,-5.6,3.9,0.6,1.1,1.8,2.2,2.5,4,--,--,--,--,--,--,--,--,--,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"","Germany, West","1000 bbl/d",124,108,117,129,140,148,148,143,155,149,151,--,--,--,--,--,--,--,--,--,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"","Ghana","1000 bbl/d",2,2,2,2,2,1,0.2,0.094285769654794,0.0856578,-0.056671990871233,-0.0415219848,0.2,1.2,1.8,1.4,4,6.6,5.2,5,6,7.1318660352022,7.1833251327562,7.4331769453644,7.4774098204055,8.5735322220274,7.399,7.081,7.691,7.227,6.888,8.5140410958904,77.778328767123,79.253191256831,98.860328767123,105.73217808219,103.10916438356,99.113655737705,151.73108219178,173.59135616438
"","Gibraltar","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Greece","1000 bbl/d",1,10,24,29,31,30,24,25,24,21,19,19,20,15,14.446575342466,12.2,10.7,11.579452054795,9.5931506849315,3.2397260273973,7.6505464480875,8.0161520547945,6.636198630137,5.4193123287671,5.2381366120218,5.7464931506849,6.5843561643836,5.1375753424658,6.612,6.4166712328767,10.730246575342,9.7676849315068,11.727398907104,11.919575342466,12.438643835616,12.976712328767,15.748131147541,13.504424657534,14.833191780822
"","Greenland","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Grenada","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Guadeloupe","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Guam","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Guatemala","1000 bbl/d",5,5,6,7,5,3,5.1,4,3,4,3.9,4.4,4.6,6.8,8.0917808219178,9.4287671232877,12.630601092896,16,23.767123287671,22.8,20.504035409475,20.94088331646,17.903083418937,21.994520547945,19.811475409836,17.173424657534,21.464657534247,18.7408,18.442081967213,16.544,11.971189041096,10.967369863014,12.582696721311,12.053594520548,12.472783561644,12.745936986301,12.032702185792,13.683753424658,13.593342465753
"","Guinea","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Guinea-Bissau","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Guyana","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Haiti","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Hawaiian Trade Zone","1000 bbl/d",0,0,0,0,0,-0.07457016,-0.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
"","Honduras","1000 bbl/d",0,0,0,0,0,0,-0.014579455950685,-0.0080436817479452,-0.013075575748634,-0.0614601498,-0.1,-0.1,-0.095007036229508,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0
"","Hong Kong","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.58,0.1,0.3,2.1,0.1,0.1,0.1,0.1
"","Hungary","1000 bbl/d",58,58,62,61,63,63,64,60,65,54,58,49,49,47,62.734246575342,60.6,62.725136612022,68.3,53.2,49.384931506849,49.414989071038,48.740775342466,42.957408219178,45.529345205479,47.534538251366,42.279123287671,39.494312328767,32.817383561644,37.744234972678,35.36695890411,35.398123287671,31.650082191781,34.794371584699,36.478,31.143890410959,33.922,36.018333333333,35.922739726027,37.421369863014
"","Iceland","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","India","1000 bbl/d",186,329,395,485,525,626,646,627,655,724,682,639,602,578,650.71232876712,769.45205479452,751.02459016393,779.62465753425,761.32191780822,764.6602739726,772.95094449136,784.63081310308,815.86516491694,818.33350168892,846.60083324253,834.48838082192,871.3859890411,873.95102739726,876.53253278689,879.2250109589,966.01124931507,1011.583060274,1022.0858142077,1022.0382931507,1019.2470219178,1026.8811342466,1016.3706393443,1017.4457123288,1011.6265342466
"","Indonesia","1000 bbl/d",1659,1712,1431,1448,1498,1380,1426,1370,1369,1481,1537,1666,1577,1588,1589.0191780822,1581.5849315068,1638.4863387978,1607.3109589041,1616.3561643836,1569.0821917808,1530.2784164404,1433.5807876164,1340.0315346027,1245.318162874,1183.378491612,1104.8837232877,1039.3944931507,987.75533972603,1029.3860519126,1012.8915479452,1027.1894410959,998.14492054795,972.14517486339,939.12535616438,904.5,865.79964383562,948.32421857923,913.38893150685,890.9341369863
"","Iran","1000 bbl/d",1683,1402,2236,2460,2196,2272,2044,2313,2253,2831,3113,3358,3476,3591,3672.5547945205,3708.6191780822,3747.7103825137,3727.8780821918,3703.3671232877,3621.1643835616,3765.3851586885,3799.9911658904,3523.9685661096,3833.034035863,4104.2086789891,4238.5836712329,4149.340260274,4039.0256849315,4177.5378087432,4178.2963150685,4243.3565835616,4215.414,3520.196726776,3198.638739726,3389.6511917808,3497.1432739726,4376.1943551913,4706.3640684932,4471.4709178082
"","Iraq","1000 bbl/d",2526,1009,1021,1014,1218,1447,1696,2086,2699,2945,2064,302,421,523,567.23424657534,579.9,593.14371584699,1172.3575342466,2162.1410958904,2520.1767123288,2581.9687033064,2408.8217054612,2039.7913391435,1318.0444532805,2020.5667766234,1889.4195342466,2009.440739726,2096.635490411,2384.5523989071,2399.1670958904,2396.7802082192,2623.6039315068,2978.8743333333,3049.0205616438,3364.6010958904,4039.9810958904,4443.4573934426,4455.6249315068,4615.635890411
"","Ireland","1000 bbl/d",-0.6,-0.2,-0.1,-0.1,-0.1,-0.1,-0.2,-0.2,-0.1,-0.074430136986302,-0.2,-0.2,-0.2,-0.2,-0.4,-0.3,-0.3,-0.4,-0.4,-0.4,-0.4064262295082,-0.22506575342465,-0.11942739726027,-0.042057534246573,-0.1534262295082,-0.051,-0.182,-0.557,-0.431,-0.296,1.227,0.208,0.557,0.36,0.375,0.196,0.283,0.412,0.412
"","Israel","1000 bbl/d",35,36,1,1,1,1,1.6,1.4,1.5,0.8,0.9,-0.0547077864,0.1,2.1,2.9,3.1,3.5,2.1,3.4,3.1,3.66324057453,3.9138665130411,2.7401063649677,3.1941227495496,5.9506770526636,3.709,3.972,4.768,5.574,6.175,5.963,6.174,7.309,6.77,7.092,6.463,5.977,6.38,6.38
"","Italy","1000 bbl/d",68,68,65,78,82,84,67,85,109,102,109,104,112,113,118.14657534247,126.68219178082,135.99836065574,149.28904109589,143.55342465753,121.7698630137,134.5217704918,122.24008219178,129.8388739726,142.88928493151,153.21067486339,164.81321917808,164.53946575342,168.6098630137,164.20674863388,145.52571232877,173.83947945205,165.73708219178,160.65421311475,191.75734246575,185.69967123288,189.97495890411,150.14686338798,144.97102739726,156.96828767123
"","Jamaica","1000 bbl/d",0,0,0,0,0,0,-0.7,-0.4,-0.4,-0.5,-0.6,-0.4,-0.6,-0.2,-0.3,-0.5,-0.4,-0.4,-0.4,-0.2,-0.55760877824044,-0.41100367387945,1.3066568497644,2.0501440816548,1.5069867148,1.842,4.585,4.346,5.705,5.978,-0.852,-0.841,-0.798,-0.845,-0.699,-0.921,0.707,0.707,0.707
"","Japan","1000 bbl/d",40,38,44,39,46,51,52,55,60,63,67,77,82,85,81.612328767123,90.8,100.38743169399,101.32356164384,104.4,109.31780821918,112.19908196721,121.05929657534,120.17484246575,116.56882328767,123.39170765027,128.45482191781,129.42,132.44384931507,133.98303825137,137.41646575342,141.88210958904,135.85193150685,127.07143715847,137.55075342466,132.99868493151,138.44957534247,123.52503278689,131.2157260274,127.30339726027
"","Jordan","1000 bbl/d",0,0,0,0,0,0,1.2,0.7,0.8,0.5,0.6,0.8,0.4,0.061145134558904,0.2,0.1,0.1,0.1,-0.3,-0.2,-0.48596084715847,-0.2665490104,-0.17509957584658,-0.14172453196712,-0.36402078034973,-0.259,-0.128,0.088,0.706,0.614,0.163,0.496,0.439,0.377,0.519,0.403,0.403,0.403,0.403
"","Kazakhstan","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,443,407,416.40410958904,414.83561643836,458.62841530055,521.97808219178,526.95753424658,605.00410958904,725.62922348747,835.97118502436,967.51436457534,1061.9737384588,1245.8668764823,1337.1727643836,1387.8659068493,1445.6498164384,1430.9418169399,1541.5659589041,1608.613660274,1637.3166849315,1605.5984098361,1658.4622328767,1719.8962465753,1751.3714109589,1698.2804535519,1879.8974383562,1959.3083972603
"","Kenya","1000 bbl/d",1,1,1,1,1,1,-0.1,-0.080710990471233,-0.083132248306526,-0.028697183424657,-0.1,-0.1,-0.1,-0.2,0,0,0,0,0,0,-0.054791662016394,-0.09183753790137,-0.1655705677589,-0.07992449940274,-0.26324720571585,-0.161,-0.318,-0.136,-0.162,-0.167,0.366,0.372,0.449,0.655,0.838,0.824,0.824,0.824,0.824
"","Kiribati","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.159,0,0,0
"","Korea, North","1000 bbl/d",0,0,0,0,0,0,0.6,0.6,0.4,0.5,0.6,0.7,0.9,0.9,0.7,0.6,0.3,0.3,0.8,0.6,0.66887264085792,0.14011367740274,0.1413808334411,0.13847033573699,0.14097402964481,0.121,0.093,0.118,0.123,0.09,0.137,0.135,0.135,0.149,0.138,0.138,0.137,0.138,0.138
"","Korea, South","1000 bbl/d",0,0,0,0,-13,-9,-8.1,-7.4,-9.6,-12,-9.8,-21,-24,-23,-24,-22,-15,-0.7,10.7,5.5,14.011306010929,14.78218630137,21.913263013699,14.588819178082,16.917836065574,17.248,21.293,30.032808219178,41.658868852459,54.649643835616,64.889,65.908,81.157,84.776,96.263,96.864,108.419,114.808,114.808
"","Kosovo","1000 bbl/d",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"","Kuwait","1000 bbl/d",1760,1195,872,1127,1233,1086,1483,1664,1579,1878,1234,191,1084,1896,2114.5397260274,2158.5109589041,2153.793989071,2121.9684931507,2206.4424657534,2018.2178082192,2200.7336827618,2125.5951580796,2029.9107710441,2268.3139222382,2515.3820485596,2671.9800821918,2671.5124657534,2603.4256493151,2727.8949098361,2505.9429972603,2449.0816547945,2680.6933424658,2785.5513551913,2801.769,2793.9197945205,2879.3902328767,2990.544136612,2823.5957123288,2869.7600958904
"","Kyrgyzstan","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,2.3,2,1.6161643835616,2,2,1.8,1.7,1.6084931506849,2.0298577990601,2.0105820556603,1.5095168553425,1.3581796973534,1.3646597922896,1.958,1.979,0.946,0.943,1,0.96,0.955,0.961,0.953,1.007,0.972,0.972,0.972,0.972
"","Laos","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Latvia","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.3,0.5,0.9,1.2,1.186,1.229,1.9,1.429,1.581,1.439,1.059,1.369,1.369
"","Lebanon","1000 bbl/d",0,0,0,0,0,0,-0.6,-0.054641573791677,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Lesotho","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Liberia","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Libya","1000 bbl/d",1827,1175,1190,1135,1124,1085,1062,999,1202,1183,1407,1521,1470,1400,1416.4890410959,1428.2,1447.3469945355,1504.0178082192,1448.3780821918,1376.9589041096,1469.3453132991,1427.8415309362,1383.1831807988,1484.8876998029,1582.2967178392,1739.2928082192,1864.5768356164,1929.7029452055,1941.4413333333,1836.2185890411,1844.198,521.76816438356,1547.4734262295,1046.5538493151,575.93280821918,512.68360273973,499.39679234973,930.77949315068,1073.6699041096
"","Lithuania","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,-0.5,3.6,5.2,5.6,6.4079234972678,7.1342465753425,9.4747945205479,8.3512328767123,9.5505154169126,13.481608758395,13.437415216575,12.361983171633,11.410836398798,9.833,8.375,7.619,10.042,9.454,9.784,9.193,9.511,9.725,9.319,9.907,10.336,9.31,9.31
"","Luxembourg","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Macau","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Macedonia","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,-0.4,-0.2,0,0,0,-0.2,-0.1,-0.1,-0.14587280847541,-0.18960589974247,-0.12991043165479,-0.080056135013699,-0.078139348142077,-0.045,-0.044,-0.066,-0.097,-0.146,0.02,0,0.07,0.113,0.141,0.23,0.24,0.236,0.236
"","Madagascar","1000 bbl/d",0,0,0,0,0,0,-0.2,-0.088766472736823,-0.1,-0.073126894679452,-0.088408284934247,-0.1,-0.034724022961749,-0.034966925452055,0,0,0,0,0,0,0.069139634562842,0.084145742230137,0.089266399419178,0.090587752213699,0.092178868923497,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Malawi","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.327,0.345,0.345,0.345,0.345,0.431,0.517,0.2,0.2
"","Malaysia","1000 bbl/d",284,265,307,366,451,451,513,508,551,597,630,657,667,660,676.28630136986,717.59315068493,730.02732240437,765.20273972603,823.20136986301,793.2301369863,763.70914344017,742.09854633181,782.91740427855,828.68181542761,803.93300042113,806.85083561644,766.61821917808,771.44419178082,775.04748087432,733.91610958904,733.4902739726,669.17604109589,675.27310928962,646.90152054795,669.61034246575,725.41208219178,762.16842622951,747.14906849315,749.51619178082
"","Maldives","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Mali","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Malta","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0
"","Martinique","1000 bbl/d",0,0,0,0,0,0,0.029178401873973,0.026517348531507,0.025351195863388,0.048894263364384,0.016772745172603,0.018545660493151,0.018159362278689,-0.1,0,0,0,0,0,0,-0.075082434136612,-0.069921832257534,-0.063830119545205,-0.082461817167123,-0.089936166027322,-0.078,-0.097,-0.081,-0.088,-0.249,-0.244,-0.269,-0.278,-0.295,-0.322,-0.319,-0.319,-0.319,-0.319
"","Mauritania","1000 bbl/d",0,0,0,0,0,0,0,-0.3,0.2,0.1,0.1,0.1,-0.046660224961749,-0.1,0,0,0,0,0,0,-0.092658464289618,0,0,0,0,0,30.619178082192,14.991780821918,12.833333333333,11.245219178082,8.2322328767123,7.7376410958904,6.5770765027322,6.7504109589041,6.0030054794521,5.2465753424658,4.8360655737705,4,4
"","Mauritius","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517,0.482,0.431,0.414,0.603,0.517,0.517,0.517,0.517
"","Mexico","1000 bbl/d",2129,2554,3003,2954,3050,3027,2803,2898,2889,2913,2992,3149,3134,3140,3159.3561643836,3075.1095890411,3293.306010929,3422.3452054795,3501.402739726,3354.3739726027,3460.085204918,3570.030169863,3593.3492493151,3807.6775150685,3847.9331612022,3784.0672191781,3709.5777671233,3500.2894794521,3186.8425245902,3000.7913835616,2978.5996438356,2960.0110739726,2940.716557377,2915.0745068493,2820.8089726027,2622.3929178082,2484.3548797814,2250.5834520548,2084.4820821918
"","Moldova","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.025,-0.017,-0.014,-0.018,-0.018,0.001,-0.018,-0.018,-0.018,-0.018
"","Mongolia","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.179,0.202,0.381,0.501,0.589,0.55,1.032,2.329,3.208,5.123,5.976,6.983295890411,9.9345081967213,14.051495890411,20.288024657534,23.17655890411,23.426229508197,20,20
"","Montenegro","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Montserrat","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Morocco","1000 bbl/d",2,2,2,2,2,2,-1.2,-0.060861756356164,0.2,-0.012583412390411,-0.7,-0.8,-0.8,-1.4,-1.5,-1.2,3.9,4.7,4.5,3.8,4.0236453748251,4.0349149530685,4.4843793772329,3.7230734016329,3.4464525340984,-1.05,-1.247,-1.342,-0.598,-0.58,-0.757,-1.939,-0.998,-0.725,0.062,0.675,0.16,0.16,0.16
"","Mozambique","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0.03,0.04,0.161,0.281,0.282,0.282
"","Namibia","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Nauru","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Nepal","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Netherlands","1000 bbl/d",31,33,53,67,82,101,123,118,109,99,108,106,86,90,132.22739726027,117.97260273973,113.23770491803,107.74246575342,108.07397260274,91.084931506849,88.185521857924,81.485128767123,98.378224657534,100.94784931507,96.222592896175,84.488465753425,74.209287671233,85.015534246575,69.397803278689,63.395794520548,63.141589041096,71.683726027397,87.360267759563,82.806465753425,95.151520547945,93.347109589041,70.128431693989,70.711123287671,70.253589041096
"","Netherlands Antilles","1000 bbl/d",4,4,4,4,4,4,-0.048360739726027,0.7,0.4,-0.2,-0.5,-1.2,-1.7,-1.5,-1.5,-1.4,-1.4,-1.5,-1.5,0,-0.75736572265027,-2.1691611128822,-1.0071834274082,-0.26368010635069,-0.029174634612022,-0.585,-0.738,0.531,0.661,-0.412,1.76,1.048,0.985,-0.221,0.717,0.927,0.927,0.927,0.927
"","New Caledonia","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","New Zealand","1000 bbl/d",9,12,17,18,20,24,43,44,53,57,59,58,58,60,57.375342465753,47.928767123288,46.821857923497,68.052054794521,57.117808219178,52.258904109589,47.679816939891,43.941876712329,40.990652054795,31.815197260274,27.939721311475,27.774082191781,25.800931506849,47.597054794521,65.38593989071,61.026835616438,60.711863013699,52.166591780822,48.454633879781,41.902753424658,49.299698630137,50.380931506849,43.906775956284,40.569931506849,33.583630136986
"","Nicaragua","1000 bbl/d",0,0,0,0,0,0,-0.2,-0.2,-0.2,-0.2,-0.2,-0.1,-0.1,-0.082092611937378,0,0,0,-0.1,-0.5,-0.4,-0.38637608025683,-0.49055999183562,-0.39400428659726,-0.37957760285479,-0.43605825521858,-0.367,-0.412,-0.377,0.574,0.611,-0.214,-0.22,0.058,-0.07,-0.133,-0.253,-0.081,-0.081,-0.081
"","Niger","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7553287671233,20.44,20.616,20.584,14.497,13.497,11.497,9.497
"","Nigeria","1000 bbl/d",2060,1438,1300,1246,1393,1500,1470,1344,1454,1722,1817,1898,1951,1967,1936.4232876712,1998.0534246575,2006.7983606557,2139.8369863014,2160.0575342466,2136.2630136986,2169.1351107703,2261.4160535,2123.3229796778,2278.5920319639,2331.6962293435,2630.8603561644,2442.2500136986,2352.7558356164,2168.8648907104,2212.1802876712,2462.2943972603,2528.1856849315,2511.7352896175,2362.4028082192,2406.3530821918,2235.2614931507,1938.542726776,2015.088890411,2059.1354657534
"","Niue","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Northern Mariana Islands","1000 bbl/d",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"","Norway","1000 bbl/d",529,514,534,664,756,827,910,1056,1199,1570,1725,1962,2225,2385,2700.9260273973,2909.9780821918,3240.9710382514,3289.4904109589,3146.5780821918,3148.1301369863,3354.6092459016,3422.9836767123,3341.884490411,3272.9566547945,3196.5875710383,2978.1315205479,2786.4723013699,2564.8936849315,2464.5221857923,2352.5551643836,2145.7628767123,2051.6131232877,1927.3570163934,1848.1532465753,1897.2177671233,1957.9111780822,2003.7475245902,1981.060739726,1863.7977260274
"","Oman","1000 bbl/d",284,321,326,377,417,502,563,587,622,650,693,706,744,780,814.44657534247,859.08767123288,891.08797814208,907.88356164384,903.63561643836,913.59589041096,972.04105515664,915.48762361812,899.48445139726,823.00979030137,754.29732213115,780.55832876712,743.85964383562,714.81371232877,759.69943442623,818.88876164384,869.36193424658,891.56891232877,924.59330874317,944.99637808219,951.77564109589,990.64342465753,1015.511568306,980.02716438356,988.21346575342
"","Pakistan","1000 bbl/d",11,11,13,14,18,36,42,42,45,48,62,63,64,63,57.439726027397,61.8,57.6,59.5,57.812328767123,56.835616438356,56.762788768322,63.374439554833,67.930743792921,64.330190535682,66.591600743306,68.125887671233,69.256512328767,74.141263013699,68.085579234973,66.890380821918,69.159101369863,70.44,75.432,85.365,98.405,92.972698630137,88.261732240437,92.479547945205,92.331602739726
"","Palestinian Territories","1000 bbl/d",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","Panama","1000 bbl/d",1,1,1,1,1,0,-0.4,-0.5,-0.2,-0.1,-0.1,-0.6,-1.2,-1.2,-0.6,0,-1.3,-0.6,-0.8,-1.4,-1.304568345235,-2.1951540765479,-0.13995405833973,0,0,0,0,0,0,0,0,0,0,0.305,0.685,0.262,0.446,0.446,0.446
"","Papua New Guinea","1000 bbl/d",0,0,0,0,0,0,0,0,0,0,0,0.2,53,126,109.75616438356,100.05753424658,103.3606557377,80.098630136986,79.06301369863,96.657534246575,70.08530009071,67.523363926575,55.153424657534,50.493150684932,45.601420845126,40.304369863014,48.751890410959,38.68101369863,41.462191256831,39.705945205479,30.959520547945,29.319643835616,27.470601092896,23.104643835616,49.643,57.584369863014,56.074803278689,50.573410958904,44.655602739726
"","Paraguay","1000 bbl/d",0,0,0,0,0,0,0.064160211682192,0.067812083787968,0.071955052517531,0.077138443336979,0.1,0.074073259738771,7.6857662803286E-5,0.051695238339726,0,0,0,0,0,0,-0.0026742810218579,-0.0024292951780822,-0.0092505323013698,-0.0057374298794521,0.090534567223934,0.627,0.8,1.1,1.7,2.2,2.45,2.639,2.945,3.313,3.571,3.981,4.174,4.178,4.178
"","Peru","1000 bbl/d",200,199,201,174,187,193,177,162,140,129,128,114,115,126,127.51780821918,129.72191780822,120.63606557377,119.41095890411,115.67671232877,107.25479452055,99.565473523016,95.999721988197,96.648669917808,92.011860383562,93.77918883388,112.14069589041,119.04715342466,115.93806849315,121.78447814208,148.86450684932,159.95180273973,158.91991780822,159.67495628415,174.3845369863,179.28936986301,155.8170630137,141.44756010929,140.77794520548,140.69575342466
