,eci1,eci2,eci3,gdp_pc,population,res_exp1_to_gdp,res_exp2_to_gdp,res_exp3_to_gdp,oil_rents,res_rents,oil_prod_pc,map,code,year,T,t
845,,,,8257.898555561738,646067319.7001369,,,,0.3530101597114142,0.6162605384688883,,ECS1990,ECS,1990,12,7
846,,,,8964.633167228641,614475796.2216867,,,,0.22337055577147552,0.37488144072377044,,ECS1995,ECS,1995,12,8
847,,,,9062.597665270028,562007990.3668128,,,,0.4591352696989754,0.7740048038331436,,ECS2000,ECS,2000,12,9
848,,,,12353.354129210064,478171221.408136,,,,0.6160825091878938,1.0586886039657455,,ECS2005,ECS,2005,12,10
849,,,,8970.249887186264,316515382.83148617,,,,0.5015540685657043,0.8465578218984107,,ECS2010,ECS,2010,12,11
850,,,,,,,,,,,,ECS2015,ECS,2015,12,12
851,-0.6669014246859027,-0.665323876116103,-0.6860416182018666,342.9957406991458,4228213.528951234,0.0004456426826421553,0.000818370075943924,0.024396542860730154,,,,ECU1960,ECU,1960,12,1
852,-0.686476996286138,-0.7013424942652153,-0.7392406710852588,405.8137085097109,4828440.646322338,0.0004963123409687559,0.0008695968439908426,0.027790024236585942,,,,ECU1965,ECU,1965,12,2
853,-0.8565090698598474,-0.8696821609151599,-0.9108856646346568,506.66461535426686,5491771.174538575,0.03407956814829406,0.034374754157201044,0.06479512122289412,2.0659509518311,2.673587809029789,,ECU1970,ECU,1970,12,3
854,-0.8571125827204917,-0.9444658394731996,-0.9808294987088298,1217.932475141624,6182419.755609751,0.053838317071636006,0.0540343956493331,0.08733308702376079,5.515331503041362,6.059365808411222,,ECU1975,ECU,1975,12,4
855,-0.7990322746492297,-0.7692344548602903,-0.7641566690278851,1832.0105726184565,6872437.780753327,0.07191515887027622,0.07212990802981664,0.08916377670517495,6.841355789902976,7.382027945385683,2.211001327047441e-05,ECU1980,ECU,1980,12,5
856,-0.7446416236530196,-0.7048361679204823,-0.7313293165212909,1229.5326585092794,7545100.57081438,0.0629966030065245,0.06330310223613608,0.08921888953935884,5.873873207644296,6.579284245951948,2.2361968200434287e-05,ECU1985,ECU,1985,12,6
857,-0.44182913009170355,-0.4369486264515357,-0.40630983164240064,1302.8367919055038,8144699.700373258,0.05307687010898771,0.05376210593040194,0.06755406357053956,5.875419714038785,6.4716849041741185,2.3116195375183476e-05,ECU1990,ECU,1990,12,7
858,-0.7829263075647361,-0.7625669120298876,-0.7149988652375714,1508.5414838712459,8530922.18660056,0.04275441053601999,0.04385353947814757,0.05688719660380818,4.3907635002067495,5.032037329453736,2.3242933480885376e-05,ECU1995,ECU,1995,12,8
859,-0.49567668731679965,-0.5129639584624661,-0.45147351900500127,1388.4152970782789,8489559.43482926,0.06870955171244736,0.06986500031823754,0.07798128473870942,7.096459208555868,7.283983480110318,2.1256109744978622e-05,ECU2000,ECU,2000,12,9
860,-0.4488337195144923,-0.45840112241319714,-0.425049073655341,2013.3678855212931,7734618.004621585,0.0870985140038833,0.08861193513588897,0.09549589504972471,8.680909430264435,8.869635281215267,1.9729273309634006e-05,ECU2005,ECU,2005,12,10
861,-0.2794481364677613,-0.2688117828821805,-0.26369987141999923,1983.6805766726454,5451536.603186712,0.05553799998321175,0.05640765002610891,0.06110396812872483,4.548271135019318,4.766055684798708,1.1779286841308174e-05,ECU2010,ECU,2010,12,11
862,,,,,,,,,,,,ECU2015,ECU,2015,12,12
863,0.03059150385710072,-0.10266500193205906,-0.10862012169258987,,25030296.1755184,,,,,,,EGY1960,EGY,1960,12,1
864,-0.02489241186268055,-0.1384602506627887,-0.3011486034375312,150.38631512430297,28205449.23785152,0.00945951251197614,0.011257082725412638,0.027312373346187954,,,,EGY1965,EGY,1965,12,2
865,0.27276397396479707,0.35069615695346695,0.21956054114679158,210.6047991539467,31316803.608803567,0.016000343680665156,0.018630885966657632,0.02865772295577605,2.131605024882209,2.483519432859398,,EGY1970,EGY,1970,12,3
866,0.049663390615684706,0.031057255483370613,-0.17859077403682233,293.55938353442343,34416415.5642701,0.06235202898321047,0.06639244636496384,0.07215674971258608,12.460818255796044,12.998126219421566,,EGY1975,EGY,1975,12,4
867,-0.4587698360190038,-0.5301158276900826,-0.7323120511003538,483.10056037593705,38003813.548012346,0.12055669975470171,0.12687334774957007,0.12875918139074943,19.60593678308288,20.206202384440715,,EGY1980,EGY,1980,12,5
868,-0.5427780725683529,-0.6435847945863249,-0.7882244752109907,585.7648422373675,42127372.871558785,0.05288680292292862,0.059034954457752045,0.06012185709233525,10.182728773458818,10.654347070942743,,EGY1985,EGY,1985,12,6
869,-0.3253760401268366,-0.3580502222656466,-0.41844217900252967,558.7874566453733,45639208.34396326,0.051599254895832634,0.05847477135989217,0.060449957746481923,9.152356789582289,9.630748759715539,,EGY1990,EGY,1990,12,7
870,-0.41242055050234255,-0.46424495456688725,-0.5580100425979304,823.1936852140145,47340768.86086525,0.028420271606431985,0.03277341458459065,0.03477479520347562,4.551618822243737,4.934699479775814,,EGY1995,EGY,1995,12,8
871,-0.3479426700327684,-0.4474968181367777,-0.4548939646292379,802.2791567041536,47166370.18845147,0.017078948681608617,0.024763281459342888,0.027897756402823506,4.517617009026937,5.1201797984330915,,EGY2000,EGY,2000,12,9
872,-0.25639993368543107,-0.2859673956579383,-0.30055077826958726,923.9149616186616,43317141.639782496,0.035017626336767554,0.047828477320159615,0.05234069475380142,5.864283927825188,7.40479142034244,,EGY2005,EGY,2005,12,10
873,-0.06947426831736625,-0.06906226548320613,-0.049205676395236576,1065.7898771377763,31072988.881722257,0.014625517670869684,0.018962845071661634,0.021192502820393908,2.835039270957201,3.6817690516962585,,EGY2010,EGY,2010,12,11
874,,,,,,,,,,,,EGY2015,EGY,2015,12,12
875,,,,989.0256518381187,237280087.43127853,,,,,,,EMU1960,EMU,1960,12,1
876,,,,1491.2518239384312,244422865.64332002,,,,,,,EMU1965,EMU,1965,12,2
877,,,,2737.7926566163183,248484160.93802476,,,,0.009315946620568345,0.19304709061969832,,EMU1970,EMU,1970,12,3
878,,,,5411.724722812318,250337211.94288528,,,,0.027297266534876876,0.37313305951606335,,EMU1975,EMU,1975,12,4
879,,,,6871.075743096242,248906718.89603114,,,,0.0414651777770569,0.40092493460321865,,EMU1980,EMU,1980,12,5
880,,,,9846.615679196364,244303850.32824498,,,,0.02650552031224452,0.1858340804156436,,EMU1985,EMU,1985,12,6
881,,,,15192.250987855045,238902244.3151172,,,,0.012524752474601974,0.09077984141561739,,EMU1990,EMU,1990,12,7
882,,,,16310.775446629239,228063064.84931,,,,0.0069497682935349215,0.05785334088042804,,EMU1995,EMU,1995,12,8
883,,,,15692.960161203131,210645845.6678334,,,,0.012334446088733854,0.08717100488283958,,EMU2000,EMU,2000,12,9
884,,,,20156.460078299846,180999218.7854249,,,,0.015362098373145817,0.09806039790110753,,EMU2005,EMU,2005,12,10
885,,,,13784.248816873142,119041334.05247764,,,,0.012806451505665147,0.07295981458079671,,EMU2010,EMU,2010,12,11
886,,,,,,,,,,,,EMU2015,EMU,2015,12,12
887,,,,,1291227.6221997265,,,,,,,ERI1960,ERI,1960,12,1
888,,,,,1452279.197858336,,,,,,,ERI1965,ERI,1965,12,2
889,,,,,1634245.564548189,,,,,,,ERI1970,ERI,1970,12,3
890,,,,,1839642.6916446749,,,,,,,ERI1975,ERI,1975,12,4
891,,,,,2068895.2447552597,,,,,,,ERI1980,ERI,1980,12,5
892,,,,,2316043.6766083203,,,,,,,ERI1985,ERI,1985,12,6
893,-7.7317175371925435,-7.7695338746609695,-7.556081865699464,120.77317082588127,2364895.6007338613,0.0,1.6808016721980648e-05,0.0005202526022056851,0.0,2.90324343379283,-7.396595312044956e-08,ERI1990,ERI,1990,12,7
894,-0.7234129738587197,-0.7204299950252694,-0.8215510156962854,152.63856643894127,2274617.646323535,2.3036558113882788e-05,0.0003399040124224762,0.0017364840826493996,0.0,5.231443257329978,-4.1250140667485746e-08,ERI1995,ERI,1995,12,8
895,0.12800022986205084,0.15045328558710594,0.19272343157881974,148.78165669515417,2351447.591607695,6.764552676029823e-06,0.0005368168689840625,0.0019144896618416818,0.0,2.628251450451196,0.0,ERI2000,ERI,2000,12,9
896,-0.005536351626570379,0.012247701814227298,0.027916799121237644,179.4926551249132,2257009.600858751,4.20675502788783e-06,0.0003052980238985415,0.0008062091170388533,0.0,1.8264615113755525,0.0,ERI2005,ERI,2005,12,10
897,-0.2505316172944152,-0.13097772682706946,-0.1206755712992054,188.25385518047378,1567219.0954531932,0.0,0.00038241984888005105,0.0005823005364994703,0.0,3.7190917132777597,0.0,ERI2010,ERI,2010,12,11
898,,,,,,,,,,,,ERI2015,ERI,2015,12,12
899,-0.485435524274347,-0.4701310637788953,-0.6435947278688999,,,,,,,,,ESH1970,ESH,1970,10,1
900,-0.6501190782129539,-0.556547611638092,-0.3935987874016039,,,,,,,,,ESH1975,ESH,1975,10,2
901,0.4143084989496851,0.43817578971550813,0.6081099215850655,,,,,,,,,ESH1980,ESH,1980,10,3
902,0.3636002922092496,0.3743607673852446,1.0053523934744295,,,,,,,,,ESH1985,ESH,1985,10,4
903,0.15910105689698112,0.22188023470890353,0.24374895259057316,,,,,,,,,ESH1990,ESH,1990,10,5
904,0.8699695331680424,1.2021065641900082,1.2964074847718876,,,,,,,,,ESH1995,ESH,1995,10,6
905,0.24449579020443474,0.2279432713561979,0.2835925405411728,,,,,,,,,ESH2000,ESH,2000,10,7
906,0.6969227548374751,0.8169284933571648,0.7531195093513325,,,,,,,,,ESH2005,ESH,2005,10,8
907,0.9104469347000537,0.7890953579211518,0.6911846963555659,,,,,,,,,ESH2010,ESH,2010,10,9
908,,,,,,,,,,,,ESH2015,ESH,2015,10,10
909,0.8064595635503536,0.8260689791805812,0.509212547779495,465.3923546149335,27228558.054098535,0.002114312424661252,0.005858931887732977,0.008254088949541783,,,,ESP1960,ESP,1960,12,1
910,0.780290993662742,0.7485751277321373,0.6165174588947777,808.008006031046,28339442.80265489,0.00221095603091255,0.0058248744571541295,0.008983721426756247,,,,ESP1965,ESP,1965,12,2
911,1.0335568055250164,0.969599966247342,0.7749672322190542,1580.5027279821913,29542983.54529234,0.0028088976952124044,0.008413646017219466,0.010540294018729189,0.014416028280883024,0.19193014331889344,,ESP1970,ESP,1970,12,3
912,0.9997938559423722,0.923087067158548,0.8196093515503428,3383.7896838162487,30582810.861833613,0.0022573567006730294,0.012087616255666638,0.014225427018357516,0.0404464388444598,0.2123388769575605,,ESP1975,ESP,1975,12,4
913,0.6763408858245349,0.5759500438843301,0.2949924053885169,4196.895955499842,31059588.679416757,0.00695066767738716,0.022566122150316278,0.02518662155124821,0.07764770684752256,0.30321718344681814,4.849778052610512e-07,ESP1980,ESP,1980,12,5
914,0.8326910144004348,0.7246387102853058,0.5326023614834773,6305.57519905586,30684374.2004009,0.006104660883180948,0.017521116339744142,0.020908346001165673,0.03348232938719858,0.1621013121816168,8.86612530332474e-07,ESP1985,ESP,1985,12,6
915,0.33704723351980237,0.2949095257386613,0.19855782522664275,10846.429074360289,29805502.54802927,0.002694683821454095,0.011129716624025957,0.013622001603731566,0.007533918184535001,0.05317652220278457,7.419666071249041e-07,ESP1990,ESP,1990,12,7
916,0.5277230847878194,0.44075730211601716,0.4075555526008758,11049.955295160602,28661980.156641293,0.0025772887955737675,0.01302333118766474,0.0162557990554341,0.002678953020552346,0.032979326893081216,4.5711550872375754e-07,ESP1995,ESP,1995,12,8
917,0.33204932857407626,0.25357126914202865,0.19159549123198555,12137.459416130985,27014715.12586636,0.0026628364622557376,0.011889585910718398,0.01477284599438613,0.002881127233964133,0.029936430063034435,4.683888776459614e-07,ESP2000,ESP,2000,12,9
918,0.34540318518562063,0.2830860226390691,0.17422314805051317,16941.328981702904,24559599.774024606,0.0031721906196305115,0.012113524166522241,0.014271944284875212,0.0014700011433286444,0.027666524150884775,3.8989472732149644e-07,ESP2005,ESP,2005,12,10
919,0.22837031600709787,0.21558486365081408,0.19272905561996292,10604.530876594461,16489275.891874058,0.00416131313150745,0.011327819101966966,0.013244004812026595,0.0020768720485950833,0.02717169120481885,4.6079223515645825e-07,ESP2010,ESP,2010,12,11
920,,,,,,,,,,,,ESP2015,ESP,2015,12,12
921,,,,,1090764.4704875015,,,,,,,EST1960,EST,1960,12,1
922,,,,,1143907.553535176,,,,,,,EST1965,EST,1965,12,2
923,,,,,1187429.335284891,,,,,,,EST1970,EST,1970,12,3
924,,,,,1214783.8894778057,,,,,,,EST1975,EST,1975,12,4
925,,,,,1226202.5589830398,,,,,,,EST1980,EST,1980,12,5
926,,,,,1230212.2373518792,,,,,,,EST1985,EST,1985,12,6
927,-0.028563183400581987,-0.02277205900978934,0.009906405994736198,,1159379.7041318265,,,,,,-2.4905584470846294e-08,EST1990,EST,1990,12,7
928,0.09338879274959945,0.08684752503798301,0.18623931149105452,2602.9552293687284,1005788.8143967268,0.05805651616173011,0.09723115907736957,0.14838762902494326,0.034930661773452054,1.2718337463254612,1.509529587714096e-06,EST1995,EST,1995,12,8
929,0.06675932015511818,0.07639099663314435,0.05327164287854377,3884.388961128085,896040.1122287995,0.04759885248579246,0.0763382731001157,0.11369743777132055,0.05879247296685938,1.1538788733311938,2.652851048997611e-06,EST2000,EST,2000,12,9
930,0.19846045630659423,0.1768228743844542,0.18581047822379013,7875.490054865164,730913.5866390975,0.03382396321395035,0.05841122863443113,0.08077089370797477,0.2150718424836101,0.5205790119578249,3.09681626803889e-06,EST2005,EST,2005,12,10
931,0.27174345547642226,0.22483199391914122,0.20727527340245658,6281.5672715185365,467691.17309985665,0.02235748380329958,0.037814992189618576,0.05657925908588392,0.3853558297317056,0.684501409897016,3.101812560545569e-06,EST2010,EST,2010,12,11
932,,,,,,,,,,,,EST2015,EST,2015,12,12
933,-0.6092191640111065,-0.5345509037749269,-0.5290961743406899,,20403288.836496938,,,,,,,ETH1960,ETH,1960,12,1
934,-0.7299539139974606,-0.7268732664985109,-0.742381201442719,,22802742.581304256,,,,,,,ETH1965,ETH,1965,12,2
935,-0.6712075806672223,-0.6917014802130498,-0.7741863955512799,,25728806.804291748,,,,,,,ETH1970,ETH,1970,12,3
936,-0.8176795541369862,-0.8709232695928344,-0.9363210979127549,,28157665.653432872,,,,,,,ETH1975,ETH,1975,12,4
937,-0.6793427363087744,-0.6634413108244205,-0.555548385381954,171.67762046260756,30501219.908164475,0.003537774549388029,0.003590681776709286,0.028820610882318413,0.0,10.779196244837342,0.0,ETH1980,ETH,1980,12,5
938,-0.6924747844197119,-0.6579998623608024,-0.6167095343370312,190.14477393324572,34568323.73640922,0.001618570098407491,0.0016670012874772189,0.022553787350154775,0.0,7.568717003971356,-4.3096765086579486e-09,ETH1985,ETH,1985,12,6
939,-0.20863046887619818,-0.3519755748827698,-0.24332467115359085,154.66214173754628,39332481.14664964,0.0005393306019749201,0.0005695025243743567,0.012266835602411309,0.0,11.493188940776495,-1.9708724509739744e-09,ETH1990,ETH,1990,12,7
940,-0.6341759173227706,-0.679146450021858,-0.49127265872215053,94.84220246614206,43630256.11997933,0.00032797992824145966,0.0008765726322578252,0.029979448714897713,0.0,19.73746353804567,0.0,ETH1995,ETH,1995,12,8
941,-0.7766638412535379,-0.7646678975051865,-0.7668945808958343,79.24839141819601,45816597.110327125,0.00011176407911628437,0.0006928671205718932,0.01781994601790775,0.0,16.033533242470174,0.0,ETH2000,ETH,2000,12,9
942,-0.5837646911805783,-0.590441819693374,-0.5633761495463918,141.94666834157312,44110337.9122134,7.495993180877676e-07,0.0007589360545135494,0.013734830696757867,0.0,10.844162160128077,2.583263178210085e-10,ETH2005,ETH,2005,12,10
943,-0.3367597294684296,-0.32755747649914874,-0.3275085894579597,158.24900231754512,32700019.24065822,0.0007088899008791722,0.00101441186652285,0.008544152574975619,0.0,5.454900296143806,5.133257657544529e-10,ETH2010,ETH,2010,12,11
944,,,,,,,,,,,,ETH2015,ETH,2015,12,12
945,,,,912.1141522623367,365734832.1096583,,,,,,,EUU1960,EUU,1960,12,1
946,,,,1312.3294922229352,376029466.3251769,,,,,,,EUU1965,EUU,1965,12,2
947,,,,2325.0615039444806,381848301.1437093,,,,0.007597191882278598,0.19905450302378433,,EUU1970,EUU,1970,12,3
948,,,,4498.78485022934,384502327.3090267,,,,0.09690989444789429,0.4620822181551411,,EUU1975,EUU,1975,12,4
949,,,,5889.760890559131,382375568.79735214,,,,0.2725727267491252,0.6457565550328596,,EUU1980,EUU,1980,12,5
950,,,,8355.548104868449,375677991.50283897,,,,0.16393971075439737,0.34329034990763097,,EUU1985,EUU,1985,12,6
951,,,,12692.214100191119,365608916.8796216,,,,0.07544462681643957,0.18909471549395987,,EUU1990,EUU,1990,12,7
952,,,,14113.363247161844,347643981.40935904,,,,0.059345381660423906,0.13206078619086586,,EUU1995,EUU,1995,12,8
953,,,,14145.397047246232,318729459.7321139,,,,0.10080942116429649,0.21530852491501357,,EUU2000,EUU,2000,12,9
954,,,,18264.028086844435,272001860.4539941,,,,0.09547227955036956,0.23000643877685722,,EUU2005,EUU,2005,12,10
955,,,,12504.666978790918,178770203.47320202,,,,0.05799501181047221,0.14944305202738734,,EUU2010,EUU,2010,12,11
956,,,,,,,,,,,,EUU2015,EUU,2015,12,12
957,,,,,110356968.322103,,,,,,,FCS1960,FCS,1960,12,1
958,,,,,123355135.55409536,,,,,,,FCS1965,FCS,1965,12,2
959,,,,,138561010.00842196,,,,7.212578668860725,9.389935910078686,,FCS1970,FCS,1970,12,3
960,,,,,156271217.29256877,,,,15.047353582032754,14.630888003906275,,FCS1975,FCS,1975,12,4
961,,,,,174538382.40800852,,,,11.123076731823048,13.433018346237004,,FCS1980,FCS,1980,12,5
962,,,,,190136858.2522645,,,,8.760440948901667,10.814586716041282,,FCS1985,FCS,1985,12,6
963,,,,,208961171.60968643,,,,8.371626153640113,10.979352512417073,,FCS1990,FCS,1990,12,7
964,,,,,224866657.40914276,,,,7.627072139618808,10.605342884461281,,FCS1995,FCS,1995,12,8
965,,,,394.47783341036023,230813683.62752375,,,,10.271747646174278,12.50997537438858,,FCS2000,FCS,2000,12,9
966,,,,600.7045500380127,219345890.1320082,,,,14.983360749472334,17.027415300701126,,FCS2005,FCS,2005,12,10
967,,,,602.0667801906691,160799581.93754506,,,,7.77440730677203,9.479155678627897,,FCS2010,FCS,2010,12,11
968,,,,,,,,,,,,FCS2015,FCS,2015,12,12
969,0.5683322697276058,0.5526850804067344,0.7572374809010058,1254.7299894714356,3941300.9326848118,2.4998703185702246e-05,0.006286035321537432,0.0673436668031487,,,,FIN1960,FIN,1960,12,1
970,0.7243544512204889,0.7753675519089447,0.8029931311534174,1735.5796103350392,3987311.0321344696,0.0004044524759856319,0.011343647499328369,0.06012291258960957,,,,FIN1965,FIN,1965,12,2
971,1.232216873938514,1.1702345288187734,1.2260331609749022,3047.0103839015123,3964219.011474313,0.0005932489182704278,0.013218548836495939,0.050100001665694914,0.0,1.3593359224862531,,FIN1970,FIN,1970,12,3
972,1.0944567213338288,1.1380011760402304,1.240705272864956,6210.455673972928,3971233.033142958,0.0036475171244346985,0.020137614341349544,0.05052554584761227,0.0,0.8999016259276692,,FIN1975,FIN,1975,12,4
973,1.284403089921242,1.329247995719146,1.1916750252773627,8914.88798563913,3952316.2989945486,0.009770990134448045,0.026721886389123893,0.05674065046188496,0.0,0.7738446494198915,3.2675184089597175e-07,FIN1980,FIN,1980,12,5
974,1.235750790490516,1.1937146042513567,0.9982300472496224,14441.110441904555,3914367.646358375,0.004481066514700565,0.020094468617212535,0.03871987365548291,0.0,0.5009782599758642,8.041533971758788e-07,FIN1985,FIN,1985,12,6
975,0.6214224670094579,0.6509257693481048,0.5999872231859315,17366.436052361143,3833592.7947977483,0.004987476530176469,0.022787152216004525,0.03912895072588348,0.0,0.3422382394724021,1.088839781495332e-06,FIN1990,FIN,1990,12,7
976,1.1202076817483784,1.091393145966824,1.1807588646234917,18446.065842688626,3676620.9626562097,0.005001543299336697,0.024375354049376022,0.04095684167020631,0.0,0.3168107271737063,1.2422266710733122e-06,FIN1995,FIN,1995,12,8
977,0.9058840380819706,0.9392288246696184,0.9646623176918699,19024.775983615957,3378278.627526527,0.007267626669226961,0.026758543221582606,0.04035270709733793,0.0,0.2479980205091357,1.0870723697335021e-06,FIN2000,FIN,2000,12,9
978,0.6785341260038236,0.691801256921024,0.6577232230553128,24918.045998952963,2879876.412676105,0.009214603191667437,0.03148898995881423,0.04076738090147394,0.0,0.2231759028339959,9.740121189359827e-07,FIN2005,FIN,2005,12,10
979,0.34054405309313296,0.33664471532994233,0.308810553448989,17250.675671788824,1913860.8001030814,0.008635805829670117,0.02168129156867981,0.02802493994825143,0.0,0.2131708990996084,1.0801530785075926e-06,FIN2010,FIN,2010,12,11
980,,,,,,,,,,,,FIN2015,FIN,2015,12,12
981,-0.9986022015763547,-1.0085819383503343,-0.49938316054174303,258.38771703379274,370150.04840239935,2.3023106727046795e-06,0.0024774231276945414,0.17351690298670877,,,,FJI1960,FJI,1960,12,1
982,-0.8121639203496955,-0.8214276325304384,-0.4760045391628732,287.541541976686,422413.39769764687,4.1740647030811576e-05,0.004821147568917839,0.1542787921152503,,,,FJI1965,FJI,1965,12,2
983,-0.5978796690253538,-0.6298684584665953,-0.3475350609517001,551.312051740929,463525.72971784894,0.004468540110175986,0.007353431906468037,0.1312580863017095,,0.5758802168027957,,FJI1970,FJI,1970,12,3
984,-0.7200629400886058,-0.8450975324324445,-0.2658552135088943,1101.7334358338499,501701.29126734263,0.010154007746274769,0.01140775371868941,0.14054564574273457,,0.6881083998757492,,FJI1975,FJI,1975,12,4
985,-0.9769107243325865,-0.9219184019569826,-1.0799711480312912,1456.7722235113802,546776.695731603,0.016421408192536454,0.017229938434813432,0.1347635810671018,0.0,1.2057784552269426,0.0,FJI1980,FJI,1980,12,5
986,-0.8467769097248882,-0.8275543401905071,-0.8992726341243303,1301.250914075466,571279.937764938,0.00961168511094475,0.011469984247727895,0.11461811055436026,0.0,1.8346712408386716,0.0,FJI1985,FJI,1985,12,6
987,-0.3523788693145238,-0.3498594897814583,-0.3349914341675,1570.736542702281,567398.7296577649,0.009660168602274595,0.011798782519856773,0.11788234748185399,0.0,1.3998464322083006,0.0,FJI1990,FJI,1990,12,7
988,-0.7223905126162525,-0.688555004830741,-0.7768279062680911,1770.880127710348,566657.9785363968,0.000961698904530442,0.001687743089756073,0.07775370234470064,0.0,1.0993587032275625,0.0,FJI1995,FJI,1995,12,8
989,-0.5237550277314555,-0.511283195642942,-0.5728888452147478,1629.3644438406686,529502.7409082104,0.0013281454528623867,0.0032742714259839626,0.0522502247507033,0.0,0.784396554740456,0.0,FJI2000,FJI,2000,12,9
990,-0.5475507566048056,-0.5389408856640777,-0.5759039510444351,2072.2095293382686,454989.67146807315,0.01122804184693243,0.013522308868215942,0.05064608676639272,0.0,0.6465646287515474,0.0,FJI2005,FJI,2005,12,10
991,-0.30553229935516635,-0.2920495807982717,-0.302899391374713,1582.242866736141,308733.6393997989,0.005510055013717729,0.008444749747436158,0.027438789362495518,0.0,0.8730206708547791,0.0,FJI2010,FJI,2010,12,11
992,,,,,,,,,,,,FJI2015,FJI,2015,12,12
993,-0.45614245547146864,-0.4264995284731936,-0.6072776266716118,,,,,,,,,FLK1970,FLK,1970,10,1
994,-0.5212323444097979,-0.6122057014540927,-0.7406668765912358,,,,,,,,,FLK1975,FLK,1975,10,2
995,0.14404387319119324,0.0881577184699994,0.05801875539057053,,,,,,,,,FLK1980,FLK,1980,10,3
996,0.9885537196233759,0.9177431037370735,0.849614415512676,,,,,,,,,FLK1985,FLK,1985,10,4
997,0.44240562352672336,0.420302526734804,0.36721610759497986,,,,,,,,,FLK1990,FLK,1990,10,5
998,0.3439966710447282,0.32865008736773615,0.2940887923280104,,,,,,,,,FLK1995,FLK,1995,10,6
999,-0.5245428436850147,-0.5001033291244643,-0.4721483694918588,,,,,,,,,FLK2000,FLK,2000,10,7
1000,-0.32698480407538044,-0.3336625414187213,-0.44442636757843595,,,,,,,,,FLK2005,FLK,2005,10,8
1001,-0.19983635153310683,-0.17828163290009463,-0.15983915122623937,,,,,,,,,FLK2010,FLK,2010,10,9
1002,,,,,,,,,,,,FLK2015,FLK,2015,10,10
1003,1.8078274158962895,1.7554152903107296,1.5795539903177678,1410.721379957384,42237677.48090604,0.002664880450951761,0.016361867722419928,0.02357835628877772,,,,FRA1960,FRA,1960,12,1
1004,1.7429113477062559,1.6637346087748084,1.5157554012569963,2051.817967435213,44095436.359895125,0.002291979122471813,0.015375111433497938,0.023163497546801567,,,,FRA1965,FRA,1965,12,2
1005,1.82030869017669,1.7811634806561258,1.6576887351081004,3433.277812654568,45217771.59580169,0.002235404848861349,0.017642501064896354,0.027722388009965116,0.003498253917723677,0.1336536420712395,,FRA1970,FRA,1970,12,3
1006,1.7011344572535891,1.6676831428220154,1.8406290014212816,6926.832032003548,45864449.7967426,0.0036486882677633516,0.018785706209476744,0.027926661482352358,0.01042365995864314,0.18148274629485175,,FRA1975,FRA,1975,12,4
1007,1.2046809429462948,1.0517356865009027,0.8142374903401266,8771.580964581202,45739112.03894514,0.004820070725270199,0.019563251139463462,0.029795737018441005,0.021552273948853385,0.17080640388568324,1.2975036395863262e-06,FRA1980,FRA,1980,12,5
1008,0.8655934497438723,0.7243179140544495,0.6862924436156836,11860.580363002495,45618619.83523886,0.0022447413551280994,0.0147433411858724,0.02340868508701445,0.018888608822429424,0.09755662321574352,1.542908715441334e-06,FRA1985,FRA,1985,12,6
1009,0.5047794065429563,0.4701221341344996,0.44092094276889354,17200.927571536842,44785036.38484035,0.0015817412803690086,0.011602056166685847,0.01870975368287485,0.010083400698379904,0.05872567107643179,1.4657036297330985e-06,FRA1990,FRA,1990,12,7
1010,0.8169607903691583,0.7391319683820154,0.6722788190800111,18266.12982471438,42924327.38441156,0.0016818606903052766,0.011194555991840341,0.01735703139428328,0.00446336892180808,0.03940374659492788,1.1828895021041494e-06,FRA1995,FRA,1995,12,8
1011,0.6365659362419106,0.5216243976432037,0.511527631226779,17184.269900609117,40143522.20278908,0.002294999098448914,0.010712714079661557,0.015512497791365217,0.005716749384922977,0.035565180035834434,9.437307140440473e-07,FRA2000,FRA,2000,12,9
1012,0.4923497997104792,0.40710630617091415,0.37052053451655376,21732.06579884397,34826191.0946968,0.003531392432377776,0.011344984334800579,0.015366423659026575,0.005744498661483027,0.027116254316614453,6.836148703113528e-07,FRA2005,FRA,2005,12,10
1013,0.253013053851963,0.1552879105337438,0.14393307643068246,14913.263106761842,23217485.091079675,0.002335759483642973,0.006871962241217422,0.01004997223465309,0.00416711374171553,0.018309762073104904,6.938561252774978e-07,FRA2010,FRA,2010,12,11
1014,,,,,,,,,,,,FRA2015,FRA,2015,12,12
1015,2.314837394047081,2.1939665638047217,1.9784787282215208,,31211.389685407343,,,,,,,FRO1960,FRO,1960,12,1
1016,1.866754773915173,1.7218148847969206,1.5005399590388602,,32738.09146433666,,,,,,,FRO1965,FRO,1965,12,2
1017,-0.5963269443630091,-0.5801064594709943,-0.8314726613037207,,34164.55213937393,,,,,,,FRO1970,FRO,1970,12,3
1018,-0.48544177453142967,-0.48582147404344506,-0.7788653384238259,,35420.12051614009,,,,,,,FRO1975,FRO,1975,12,4
1019,-0.6690307858974432,-0.6345625721132357,-0.7260682558359711,,36268.82046434651,,,,,,0.0,FRO1980,FRO,1980,12,5
1020,-0.6161208720316843,-0.5581292808334768,-0.5928049813697283,,36956.7280307036,,,,,,0.0,FRO1985,FRO,1985,12,6
1021,-0.324400962172706,-0.30964470395066906,-0.39888481707385626,,35760.50148920258,,,,,,0.0,FRO1990,FRO,1990,12,7
