,gdp,map
6694,40946424369.7479,ISR1987
6695,50078767902.9333,ISR1988
6696,49881433990.8161,ISR1989
6697,58986997916.8733,ISR1990
6698,67530220218.5073,ISR1991
6699,75575902931.967,ISR1992
6700,75954641355.4291,ISR1993
6701,86307135996.8118,ISR1994
6702,100343219506.525,ISR1995
6703,109957321960.084,ISR1996
6704,114724862033.97699,ISR1997
6705,115979230546.565,ISR1998
6706,117189920211.61,ISR1999
6707,132339311284.42801,ISR2000
6708,130706147870.747,ISR2001
6709,121069378150.196,ISR2002
6710,126864966908.93901,ISR2003
6711,135445033199.465,ISR2004
6712,142462925574.34802,ISR2005
6713,153966916311.325,ISR2006
6714,178706717752.732,ISR2007
6715,215840354626.53302,ISR2008
6716,207419370241.335,ISR2009
6717,233731363519.65802,ISR2010
6718,261719024258.685,ISR2011
6719,257436459140.538,ISR2012
6720,292913630774.344,ISR2013
6721,310010045473.602,ISR2014
6722,300470790394.92303,ISR2015
6723,319377923613.703,ISR2016
6724,353268411918.577,ISR2017
6725,,ISR2018
6726,40385288344.1911,ITA1960
6727,44842760293.1924,ITA1961
6728,50383891898.9911,ITA1962
6729,57710743059.8341,ITA1963
6730,63175417019.0094,ITA1964
6731,67978153850.5191,ITA1965
6732,73654870011.2757,ITA1966
6733,81133120065.4202,ITA1967
6734,87942231678.3505,ITA1968
6735,97085082807.3751,ITA1969
6736,113021271995.04301,ITA1970
6737,124261125468.165,ITA1971
6738,144780887782.205,ITA1972
6739,174913182331.451,ITA1973
6740,198906210777.017,ITA1974
6741,226944777283.51102,ITA1975
6742,223976030937.427,ITA1976
6743,256746610489.357,ITA1977
6744,314019078256.902,ITA1978
6745,392378584945.234,ITA1979
6746,475682506443.59,ITA1980
6747,429282143246.466,ITA1981
6748,425863251968.50397,ITA1982
6749,441580962901.581,ITA1983
6750,436443280912.497,ITA1984
6751,450725816042.998,ITA1985
6752,638273986102.0911,ITA1986
6753,803055418882.5809,ITA1987
6754,888667913418.625,ITA1988
6755,925598068021.4509,ITA1989
6756,1177326294440.85,ITA1990
6757,1242109397533.95,ITA1991
6758,1315806985860.17,ITA1992
6759,1061445225790.57,ITA1993
6760,1095590833693.56,ITA1994
6761,1170787352906.22,ITA1995
6762,1308929351236.04,ITA1996
6763,1239050932241.93,ITA1997
6764,1266309245009.48,ITA1998
6765,1248563179203.07,ITA1999
6766,1141759996314.72,ITA2000
6767,1162317852348.99,ITA2001
6768,1266510634293.24,ITA2002
6769,1569649661399.55,ITA2003
6770,1798314750434.57,ITA2004
6771,1852661982340.5,ITA2005
6772,1942633797516.0,ITA2006
6773,2203053380782.92,ITA2007
6774,2390729163615.06,ITA2008
6775,2185160183384.27,ITA2009
6776,2125058244242.92,ITA2010
6777,2276292404600.52,ITA2011
6778,2072823157059.76,ITA2012
6779,2130491320658.68,ITA2013
6780,2151732868243.21,ITA2014
6781,1832273032580.67,ITA2015
6782,1869117192194.75,ITA2016
6783,1943835376341.56,ITA2017
6784,,ITA2018
6785,699050678.98642,JAM1960
6786,748028839.423211,JAM1961
6787,777712445.7510849,JAM1962
6788,826690466.190676,JAM1963
6789,897931401.3719721,JAM1964
6790,972140557.188856,JAM1965
6791,1096738065.2387,JAM1966
6792,1148025407.34604,JAM1967
6793,1083883355.33421,JAM1968
6794,1191287651.50606,JAM1969
6795,1404776071.04284,JAM1970
6796,1539865513.92891,JAM1971
6797,1875048859.93485,JAM1972
6798,1905917553.19149,JAM1973
6799,2375096249.03751,JAM1974
6800,2860411285.88714,JAM1975
6801,2966010229.8977,JAM1976
6802,3249697393.02607,JAM1977
6803,2644449232.29321,JAM1978
6804,2425033998.18676,JAM1979
6805,2679409453.23903,JAM1980
6806,2979061412.3722897,JAM1981
6807,3293533288.42483,JAM1982
6808,3619294120.6914396,JAM1983
6809,2373566957.49214,JAM1984
6810,2100223149.7139602,JAM1985
6811,2754566176.20212,JAM1986
6812,3286987551.71597,JAM1987
6813,3828310734.97795,JAM1988
6814,4404970058.83786,JAM1989
6815,4592224067.37194,JAM1990
6816,4071219198.0360103,JAM1991
6817,3530892749.0213103,JAM1992
6818,5405097570.688971,JAM1993
6819,5419134875.33794,JAM1994
6820,6538840169.73126,JAM1995
6821,7368000000.0,JAM1996
6822,8375077442.973809,JAM1997
6823,8763219645.29332,JAM1998
6824,8851581632.653059,JAM1999
6825,8985352831.94058,JAM2000
6826,9178016493.05556,JAM2001
6827,9694169756.90153,JAM2002
6828,9399447609.1835,JAM2003
6829,10150978154.5484,JAM2004
6830,11204416000.0,JAM2005
6831,11901911987.8604,JAM2006
6832,12827809965.2375,JAM2007
6833,13680482786.9977,JAM2008
6834,12067478477.5714,JAM2009
6835,13200286270.4683,JAM2010
6836,14413359665.4275,JAM2011
6837,14798716216.2162,JAM2012
6838,14193012191.4957,JAM2013
6839,13852192273.1357,JAM2014
6840,14145469269.456999,JAM2015
6841,14072135208.5664,JAM2016
6842,14781107821.7513,JAM2017
6843,,JAM2018
6844,,JOR1960
6845,,JOR1961
6846,,JOR1962
6847,,JOR1963
6848,,JOR1964
6849,599831979.8375809,JOR1965
6850,658078969.476337,JOR1966
6851,631755810.697284,JOR1967
6852,561187342.481098,JOR1968
6853,698963875.66508,JOR1969
6854,639596751.610193,JOR1970
6855,678241388.966676,JOR1971
6856,788574628.955475,JOR1972
6857,943700547.778454,JOR1973
6858,1197454206.76808,JOR1974
6859,1363039399.62477,JOR1975
6860,1708734939.75904,JOR1976
6861,2096568478.59095,JOR1977
6862,2602748691.09948,JOR1978
6863,3271728271.72827,JOR1979
6864,3910036925.14267,JOR1980
6865,4384685230.02421,JOR1981
6866,4680567375.88653,JOR1982
6867,4920407601.21179,JOR1983
6868,4966710013.0039,JOR1984
6869,4993829194.120629,JOR1985
6870,6401380000.0,JOR1986
6871,6755599113.73707,JOR1987
6872,6277197435.2124,JOR1988
6873,4220945005.22102,JOR1989
6874,4160003917.4325795,JOR1990
6875,4344250257.012779,JOR1991
6876,5311329067.37276,JOR1992
6877,5605841535.57512,JOR1993
6878,6237739516.24445,JOR1994
6879,6727446632.42009,JOR1995
6880,6928359238.36389,JOR1996
6881,7246188575.45839,JOR1997
6882,7912327362.48237,JOR1998
6883,8149106064.88011,JOR1999
6884,8460424400.564179,JOR2000
6885,8975689844.8519,JOR2001
6886,9582453032.44006,JOR2002
6887,10195660789.8449,JOR2003
6888,11411390409.0268,JOR2004
6889,12588665303.244,JOR2005
6890,15056929760.2257,JOR2006
6891,17110587447.1086,JOR2007
6892,21972004086.2336,JOR2008
6893,23820230000.0,JOR2009
6894,26425379436.6197,JOR2010
6895,28840263380.2817,JOR2011
6896,30937277605.6338,JOR2012
6897,33593843661.9718,JOR2013
6898,35826925774.6479,JOR2014
6899,37517410281.6901,JOR2015
6900,38654727746.4789,JOR2016
6901,40068308450.7042,JOR2017
6902,,JOR2018
6903,44307342950.4,JPN1960
6904,53508617739.3778,JPN1961
6905,60723018683.7333,JPN1962
6906,69498131797.3333,JPN1963
6907,81749006381.5111,JPN1964
6908,90950278257.7778,JPN1965
6909,105628070343.111,JPN1966
6910,123781880217.6,JPN1967
6911,146601072685.511,JPN1968
6912,172204199480.889,JPN1969
6913,212609187920.833,JPN1970
6914,240151807459.955,JPN1971
6915,318031297492.682,JPN1972
6916,432082670451.08704,JPN1973
6917,479625998614.775,JPN1974
6918,521541905671.90295,JPN1975
6919,586161859001.02,JPN1976
6920,721411786537.187,JPN1977
6921,1013612173519.79,JPN1978
6922,1055012119528.16,JPN1979
6923,1105385973763.87,JPN1980
6924,1218988935129.81,JPN1981
6925,1134518001884.56,JPN1982
6926,1243323592058.83,JPN1983
6927,1318381627003.76,JPN1984
6928,1398892744820.69,JPN1985
6929,2078953333673.55,JPN1986
6930,2532808573157.03,JPN1987
6931,3071683013178.91,JPN1988
6932,3054914166263.18,JPN1989
6933,3132817652848.04,JPN1990
6934,3584420077100.84,JPN1991
6935,3908809463463.86,JPN1992
6936,4454143876947.21,JPN1993
6937,4907039384469.68,JPN1994
6938,5449116304981.1,JPN1995
6939,4833712542207.1,JPN1996
6940,4414732843544.43,JPN1997
6941,4032509760872.94,JPN1998
6942,4562078822335.45,JPN1999
6943,4887519660744.86,JPN2000
6944,4303544259842.72,JPN2001
6945,4115116279069.77,JPN2002
6946,4445658071221.86,JPN2003
6947,4815148854362.11,JPN2004
6948,4755410630912.14,JPN2005
6949,4530377224970.4,JPN2006
6950,4515264514430.57,JPN2007
6951,5037908465114.48,JPN2008
6952,5231382674593.7,JPN2009
6953,5700098114744.41,JPN2010
6954,6157459594823.72,JPN2011
6955,6203213121334.12,JPN2012
6956,5155717056270.83,JPN2013
6957,4850413536037.84,JPN2014
6958,4394977752877.82,JPN2015
6959,4949273341993.88,JPN2016
6960,4872415104314.68,JPN2017
6961,,JPN2018
6962,,KAZ1960
6963,,KAZ1961
6964,,KAZ1962
6965,,KAZ1963
6966,,KAZ1964
6967,,KAZ1965
6968,,KAZ1966
6969,,KAZ1967
6970,,KAZ1968
6971,,KAZ1969
6972,,KAZ1970
6973,,KAZ1971
6974,,KAZ1972
6975,,KAZ1973
6976,,KAZ1974
6977,,KAZ1975
6978,,KAZ1976
6979,,KAZ1977
6980,,KAZ1978
6981,,KAZ1979
6982,,KAZ1980
6983,,KAZ1981
6984,,KAZ1982
6985,,KAZ1983
6986,,KAZ1984
6987,,KAZ1985
6988,,KAZ1986
6989,,KAZ1987
6990,,KAZ1988
6991,,KAZ1989
6992,26932728898.8146,KAZ1990
6993,24881135586.399,KAZ1991
6994,24906939560.1098,KAZ1992
6995,23409027475.6879,KAZ1993
6996,21250839258.0901,KAZ1994
6997,20374307047.115,KAZ1995
6998,21035357832.8019,KAZ1996
6999,22165932062.966,KAZ1997
7000,22135245413.2312,KAZ1998
7001,16870817134.7767,KAZ1999
7002,18291990619.137,KAZ2000
7003,22152694161.8882,KAZ2001
7004,24636593223.3467,KAZ2002
7005,30833699702.7594,KAZ2003
7006,43151647002.6096,KAZ2004
7007,57123671733.8953,KAZ2005
7008,81003884545.4098,KAZ2006
7009,104849886825.584,KAZ2007
7010,133441612246.798,KAZ2008
7011,115308661142.92699,KAZ2009
7012,148047348240.643,KAZ2010
7013,192626507971.58398,KAZ2011
7014,207998568865.78897,KAZ2012
7015,236634552078.102,KAZ2013
7016,221415572819.5,KAZ2014
7017,184388432148.715,KAZ2015
7018,137278320084.17099,KAZ2016
7019,162886867831.694,KAZ2017
7020,,KAZ2018
7021,791265458.818076,KEN1960
7022,792959472.139024,KEN1961
7023,868111400.014073,KEN1962
7024,926589348.572953,KEN1963
7025,998759333.6433259,KEN1964
7026,997919319.980049,KEN1965
7027,1164519673.1976302,KEN1966
7028,1232559505.92359,KEN1967
7029,1353295457.5261,KEN1968
7030,1458379415.40278,KEN1969
7031,1603447357.25171,KEN1970
7032,1778391289.19123,KEN1971
7033,2107279157.3833601,KEN1972
7034,2502142444.15525,KEN1973
7035,2973309272.04487,KEN1974
7036,3259344935.76836,KEN1975
7037,3474542392.0321198,KEN1976
7038,4494378855.33109,KEN1977
7039,5303734882.53446,KEN1978
7040,6234390975.27091,KEN1979
7041,7265315331.622729,KEN1980
7042,6854491453.90208,KEN1981
7043,6431579357.31256,KEN1982
7044,5979198463.83025,KEN1983
7045,6191437070.44184,KEN1984
7046,6135034338.30431,KEN1985
7047,7239126716.932191,KEN1986
7048,7970820530.75078,KEN1987
7049,8355380879.12955,KEN1988
7050,8283114648.36775,KEN1989
7051,8572359162.856309,KEN1990
7052,8151479004.213341,KEN1991
7053,8209129171.73649,KEN1992
7054,5751789915.05363,KEN1993
7055,7148145375.78545,KEN1994
7056,9046326059.988571,KEN1995
7057,12045858436.2399,KEN1996
7058,13115773737.5664,KEN1997
7059,14093998843.7334,KEN1998
7060,12896013576.7324,KEN1999
7061,12705357103.0056,KEN2000
7062,12986007425.8781,KEN2001
7063,13147743910.7241,KEN2002
7064,14904517649.8476,KEN2003
7065,16095337093.8366,KEN2004
7066,18737897744.7948,KEN2005
7067,25825524820.8064,KEN2006
7068,31958195182.2406,KEN2007
7069,35895153327.8497,KEN2008
7070,37021512048.8158,KEN2009
7071,40000088346.8041,KEN2010
7072,41953433591.4101,KEN2011
7073,50412754861.0191,KEN2012
7074,55096728047.9408,KEN2013
7075,61448041564.0191,KEN2014
7076,64007751187.8874,KEN2015
7077,70875223143.0362,KEN2016
7078,79263075749.2682,KEN2017
7079,,KEN2018
7080,,KGZ1960
7081,,KGZ1961
7082,,KGZ1962
7083,,KGZ1963
7084,,KGZ1964
7085,,KGZ1965
7086,,KGZ1966
7087,,KGZ1967
7088,,KGZ1968
7089,,KGZ1969
7090,,KGZ1970
7091,,KGZ1971
7092,,KGZ1972
7093,,KGZ1973
7094,,KGZ1974
7095,,KGZ1975
7096,,KGZ1976
7097,,KGZ1977
7098,,KGZ1978
7099,,KGZ1979
7100,,KGZ1980
7101,,KGZ1981
7102,,KGZ1982
7103,,KGZ1983
7104,,KGZ1984
7105,,KGZ1985
7106,,KGZ1986
7107,,KGZ1987
7108,,KGZ1988
7109,,KGZ1989
7110,2675000000.0,KGZ1990
7111,2569444444.44444,KGZ1991
7112,2316562500.0,KGZ1992
7113,2028295454.54545,KGZ1993
7114,1681006993.00699,KGZ1994
7115,1661018518.5185199,KGZ1995
7116,1827570586.1678398,KGZ1996
7117,1767864035.71943,KGZ1997
7118,1645963749.83146,KGZ1998
7119,1249061487.01457,KGZ1999
7120,1369692689.42855,KGZ2000
7121,1525112241.84376,KGZ2001
7122,1605640974.292,KGZ2002
7123,1919012666.5690398,KGZ2003
7124,2211534585.0034,KGZ2004
7125,2460248026.17783,KGZ2005
7126,2834168889.42019,KGZ2006
7127,3802566170.8154297,KGZ2007
7128,5139957784.91084,KGZ2008
7129,4690062255.12247,KGZ2009
7130,4794357795.07139,KGZ2010
7131,6197766118.59856,KGZ2011
7132,6605139933.410629,KGZ2012
7133,7335027591.91628,KGZ2013
7134,7468096566.711579,KGZ2014
7135,6678178340.45121,KGZ2015
7136,6813092065.835071,KGZ2016
7137,7564738836.041221,KGZ2017
7138,,KGZ2018
7139,637142865.7142861,KHM1960
7140,642857134.2857139,KHM1961
7141,660000008.571429,KHM1962
7142,728571437.1428571,KHM1963
7143,782857128.571429,KHM1964
7144,868571428.571429,KHM1965
7145,914285714.285714,KHM1966
7146,962857134.285714,KHM1967
7147,1065714248.5714301,KHM1968
7148,978873232.394366,KHM1969
7149,718401157.7241629,KHM1970
7150,969911421.394181,KHM1971
7151,505549441.37507695,KHM1972
7152,702899155.982033,KHM1973
7153,588443893.6897731,KHM1974
7154,,KHM1975
7155,,KHM1976
7156,,KHM1977
7157,,KHM1978
7158,,KHM1979
7159,,KHM1980
7160,,KHM1981
7161,,KHM1982
7162,,KHM1983
7163,,KHM1984
7164,,KHM1985
7165,,KHM1986
7166,,KHM1987
7167,,KHM1988
7168,,KHM1989
7169,,KHM1990
7170,,KHM1991
7171,,KHM1992
7172,2533727592.04165,KHM1993
7173,2791435272.26653,KHM1994
7174,3441205692.9166,KHM1995
7175,3506695719.57259,KHM1996
7176,3443413388.6909,KHM1997
7177,3120425502.58253,KHM1998
7178,3517242477.2285,KHM1999
7179,3677897739.0762796,KHM2000
7180,3984000517.02345,KHM2001
7181,4284028482.53766,KHM2002
7182,4658246918.270921,KHM2003
7183,5337833248.03924,KHM2004
7184,6293046161.832621,KHM2005
7185,7274595706.67154,KHM2006
7186,8639235842.18075,KHM2007
7187,10351914093.1723,KHM2008
7188,10401851850.6108,KHM2009
7189,11242275198.9783,KHM2010
7190,12829541141.0127,KHM2011
7191,14054443213.4639,KHM2012
7192,15227991395.2201,KHM2013
7193,16702610842.4025,KHM2014
7194,18049954289.4229,KHM2015
7195,20016747754.0192,KHM2016
7196,22158209502.6391,KHM2017
7197,,KHM2018
7198,,KIR1960
7199,,KIR1961
7200,,KIR1962
7201,,KIR1963
7202,,KIR1964
7203,,KIR1965
7204,,KIR1966
7205,,KIR1967
7206,,KIR1968
7207,,KIR1969
7208,14295279.544693697,KIR1970
7209,15278632.4786325,KIR1971
7210,18936526.9461078,KIR1972
7211,31710657.7257811,KIR1973
7212,85637174.3722131,KIR1974
7213,55081816.991752796,KIR1975
7214,41109617.499694504,KIR1976
7215,38748059.4366822,KIR1977
7216,45210026.3248255,KIR1978
7217,42620165.43706679,KIR1979
7218,38715554.5433842,KIR1980
7219,41369800.0459664,KIR1981
7220,40572066.1324678,KIR1982
7221,37837837.8378378,KIR1983
7222,41246160.596753,KIR1984
7223,32125148.4042182,KIR1985
7224,32085561.497326195,KIR1986
7225,33608738.2719507,KIR1987
7226,42972107.1958747,KIR1988
7227,41119721.651115,KIR1989
7228,39809538.6776989,KIR1990
7229,47515189.281819604,KIR1991
7230,47737955.346651,KIR1992
7231,46919624.6430029,KIR1993
7232,54832577.8622606,KIR1994
7233,56338028.169014096,KIR1995
7234,66515376.7900462,KIR1996
7235,67537479.5903221,KIR1997
7236,65334841.06043471,KIR1998
7237,69032258.0645161,KIR1999
7238,67254174.3970315,KIR2000
7239,63101272.3699183,KIR2001
7240,72196457.6768445,KIR2002
7241,90231856.8000519,KIR2003
7242,102367039.270481,KIR2004
7243,112133944.253532,KIR2005
7244,110234939.759036,KIR2006
7245,132671742.95038101,KIR2007
7246,141042610.300285,KIR2008
7247,132420059.273124,KIR2009
7248,156120895.248578,KIR2010
7249,181705002.57864898,KIR2011
7250,190243321.598675,KIR2012
7251,185113921.606488,KIR2013
7252,179703443.302686,KIR2014
7253,171117872.436331,KIR2015
7254,178328873.03003302,KIR2016
7255,185572501.53280202,KIR2017
7256,,KIR2018
7257,12366563.611969901,KNA1960
7258,12483229.3064224,KNA1961
7259,12541562.1536487,KNA1962
7260,12833226.389780099,KNA1963
7261,13416554.862042801,KNA1964
7262,13593932.322053699,KNA1965
7263,14469078.1796966,KNA1966
7264,16742338.251986401,KNA1967
7265,14600000.0,KNA1968
7266,15850000.0,KNA1969
7267,16300000.0,KNA1970
7268,19624746.4503043,KNA1971
7269,22944849.1155047,KNA1972
7270,24196018.3767228,KNA1973
7271,31514856.3078422,KNA1974
7272,33364055.299539197,KNA1975
7273,30095602.294455104,KNA1976
7274,44496737.7777778,KNA1977
7275,49433941.4814815,KNA1978
7276,58840662.592592604,KNA1979
7277,68459214.07407409,KNA1980
7278,80890204.81481479,KNA1981
7279,86021798.51851851,KNA1982
7280,86875571.48148149,KNA1983
7281,98603924.81481479,KNA1984
7282,111008962.222222,KNA1985
7283,130684579.62963,KNA1986
7284,147748773.33333302,KNA1987
7285,172692174.444444,KNA1988
7286,192517321.851852,KNA1989
7287,217258907.777778,KNA1990
7288,220539507.407407,KNA1991
7289,242135418.148148,KNA1992
7290,263754660.37037003,KNA1993
7291,295157658.148148,KNA1994
7292,313483384.814815,KNA1995
7293,333946095.555556,KNA1996
7294,374640295.109925,KNA1997
7295,383257144.922701,KNA1998
7296,406597034.44184905,KNA1999
7297,433520494.939384,KNA2000
7298,475443712.230749,KNA2001
7299,497328946.72450197,KNA2002
7300,486344351.017684,KNA2003
7301,529250459.259259,KNA2004
7302,577730934.074074,KNA2005
7303,657227386.666667,KNA2006
7304,723938700.37037,KNA2007
7305,793368441.0074071,KNA2008
7306,767066391.8185179,KNA2009
7307,766785071.244444,KNA2010
7308,818728133.003704,KNA2011
7309,800392821.222222,KNA2012
7310,849496203.911111,KNA2013
7311,916857359.5296301,KNA2014
7312,936314411.4703699,KNA2015
7313,958973183.2222221,KNA2016
7314,992007403.125926,KNA2017
7315,,KNA2018
7316,3957873925.93719,KOR1960
7317,2417237753.94419,KOR1961
7318,2813933899.74577,KOR1962
7319,3988246108.63888,KOR1963
7320,3458518493.92483,KOR1964
7321,3120307807.8078103,KOR1965
7322,3928171298.00251,KOR1966
7323,4854576371.4328,KOR1967
7324,6117260075.90819,KOR1968
7325,7675805108.27318,KOR1969
7326,8999227202.47295,KOR1970
7327,9889961111.91128,KOR1971
7328,10842220468.8335,KOR1972
7329,13841885920.8676,KOR1973
7330,19482038222.8595,KOR1974
7331,21704752066.1157,KOR1975
7332,29779338842.9752,KOR1976
7333,38265082644.6281,KOR1977
7334,51700619834.7107,KOR1978
7335,66567975206.6116,KOR1979
7336,64980820835.3226,KOR1980
7337,72425590649.4574,KOR1981
7338,77773431088.25299,KOR1982
7339,87024427972.9294,KOR1983
7340,96597434179.5082,KOR1984
7341,100273097170.18,KOR1985
7342,115537126325.94,KOR1986
7343,146133338196.141,KOR1987
7344,196964195387.371,KOR1988
7345,243526047716.915,KOR1989
7346,279349355713.801,KOR1990
7347,325734233312.87897,KOR1991
7348,350051111253.443,KOR1992
7349,386302839273.923,KOR1993
7350,455602962225.40295,KOR1994
7351,556130926912.754,KOR1995
7352,598099073901.423,KOR1996
7353,557503074772.151,KOR1997
7354,374241351752.483,KOR1998
7355,485248229336.65295,KOR1999
7356,561633125839.994,KOR2000
7357,533052076313.52704,KOR2001
7358,609020054512.465,KOR2002
7359,680520724062.403,KOR2003
7360,764880644710.649,KOR2004
7361,898137194716.188,KOR2005
7362,1011797457138.5,KOR2006
7363,1122679154632.41,KOR2007
7364,1002219052967.54,KOR2008
7365,901934953364.7109,KOR2009
7366,1094499338702.72,KOR2010
7367,1202463682633.85,KOR2011
7368,1222807284485.31,KOR2012
7369,1305604981271.91,KOR2013
7370,1411333926201.24,KOR2014
7371,1382764027113.82,KOR2015
7372,1414804158515.26,KOR2016
7373,1530750923148.7,KOR2017
7374,,KOR2018
7375,,KWT1960
7376,,KWT1961
7377,,KWT1962
7378,,KWT1963
7379,,KWT1964
7380,2097451694.2033,KWT1965
7381,2391486978.4374104,KWT1966
7382,2441893027.16326,KWT1967
7383,2663119574.34892,KWT1968
7384,2769532343.88127,KWT1969
7385,2873984878.18538,KWT1970
7386,3880370401.57259,KWT1971
7387,4451200972.9401,KWT1972
7388,5408293998.65138,KWT1973
7389,13004774556.6166,KWT1974
7390,12024138275.8621,KWT1975
7391,13131668946.6484,KWT1976
7392,14135729588.2763,KWT1977
7393,15500908760.4507,KWT1978
7394,24746019536.903,KWT1979
7395,28638550499.4451,KWT1980
7396,25056672166.4275,KWT1981
7397,21577977770.059,KWT1982
7398,20869434305.3173,KWT1983
7399,21697297872.3404,KWT1984
7400,21442619680.8511,KWT1985
7401,17903681693.0489,KWT1986
7402,22365734481.5213,KWT1987
7403,20692472759.8566,KWT1988
7404,24312117767.1886,KWT1989
7405,18427777777.7778,KWT1990
7406,11008793176.2223,KWT1991
7407,19858555214.7239,KWT1992
7408,23941391390.7285,KWT1993
7409,24848483838.3838,KWT1994
7410,27191689008.0429,KWT1995
7411,31493987641.9506,KWT1996
7412,30354434553.2476,KWT1997
7413,25941929461.9423,KWT1998
7414,30121879434.954,KWT1999
7415,37711864406.7797,KWT2000
7416,34890772742.0933,KWT2001
7417,38137545245.1464,KWT2002
7418,47875838926.1745,KWT2003
7419,59440108585.0017,KWT2004
7420,80797945205.4795,KWT2005
7421,101550654720.88199,KWT2006
7422,114641097818.438,KWT2007
7423,147395833333.333,KWT2008
7424,105899930507.297,KWT2009
7425,115419050942.08,KWT2010
7426,154027536231.884,KWT2011
7427,174070025008.932,KWT2012
7428,174161142454.161,KWT2013
7429,162631412508.784,KWT2014
7430,114567298105.68301,KWT2015
7431,110912280701.754,KWT2016
7432,120126277612.925,KWT2017
7433,,KWT2018
7434,52446895080.0151,LAC1960
7435,54865047280.8582,LAC1961
7436,62806671365.4862,LAC1962
7437,69823803147.8274,LAC1963
7438,72398516660.3592,LAC1964
7439,76498112798.9844,LAC1965
7440,86347073629.1459,LAC1966
7441,94087679613.271,LAC1967
7442,101450410311.858,LAC1968
7443,111299953518.64801,LAC1969
7444,123631009959.8,LAC1970
7445,139043000711.411,LAC1971
7446,160225188649.403,LAC1972
7447,202171989671.32,LAC1973
7448,266945338395.867,LAC1974
7449,312453284520.57104,LAC1975
7450,353105737479.885,LAC1976
7451,384495296287.915,LAC1977
7452,442468530928.775,LAC1978
7453,523643874274.947,LAC1979
7454,632866826000.12,LAC1980
7455,740656506355.8821,LAC1981
7456,683270258660.932,LAC1982
7457,573060501977.7739,LAC1983
7458,603503489268.808,LAC1984
7459,617083424175.021,LAC1985
7460,598082762332.028,LAC1986
7461,633454479627.309,LAC1987
7462,716133064266.907,LAC1988
7463,843649449809.588,LAC1989
7464,941929520079.885,LAC1990
7465,1154767597751.43,LAC1991
7466,1023080892326.31,LAC1992
7467,1212055012116.03,LAC1993
7468,1401033633900.22,LAC1994
7469,1497323587586.25,LAC1995
7470,1630610316043.19,LAC1996
7471,1792198733344.95,LAC1997
7472,1800531811891.44,LAC1998
7473,1593657027306.42,LAC1999
7474,1798300369060.58,LAC2000
7475,1764672893100.12,LAC2001
7476,1711280764394.86,LAC2002
7477,1713929857278.16,LAC2003
7478,1953987429179.36,LAC2004
7479,2376142631707.79,LAC2005
7480,2790111682616.55,LAC2006
7481,3298169837834.87,LAC2007
7482,3836471606551.62,LAC2008
7483,3600734482686.73,LAC2009
7484,4481072174864.07,LAC2010
7485,5054640853840.34,LAC2011
7486,5075675863878.23,LAC2012
7487,5196506873413.55,LAC2013
7488,5356666312204.11,LAC2014
7489,4387475711763.74,LAC2015
7490,4287380665066.12,LAC2016
7491,4741904526950.38,LAC2017
7492,,LAC2018
7493,,LAO1960
7494,,LAO1961
7495,,LAO1962
7496,,LAO1963
7497,,LAO1964
7498,,LAO1965
7499,,LAO1966
7500,,LAO1967
7501,,LAO1968
7502,,LAO1969
7503,,LAO1970
7504,,LAO1971
7505,,LAO1972
7506,,LAO1973
7507,,LAO1974
7508,,LAO1975
7509,,LAO1976
7510,,LAO1977
7511,,LAO1978
7512,,LAO1979
7513,,LAO1980
7514,,LAO1981
7515,,LAO1982
7516,,LAO1983
7517,1757142805.7142901,LAO1984
7518,2366666615.55556,LAO1985
7519,1776842041.0526302,LAO1986
7520,1087273103.6963902,LAO1987
7521,598961269.297879,LAO1988
7522,714046821.093797,LAO1989
7523,865559856.1639,LAO1990
7524,1028087972.31085,LAO1991
7525,1127806944.6151302,LAO1992
7526,1327748654.6596901,LAO1993
7527,1543606345.1168401,LAO1994
7528,1763536304.53964,LAO1995
7529,1873671550.3463602,LAO1996
7530,1747011857.33107,LAO1997
7531,1280177838.71905,LAO1998
7532,1454430642.49183,LAO1999
7533,1731198022.45494,LAO2000
7534,1768619058.3464699,LAO2001
7535,1758176653.07746,LAO2002
7536,2023324407.3031602,LAO2003
7537,2366398119.8821,LAO2004
7538,2735558726.25625,LAO2005
7539,3452882514.0016603,LAO2006
7540,4222962987.53859,LAO2007
7541,5443915120.50795,LAO2008
7542,5832915387.08908,LAO2009
7543,7127792629.582941,LAO2010
7544,8749241114.189129,LAO2011
7545,10191350119.6808,LAO2012
7546,11942230508.334,LAO2013
7547,13268458231.9284,LAO2014
7548,14390391264.2607,LAO2015
7549,15805707154.2329,LAO2016
7550,16853087485.4118,LAO2017
7551,,LAO2018
7552,,LBN1960
7553,,LBN1961
7554,,LBN1962
7555,,LBN1963
7556,,LBN1964
7557,,LBN1965
7558,,LBN1966
7559,,LBN1967
7560,,LBN1968
7561,,LBN1969
7562,,LBN1970
7563,,LBN1971
7564,,LBN1972
7565,,LBN1973
7566,,LBN1974
7567,,LBN1975
7568,,LBN1976
7569,,LBN1977
7570,,LBN1978
7571,,LBN1979
7572,,LBN1980
7573,,LBN1981
7574,,LBN1982
7575,,LBN1983
7576,,LBN1984
7577,,LBN1985
7578,,LBN1986
7579,,LBN1987
7580,3313540067.9324603,LBN1988
7581,2717998687.71002,LBN1989
7582,2838485353.9618697,LBN1990
7583,4690415092.53663,LBN1991
7584,5843579160.90122,LBN1992
7585,7941744492.1211,LBN1993
7586,9599127049.9375,LBN1994
