,gdp,map
2358,37353276059.2518,CIV2017
2359,,CIV2018
2360,618740988.011405,CMR1960
2361,657597382.7591519,CMR1961
2362,699373701.2171379,CMR1962
2363,723624365.288138,CMR1963
2364,782384527.813649,CMR1964
2365,814139855.756458,CMR1965
2366,853268771.097081,CMR1966
2367,934079050.346173,CMR1967
2368,1053077155.17925,CMR1968
2369,1152418514.82616,CMR1969
2370,1160002260.94729,CMR1970
2371,1233991075.11626,CMR1971
2372,1430951331.8503401,CMR1972
2373,1758727395.18703,CMR1973
2374,2255496995.49378,CMR1974
2375,2752771043.88609,CMR1975
2376,3076592431.27204,CMR1976
2377,3366368664.59706,CMR1977
2378,4409920643.6422,CMR1978
2379,5811444660.65752,CMR1979
2380,6740756568.91566,CMR1980
2381,7636345827.34308,CMR1981
2382,7322914570.15588,CMR1982
2383,7381854746.91629,CMR1983
2384,7801858825.184159,CMR1984
2385,8148223603.583991,CMR1985
2386,10621158532.5193,CMR1986
2387,12302471429.4318,CMR1987
2388,12493286761.7341,CMR1988
2389,11140055364.1502,CMR1989
2390,11151578050.7356,CMR1990
2391,12434370004.9586,CMR1991
2392,11396310990.2197,CMR1992
2393,15498179313.0425,CMR1993
2394,10600157683.8412,CMR1994
2395,9643953174.77349,CMR1995
2396,10513387441.6194,CMR1996
2397,10833497457.5123,CMR1997
2398,10612847429.35,CMR1998
2399,11198378749.4719,CMR1999
2400,10083937740.0624,CMR2000
2401,10371327756.4548,CMR2001
2402,11579343088.1613,CMR2002
2403,14548845764.5325,CMR2003
2404,17430933517.2998,CMR2004
2405,17944084201.4901,CMR2005
2406,19356046327.8995,CMR2006
2407,22365265025.66,CMR2007
2408,26409781215.1844,CMR2008
2409,26017925551.8426,CMR2009
2410,26143818509.6421,CMR2010
2411,29337006833.0825,CMR2011
2412,29104437355.0395,CMR2012
2413,32348149947.3727,CMR2013
2414,34942948737.3967,CMR2014
2415,30916218544.4404,CMR2015
2416,32621535418.9031,CMR2016
2417,34922782310.6416,CMR2017
2418,,CMR2018
2419,3359404117.6470604,COD1960
2420,3086746857.14286,COD1961
2421,3779841428.5714297,COD1962
2422,6213185742.57426,COD1963
2423,2881545272.72727,COD1964
2424,4043901818.1818204,COD1965
2425,4532660181.81818,COD1966
2426,3384063371.75792,COD1967
2427,3909780538.92216,COD1968
2428,5032434970.059879,COD1969
2429,4877684910.17964,COD1970
2430,5594770359.28144,COD1971
2431,6173712814.37126,COD1972
2432,7870239461.077841,COD1973
2433,9596960179.64072,COD1974
2434,10237343173.6527,COD1975
2435,9648583224.99212,COD1976
2436,12344424763.5727,COD1977
2437,15372608002.3923,COD1978
2438,15068422236.3663,COD1979
2439,14394927494.8647,COD1980
2440,12537821038.2202,COD1981
2441,13651667371.1676,COD1982
2442,11006712650.4481,COD1983
2443,7857729193.203429,COD1984
2444,7195042616.0071,COD1985
2445,8095367168.21769,COD1986
2446,7661625472.57705,COD1987
2447,8861299976.74158,COD1988
2448,9021862775.259779,COD1989
2449,9349764580.36997,COD1990
2450,9625436872.51075,COD1991
2451,8227343907.26679,COD1992
2452,10706259936.7425,COD1993
2453,5820382248.282021,COD1994
2454,5643439376.10491,COD1995
2455,5771454939.62404,COD1996
2456,6090840548.1878395,COD1997
2457,6215591269.89747,COD1998
2458,4711259427.27273,COD1999
2459,19088046305.7971,COD2000
2460,7438189100.33333,COD2001
2461,8728038525.14034,COD2002
2462,8937567059.87754,COD2003
2463,10297483481.223,COD2004
2464,11964484667.9102,COD2005
2465,14451902467.9315,COD2006
2466,16737071816.38,COD2007
2467,19788515873.8942,COD2008
2468,18648373312.4241,COD2009
2469,21565720044.4634,COD2010
2470,25839749198.8233,COD2011
2471,29306235826.3886,COD2012
2472,32679745297.6453,COD2013
2473,35909040265.9328,COD2014
2474,37917704900.0794,COD2015
2475,37134799974.5225,COD2016
2476,37642482562.3205,COD2017
2477,,COD2018
2478,131731862.568975,COG1960
2479,151675739.16060302,COG1961
2480,166521239.86331,COG1962
2481,172233430.871484,COG1963
2482,185693724.845363,COG1964
2483,198318063.860841,COG1965
2484,220613582.369866,COG1966
2485,237397428.336411,COG1967
2486,251247458.01213902,COG1968
2487,265040036.059152,COG1969
2488,274960699.858595,COG1970
2489,322128019.32359904,COG1971
2490,410669262.898009,COG1972
2491,541973362.481063,COG1973
2492,585364635.354804,COG1974
2493,767102679.01869,COG1975
2494,754549600.548053,COG1976
2495,765224030.636477,COG1977
2496,878771771.2908831,COG1978
2497,1198749665.95053,COG1979
2498,1705796849.54659,COG1980
2499,1993512325.9230602,COG1981
2500,2160640566.5395303,COG1982
2501,2097274289.61527,COG1983
2502,2193581366.40726,COG1984
2503,2160872541.4189,COG1985
2504,1849268214.6818101,COG1986
2505,2297753649.2796197,COG1987
2506,2212536313.33476,COG1988
2507,2389593021.94868,COG1989
2508,2798746050.58228,COG1990
2509,2724853592.73382,COG1991
2510,2933222714.1150603,COG1992
2511,1918970032.40865,COG1993
2512,1769365425.04053,COG1994
2513,2116003977.9752898,COG1995
2514,2540697688.05698,COG1996
2515,2322718991.2645802,COG1997
2516,1949481296.60762,COG1998
2517,2353909563.94122,COG1999
2518,3219910550.39332,COG2000
2519,2794259783.08097,COG2001
2520,3019993738.77492,COG2002
2521,3495868808.0512,COG2003
2522,4648628921.36969,COG2004
2523,6087003176.11624,COG2005
2524,7731261310.93322,COG2006
2525,8394688284.062241,COG2007
2526,11859013280.9951,COG2008
2527,9593537550.75063,COG2009
2528,12007880438.6232,COG2010
2529,14425607179.6639,COG2011
2530,13677930123.5919,COG2012
2531,14085851348.068998,COG2013
2532,14177437982.2619,COG2014
2533,8553154580.399509,COG2015
2534,9035848070.90357,COG2016
2535,8701334800.219759,COG2017
2536,,COG2018
2537,4031152976.63904,COL1960
2538,4540447761.19403,COL1961
2539,4955543963.36869,COL1962
2540,4836166666.66667,COL1963
2541,5973366666.66667,COL1964
2542,5760761904.7619,COL1965
2543,5428518518.51852,COL1966
2544,5825170438.48704,COL1967
2545,5960212869.12968,COL1968
2546,6450175213.749229,COL1969
2547,7198360460.198871,COL1970
2548,7820380970.53674,COL1971
2549,8671358732.68486,COL1972
2550,10315760000.3394,COL1973
2551,12370029583.6419,COL1974
2552,13098633901.8673,COL1975
2553,15341403660.4698,COL1976
2554,19470960619.1297,COL1977
2555,23263511958.0509,COL1978
2556,27940411250.2732,COL1979
2557,33400735644.0481,COL1980
2558,36388366869.0309,COL1981
2559,38968039721.748,COL1982
2560,38729822781.5997,COL1983
2561,38253120737.9671,COL1984
2562,34894411351.983,COL1985
2563,34942489683.9712,COL1986
2564,36373307085.0887,COL1987
2565,39212550050.4223,COL1988
2566,39540080200.3938,COL1989
2567,47844090709.9908,COL1990
2568,49175565911.0655,COL1991
2569,58418985443.3172,COL1992
2570,66446804802.5747,COL1993
2571,81703500846.0364,COL1994
2572,92507279383.0387,COL1995
2573,97160109277.8087,COL1996
2574,106659508271.255,COL1997
2575,98443739941.1664,COL1998
2576,86186158684.7685,COL1999
2577,99886577330.7271,COL2000
2578,98203546156.3102,COL2001
2579,97933391976.08301,COL2002
2580,94684584162.77301,COL2003
2581,117074863821.85,COL2004
2582,145180960224.302,COL2005
2583,161189825603.139,COL2006
2584,205706860699.30103,COL2007
2585,241710969502.89398,COL2008
2586,232494134119.684,COL2009
2587,286103648654.545,COL2010
2588,334454039093.586,COL2011
2589,370574421703.06,COL2012
2590,381866608838.8,COL2013
2591,381112119657.445,COL2014
2592,293481748240.779,COL2015
2593,282856115393.175,COL2016
2594,314457601859.523,COL2017
2595,,COL2018
2596,,COM1960
2597,,COM1961
2598,,COM1962
2599,,COM1963
2600,,COM1964
2601,,COM1965
2602,,COM1966
2603,,COM1967
2604,,COM1968
2605,,COM1969
2606,,COM1970
2607,,COM1971
2608,,COM1972
2609,,COM1973
2610,,COM1974
2611,,COM1975
2612,,COM1976
2613,,COM1977
2614,,COM1978
2615,,COM1979
2616,212218226.429847,COM1980
2617,196349967.67000702,COM1981
2618,184008995.643686,COM1982
2619,191621958.375365,COM1983
2620,184697209.997414,COM1984
2621,196726077.061972,COM1985
2622,279197696.81463903,COM1986
2623,337525870.61696804,COM1987
2624,356500026.691673,COM1988
2625,341476764.044267,COM1989
2626,429622147.743446,COM1990
2627,424108796.562976,COM1991
2628,457388578.924144,COM1992
2629,452881443.084162,COM1993
2630,319189200.353123,COM1994
2631,398461789.55868596,COM1995
2632,396053797.633321,COM1996
2633,364445589.702365,COM1997
2634,370106776.043329,COM1998
2635,382454989.945311,COM1999
2636,350264287.687331,COM2000
2637,378180913.355762,COM2001
2638,423962976.722333,COM2002
2639,545658929.044587,COM2003
2640,632570092.207793,COM2004
2641,653584808.745573,COM2005
2642,697810988.051543,COM2006
2643,794621676.4876809,COM2007
2644,911967428.7138381,COM2008
2645,901711442.285944,COM2009
2646,907093130.3135211,COM2010
2647,1021746833.4257301,COM2011
2648,1015901205.4202801,COM2012
2649,1115906341.7772698,COM2013
2650,1148058015.47633,COM2014
2651,988150249.5336881,COM2015
2652,1024261820.6281,COM2016
2653,1068124329.8625699,COM2017
2654,,COM2018
2655,,CPV1960
2656,,CPV1961
2657,,CPV1962
2658,,CPV1963
2659,,CPV1964
2660,,CPV1965
2661,,CPV1966
2662,,CPV1967
2663,,CPV1968
2664,,CPV1969
2665,,CPV1970
2666,,CPV1971
2667,,CPV1972
2668,,CPV1973
2669,,CPV1974
2670,,CPV1975
2671,,CPV1976
2672,,CPV1977
2673,,CPV1978
2674,,CPV1979
2675,142246875.53671598,CPV1980
2676,139468114.59974098,CPV1981
2677,140630758.594899,CPV1982
2678,138476239.366792,CPV1983
2679,132019065.033419,CPV1984
2680,137728155.212661,CPV1985
2681,190651207.999511,CPV1986
2682,235253171.841062,CPV1987
2683,264308140.28514904,CPV1988
2684,267448513.108168,CPV1989
2685,306891107.262039,CPV1990
2686,319827058.592875,CPV1991
2687,357160985.32741296,CPV1992
2688,490417389.682569,CPV1993
2689,406580652.330537,CPV1994
2690,487148993.533109,CPV1995
2691,501979069.274683,CPV1996
2692,490608657.924976,CPV1997
2693,521910560.52486795,CPV1998
2694,592416703.0588781,CPV1999
2695,539227277.6264111,CPV2000
2696,563024383.296626,CPV2001
2697,620974660.230303,CPV2002
2698,813963830.179217,CPV2003
2699,924318490.7598,CPV2004
2700,971977088.1569141,CPV2005
2701,1107891063.43863,CPV2006
2702,1513933983.2239802,CPV2007
2703,1789333748.6799,CPV2008
2704,1711817181.52969,CPV2009
2705,1664310769.55229,CPV2010
2706,1864824080.6925602,CPV2011
2707,1751888561.72747,CPV2012
2708,1850470042.43281,CPV2013
2709,1859898513.26858,CPV2014
2710,1596800287.16405,CPV2015
2711,1663008687.09505,CPV2016
2712,1772706451.18085,CPV2017
2713,,CPV2018
2714,507513829.994855,CRI1960
2715,490325181.614275,CRI1961
2716,479180824.348506,CRI1962
2717,511902136.80997306,CRI1963
2718,542578367.242598,CRI1964
2719,592981162.264151,CRI1965
2720,647305630.188679,CRI1966
2721,699456618.867925,CRI1967
2722,773841494.3396231,CRI1968
2723,853630203.773585,CRI1969
2724,984830158.490566,CRI1970
2725,1077152902.29104,CRI1971
2726,1238251695.55388,CRI1972
2727,1528916185.23199,CRI1973
2728,1666544754.09836,CRI1974
2729,1960863465.5776,CRI1975
2730,2412555425.90432,CRI1976
2731,3072427012.8354697,CRI1977
2732,3523208809.8016295,CRI1978
2733,4035519323.22054,CRI1979
2734,4831447001.166861,CRI1980
2735,2623807074.2948,CRI1981
2736,2606621255.01581,CRI1982
2737,3146770103.81027,CRI1983
2738,3660476458.87179,CRI1984
2739,3919203960.39604,CRI1985
2740,4418983870.96774,CRI1986
2741,4532952047.15628,CRI1987
2742,4614629898.40348,CRI1988
2743,5251025767.476271,CRI1989
2744,5711687786.75989,CRI1990
2745,7168999670.28612,CRI1991
2746,8528593420.84326,CRI1992
2747,9537297723.43265,CRI1993
2748,10432619325.6167,CRI1994
2749,11513472785.7207,CRI1995
2750,11618286652.0436,CRI1996
2751,12552071488.0101,CRI1997
2752,13617405297.0624,CRI1998
2753,14195623342.7641,CRI1999
2754,14949514493.4226,CRI2000
2755,15913363440.5059,CRI2001
2756,16504795592.9272,CRI2002
2757,17195867468.4087,CRI2003
2758,18529767918.1536,CRI2004
2759,19952156489.4661,CRI2005
2760,22600431882.9744,CRI2006
2761,26743874205.8521,CRI2007
2762,30612932876.3523,CRI2008
2763,30562361123.0103,CRI2009
2764,37268635287.1516,CRI2010
2765,42262697840.4212,CRI2011
2766,46473128285.4629,CRI2012
2767,49745088111.6217,CRI2013
2768,50577769837.690994,CRI2014
2769,54775994478.4981,CRI2015
2770,57157992434.219,CRI2016
2771,57285984447.7113,CRI2017
2772,,CRI2018
2773,1875397946.6297603,CSS1960
2774,2032981145.31174,CSS1961
2775,2148273316.08583,CSS1962
2776,2284335163.64469,CSS1963
2777,2463816387.9461603,CSS1964
2778,2654000174.10142,CSS1965
2779,2881107716.54068,CSS1966
2780,3094416954.66512,CSS1967
2781,3075541564.78655,CSS1968
2782,3350936667.01395,CSS1969
2783,3685611851.9519897,CSS1970
2784,4007119730.39279,CSS1971
2785,4627189318.3784,CSS1972
2786,5063035157.257071,CSS1973
2787,6578388620.69736,CSS1974
2788,7686643535.073179,CSS1975
2789,7911417635.53732,CSS1976
2790,9186440943.36252,CSS1977
2791,9421973622.53354,CSS1978
2792,10828656105.221,CSS1979
2793,13327153023.2632,CSS1980
2794,14705712626.4707,CSS1981
2795,16352688950.1052,CSS1982
2796,16560675227.0137,CSS1983
2797,15758053947.0612,CSS1984
2798,15572552894.1938,CSS1985
2799,14171399792.7339,CSS1986
2800,15225050066.5413,CSS1987
2801,16140575006.462,CSS1988
2802,16517580318.8047,CSS1989
2803,17959211147.0321,CSS1990
2804,17763082530.2202,CSS1991
2805,17490762567.9809,CSS1992
2806,18906881922.2238,CSS1993
2807,19904505764.2725,CSS1994
2808,21996669072.3931,CSS1995
2809,24019482918.8773,CSS1996
2810,28143148045.3139,CSS1997
2811,30068485136.3066,CSS1998
2812,31871092686.7793,CSS1999
2813,34177064571.079,CSS2000
2814,35220649366.5483,CSS2001
2815,36957137315.8789,CSS2002
2816,39498589670.4827,CSS2003
2817,43221500667.3951,CSS2004
2818,48878552450.9397,CSS2005
2819,54565407832.5453,CSS2006
2820,60904230941.2576,CSS2007
2821,69102174030.3682,CSS2008
2822,58163115346.8116,CSS2009
2823,63268926036.5313,CSS2010
2824,68351085108.7705,CSS2011
2825,70588397890.6743,CSS2012
2826,71335339138.4765,CSS2013
2827,72495698044.4166,CSS2014
2828,70862033353.6265,CSS2015
2829,67665555626.4245,CSS2016
2830,68823642409.779,CSS2017
2831,,CSS2018
2832,,CUB1960
2833,,CUB1961
2834,,CUB1962
2835,,CUB1963
2836,,CUB1964
2837,,CUB1965
2838,,CUB1966
2839,,CUB1967
2840,,CUB1968
2841,,CUB1969
2842,5693005200.0,CUB1970
2843,6914658400.0,CUB1971
2844,8135150891.92025,CUB1972
2845,9987709650.18094,CUB1973
2846,11405957317.0732,CUB1974
2847,13027415243.9024,CUB1975
2848,13789579902.5579,CUB1976
2849,14206158674.6988,CUB1977
2850,17844705324.6753,CUB1978
2851,19584443287.6712,CUB1979
2852,19912889861.1111,CUB1980
2853,20150254096.3855,CUB1981
2854,20953510235.2941,CUB1982
2855,22204940512.2235,CUB1983
2856,24039383608.4235,CUB1984
2857,22920490774.102,CUB1985
2858,24226574634.0293,CUB1986
2859,25213935012.0819,CUB1987
2860,27458999472.2955,CUB1988
2861,27023468665.8977,CUB1989
2862,28645436569.1489,CUB1990
2863,24316556025.6585,CUB1991
2864,22085858243.2432,CUB1992
2865,22367254864.8649,CUB1993
2866,28448326756.7568,CUB1994
2867,30429803651.2192,CUB1995
2868,25017368696.8455,CUB1996
2869,25365908058.7205,CUB1997
2870,25736331247.1786,CUB1998
2871,28364615241.6894,CUB1999
2872,30565400000.0,CUB2000
2873,31682400000.0,CUB2001
2874,33590500000.0,CUB2002
2875,35901200000.0,CUB2003
2876,38203000000.0,CUB2004
2877,42643836074.8,CUB2005
2878,52742800000.0,CUB2006
2879,58603900000.0,CUB2007
2880,60806300000.0,CUB2008
2881,62080000000.0,CUB2009
2882,64328000000.0,CUB2010
2883,68990000000.0,CUB2011
2884,73141000000.0,CUB2012
2885,77148000000.0,CUB2013
2886,80656000000.0,CUB2014
2887,87133000000.0,CUB2015
2888,91370000000.0,CUB2016
2889,96851000000.0,CUB2017
2890,,CUB2018
2891,,CUW1960
2892,,CUW1961
2893,,CUW1962
2894,,CUW1963
2895,,CUW1964
2896,,CUW1965
2897,,CUW1966
2898,,CUW1967
2899,,CUW1968
2900,,CUW1969
2901,,CUW1970
2902,,CUW1971
2903,,CUW1972
2904,,CUW1973
2905,,CUW1974
2906,,CUW1975
2907,,CUW1976
2908,,CUW1977
2909,,CUW1978
2910,,CUW1979
2911,,CUW1980
2912,,CUW1981
2913,,CUW1982
2914,,CUW1983
2915,,CUW1984
2916,,CUW1985
2917,,CUW1986
2918,,CUW1987
2919,,CUW1988
2920,,CUW1989
2921,,CUW1990
2922,,CUW1991
2923,,CUW1992
2924,,CUW1993
2925,,CUW1994
2926,,CUW1995
2927,,CUW1996
2928,,CUW1997
2929,,CUW1998
2930,,CUW1999
2931,,CUW2000
2932,,CUW2001
2933,,CUW2002
2934,,CUW2003
2935,,CUW2004
2936,,CUW2005
2937,,CUW2006
2938,,CUW2007
2939,,CUW2008
2940,,CUW2009
2941,,CUW2010
2942,,CUW2011
2943,,CUW2012
2944,,CUW2013
2945,,CUW2014
2946,,CUW2015
2947,,CUW2016
2948,,CUW2017
2949,,CUW2018
2950,,CYM1960
2951,,CYM1961
2952,,CYM1962
2953,,CYM1963
2954,,CYM1964
2955,,CYM1965
2956,,CYM1966
2957,,CYM1967
2958,,CYM1968
2959,,CYM1969
2960,,CYM1970
2961,,CYM1971
2962,,CYM1972
2963,,CYM1973
2964,,CYM1974
2965,,CYM1975
2966,,CYM1976
2967,,CYM1977
2968,,CYM1978
2969,,CYM1979
2970,,CYM1980
2971,,CYM1981
2972,,CYM1982
2973,,CYM1983
2974,,CYM1984
2975,,CYM1985
2976,,CYM1986
2977,,CYM1987
2978,,CYM1988
2979,,CYM1989
2980,,CYM1990
2981,,CYM1991
2982,,CYM1992
2983,,CYM1993
2984,,CYM1994
2985,,CYM1995
2986,,CYM1996
2987,,CYM1997
2988,,CYM1998
2989,,CYM1999
2990,,CYM2000
2991,,CYM2001
2992,,CYM2002
2993,,CYM2003
2994,,CYM2004
2995,2315972638.90556,CYM2005
2996,3207147940.16757,CYM2006
2997,,CYM2007
2998,,CYM2008
2999,,CYM2009
3000,,CYM2010
3001,,CYM2011
3002,,CYM2012
3003,,CYM2013
3004,,CYM2014
3005,,CYM2015
3006,,CYM2016
3007,,CYM2017
3008,,CYM2018
3009,,CYP1960
3010,,CYP1961
3011,,CYP1962
3012,,CYP1963
3013,,CYP1964
3014,,CYP1965
3015,,CYP1966
3016,,CYP1967
3017,,CYP1968
3018,,CYP1969
3019,,CYP1970
3020,,CYP1971
3021,,CYP1972
3022,,CYP1973
3023,,CYP1974
3024,489914760.682807,CYP1975
3025,576090073.715036,CYP1976
3026,734887973.975806,CYP1977
3027,964026512.197839,CYP1978
3028,1288715209.58084,CYP1979
3029,2154311276.94859,CYP1980
3030,2087496373.77964,CYP1981
3031,2159242416.76942,CYP1982
3032,2160364071.1902103,CYP1983
3033,2278248953.14058,CYP1984
3034,2430411900.19194,CYP1985
3035,3090734463.2768397,CYP1986
3036,3704813885.50548,CYP1987
3037,4278792597.23965,CYP1988
3038,4563482603.5503,CYP1989
3039,5591130217.66965,CYP1990
3040,5770197348.48485,CYP1991
3041,6912150456.323339,CYP1992
3042,6590291048.29211,CYP1993
3043,7425703928.571429,CYP1994
3044,9933143596.37775,CYP1995
3045,10011919698.8708,CYP1996
3046,9547822120.86659,CYP1997
3047,10248619909.5023,CYP1998
3048,10497907227.616,CYP1999
3049,9985843543.82658,CYP2000
3050,10397896174.8634,CYP2001
3051,11420230769.2308,CYP2002
3052,14547327293.3182,CYP2003
3053,17320550000.0,CYP2004
3054,18433416241.761,CYP2005
3055,20072788859.6161,CYP2006
3056,23968765398.3028,CYP2007
3057,27839724622.8212,CYP2008
3058,25942664629.0636,CYP2009
3059,25562264900.6622,CYP2010
3060,27426994717.8204,CYP2011
3061,25041397918.5404,CYP2012
3062,24084559214.0202,CYP2013
3063,23364707443.2798,CYP2014
3064,19680625485.1946,CYP2015
3065,20453761061.9469,CYP2016
3066,22054225828.2623,CYP2017
3067,,CYP2018
3068,,CZE1960
3069,,CZE1961
3070,,CZE1962
3071,,CZE1963
3072,,CZE1964
3073,,CZE1965
3074,,CZE1966
3075,,CZE1967
3076,,CZE1968
3077,,CZE1969
3078,,CZE1970
3079,,CZE1971
3080,,CZE1972
3081,,CZE1973
3082,,CZE1974
3083,,CZE1975
3084,,CZE1976
3085,,CZE1977
3086,,CZE1978
3087,,CZE1979
3088,,CZE1980
3089,,CZE1981
3090,,CZE1982
3091,,CZE1983
3092,,CZE1984
3093,,CZE1985
3094,,CZE1986
3095,,CZE1987
3096,,CZE1988
3097,,CZE1989
3098,40477403219.5176,CZE1990
3099,29675502269.5661,CZE1991
3100,34590052812.1684,CZE1992
3101,40614350197.2353,CZE1993
3102,47554674590.9328,CZE1994
3103,59775697061.0399,CZE1995
3104,66985765439.1937,CZE1996
3105,61792161168.0011,CZE1997
3106,66490372105.1262,CZE1998
3107,64867483193.1315,CZE1999
3108,61649492816.5201,CZE2000
3109,67523642262.4009,CZE2001
3110,81910771993.9155,CZE2002
3111,99627140274.3805,CZE2003
3112,119162172468.268,CZE2004
3113,136280689891.224,CZE2005
3114,155463807112.889,CZE2006
3115,189227050759.595,CZE2007
3116,235718586901.129,CZE2008
3117,206179982164.40198,CZE2009
3118,207477857918.91898,CZE2010
3119,227948349666.35397,CZE2011
3120,207376427020.815,CZE2012
3121,209402444996.10397,CZE2013
3122,207818330723.835,CZE2014
3123,186829940545.75897,CZE2015
3124,195090272402.72897,CZE2016
3125,215913545038.43,CZE2017
3126,,CZE2018
3127,,DEU1960
3128,,DEU1961
3129,,DEU1962
3130,,DEU1963
3131,,DEU1964
3132,,DEU1965
3133,,DEU1966
3134,,DEU1967
3135,,DEU1968
3136,,DEU1969
3137,215021806498.156,DEU1970
3138,249039217364.635,DEU1971
3139,298667219346.133,DEU1972
3140,396866742553.97,DEU1973
3141,443618642959.716,DEU1974
3142,488780155338.262,DEU1975
3143,517787921003.573,DEU1976
3144,598226205424.071,DEU1977
3145,737668356280.428,DEU1978
3146,878010536975.7759,DEU1979
3147,946695355820.96,DEU1980
3148,797443405711.813,DEU1981
3149,773638200773.7571,DEU1982
3150,767768378016.0859,DEU1983
3151,722367608343.0691,DEU1984
3152,729763282952.432,DEU1985
3153,1042300769791.95,DEU1986
3154,1293264353318.82,DEU1987
3155,1395931548502.06,DEU1988
3156,1393674332154.37,DEU1989
3157,1764967948916.6,DEU1990
3158,1861873895109.02,DEU1991
3159,2123130870381.97,DEU1992
3160,2068555542410.98,DEU1993
3161,2205966011811.5,DEU1994
3162,2591620035485.19,DEU1995
3163,2503665193657.4,DEU1996
3164,2218689375140.99,DEU1997
3165,2243225519617.65,DEU1998
3166,2199957383336.88,DEU1999
3167,1949953934033.54,DEU2000
3168,1950648769574.94,DEU2001
3169,2079136081309.99,DEU2002
3170,2505733634311.51,DEU2003
3171,2819245095604.67,DEU2004
3172,2861410272354.18,DEU2005
3173,3002446368084.31,DEU2006
3174,3439953462907.2,DEU2007
3175,3752365607148.09,DEU2008
3176,3418005001389.27,DEU2009
3177,3417094562648.95,DEU2010
3178,3757698281117.55,DEU2011
3179,3543983909148.01,DEU2012
3180,3752513503278.41,DEU2013
3181,3898726503841.35,DEU2014
3182,3381389338658.82,DEU2015
3183,3495162856297.22,DEU2016
3184,3693204332229.78,DEU2017
3185,,DEU2018
3186,,DJI1960
3187,,DJI1961
3188,,DJI1962
3189,,DJI1963
3190,,DJI1964
3191,,DJI1965
3192,,DJI1966
3193,,DJI1967
3194,,DJI1968
3195,,DJI1969
3196,,DJI1970
3197,,DJI1971
3198,,DJI1972
3199,,DJI1973
3200,,DJI1974
3201,,DJI1975
3202,,DJI1976
3203,,DJI1977
3204,,DJI1978
3205,,DJI1979
3206,,DJI1980
3207,,DJI1981
3208,,DJI1982
3209,,DJI1983
3210,,DJI1984
3211,340989527.96799505,DJI1985
3212,,DJI1986
3213,373371738.286415,DJI1987
3214,395794538.630775,DJI1988
3215,409220087.102818,DJI1989
3216,452328087.28287596,DJI1990
3217,462421998.525779,DJI1991
3218,478058304.87111795,DJI1992
3219,466048469.22985995,DJI1993
3220,491689220.744875,DJI1994
3221,497723960.589913,DJI1995
3222,494004647.73437,DJI1996
3223,502675542.00122696,DJI1997
3224,514267869.300758,DJI1998
3225,536080148.09729904,DJI1999
3226,551230861.856506,DJI2000
3227,572417440.820162,DJI2001
3228,591122039.601398,DJI2002
3229,622044665.515049,DJI2003
3230,666072101.7775049,DJI2004
3231,708633194.726566,DJI2005
3232,768873684.032838,DJI2006
3233,847918929.107984,DJI2007
3234,999105339.2677289,DJI2008
3235,1049110684.72493,DJI2009
3236,1128611700.3618,DJI2010
3237,1239144501.77525,DJI2011
3238,1353632941.5207,DJI2012
3239,1324733711.8292198,DJI2013
3240,1455035088.74594,DJI2014
3241,1633741922.6873698,DJI2015
3242,1764268468.9399102,DJI2016
3243,1844674434.5037103,DJI2017
3244,,DJI2018
3245,,DMA1960
3246,,DMA1961
3247,,DMA1962
3248,,DMA1963
3249,,DMA1964
3250,,DMA1965
3251,,DMA1966
3252,,DMA1967
3253,,DMA1968
3254,,DMA1969
3255,,DMA1970
3256,,DMA1971
3257,,DMA1972
3258,,DMA1973
3259,,DMA1974
3260,,DMA1975
3261,,DMA1976
3262,45872947.407407396,DMA1977
3263,57130215.555555604,DMA1978
3264,55017758.8888889,DMA1979
3265,72804653.3333333,DMA1980
3266,82107391.11111109,DMA1981
3267,89527576.6666667,DMA1982
3268,98665191.4814814,DMA1983
3269,109157070.740741,DMA1984
3270,119491932.96296299,DMA1985
3271,135161958.51851898,DMA1986
3272,151868754.444444,DMA1987
3273,171106184.074074,DMA1988
3274,185137242.96296299,DMA1989
3275,201428730.0,DMA1990
3276,219763222.222222,DMA1991
3277,234058259.259259,DMA1992
3278,245527592.592593,DMA1993
3279,264375666.66666698,DMA1994
3280,274522148.148148,DMA1995
3281,292286000.0,DMA1996
3282,302989185.185185,DMA1997
3283,322409851.851852,DMA1998
3284,331759000.0,DMA1999
3285,333468888.888889,DMA2000
3286,340205074.07407403,DMA2001
3287,333195185.185185,DMA2002
3288,343310666.666667,DMA2003
3289,367199111.111111,DMA2004
3290,364255074.07407403,DMA2005
3291,390250148.148148,DMA2006
3292,421375851.851852,DMA2007
3293,458190185.18518496,DMA2008
3294,489074333.333333,DMA2009
3295,493824407.40740705,DMA2010
3296,501025296.296296,DMA2011
3297,485998000.0,DMA2012
3298,501979148.14814806,DMA2013
3299,523540777.777778,DMA2014
3300,540830666.666667,DMA2015
3301,575468222.222222,DMA2016
3302,496727000.0,DMA2017
3303,,DMA2018
3304,6248946880.2777,DNK1960
3305,6933842098.84548,DNK1961
3306,7812968114.400121,DNK1962
3307,8316692385.773859,DNK1963
3308,9506678762.77765,DNK1964
3309,10678897387.0006,DNK1965
3310,11721248101.0874,DNK1966
3311,12788479692.1939,DNK1967
3312,13196541952.0,DNK1968
3313,15009384584.5333,DNK1969
3314,17075466666.6667,DNK1970
3315,19085681968.1403,DNK1971
3316,23232411897.6012,DNK1972
3317,30730638895.7765,DNK1973
3318,34160363582.6675,DNK1974
