,eci2,map
0,-1.603751161879297,ABW1988
1,-0.5216852926234375,AFG1988
2,-0.9556152979661352,AGO1988
3,1.2175159074769408,AIA1988
4,-0.20852742593118076,ALB1988
5,0.8296082157359144,AND1988
6,1.8152757243850133,ANS1988
7,0.7780189573689613,ANT1988
8,1.1847633061446798,ARE1988
9,-0.5369316710901021,ARG1988
10,2.457323527325952,ATF1988
11,0.05310227595727125,ATG1988
12,0.040763231479482166,AUS1988
13,1.9958247875871344,AUT1988
14,-1.048302649271432,BDI1988
15,1.053762485530466,BEL1988
16,-1.0967115696514222,BEN1988
17,-0.982992318812492,BFA1988
18,-0.5110108260529121,BGD1988
19,0.4612953010841983,BGR1988
20,0.5498735858495843,BHR1988
21,0.6191899150752801,BHS1988
22,-0.7395932656149335,BLZ1988
23,0.8054798567823716,BMU1988
24,-0.8985188059768533,BOL1988
25,0.4218548476803351,BRA1988
26,-0.3874235603846217,BRB1988
27,1.8516506241170392,BRN1988
28,0.653512863172849,BTN1988
29,-1.2962953986805952,BWA1988
30,-1.113370555933773,CAF1988
31,0.3532483686963057,CAN1988
32,1.1846319591744623,CCK1988
33,1.6741428814388493,CHE1988
34,-0.5923060304381552,CHL1988
35,0.6813224097150541,CHN1988
36,-0.9901465344944252,CIV1988
37,-1.1021325888066844,CMR1988
38,-0.6866424413797221,COD1988
39,-1.048043073702468,COG1988
40,0.030962791768497262,COK1988
41,-0.5633507600605571,COL1988
42,-1.1882473018661468,COM1988
43,-1.299801301736434,CPV1988
44,-0.4085691206597533,CRI1988
45,1.9782347299831609,CSK1988
46,-0.6574062726174884,CUB1988
47,-0.08233285141028243,CXR1988
48,0.618089844748833,CYM1988
49,0.08961607388726855,CYP1988
50,2.4311005952990667,DEU1988
51,1.5365549281030848,DJI1988
52,-0.2267852736575817,DMA1988
53,0.5515716587094014,DNK1988
54,-0.15470687788299048,DOM1988
55,0.6085805374122678,DZA1988
56,-0.8037110906486483,ECU1988
57,-0.8013148900322559,EGY1988
58,1.0303205050601012,ESH1988
59,1.214307513758584,ESP1988
60,-0.8807375579180067,ETH1988
61,1.248020000949683,FIN1988
62,-1.0146588334172428,FJI1988
63,0.18048725603097973,FLK1988
64,0.8776333340418857,FRA1988
65,-0.481659923775495,FRO1988
66,-0.8824930851841527,GAB1988
67,1.5066025697909506,GBR1988
68,-0.9410503860085996,GHA1988
69,2.057250533768692,GIB1988
70,-1.1901635211223618,GIN1988
71,0.29816554839262976,GLP1988
72,-1.4080730227529887,GMB1988
73,-1.0811557942362169,GNB1988
74,-1.0581884759618223,GNQ1988
75,-0.4847007126210967,GRC1988
76,-0.8573177414297589,GRD1988
77,-0.8863253245463649,GRL1988
78,-0.17164010387251802,GTM1988
79,0.041502227208064325,GUF1988
80,-0.008209286548683218,GUY1988
81,1.7789632525878774,HKG1988
82,-0.4580514507360002,HND1988
83,0.3734096426183284,HTI1988
84,0.6725054896911704,HUN1988
85,-0.6989433787868508,IDN1988
86,0.05552427110467791,IND1988
87,0.5251006329048564,IOT1988
88,1.0656618284420518,IRL1988
89,-0.5674063487694223,IRN1988
90,0.24736085575488204,IRQ1988
91,-0.8039351813220843,ISL1988
92,0.7997064993958896,ISR1988
93,1.870492857335375,ITA1988
94,-0.41150796529172695,JAM1988
95,-0.5904376196826999,JOR1988
96,4.0120296215337365,JPN1988
97,-1.1387136801112316,KEN1988
98,-0.06944926933024516,KHM1988
99,-0.8293815339353592,KIR1988
100,0.6815841607209827,KNA1988
101,1.9995856106552763,KOR1988
102,-0.476155241381593,KWT1988
103,-1.2212163305966286,LAO1988
104,0.8962656861191386,LBN1988
105,-0.5207580939785483,LBR1988
106,0.3494424357825363,LBY1988
107,0.13925555276770674,LCA1988
108,-0.6659570695851814,LKA1988
109,-1.5348790922501077,LSO1988
110,1.3702878579927154,MAC1988
111,-0.16100716570870766,MAR1988
112,-0.7478983743421934,MDG1988
113,-0.5053204949187718,MDV1988
114,0.7843140912466772,MEX1988
115,-0.8920182334124441,MLI1988
116,0.8991504093465315,MLT1988
117,-0.9960867787860808,MMR1988
118,-0.9127997161799262,MNG1988
119,-0.5128364613368858,MOZ1988
120,-0.8863253245463649,MRT1988
121,1.545910603082847,MSR1988
122,0.8580202609162312,MTQ1988
