,eci1,res_exp1_to_gdp,gdp_pc,population,eci1_t1,eci1_hat_t1,t,code
1586,-0.1872199039182217,0.000668909854100879,2475.546019926095,10398279.36356802,-0.332411439077837,-0.3265849582390789,7,CHL
1587,-0.30640589499213194,0.0006387973337807449,3830.556962741404,10511878.20608294,-0.1872199039182217,-0.294039127762353,8,CHL
1588,-0.20752220058187948,0.002636437799398577,3268.2640685379133,10146095.295360534,-0.30640589499213194,-0.25961550766989155,9,CHL
1589,-0.2352096431770104,0.002748134834658762,5296.510733982435,8976011.13243208,-0.20752220058187948,-0.2878734448324224,10,CHL
1590,-0.15053794453300626,0.0006495131223666277,5213.744798435486,6118823.868072268,-0.2352096431770104,-0.2644290014220301,11,CHL
1593,0.15860786626647758,0.0006289132096610376,116.27791824894727,734919526.2873452,0.06852945391997735,0.2017490741832064,3,CHN
1594,0.13287094711336345,0.005326114037498804,145.7456623949933,790401655.3659989,0.15860786626647758,0.19445197886478316,4,CHN
1595,0.3969445621825807,0.015755412468242788,175.37847625292397,825671418.6126122,0.13287094711336345,0.2711844087460553,5,CHN
1596,0.3315099873454767,0.0110566145880204,225.7866571041789,860559569.9796412,0.3969445621825807,0.2492606615037114,6,CHN
1597,0.3504254247359287,0.006968940120015068,284.26338653573447,885668896.9374024,0.3315099873454767,0.4742092326868717,7,CHN
1598,0.8421777448207347,0.002685902289339548,544.1955687092385,879708497.1448213,0.3504254247359287,0.4184694189545306,8,CHN
1599,0.9500645370271692,0.002140998673914252,774.0059221543498,831302548.2324033,0.8421777448207347,0.4345823525134983,9,CHN
1600,0.9683476606794108,0.0019918270432881732,1508.6347674782185,717269384.4407412,0.9500645370271692,0.8534768405148327,10,CHN
1601,0.8042384223277378,0.001064878685369281,2212.7821311242833,477592647.9354557,0.9683476606794108,0.9453791676368012,11,CHN
1604,-0.8789980586680964,0.006568680245893204,306.1981983019872,4914245.265601548,-0.6084733609477921,-0.6657264425480636,3,CIV
1605,-0.93005357540361,0.013971849374100264,724.1976311465097,6084363.592633308,-0.8789980586680964,-0.554222253065059,4,CIV
1606,-0.7891157590835439,0.02014146549413589,729.7749560496463,7409111.557218824,-0.93005357540361,-0.7993313970131286,5,CIV
1607,-0.6713984942642048,0.008714428481630752,663.7597113567966,8749155.321915355,-0.7891157590835439,-0.8455902935439233,6,CIV
1608,-0.35905944059478023,0.005088048965163818,601.5801352453739,10018320.726088123,-0.6713984942642048,-0.7178934592096404,7,CIV
1609,-0.4080517764634287,0.032691264639235364,555.006391723346,11043219.19032639,-0.35905944059478023,-0.6112356262985464,8,CIV
1610,-0.4023582139467813,0.031367397106817664,493.06899576804636,11271795.601887176,-0.4080517764634287,-0.3282405478025514,9,CIV
1611,-0.3252615854900096,0.06473132121336443,588.9421199180218,10402823.013136506,-0.4023582139467813,-0.3726300974665022,10,CIV
1612,-0.1871892631524952,0.027819758276655667,472.17563558573465,7581097.357042268,-0.3252615854900096,-0.3674714400639417,11,CIV
1615,-0.7327336826411659,0.0002044851864191297,192.97572368184373,5876924.374506205,-0.7906367728246516,-0.7766282093004424,3,CMR
1616,-0.7493302481386495,0.008571049822884673,408.0588061235839,6621476.121060486,-0.7327336826411659,-0.7097587950308867,4,CMR
1617,-0.6998951540460331,0.1132547651074374,658.6786131848512,7505072.838646994,-0.7493302481386495,-0.6586157106072702,5,CMR
1618,-0.674544917684208,0.0739779678301331,809.0164649774423,8494040.832062514,-0.6998951540460331,-0.6732746786811704,6,CMR
1619,-0.4239111052499537,0.05204658424725876,749.2445261375651,9441127.043505466,-0.674544917684208,-0.6296109781315722,7,CMR
1620,-0.6178753525769537,0.0472845000437875,533.0906675434381,10139849.15849998,-0.4239111052499537,-0.6072203030518297,8,CMR
1621,-0.4808318800566033,0.05936910355912212,513.2100758798518,10457769.870748837,-0.6178753525769537,-0.3858472090059142,9,CMR
1622,-0.4425437273208698,0.05610644582447839,660.0477364992701,10021711.149839092,-0.4808318800566033,-0.5571667334867889,10,CMR
1623,-0.2242469674540747,0.02800788915444093,508.0002697019326,7457780.550698424,-0.4425437273208698,-0.43612266031894975,11,CMR
1626,-0.29401431946712964,0.0003232975877023951,273.519224559532,18043347.61576941,-0.22217109391161247,-0.3747726086187465,3,COD
1627,-0.6780954046254944,0.0025611460200977657,430.568095876263,20335423.746751066,-0.29401431946712964,-0.3788813442693155,4,COD
1628,-0.6559137174879407,0.018698257381489114,353.53420096892614,22695123.88084143,-0.6780954046254944,-0.39784331557704206,5,COD
1629,-0.4019667819302991,0.02067678463419473,204.78500760840004,25077877.90983945,-0.6559137174879407,-0.4992159148764077,6,COD
1630,-0.21127553777368505,0.013492422884304904,179.32346607605916,28448534.51774508,-0.4019667819302991,-0.4933613821517566,7,COD
1631,-0.5643356143257351,0.01634036082957769,93.14040193678213,31331516.88811151,-0.21127553777368505,-0.4263357931905816,8,COD
1632,-0.5616135803054337,0.009353641298384778,143.20445856781117,32440973.572748706,-0.5643356143257351,-0.3760056211754317,9,COD
