,gdp_cons,map
1012,1535583508.30374,BFA1969
1013,1537380442.1502,BFA1970
1014,1559108853.07615,BFA1971
1015,1595147634.5896802,BFA1972
1016,1602315070.06168,BFA1973
1017,1735089730.35784,BFA1974
1018,1787114363.9664,BFA1975
1019,1939642697.91623,BFA1976
1020,1946826233.6606,BFA1977
1021,2036532579.66401,BFA1978
1022,2111163790.67383,BFA1979
1023,2127987208.88243,BFA1980
1024,2218539520.81643,BFA1981
1025,2430680631.9506803,BFA1982
1026,2439090416.0079,BFA1983
1027,2395706395.59655,BFA1984
1028,2599757453.52648,BFA1985
1029,2806577589.00363,BFA1986
1030,2799944613.51917,BFA1987
1031,2962218006.55865,BFA1988
1032,3025913610.99051,BFA1989
1033,3007669516.04935,BFA1990
1034,3280464673.78828,BFA1991
1035,3288098668.1456,BFA1992
1036,3401912420.0973396,BFA1993
1037,3446647815.81348,BFA1994
1038,3643671090.83705,BFA1995
1039,4045012128.92928,BFA1996
1040,4300528860.1238,BFA1997
1041,4614799451.964129,BFA1998
1042,4956487462.32454,BFA1999
1043,5046707523.52324,BFA2000
1044,5380466456.43255,BFA2001
1045,5614678393.87183,BFA2002
1046,6052760301.03174,BFA2003
1047,6323831618.4998,BFA2004
1048,6871593161.43807,BFA2005
1049,7301284780.415659,BFA2006
1050,7714172808.44856,BFA2007
1051,8276883001.254271,BFA2008
1052,8522045465.254241,BFA2009
1053,8979966766.07232,BFA2010
1054,9575057057.973742,BFA2011
1055,10192906645.5417,BFA2012
1056,10783339866.97,BFA2013
1057,11249917444.6573,BFA2014
1058,11688050885.8802,BFA2015
1059,12381635616.5773,BFA2016
1060,13161938186.8,BFA2017
1061,,BFA2018
1062,17862545310.7226,BGD1960
1063,18944687033.1706,BGD1961
1064,19977746684.2347,BGD1962
1065,19886669277.8428,BGD1963
1066,22064814112.6956,BGD1964
1067,22419232005.0757,BGD1965
1068,22994691542.7769,BGD1966
1069,22563342420.6917,BGD1967
1070,24704480424.0584,BGD1968
1071,25006087027.2168,BGD1969
1072,26411392182.3557,BGD1970
1073,24964184430.4711,BGD1971
1074,21475757025.4792,BGD1972
1075,22189972024.4145,BGD1973
1076,24318424444.0714,BGD1974
1077,23324235189.0411,BGD1975
1078,24644704390.5094,BGD1976
1079,25303471152.2294,BGD1977
1080,27093397642.2551,BGD1978
1081,28394323597.912003,BGD1979
1082,28626913390.8931,BGD1980
1083,30697768187.1802,BGD1981
1084,31352959198.5596,BGD1982
1085,32569782092.7714,BGD1983
1086,34134209697.98,BGD1984
1087,35274979988.1662,BGD1985
1088,36747139850.6845,BGD1986
1089,38133389635.1624,BGD1987
1090,39054790276.5184,BGD1988
1091,40162611478.0515,BGD1989
1092,42420657179.7908,BGD1990
1093,43899113723.2774,BGD1991
1094,46288404442.7889,BGD1992
1095,48469311189.3945,BGD1993
1096,50354828679.5772,BGD1994
1097,52933639390.897995,BGD1995
1098,55327785139.4964,BGD1996
1099,57811945426.5395,BGD1997
1100,60804885377.3372,BGD1998
1101,63644568604.0114,BGD1999
1102,67013463192.5145,BGD2000
1103,70415929567.4442,BGD2001
1104,73115059421.307,BGD2002
1105,76580396941.519,BGD2003
1106,80592852042.2251,BGD2004
1107,85860356477.7026,BGD2005
1108,91588877878.6561,BGD2006
1109,98053769823.2911,BGD2007
1110,103950517391.466,BGD2008
1111,109194950718.059,BGD2009
1112,115279077465.226,BGD2010
1113,122731159566.449,BGD2011
1114,130734992458.51,BGD2012
1115,138596885516.148,BGD2013
1116,146997325017.061,BGD2014
1117,156629549345.307,BGD2015
1118,167771375851.352,BGD2016
1119,179992151721.964,BGD2017
1120,,BGD2018
1121,,BGR1960
1122,,BGR1961
1123,,BGR1962
1124,,BGR1963
1125,,BGR1964
1126,,BGR1965
1127,,BGR1966
1128,,BGR1967
1129,,BGR1968
1130,,BGR1969
1131,,BGR1970
1132,,BGR1971
1133,,BGR1972
1134,,BGR1973
1135,,BGR1974
1136,,BGR1975
1137,,BGR1976
1138,,BGR1977
1139,,BGR1978
1140,,BGR1979
1141,28567896236.6319,BGR1980
1142,29967769392.1754,BGR1981
1143,30667386625.1523,BGR1982
1144,31719371801.814,BGR1983
1145,32796702382.564,BGR1984
1146,33676782455.6654,BGR1985
1147,35093767429.2676,BGR1986
1148,37218524434.8179,BGR1987
1149,41291977325.0305,BGR1988
1150,39933519967.5105,BGR1989
1151,36292630364.1532,BGR1990
1152,33227588804.6568,BGR1991
1153,30811149654.799,BGR1992
1154,30355078448.626,BGR1993
1155,30906937186.95,BGR1994
1156,31790934141.0586,BGR1995
1157,32014958711.2495,BGR1996
1158,31666373358.602997,BGR1997
1159,33676864762.4205,BGR1998
1160,30845268715.3107,BGR1999
1161,32315283606.3355,BGR2000
1162,33533640178.6923,BGR2001
1163,35524705563.8283,BGR2002
1164,37356436983.8906,BGR2003
1165,39760457560.5794,BGR2004
1166,42592798158.9278,BGR2005
1167,45520779748.2063,BGR2006
1168,48864017869.2297,BGR2007
1169,51806552050.9002,BGR2008
1170,49948693651.0085,BGR2009
1171,50610058210.3696,BGR2010
1172,51579193177.2032,BGR2011
1173,51595167185.5963,BGR2012
1174,51850006768.6476,BGR2013
1175,52802761608.2307,BGR2014
1176,54635643698.3891,BGR2015
1177,56786516853.9326,BGR2016
1178,58950791931.772,BGR2017
1179,,BGR2018
1180,,BHR1960
1181,,BHR1961
1182,,BHR1962
1183,,BHR1963
1184,,BHR1964
1185,,BHR1965
1186,,BHR1966
1187,,BHR1967
1188,,BHR1968
1189,,BHR1969
1190,,BHR1970
1191,,BHR1971
1192,,BHR1972
1193,,BHR1973
1194,,BHR1974
1195,,BHR1975
1196,,BHR1976
1197,,BHR1977
1198,,BHR1978
1199,,BHR1979
1200,7624221103.47913,BHR1980
1201,7218864341.89657,BHR1981
1202,6673391235.87742,BHR1982
1203,7098911806.391379,BHR1983
1204,7454116226.230471,BHR1984
1205,7099429359.04756,BHR1985
1206,7183415176.43469,BHR1986
1207,7930419191.027709,BHR1987
1208,8485547872.1663,BHR1988
1209,8516435872.133121,BHR1989
1210,8894395055.67055,BHR1990
1211,9893235511.911829,BHR1991
1212,10555092806.0632,BHR1992
1213,11913533954.1921,BHR1993
1214,11883749942.4451,BHR1994
1215,12350780310.4502,BHR1995
1216,12858398136.4749,BHR1996
1217,13256108363.4132,BHR1997
1218,13891076323.6746,BHR1998
1219,14488392461.1778,BHR1999
1220,15256276507.3657,BHR2000
1221,15636315475.986,BHR2001
1222,16201435104.2376,BHR2002
1223,17177401647.9676,BHR2003
1224,18376546950.2211,BHR2004
1225,19620444333.8462,BHR2005
1226,20889606053.0421,BHR2006
1227,22621864899.6304,BHR2007
1228,24034629395.8269,BHR2008
1229,24645054296.3673,BHR2009
1230,25713271276.5957,BHR2010
1231,26223377131.9619,BHR2011
1232,27202099523.9053,BHR2012
1233,28675502255.2549,BHR2013
1234,29922841390.6393,BHR2014
1235,30779223483.5898,BHR2015
1236,31847546846.6869,BHR2016
1237,33058875381.0199,BHR2017
1238,,BHR2018
1239,1942538097.6150103,BHS1960
1240,2149750529.0866,BHS1961
1241,2374441850.10686,BHS1962
1242,2624329421.19867,BHS1963
1243,2899925138.9633603,BHS1964
1244,3202259632.40815,BHS1965
1245,3492766343.41697,BHS1966
1246,3828006034.15819,BHS1967
1247,4150391651.5629797,BHS1968
1248,4523165825.37743,BHS1969
1249,4267622809.0661297,BHS1970
1250,4337036067.07757,BHS1971
1251,4185355346.2604795,BHS1972
1252,4502084992.614671,BHS1973
1253,3747795359.80247,BHS1974
1254,3193004478.75685,BHS1975
1255,3358567667.1353197,BHS1976
1256,3666042159.8381796,BHS1977
1257,4185869346.1863,BHS1978
1258,5280026115.10759,BHS1979
1259,5622978696.80712,BHS1980
1260,5104179904.68398,BHS1981
1261,5446103697.7852,BHS1982
1262,5642002872.57775,BHS1983
1263,6441539485.04817,BHS1984
1264,6752613028.89395,BHS1985
1265,6873957500.38138,BHS1986
1266,7079112091.74079,BHS1987
1267,7242618886.04269,BHS1988
1268,7729853744.61442,BHS1989
1269,7606466024.82857,BHS1990
1270,7288379986.199891,BHS1991
1271,7009557035.57321,BHS1992
1272,7031132893.131,BHS1993
1273,7252537335.06422,BHS1994
1274,7570107965.2358,BHS1995
1275,7889833778.375891,BHS1996
1276,8052541057.627841,BHS1997
1277,8432337724.51058,BHS1998
1278,9034753608.33579,BHS1999
1279,9409627491.5515,BHS2000
1280,9656694580.554659,BHS2001
1281,9917865835.46098,BHS2002
1282,9792432526.23075,BHS2003
1283,9878884030.66906,BHS2004
1284,10214307272.5531,BHS2005
1285,10471385975.1648,BHS2006
1286,10622859247.2052,BHS2007
1287,10375987506.7603,BHS2008
1288,9942763009.205559,BHS2009
1289,10095760000.0,BHS2010
1290,10157636655.8148,BHS2011
1291,10471171091.7508,BHS2012
1292,10428194408.9434,BHS2013
1293,10412761872.8443,BHS2014
1294,10521571019.7704,BHS2015
1295,10343803831.7942,BHS2016
1296,10492464084.5963,BHS2017
1297,,BHS2018
1298,,BIH1960
1299,,BIH1961
1300,,BIH1962
1301,,BIH1963
1302,,BIH1964
1303,,BIH1965
1304,,BIH1966
1305,,BIH1967
1306,,BIH1968
1307,,BIH1969
1308,,BIH1970
1309,,BIH1971
1310,,BIH1972
1311,,BIH1973
1312,,BIH1974
1313,,BIH1975
1314,,BIH1976
1315,,BIH1977
1316,,BIH1978
1317,,BIH1979
1318,,BIH1980
1319,,BIH1981
1320,,BIH1982
1321,,BIH1983
1322,,BIH1984
1323,,BIH1985
1324,,BIH1986
1325,,BIH1987
1326,,BIH1988
1327,,BIH1989
1328,,BIH1990
1329,,BIH1991
1330,,BIH1992
1331,,BIH1993
1332,2758501862.26045,BIH1994
1333,3332270264.77958,BIH1995
1334,6296580077.199161,BIH1996
1335,8461947179.52191,BIH1997
1336,9782010631.81418,BIH1998
1337,10721083632.4236,BIH1999
1338,11310743278.9328,BIH2000
1339,11808415927.4057,BIH2001
1340,12434262003.1151,BIH2002
1341,12931632491.3659,BIH2003
1342,13720457777.4768,BIH2004
1343,14922267894.6299,BIH2005
1344,15730647389.4494,BIH2006
1345,16651768808.8305,BIH2007
1346,17555414776.1901,BIH2008
1347,17028269113.564,BIH2009
1348,17176781336.7644,BIH2010
1349,17341498611.7695,BIH2011
1350,17198998442.4731,BIH2012
1351,17603071036.7712,BIH2013
1352,17805439832.058,BIH2014
1353,18353281641.4979,BIH2015
1354,18930321663.1679,BIH2016
1355,19533480056.8836,BIH2017
1356,,BIH2018
1357,,BLR1960
1358,,BLR1961
1359,,BLR1962
1360,,BLR1963
1361,,BLR1964
1362,,BLR1965
1363,,BLR1966
1364,,BLR1967
1365,,BLR1968
1366,,BLR1969
1367,,BLR1970
1368,,BLR1971
1369,,BLR1972
1370,,BLR1973
1371,,BLR1974
1372,,BLR1975
1373,,BLR1976
1374,,BLR1977
1375,,BLR1978
1376,,BLR1979
1377,,BLR1980
1378,,BLR1981
1379,,BLR1982
1380,,BLR1983
1381,,BLR1984
1382,,BLR1985
1383,,BLR1986
1384,,BLR1987
1385,,BLR1988
1386,,BLR1989
1387,32406543391.6931,BLR1990
1388,32017666293.706,BLR1991
1389,28943969926.82,BLR1992
1390,26744227646.0987,BLR1993
1391,23615151941.8593,BLR1994
1392,21159176014.0653,BLR1995
1393,21751633936.6005,BLR1996
1394,24231321394.5674,BLR1997
1395,26266750353.0921,BLR1998
1396,27159819638.5839,BLR1999
1397,28735090127.7189,BLR2000
1398,30092911067.429,BLR2001
1399,31611178874.4356,BLR2002
1400,33837615109.4513,BLR2003
1401,37711935052.1133,BLR2004
1402,41256857576.2153,BLR2005
1403,45382541131.6249,BLR2006
1404,49285442638.7848,BLR2007
1405,54312557592.8877,BLR2008
1406,54421180122.0475,BLR2009
1407,58665088956.0255,BLR2010
1408,61820512466.141,BLR2011
1409,62863508300.7594,BLR2012
1410,63494325276.0969,BLR2013
1411,64590481690.9209,BLR2014
1412,62116943620.6317,BLR2015
1413,60547592312.6721,BLR2016
1414,62013997098.9821,BLR2017
1415,,BLR2018
1416,98693489.8820038,BLZ1960
1417,103521849.004164,BLZ1961
1418,108586813.00653599,BLZ1962
1419,113968846.93756202,BLZ1963
1420,119667152.419723,BLZ1964
1421,125567390.38701999,BLZ1965
1422,131558016.09477,BLZ1966
1423,138021623.455083,BLZ1967
1424,148189987.63463202,BLZ1968
1425,155757123.805982,BLZ1969
1426,163245448.710894,BLZ1970
1427,169709056.07120702,BLZ1971
1428,187050443.062948,BLZ1972
1429,197061184.70962,BLZ1973
1430,223782652.135627,BLZ1974
1431,231822769.95953998,BLZ1975
1432,231743901.666136,BLZ1976
1433,246799362.742398,BLZ1977
1434,266347864.383179,BLZ1978
1435,286369290.649558,BLZ1979
1436,324847820.902721,BLZ1980
1437,328530850.714647,BLZ1981
1438,328176988.727382,BLZ1982
1439,321143565.240334,BLZ1983
1440,327476725.171554,BLZ1984
1441,330792472.58004,BLZ1985
1442,345808654.491284,BLZ1986
1443,382932265.267936,BLZ1987
1444,420412570.412269,BLZ1988
1445,475104971.357793,BLZ1989
1446,529473080.100745,BLZ1990
1447,590172066.840277,BLZ1991
1448,661343544.753389,BLZ1992
1449,702847428.144437,BLZ1993
1450,703960480.458727,BLZ1994
1451,708495663.950814,BLZ1995
1452,718614471.69727,BLZ1996
1453,744086991.549998,BLZ1997
1454,771920655.8858111,BLZ1998
1455,839687566.926528,BLZ1999
1456,949011339.4093199,BLZ2000
1457,996609808.6663789,BLZ2001
1458,1047635085.31241,BLZ2002
1459,1145357976.24016,BLZ2003
1460,1198595214.8273098,BLZ2004
1461,1229495105.0487,BLZ2005
1462,1285825657.33008,BLZ2006
1463,1300041567.419,BLZ2007
1464,1342018033.27385,BLZ2008
1465,1351020310.06112,BLZ2009
1466,1396731700.0,BLZ2010
1467,1426937515.0232599,BLZ2011
1468,1468858265.53273,BLZ2012
1469,1481371977.7259,BLZ2013
1470,1536069733.92865,BLZ2014
1471,1588786886.58966,BLZ2015
1472,1579444443.95268,BLZ2016
1473,1602145624.35887,BLZ2017
1474,,BLZ2018
1475,1236024650.8684402,BMU1960
1476,1293870604.52905,BMU1961
1477,1351706620.5515401,BMU1962
1478,1366169881.39142,BMU1963
1479,1517951355.21397,BMU1964
1480,1590205839.7222302,BMU1965
1481,1818617223.9731898,BMU1966
1482,2060039383.2764199,BMU1967
1483,2103408633.4506898,BMU1968
1484,2175690717.0744,BMU1969
1485,2313026675.95958,BMU1970
1486,2392536967.94565,BMU1971
1487,2435906218.11992,BMU1972
1488,2472047259.93172,BMU1973
1489,2493731885.01891,BMU1974
1490,2587698593.72971,BMU1975
1491,2819001261.3256803,BMU1976
1492,2985250053.66029,BMU1977
1493,3028619303.8345604,BMU1978
1494,3093673179.09591,BMU1979
1495,3339432263.4166,BMU1980
1496,3418942555.40268,BMU1981
1497,3238237346.34334,BMU1982
1498,3303291221.60469,BMU1983
1499,3319193280.00197,BMU1984
1500,3252693763.06806,BMU1985
1501,3469540013.93931,BMU1986
1502,3599647764.4620104,BMU1987
1503,3745657573.382,BMU1988
1504,3762282452.61539,BMU1989
1505,3763005273.45173,BMU1990
1506,3630006239.58401,BMU1991
1507,3627837777.07534,BMU1992
1508,3736983723.34719,BMU1993
1509,3759391169.2704897,BMU1994
1510,3924772345.29896,BMU1995
1511,4026835109.98094,BMU1996
1512,4212069525.04015,BMU1997
1513,4376340236.516721,BMU1998
1514,4524376453.24803,BMU1999
1515,4945919646.2653,BMU2000
1516,5303135527.75517,BMU2001
1517,5224766301.376229,BMU2002
1518,5402967729.76868,BMU2003
1519,5528385008.41416,BMU2004
1520,5620941625.4668,BMU2005
1521,5932559093.07918,BMU2006
1522,6101393205.83452,BMU2007
1523,6194616021.02816,BMU2008
1524,5867281536.74729,BMU2009
1525,5744414000.0,BMU2010
1526,5552579615.57093,BMU2011
1527,5284137923.53055,BMU2012
1528,5151445059.9242,BMU2013
1529,,BMU2014
1530,,BMU2015
1531,,BMU2016
1532,,BMU2017
1533,,BMU2018
1534,3676750969.25268,BOL1960
1535,3753569177.8260703,BOL1961
1536,3962977719.0056,BOL1962
1537,4232366113.9804,BOL1963
1538,4399823764.91069,BOL1964
1539,4616006551.73038,BOL1965
1540,4947001440.35847,BOL1966
1541,5259514380.890571,BOL1967
1542,5708121666.49309,BOL1968
1543,5963508585.6376,BOL1969
1544,6275461467.13651,BOL1970
1545,6593209194.03833,BOL1971
1546,7118522161.622971,BOL1972
1547,7527065646.52993,BOL1973
1548,7748328845.75767,BOL1974
1549,8314810541.209479,BOL1975
1550,8698503084.9312,BOL1976
1551,9130924432.00114,BOL1977
1552,9318354422.14535,BOL1978
1553,9330779892.73797,BOL1979
1554,9202782575.187408,BOL1980
1555,9228147286.5632,BOL1981
1556,8864674464.01758,BOL1982
1557,8506353820.203741,BOL1983
1558,8489283610.051691,BOL1984
1559,8346970351.03286,BOL1985
1560,8132129804.46888,BOL1986
1561,8332462963.868879,BOL1987
1562,8574896370.265329,BOL1988
1563,8899896094.11407,BOL1989
1564,9312476223.21411,BOL1990
1565,9802920341.84622,BOL1991
1566,9964325124.58323,BOL1992
1567,10389731428.9671,BOL1993
1568,10874648292.1854,BOL1994
1569,11383393982.0382,BOL1995
1570,11879862845.2524,BOL1996
1571,12468416048.9879,BOL1997
1572,13095496622.966002,BOL1998
1573,13151399933.0676,BOL1999
1574,13481211733.9622,BOL2000
1575,13708208503.73,BOL2001
1576,14048934915.4679,BOL2002
1577,14429849406.7446,BOL2003
1578,15032049492.1373,BOL2004
1579,15696681754.5709,BOL2005
1580,16449653017.8603,BOL2006
1581,17200478143.0285,BOL2007
1582,18258049059.1816,BOL2008
1583,18870971995.9564,BOL2009
1584,19649724655.4886,BOL2010
1585,20672314545.3975,BOL2011
1586,21731207275.1952,BOL2012
1587,23208062665.3852,BOL2013
1588,24475355115.315,BOL2014
1589,25664169101.2128,BOL2015
1590,26758468587.3794,BOL2016
1591,27881041739.7675,BOL2017
1592,,BOL2018
1593,246661854226.25302,BRA1960
1594,272008608204.74103,BRA1961
1595,286196738836.70197,BRA1962
1596,288700023271.67303,BRA1963
1597,298762900195.275,BRA1964
1598,307885589183.513,BRA1965
1599,320663950240.226,BRA1966
1600,336425435318.519,BRA1967
1601,374869719821.502,BRA1968
1602,411366386806.025,BRA1969
1603,447443002845.25,BRA1970
1604,497982078591.116,BRA1971
1605,558002873764.336,BRA1972
1606,636004374891.996,BRA1973
1607,693512655666.7521,BRA1974
1608,729638256284.47,BRA1975
1609,801072834269.764,BRA1976
1610,837972796917.598,BRA1977
1611,865053643933.736,BRA1978
1612,923585638585.237,BRA1979
1613,1007733158115.63,BRA1980
1614,963459840853.251,BRA1981
1615,969050273738.5459,BRA1982
1616,936007660747.578,BRA1983
1617,985327244285.1691,BRA1984
1618,1063619984888.47,BRA1985
1619,1148585088075.65,BRA1986
1620,1189929895357.4,BRA1987
1621,1188708161986.97,BRA1988
1622,1227691357100.6,BRA1989
1623,1189604001251.3,BRA1990
1624,1207590067129.76,BRA1991
1625,1201951669586.09,BRA1992
1626,1258024746135.73,BRA1993
1627,1325134726648.25,BRA1994
1628,1383662367601.34,BRA1995
1629,1414207205952.93,BRA1996
1630,1462217362508.27,BRA1997
1631,1467161088732.89,BRA1998
1632,1474026486630.77,BRA1999
1633,1538706023650.13,BRA2000
1634,1560092443348.02,BRA2001
1635,1607729271037.04,BRA2002
1636,1626070712782.76,BRA2003
1637,1719731810809.38,BRA2004
1638,1774799882770.62,BRA2005
1639,1845117253988.32,BRA2006
1640,1957113483856.01,BRA2007
1641,2056812669847.52,BRA2008
1642,2054224952699.49,BRA2009
1643,2208871646202.82,BRA2010
1644,2296661550704.87,BRA2011
1645,2340784460875.91,BRA2012
1646,2411120883018.91,BRA2013
1647,2423271865113.81,BRA2014
1648,2337348378396.28,BRA2015
1649,2260088395608.76,BRA2016
1650,2284132600491.48,BRA2017
1651,,BRA2018
1652,,BRB1960
1653,,BRB1961
1654,,BRB1962
1655,,BRB1963
1656,,BRB1964
1657,,BRB1965
1658,,BRB1966
1659,,BRB1967
1660,,BRB1968
1661,,BRB1969
1662,,BRB1970
1663,,BRB1971
1664,,BRB1972
1665,,BRB1973
1666,2647501716.19358,BRB1974
1667,2597199183.5859103,BRB1975
1668,2710442548.20157,BRB1976
1669,2809162443.03451,BRB1977
1670,2946163590.6518197,BRB1978
1671,3178704522.54884,BRB1979
1672,3317711331.56838,BRB1980
1673,3253720394.37648,BRB1981
1674,3093267482.19828,BRB1982
1675,3108981942.6693397,BRB1983
1676,3219396704.40022,BRB1984
1677,3254133932.80993,BRB1985
1678,3419962844.62297,BRB1986
1679,3507632992.51415,BRB1987
1680,3628799753.5147,BRB1988
1681,3759477898.4845705,BRB1989
1682,3635416368.4498796,BRB1990
1683,3493159147.34344,BRB1991
1684,3249171471.60854,BRB1992
1685,3288871161.21965,BRB1993
1686,3413346229.68779,BRB1994
1687,3482407148.07376,BRB1995
1688,3620528984.8457203,BRB1996
1689,3792147434.72704,BRB1997
1690,3933991117.4000397,BRB1998
1691,3946810808.8369603,BRB1999
1692,4122564643.05277,BRB2000
1693,4024556034.3253603,BRB2001
1694,4056812032.13438,BRB2002
